 	a66	a87	a97	a79	a54	a79	a7	a44	a90	a25	a92	a98	a79	a7	a90	a56	a90	a56	a75	a6	a36	a75	a85	a0	a56	a75	a5	a12	a18	a34	a47	a61	a88	a71	a9	a3	a97	a99	a97	a38	</S>
les	0.0290636	0.0310132	0.0310749	0.0414909	0.0865813	0.134616	0.0407719	0.0661491	0.0570467	0.0584387	0.0306675	0.0174272	0.02061	0.0196097	0.0130605	0.00888231	0.00722061	0.0069113	0.00659342	0.00801411	0.00480441	0.00286763	0.00312267	0.00387501	0.00299255	0.00599568	0.00671467	0.00703694	0.0153173	0.0155837	0.0153348	0.0198187	0.0199554	0.0211649	0.0173323	0.0150689	0.0140599	0.0139172	0.0182413	0.0138075	0.0477453
arbres	0.00262011	0.00491583	0.00508697	0.0100877	0.012299	0.0266031	0.0211416	0.0439065	0.0642387	0.0646414	0.0578067	0.0349303	0.0583031	0.0387881	0.0399633	0.0543232	0.076867	0.0684358	0.0488165	0.0528105	0.0453402	0.0211617	0.0435539	0.0402026	0.0164706	0.00969245	0.00552153	0.00980257	0.00398213	0.00231186	0.00214972	0.0016193	0.000943726	0.00145086	0.00111335	0.00119433	0.00114249	0.00113699	0.00127022	0.00146645	0.00188745
perdent	0.0480127	0.0348102	0.0308164	0.0264122	0.0522269	0.0551527	0.0773422	0.073961	0.0660565	0.0556138	0.0379645	0.0465461	0.0419099	0.0435757	0.0359217	0.0347627	0.0212176	0.0294959	0.0335077	0.0332438	0.0200668	0.00887705	0.0181807	0.0145969	0.00757928	0.00457052	0.00515128	0.00575756	0.00352802	0.00317538	0.00234092	0.00244511	0.00192121	0.00167651	0.00173564	0.00127236	0.00223961	0.00184628	0.00295421	0.00567979	0.00585431
leurs	0.0149468	0.00718722	0.00994476	0.00635379	0.00343819	0.00207855	0.00437168	0.0120691	0.0136408	0.0522096	0.0569662	0.0284539	0.0291822	0.0281558	0.0457636	0.0204608	0.0142739	0.00940286	0.00620862	0.0042133	0.0036911	0.00267959	0.00384453	0.00366998	0.00499947	0.00483602	0.00653341	0.00696443	0.00529665	0.0128275	0.0135662	0.0269581	0.0509904	0.0337454	0.04554	0.05535	0.06504	0.0642746	0.0961105	0.0667061	0.0570544
feuilles	0.0170286	0.013912	0.0206937	0.0170177	0.0167621	0.00810672	0.0131869	0.0240466	0.0323787	0.0740234	0.0557815	0.0588945	0.0661893	0.0405419	0.0630035	0.0302479	0.0268565	0.0176302	0.0165358	0.0164159	0.0142341	0.0119222	0.0241765	0.0220848	0.0210628	0.0136298	0.0173527	0.0226075	0.00679617	0.00763089	0.0155712	0.0167938	0.0178421	0.0167158	0.015209	0.0171767	0.0235914	0.0171146	0.0238421	0.0251021	0.0202905
pen	0.0570994	0.0317478	0.0280339	0.0173823	0.0163841	0.0104384	0.00766301	0.026308	0.015937	0.0400787	0.0410416	0.0246145	0.0211576	0.0254936	0.0236649	0.0170904	0.013833	0.0112899	0.00881214	0.00763914	0.0043579	0.00301899	0.00598986	0.00994687	0.0115454	0.0121699	0.0194672	0.0345143	0.0108815	0.0181795	0.0137399	0.019753	0.0153884	0.0214554	0.026465	0.0291891	0.0454381	0.0332719	0.0602214	0.0444365	0.11486
dant	0.0555278	0.0226737	0.0297617	0.0118476	0.0115816	0.0178497	0.0122471	0.0281742	0.0141359	0.0222646	0.022785	0.019016	0.0219091	0.0266186	0.0209553	0.0184334	0.0257057	0.0216286	0.0192221	0.0210575	0.0118954	0.005238	0.00923969	0.00948848	0.00975226	0.0105856	0.0172025	0.0179049	0.0164262	0.0177778	0.0229349	0.0295001	0.02628	0.0370005	0.032391	0.0228995	0.036333	0.0452423	0.0516283	0.056288	0.0705963
la	0.0316432	0.015477	0.0268848	0.0144994	0.0124769	0.0133827	0.00656703	0.0230913	0.00965615	0.0170743	0.0180056	0.0120736	0.0129799	0.0116531	0.00961789	0.00496339	0.0045957	0.00352702	0.00452322	0.00482155	0.00287097	0.00137111	0.00330992	0.00287392	0.00437277	0.00547249	0.00994156	0.0137203	0.0137806	0.0227492	0.0362786	0.0449164	0.0416575	0.0668028	0.0780074	0.0555653	0.0648193	0.0636251	0.0728758	0.0677965	0.0696788
petite	0.0262237	0.0157645	0.0179525	0.0137568	0.0116258	0.0100272	0.00461114	0.011321	0.00431023	0.00529348	0.00464942	0.00496449	0.00345299	0.00470432	0.00312714	0.00238475	0.00251212	0.00201888	0.00258625	0.00265254	0.00274732	0.00220825	0.00545181	0.00459224	0.0080568	0.0105546	0.0265323	0.0284411	0.0294757	0.0290147	0.0415819	0.0501842	0.0496164	0.0643148	0.0771259	0.0694587	0.078803	0.0741923	0.0619829	0.0729509	0.0587749
saison	0.0293899	0.0210707	0.0171723	0.0185141	0.0224593	0.0213283	0.00923071	0.0156925	0.0122306	0.0120435	0.0111108	0.0125019	0.0104297	0.00848746	0.00637742	0.00386831	0.00368368	0.0047777	0.00620615	0.00634765	0.00521238	0.00302413	0.0101893	0.0120907	0.0133676	0.0178726	0.0307704	0.0216018	0.0203786	0.0168086	0.0262269	0.0371416	0.0370455	0.0497967	0.0612856	0.0544062	0.0642781	0.0615667	0.0650528	0.0625063	0.0764549
