 	a84	a10	a82	a27	a38	a15	a92	a21	a25	a98	a47	a36	a37	a41	a12	a56	a90	a98	a37	a12	a94	a18	a75	a92	a85	a79	a37	a75	a85	a56	a43	a11	a38	a27	a82	a3	a10	a97	a3	a9	a82	a87	</S>
son	0.0314973	0.0387029	0.0463393	0.0313074	0.0412446	0.0468211	0.0417758	0.0409139	0.0529513	0.0525155	0.079169	0.0747178	0.0379408	0.0257301	0.0231162	0.0135581	0.00560365	0.00469948	0.00465138	0.00577288	0.00349281	0.00438431	0.00656609	0.00771187	0.00841493	0.0137238	0.0128228	0.0214161	0.0181142	0.0321716	0.0142447	0.0188867	0.0134955	0.0144535	0.0100191	0.0109227	0.0125477	0.0090106	0.0133374	0.0100756	0.010009	0.00943762	0.0257129
grand	0.000973497	0.00226695	0.00479467	0.0135683	0.0208733	0.0382575	0.116807	0.0855123	0.13916	0.138348	0.120668	0.0976524	0.055259	0.0433348	0.0252056	0.0189293	0.0141764	0.0145062	0.00916269	0.00554108	0.00240213	0.00231726	0.00419044	0.0039959	0.00226907	0.00402894	0.00151273	0.00194709	0.00115124	0.00132857	0.00167591	0.0020664	0.00101145	0.00087768	0.000763253	0.00041495	0.00048921	0.000326063	0.000357853	0.000200451	0.000376573	0.000630895	0.000668357
frère	0.00614078	0.00591217	0.00674819	0.0159812	0.0170312	0.0303538	0.0601598	0.0524123	0.0824015	0.0562716	0.0570543	0.0816239	0.0593134	0.0606127	0.0532764	0.0438453	0.048232	0.0516929	0.0294981	0.0229899	0.0158709	0.0179441	0.0173518	0.0139133	0.00966239	0.0060819	0.00617682	0.00564729	0.00457599	0.00402124	0.00331809	0.00580813	0.00326781	0.00277073	0.00507826	0.002783	0.00393898	0.00333153	0.00275351	0.00477324	0.00495768	0.00903117	0.00539064
l'	0.0502562	0.0308729	0.0339793	0.0252068	0.0257034	0.037338	0.0312406	0.0296409	0.0296042	0.0246939	0.0334489	0.0219392	0.0215035	0.0257799	0.0211324	0.0291642	0.0317325	0.03091	0.0187899	0.00852457	0.0193101	0.0193132	0.0191546	0.02087	0.0257608	0.0232412	0.0238916	0.020714	0.0267932	0.0398735	0.0222666	0.0142891	0.00669451	0.00744062	0.00720031	0.00869299	0.0105933	0.0089395	0.0131472	0.0176069	0.0187868	0.032591	0.0313677
a	0.0327148	0.028784	0.0354731	0.0229501	0.0163966	0.0267551	0.0193168	0.0226015	0.0334346	0.0486082	0.0545887	0.0680094	0.0650652	0.0630298	0.0488076	0.0551851	0.051464	0.0285341	0.0375897	0.0347346	0.0348751	0.0345575	0.0181508	0.0147058	0.00867722	0.00840051	0.00845252	0.0104768	0.005638	0.00518111	0.00326005	0.00289368	0.00214119	0.00244003	0.00206622	0.00256335	0.00319372	0.00311587	0.00381932	0.00339209	0.0056537	0.00639372	0.0159089
obligé	0.0312011	0.0180425	0.0337971	0.0306715	0.0201106	0.0372221	0.0256875	0.0313455	0.0380976	0.0255626	0.0227427	0.0242619	0.0540601	0.0484024	0.0559408	0.0528643	0.0358074	0.0274726	0.0371587	0.028232	0.0110806	0.0159179	0.015582	0.0117403	0.0154865	0.0194383	0.0223456	0.0241338	0.0224382	0.0187616	0.00927828	0.00909081	0.00490137	0.00611094	0.00616631	0.00664966	0.0122268	0.0111959	0.00907887	0.0129462	0.0194777	0.0125985	0.0246729
de	0.0694936	0.0448465	0.0525178	0.027457	0.0172451	0.0260552	0.00994481	0.0118271	0.0165634	0.0144859	0.0122801	0.0147087	0.0211576	0.0234851	0.0250795	0.0284378	0.0327835	0.0274969	0.0235239	0.0333855	0.0222614	0.021614	0.0181979	0.0156276	0.0144801	0.0111711	0.0326366	0.0292724	0.0429035	0.0233017	0.0165808	0.0125028	0.0135571	0.0137675	0.0141421	0.0154448	0.0131423	0.0144069	0.0201394	0.0233429	0.0199044	0.0325477	0.02628
répudier	0.0207903	0.0182219	0.0168603	0.0151491	0.0144671	0.016878	0.0108638	0.0116764	0.0134094	0.0110418	0.0108525	0.0106335	0.0156938	0.0167344	0.0192223	0.0195881	0.0187693	0.0197363	0.0147213	0.0168273	0.0183941	0.0231386	0.0208522	0.0250248	0.0257597	0.0205633	0.02692	0.023395	0.0339632	0.0318791	0.0243573	0.0225137	0.0223688	0.026584	0.0318618	0.0290848	0.0338554	0.0312818	0.0319609	0.0425203	0.0423365	0.0493454	0.0499026
sa	0.0398771	0.0480405	0.0436406	0.0340287	0.0206049	0.0256523	0.0107624	0.0128523	0.0235057	0.0273924	0.0232761	0.0279056	0.0212487	0.0265088	0.0240966	0.025523	0.0220776	0.025909	0.016624	0.0179913	0.0111455	0.0135781	0.00994187	0.00882693	0.0128293	0.0103855	0.0143443	0.0154252	0.014263	0.0164856	0.0158049	0.0161787	0.0148078	0.0259438	0.0257981	0.0231795	0.0343618	0.0253097	0.0282052	0.0403977	0.0335494	0.0266538	0.0450668
femme	0.0235945	0.0349375	0.0297307	0.0289472	0.0194913	0.0241984	0.00998761	0.0138613	0.017993	0.0205713	0.0215032	0.0218774	0.0178081	0.0232981	0.0148068	0.020797	0.0287713	0.0259184	0.0226371	0.0234445	0.0217571	0.0200893	0.0157461	0.0148785	0.0115599	0.0116921	0.00921328	0.00696467	0.00712015	0.0177669	0.0130822	0.0189609	0.0086822	0.016549	0.0139863	0.0183899	0.0332318	0.0267971	0.0337533	0.0401336	0.0490575	0.041417	0.104996
