 	a23	a87	a23	a97	a23	a13	a99	a54	a15	a98	a73	a75	a41	a75	a56	a75	a5	a75	a25	a98	a85	a6	a98	a79	a44	a26	a82	a87	a23	a99	a30	</S>
mon	0.0390708	0.0504188	0.0539874	0.0568996	0.0575777	0.0480523	0.0281992	0.027537	0.0260831	0.0249558	0.0326128	0.0252642	0.0202495	0.020772	0.0272885	0.0340764	0.0297252	0.0246754	0.0117146	0.0111092	0.01858	0.024365	0.0287339	0.0407409	0.0371606	0.0356155	0.0286421	0.0304957	0.0262476	0.0211963	0.0254661	0.0324869
épouse	0.00452845	0.00655613	0.0117616	0.016236	0.011635	0.00874106	0.0131582	0.0161037	0.0153303	0.0156181	0.013444	0.0263182	0.066177	0.0881693	0.122025	0.112054	0.0725274	0.0748003	0.067795	0.0553121	0.0564015	0.0403325	0.0288673	0.0195836	0.00395423	0.00655857	0.00372529	0.00316935	0.0059012	0.00514028	0.0055512	0.00252419
a	0.032587	0.0468585	0.0379541	0.0367682	0.0384924	0.0337524	0.0479704	0.0734588	0.11455	0.0598557	0.0434485	0.0412748	0.0311889	0.0290954	0.0220177	0.0137032	0.0207055	0.0223817	0.0157238	0.0121155	0.0131715	0.0134731	0.0167576	0.0155356	0.0158958	0.0196241	0.0162602	0.0185928	0.0316849	0.0227734	0.032015	0.0103135
acheté	0.038694	0.0169223	0.012061	0.00864874	0.00976018	0.00832394	0.00859856	0.0133087	0.0147692	0.0147747	0.0167625	0.0194696	0.0364188	0.0342731	0.0278116	0.0219894	0.0217618	0.0195264	0.0276494	0.0293918	0.0227417	0.0286176	0.0606502	0.0343699	0.0680712	0.0616087	0.0563275	0.0408175	0.0551857	0.0470724	0.0476281	0.0759936
un	0.055292	0.0314612	0.0307541	0.0225342	0.0224084	0.0210951	0.0176918	0.0164537	0.0130301	0.00622547	0.0142495	0.0192949	0.0214278	0.0373561	0.03305	0.0261002	0.0213352	0.01605	0.0150227	0.012254	0.0153433	0.0137592	0.0247572	0.0249821	0.0372519	0.0401557	0.0501778	0.0515725	0.0561357	0.0686717	0.0503424	0.113764
morceau	0.0440128	0.0237195	0.0219222	0.0115222	0.0106802	0.013685	0.0129621	0.012502	0.0158337	0.0145614	0.00548406	0.0157483	0.0229968	0.0267125	0.0323432	0.0240667	0.0221142	0.0208497	0.0159869	0.0144085	0.0223806	0.0287902	0.041393	0.0440831	0.0686095	0.0652382	0.0793728	0.0590844	0.0630735	0.0619688	0.0353635	0.0485304
de	0.0460706	0.0164364	0.0191212	0.0150287	0.0232813	0.0160257	0.0275395	0.0471687	0.0622648	0.0422541	0.0564015	0.0518337	0.0269595	0.0159381	0.0158558	0.0172745	0.0127398	0.0107689	0.00726039	0.00586946	0.00769533	0.0155924	0.0167964	0.0181629	0.0251969	0.0280893	0.0393247	0.0438467	0.0405596	0.0443227	0.0691903	0.11513
viande	0.0242628	0.0190727	0.0177291	0.0150521	0.0166105	0.0188388	0.0236158	0.0337788	0.0476548	0.0406264	0.0357816	0.0914766	0.060296	0.0534683	0.0554003	0.0369407	0.0292364	0.0331145	0.0289824	0.0274317	0.0352445	0.0379662	0.0239502	0.018309	0.0185846	0.017757	0.0215391	0.0201091	0.0215264	0.0232579	0.0209412	0.0314444
de	0.037155	0.031735	0.025799	0.0222643	0.0350571	0.0347871	0.0354086	0.0259041	0.0379899	0.0358291	0.0144051	0.0380551	0.040184	0.0309528	0.041234	0.0368155	0.0275658	0.0260925	0.0145728	0.0148214	0.0248874	0.0226143	0.024046	0.0234462	0.0330063	0.0308066	0.0339453	0.0321061	0.032608	0.0305119	0.0406486	0.0647448
boeuf	0.0277416	0.0208767	0.0198394	0.0172832	0.020405	0.0242869	0.0170118	0.0119368	0.0172649	0.0144252	0.00816249	0.0248616	0.0210161	0.0182812	0.03099	0.0215226	0.0182603	0.0259692	0.0142786	0.0148082	0.0154573	0.0212492	0.0251196	0.0262343	0.0453277	0.0455595	0.0521916	0.0546966	0.0520818	0.0519269	0.0789995	0.141934
</S>	0.0371675	0.0302993	0.0253792	0.0242994	0.0212636	0.020871	0.0195519	0.022265	0.0368446	0.0214287	0.00649202	0.0149251	0.0139688	0.0111048	0.010053	0.0110206	0.0109837	0.010411	0.00936952	0.0144423	0.0214666	0.0295944	0.0266293	0.0329118	0.0384042	0.0464434	0.0512781	0.054266	0.0534466	0.0639663	0.0773182	0.132134
