 	a66	a87	a23	a54	a47	a85	a92	a98	a85	a6	a5	a43	a70	a93	a90	a98	a47	a75	a21	a5	a18	a93	a70	a13	a71	a9	a97	a87	a23	a99	a97	</S>
de	0.0178148	0.0365966	0.050204	0.0488373	0.057416	0.0950671	0.109192	0.0879755	0.0541338	0.0331427	0.0218267	0.0133899	0.0154611	0.0112481	0.00845245	0.00869439	0.00599839	0.00444918	0.0195524	0.0147412	0.0164115	0.0192961	0.0233644	0.0269168	0.0322445	0.0311685	0.0241677	0.0256269	0.0204388	0.0208112	0.0200055	0.0253545
petits	0.0176336	0.0227572	0.0211221	0.032434	0.0326427	0.0517708	0.0380341	0.0580139	0.0654477	0.078285	0.0543191	0.028294	0.0302828	0.0200045	0.0172857	0.0268624	0.0152072	0.0176158	0.0194826	0.0121115	0.0181565	0.0218203	0.0207581	0.0287303	0.0386936	0.02975	0.036189	0.0340948	0.0335857	0.0341123	0.0246682	0.0198348
enfants	0.0137893	0.0159118	0.00680839	0.00917123	0.0370341	0.125204	0.078406	0.154427	0.0951202	0.0940272	0.101001	0.0509557	0.0498389	0.0189657	0.00923094	0.00727857	0.00796101	0.00394989	0.00674309	0.00508702	0.00733193	0.00437888	0.00961785	0.00582346	0.0112065	0.0107871	0.0118636	0.0104135	0.00878117	0.0107728	0.00691374	0.0111984
sont	0.0543197	0.0382792	0.0221346	0.0145625	0.0195751	0.0264019	0.0264809	0.0482822	0.0458629	0.0490583	0.0394847	0.0701152	0.0387077	0.0439739	0.0563685	0.041503	0.0238833	0.0209286	0.0141925	0.0169471	0.0121072	0.00945443	0.00988777	0.00722347	0.00998151	0.0110049	0.0316955	0.0256629	0.0299144	0.0373398	0.0313995	0.0732668
en	0.0755772	0.0269675	0.0270374	0.0156752	0.012959	0.0155255	0.0242344	0.0301567	0.0245442	0.0133829	0.0178713	0.017134	0.0238692	0.033109	0.054067	0.069556	0.0468666	0.0468652	0.0466662	0.0468632	0.0347374	0.0287117	0.00883677	0.00965774	0.0112047	0.015381	0.0181427	0.0232365	0.0388535	0.0370467	0.0348257	0.0704378
train	0.0504413	0.0213246	0.0226076	0.0273542	0.0307932	0.0223715	0.0228268	0.0123757	0.00894428	0.0123751	0.0168892	0.0280823	0.0357183	0.0684923	0.0693935	0.0945153	0.0697257	0.0507158	0.0417625	0.0486338	0.0291126	0.025598	0.0156829	0.0153795	0.0182478	0.0232923	0.0145204	0.0142424	0.0231747	0.0153113	0.0124057	0.0376898
de	0.0966986	0.0849909	0.0596889	0.0279638	0.0403067	0.0422773	0.0318504	0.0252958	0.0470966	0.042931	0.0306374	0.0262869	0.056707	0.0137458	0.0056142	0.0047846	0.00537506	0.0207013	0.0362114	0.0324279	0.0301431	0.0263057	0.0189217	0.0103248	0.0157806	0.0185925	0.0321131	0.0218098	0.0216519	0.0237338	0.028173	0.0208584
jouer	0.116536	0.0750124	0.0463032	0.0205725	0.0168671	0.0132553	0.0153863	0.0203561	0.02832	0.0345971	0.0327572	0.0261233	0.0304066	0.0110889	0.00780257	0.00759123	0.0212129	0.0189185	0.0171065	0.0165246	0.0270248	0.0394674	0.0299319	0.0239151	0.033016	0.0292079	0.0348848	0.030262	0.0390326	0.04062	0.058521	0.0373783
au	0.069423	0.0597873	0.0468385	0.0243021	0.0177425	0.0212741	0.0299576	0.0214766	0.0245942	0.0300321	0.0239117	0.0194502	0.0176085	0.00986959	0.00955269	0.00816845	0.00641418	0.0114346	0.00819914	0.0093026	0.0137507	0.0139286	0.0115313	0.0141668	0.0200853	0.0237245	0.0452495	0.0405719	0.0548005	0.0777778	0.0759923	0.139081
foot-	0.056804	0.042727	0.0296237	0.0227862	0.0126646	0.0114323	0.015777	0.00982457	0.0131092	0.0146203	0.0144806	0.0142276	0.0153817	0.0108403	0.0115094	0.0128277	0.00905961	0.013851	0.0107498	0.00905139	0.0113624	0.00990064	0.00618025	0.00820639	0.0136379	0.0235736	0.043714	0.042056	0.058823	0.110167	0.0928762	0.228155
ball	0.0711106	0.0825514	0.0659628	0.046516	0.0171381	0.0202508	0.0283975	0.0281546	0.0401561	0.0323023	0.0195471	0.0155951	0.0125379	0.00737283	0.00736971	0.00752619	0.00467691	0.0088758	0.00922491	0.0078229	0.007641	0.0142782	0.00600933	0.0104394	0.0146637	0.0198402	0.0358897	0.0364538	0.041256	0.0678487	0.0562754	0.156315
</S>	0.0894775	0.074228	0.04636	0.0288375	0.0134622	0.0147492	0.015696	0.0174	0.0255691	0.0196548	0.0116875	0.00912092	0.00883049	0.0040283	0.00411824	0.00392191	0.00266904	0.00881747	0.0159	0.0135954	0.01527	0.0333815	0.0156747	0.0218807	0.0290594	0.0323292	0.0485425	0.0479416	0.0525418	0.0702049	0.0592058	0.145844
