 	a87	a30	a53	a15	a92	a34	a62	a75	a98	a47	a85	a37	a34	a21	a47	a88	a9	a38	a62	a21	a47	a62	a47	a88	a71	a24	a9	a82	a10	a57	a87	a23	a87	a23	a99	a97	</S>
il	0.0534409	0.0688202	0.0884626	0.0881339	0.0450286	0.0497839	0.0378639	0.0355918	0.0368126	0.0268377	0.0250998	0.0286361	0.020731	0.0107226	0.0119453	0.0111389	0.00930874	0.00524286	0.00374574	0.00565045	0.0043083	0.0045019	0.00201044	0.00166399	0.00160525	0.0023146	0.00535282	0.0116368	0.0250833	0.0370445	0.0403249	0.0347505	0.0401085	0.0422585	0.0351705	0.0191334	0.0297341
a	0.0194002	0.0178477	0.0224135	0.0297918	0.0320877	0.0279426	0.0358391	0.0438407	0.023819	0.0308221	0.0352134	0.0224328	0.0214035	0.00883644	0.0346441	0.0290987	0.0469549	0.0494784	0.0320958	0.0340182	0.020815	0.0223668	0.0233781	0.0173007	0.0133225	0.00843435	0.0158205	0.030172	0.0243498	0.0392914	0.0381705	0.0387595	0.0249815	0.0305073	0.0231851	0.0205494	0.010615
bu	0.00485957	0.00324685	0.00529112	0.0101968	0.0522612	0.0542577	0.0865482	0.0989655	0.0449282	0.0921104	0.096006	0.0446567	0.0344725	0.0240602	0.0320346	0.0202221	0.0175615	0.0123114	0.0132209	0.0191292	0.00780255	0.00949942	0.0106148	0.00999675	0.00690519	0.00577392	0.00422227	0.0100944	0.00907005	0.0116895	0.0129197	0.016557	0.014593	0.0222676	0.0192049	0.0271408	0.0353074
son	0.0620532	0.043082	0.0265788	0.0164758	0.0304922	0.053471	0.0592612	0.0625862	0.0296835	0.0411857	0.0467685	0.0285328	0.0228339	0.0141954	0.0194366	0.0154092	0.0238617	0.0256107	0.0148703	0.0156329	0.0159545	0.030228	0.0431591	0.0277456	0.0197643	0.0122699	0.0123012	0.0101789	0.012616	0.00934874	0.0161127	0.0191244	0.0182315	0.0176644	0.0167182	0.025224	0.041337
vin	0.0215668	0.0201322	0.0211313	0.024497	0.0287163	0.0310086	0.0280421	0.0370086	0.01838	0.0250873	0.0336162	0.0166946	0.0258115	0.0368704	0.037151	0.0502572	0.0544694	0.0564898	0.0546421	0.0410775	0.0482875	0.0522469	0.0258745	0.0196228	0.011226	0.00643145	0.0103814	0.00782707	0.00712621	0.00816421	0.0151159	0.0187763	0.0205134	0.0212712	0.0180041	0.0298945	0.0165866
jusqu'	0.0494302	0.0488279	0.0378679	0.0430883	0.0736019	0.0660762	0.0793197	0.0470873	0.087874	0.0720208	0.0544814	0.0382978	0.0172978	0.0127996	0.0103041	0.00912436	0.0194698	0.00895004	0.00456854	0.00437371	0.00535	0.00371327	0.00299449	0.00533878	0.00517134	0.00699796	0.00754469	0.00720304	0.00798972	0.00932986	0.0145985	0.0200006	0.0191425	0.0197677	0.0228708	0.0263938	0.0307318
à	0.0623081	0.0249941	0.0148236	0.0129337	0.0158666	0.0339585	0.0287918	0.0326414	0.0242733	0.0219782	0.0350366	0.0157289	0.0142482	0.0100046	0.0104323	0.0119442	0.014327	0.0073741	0.00477928	0.0042724	0.00447736	0.0108003	0.00754568	0.0145405	0.0128007	0.0171737	0.0344358	0.0310749	0.0383989	0.0478036	0.0584319	0.0572007	0.0570841	0.0639763	0.0512306	0.0705153	0.0217931
la	0.0406384	0.030035	0.0280672	0.0251669	0.0356666	0.0616626	0.0622422	0.0370665	0.0436997	0.0306478	0.0374515	0.0220939	0.012581	0.00725133	0.0110129	0.00901712	0.0135276	0.0095791	0.0057341	0.00570425	0.00363166	0.010146	0.00652191	0.0140054	0.00940881	0.0115809	0.0133508	0.0136622	0.026382	0.0302945	0.0386964	0.0370349	0.0440693	0.0455778	0.0474291	0.0734383	0.0459244
lie	0.0418128	0.047698	0.0745015	0.0801153	0.0458797	0.0932176	0.065139	0.0587455	0.0435369	0.0322309	0.0279524	0.0191866	0.00899149	0.00491011	0.00697242	0.00794224	0.010572	0.0107984	0.00818906	0.0109934	0.00711503	0.0126428	0.00989928	0.0108085	0.010701	0.0147123	0.0126922	0.0150679	0.0116016	0.0135803	0.0123657	0.0161194	0.0169259	0.0226122	0.0279133	0.0315553	0.054302
</S>	0.0390723	0.0188934	0.0113354	0.0150055	0.00781054	0.0146668	0.0050504	0.0050594	0.00630166	0.00568022	0.00826325	0.00600754	0.00466075	0.00393964	0.0026865	0.00359195	0.00594518	0.00348816	0.00227696	0.00226963	0.00163123	0.00164821	0.00154452	0.00333802	0.00554571	0.00934226	0.0171822	0.0222789	0.0274823	0.0352057	0.0491822	0.0502032	0.0808075	0.129904	0.115595	0.187526	0.0895782
