 	a23	a10	a87	a23	a79	a76	a90	a58	a82	a38	a14	a41	a94	a24	a41	a96	a54	a41	a12	a62	a47	a98	a11	a93	a96	a62	a41	a44	a57	a87	</S>
tu	0.0276932	0.0649378	0.0476393	0.0548508	0.0401662	0.033295	0.0298698	0.0166461	0.0385848	0.0315989	0.0853801	0.0634509	0.0751354	0.0533895	0.0515516	0.0640744	0.023595	0.0203311	0.0197128	0.0133929	0.0093889	0.0122659	0.00929466	0.00610824	0.00785167	0.0129218	0.00699044	0.016118	0.0107101	0.0120852	0.0409695
feras	0.00369576	0.0031066	0.00496748	0.0038416	0.00434759	0.00819829	0.0119486	0.0171536	0.0431743	0.0380399	0.101744	0.104091	0.083579	0.107117	0.0806355	0.100001	0.0829874	0.0442123	0.0237124	0.0178333	0.0130948	0.0110312	0.0080478	0.00471545	0.00588757	0.00847804	0.00926337	0.0146036	0.0107364	0.0183376	0.0114173
attention	0.00882246	0.00545552	0.00539705	0.00488132	0.00481858	0.00500282	0.00646503	0.0159528	0.0256808	0.0348589	0.0561867	0.0483179	0.0398697	0.139194	0.0776103	0.0859858	0.0500391	0.0534857	0.0265391	0.00846582	0.00349239	0.00323516	0.00365464	0.00929797	0.0141307	0.0172918	0.0269392	0.0279249	0.042822	0.0770621	0.07112
à	0.0206895	0.0265342	0.0296584	0.0303035	0.0242719	0.0221058	0.0202183	0.0366245	0.0451876	0.0400201	0.0570559	0.0623187	0.0637895	0.0577628	0.0353994	0.053263	0.0218628	0.0188093	0.0135044	0.0106998	0.0154579	0.017761	0.0362885	0.0219546	0.024372	0.0296966	0.0310336	0.0300367	0.0349441	0.0342699	0.0341059
la	0.0270829	0.0193072	0.0163161	0.0164323	0.015117	0.0145033	0.00739063	0.00916442	0.00617827	0.00713948	0.00518126	0.00553185	0.00778784	0.0110598	0.00617427	0.00878652	0.00686796	0.00773081	0.0121333	0.00934497	0.0334367	0.043164	0.0466998	0.0600469	0.0618174	0.0496975	0.0632923	0.0698385	0.0789218	0.105488	0.168367
viande	0.125729	0.0884771	0.0831382	0.0645005	0.0580634	0.0492073	0.04014	0.0361228	0.0157108	0.0109761	0.0076833	0.0101278	0.0188897	0.0331776	0.0378544	0.0250441	0.0428655	0.0211165	0.0181889	0.0138058	0.0111702	0.0108556	0.013967	0.0105896	0.0117684	0.0138057	0.0146797	0.0219567	0.0253931	0.0173928	0.0476028
qui	0.0756483	0.0418751	0.0186336	0.011293	0.00751105	0.00360322	0.00405173	0.00241436	0.00558695	0.00527177	0.00783593	0.0135663	0.00465405	0.0618294	0.0300604	0.0344857	0.0145022	0.0248584	0.0483255	0.0159368	0.00677249	0.0162983	0.0275082	0.0131968	0.0263009	0.0690686	0.0572345	0.0904688	0.0728262	0.0808758	0.107506
est	0.0195972	0.0179433	0.0125587	0.00926935	0.00970794	0.00735868	0.0077611	0.00551271	0.00974605	0.0121633	0.0123565	0.0122237	0.00622864	0.0381595	0.0234444	0.0325516	0.0200326	0.0297937	0.0334495	0.0166185	0.038942	0.0712943	0.0816229	0.0787908	0.0735341	0.0519803	0.071583	0.0541431	0.0344367	0.060525	0.0466708
sur	0.0469197	0.0586297	0.0461156	0.0475575	0.0270397	0.0116246	0.0118392	0.0106192	0.00942912	0.00991624	0.00504703	0.00690251	0.00973153	0.0182542	0.0192275	0.028189	0.0134959	0.00966695	0.00897524	0.00589811	0.0169704	0.029561	0.0354083	0.0537663	0.0550198	0.0462658	0.0442162	0.0391921	0.0660135	0.0513344	0.157174
le	0.0235484	0.0134788	0.00846608	0.00657165	0.00478571	0.00428685	0.00414594	0.00477571	0.00647667	0.00564312	0.00408495	0.00422383	0.00331579	0.017763	0.00843109	0.0140091	0.00554498	0.00794897	0.00820302	0.0043172	0.00536829	0.0111004	0.0218824	0.0262022	0.0366605	0.0502093	0.0933336	0.108064	0.116042	0.172043	0.199074
feu	0.0294238	0.0228802	0.0167587	0.0150301	0.0112166	0.00765958	0.00525943	0.0051934	0.0045812	0.00268098	0.00244311	0.00281123	0.0047789	0.0202036	0.0106261	0.0140735	0.00562333	0.00823083	0.0101277	0.00648587	0.00642956	0.0138579	0.0238318	0.0341507	0.0488669	0.0545382	0.0732296	0.0856893	0.0990231	0.127245	0.22705
</S>	0.0209354	0.00795136	0.0033622	0.00230008	0.000973218	0.00107107	0.000734299	0.001095	0.00158288	0.000684553	0.00056332	0.000442624	0.000649743	0.00478643	0.00255372	0.00365182	0.00129815	0.00184822	0.00321244	0.00256327	0.00379271	0.0112257	0.0184089	0.029448	0.0583343	0.0786313	0.105228	0.138043	0.122502	0.189195	0.182932
