 	a66	a87	a23	a99	a13	a93	a96	a75	a79	a7	a93	a96	a98	a15	a79	a37	a56	a96	a61	a21	a12	a21	a5	a12	a5	a6	a37	a26	a57	a87	a23	a99	a97	</S>
le	0.0260855	0.0489384	0.0318059	0.0271179	0.0490156	0.0547123	0.073725	0.0412276	0.0330107	0.0304346	0.0324552	0.0239051	0.0246755	0.0206088	0.0301292	0.0230853	0.016011	0.0174619	0.0271012	0.0366584	0.0170889	0.0256177	0.0247448	0.0194164	0.0140587	0.0141812	0.0238818	0.0127598	0.0247913	0.0163653	0.024344	0.0304391	0.0229523	0.0611938
chasseur	0.00189944	0.00382092	0.0168446	0.00744018	0.105923	0.0673082	0.0982838	0.0319668	0.0904632	0.0802949	0.124145	0.0807167	0.0722906	0.0560696	0.0497502	0.0270576	0.0203154	0.0231541	0.0144893	0.00640238	0.00420766	0.00563517	0.00184692	0.00223032	0.00137985	0.00155293	0.000344613	0.000811724	0.000320023	0.000553904	0.000426635	0.000548203	0.00109991	0.000406331
a	0.0229966	0.0170665	0.0229849	0.0199628	0.0356818	0.0268021	0.0552402	0.0343078	0.0741481	0.0548873	0.0952813	0.073393	0.0485928	0.0956557	0.0865729	0.0278125	0.0295232	0.020674	0.0186626	0.0200336	0.020857	0.0234615	0.0117303	0.0101939	0.00592624	0.0153038	0.00419588	0.0047377	0.00270868	0.00411427	0.00438233	0.00347544	0.00825328	0.000379985
pris	0.0212343	0.0114079	0.00683406	0.011775	0.00313002	0.00278426	0.0113199	0.0162167	0.0166668	0.037826	0.049928	0.0837984	0.108027	0.139097	0.111708	0.0533675	0.042129	0.0351595	0.0778463	0.025176	0.0279442	0.0206503	0.00615024	0.00535215	0.00671013	0.00876894	0.00734971	0.0100466	0.00631005	0.00935255	0.00628213	0.006616	0.00605497	0.00698048
le	0.0596212	0.057512	0.0397676	0.0511569	0.0199401	0.0224327	0.0197459	0.0368281	0.0132824	0.0412094	0.0305356	0.0442332	0.0470884	0.0531708	0.0554362	0.0460763	0.0362186	0.029166	0.0274449	0.0235343	0.0237712	0.0380886	0.0219427	0.0132057	0.0134057	0.0130765	0.018973	0.0120275	0.0135011	0.0106977	0.0186607	0.0171076	0.012636	0.0185056
couteau	0.0379297	0.0447184	0.0231966	0.0521432	0.0287568	0.0278683	0.0350351	0.0266029	0.0208076	0.0202679	0.0266824	0.0285156	0.0272202	0.0320531	0.024144	0.0242656	0.0295732	0.0207591	0.0205803	0.0248283	0.0377327	0.0513387	0.0422657	0.035752	0.0278255	0.032091	0.0319846	0.0183275	0.0237862	0.0174316	0.0290053	0.034713	0.0282938	0.0135041
pour	0.0405023	0.0186037	0.0183401	0.00897894	0.00785122	0.0190286	0.0181676	0.0641708	0.0269606	0.0783865	0.0709553	0.0748209	0.0426243	0.0191782	0.0236016	0.0189348	0.0102191	0.00642297	0.00531394	0.0106589	0.00932054	0.00890755	0.0170575	0.0152702	0.0292388	0.0258952	0.0365012	0.0519235	0.0222525	0.0458533	0.036701	0.0330452	0.0302134	0.0540997
dépecer	0.0312793	0.0283849	0.0235985	0.0170285	0.0150609	0.0288837	0.0368149	0.0399166	0.0476621	0.0488426	0.0842912	0.0699754	0.0638551	0.0492533	0.0465368	0.0258874	0.0186617	0.0158287	0.0150652	0.0312782	0.0244047	0.02173	0.020971	0.0116084	0.0130129	0.0115955	0.0175909	0.0227104	0.0133655	0.0251604	0.016035	0.0182174	0.025677	0.0198159
l'	0.0547441	0.0382176	0.0221839	0.0130895	0.00668326	0.00949424	0.0136105	0.0134154	0.0112962	0.0110259	0.0103165	0.00754483	0.00585253	0.00489258	0.00780686	0.0130254	0.02563	0.0334197	0.0278846	0.0554922	0.0542135	0.0277721	0.0489768	0.0348837	0.0577499	0.0326165	0.0470083	0.0726294	0.0453049	0.0647767	0.0383573	0.0314228	0.0273615	0.0313011
animal	0.0331371	0.019971	0.0110856	0.0118835	0.00659577	0.0166046	0.0204981	0.0189926	0.0106834	0.0138068	0.0159451	0.0162174	0.0151351	0.0110065	0.0155321	0.018692	0.0178257	0.023233	0.0240124	0.030287	0.0171565	0.010985	0.0205834	0.0210156	0.0298888	0.0319617	0.0515966	0.0599628	0.0556854	0.0968312	0.0563587	0.0617673	0.0628438	0.0722186
</S>	0.0275023	0.0136685	0.0107221	0.0116969	0.00756641	0.0120049	0.0158629	0.0191762	0.0127796	0.0179971	0.0205414	0.020811	0.0183111	0.0161527	0.0179359	0.0189801	0.0183473	0.016996	0.0163842	0.0260548	0.0215538	0.0134412	0.021893	0.0215245	0.0300213	0.0331509	0.052237	0.0604336	0.0501274	0.0829948	0.0603492	0.0667919	0.0645754	0.0814146
