 	a66	a87	a23	a30	a4	a94	a61	a31	a0	a75	a43	a75	a85	a6	a85	a47	a85	a47	a92	a37	a75	a85	a6	a85	a37	a36	a61	a18	a75	a47	a36	a2	a57	a87	a40	a6	a36	a61	a18	a53	a69	a94	a57	a82	a87	a23	a87	</S>
celui	0.0286968	0.0504264	0.0620671	0.0450397	0.0370714	0.0414233	0.0528526	0.0599646	0.0769399	0.0720044	0.0325478	0.0287421	0.0291265	0.0324693	0.0139227	0.0187534	0.0121778	0.0167316	0.00983689	0.00604806	0.00900454	0.0114074	0.00539564	0.00637094	0.00901286	0.0112226	0.0130036	0.00636675	0.00990342	0.00899071	0.00640134	0.0121735	0.0120659	0.0225671	0.00905024	0.00498254	0.00572628	0.00662608	0.00840611	0.00948469	0.00967498	0.0085226	0.00993874	0.00869925	0.0123318	0.00991611	0.00773574	0.0181764
qui	0.00723263	0.0050728	0.00650863	0.0082122	0.0131051	0.0108287	0.0151425	0.0149514	0.00831657	0.0242694	0.0553843	0.0597333	0.0709662	0.057623	0.0286398	0.038708	0.0268119	0.034338	0.0212754	0.0168274	0.0184546	0.020472	0.018607	0.0232629	0.0131061	0.0164577	0.0100482	0.00872135	0.00729127	0.00350317	0.00371953	0.00329992	0.00447144	0.00758612	0.00679414	0.00596508	0.00435033	0.00688482	0.00930412	0.0152597	0.0166079	0.0234261	0.0408098	0.0242198	0.049182	0.0384087	0.0378258	0.0380129
a	0.0206561	0.0164963	0.0142849	0.0133056	0.0180698	0.028026	0.0218756	0.0208726	0.0143816	0.0137151	0.0221444	0.0246287	0.020025	0.0198772	0.0158837	0.0189484	0.00846712	0.0242736	0.0263135	0.0164213	0.0188427	0.0308709	0.0224952	0.0409841	0.0218392	0.0228102	0.0210051	0.0162517	0.0190658	0.0164079	0.0118816	0.0161209	0.0116936	0.0108998	0.0130105	0.0167014	0.00869721	0.0109748	0.00807891	0.00938801	0.00790556	0.00757395	0.00915331	0.0084078	0.0311885	0.031256	0.0515669	0.126262
avalé	0.102168	0.0872888	0.0545688	0.0292774	0.0179895	0.0147533	0.00957107	0.0111905	0.0349463	0.0251641	0.0267072	0.00656809	0.00730765	0.0114602	0.00538351	0.00711316	0.0103627	0.011227	0.0142436	0.0111589	0.0288587	0.0255286	0.0207988	0.0208121	0.0129509	0.0139308	0.0395483	0.015058	0.0108505	0.00678303	0.00667372	0.00883805	0.00775155	0.00687995	0.0161711	0.0379226	0.033163	0.0178618	0.0129737	0.00702532	0.0116052	0.0126199	0.0148479	0.0246851	0.0145014	0.0182455	0.0154656	0.0391994
ma	0.038863	0.0211624	0.0225289	0.0122624	0.00789134	0.00617151	0.00323983	0.00398745	0.00321735	0.00313664	0.00341473	0.00411725	0.00324947	0.00478584	0.0079937	0.00816129	0.00776237	0.0139173	0.0170848	0.0150488	0.0200981	0.0210943	0.0297516	0.0326741	0.0375256	0.045134	0.0668203	0.0609206	0.0307574	0.0342884	0.018332	0.018601	0.0137196	0.00923826	0.017042	0.0196253	0.0126434	0.0115616	0.0108595	0.00938214	0.00975139	0.0144321	0.0206556	0.0195715	0.0431993	0.0552969	0.0492075	0.0598199
poule	0.00943342	0.00497412	0.0042338	0.00443867	0.00613332	0.00283921	0.00297008	0.00736482	0.00631835	0.00561823	0.00519195	0.00608773	0.00390751	0.00674494	0.0140426	0.0105247	0.014586	0.0282317	0.0728049	0.0431814	0.091637	0.0750852	0.0938169	0.0632298	0.0568447	0.0737332	0.0831272	0.0523624	0.0345705	0.0169717	0.00752715	0.00930284	0.00857679	0.00881867	0.00783194	0.0104625	0.00536738	0.00378149	0.00346448	0.00217275	0.00234184	0.00223685	0.00357877	0.00439268	0.00434205	0.00548495	0.00398306	0.00532763
c'	0.0253335	0.0239217	0.0157192	0.0141392	0.0168541	0.0141008	0.0124377	0.0103768	0.0117592	0.012903	0.0132171	0.0132051	0.0114402	0.0150239	0.0222304	0.0171697	0.0199891	0.0339032	0.0432243	0.0307569	0.0587983	0.0481761	0.0528156	0.048199	0.0362269	0.0386803	0.0446652	0.0245019	0.0166806	0.00991754	0.00815981	0.00829642	0.0100874	0.00880959	0.0102394	0.0173506	0.0110308	0.0109579	0.0129231	0.0127488	0.0148454	0.0210416	0.026703	0.0128877	0.0178148	0.0149288	0.0115157	0.0132926
est	0.0354371	0.017715	0.0158346	0.0112166	0.0121697	0.00753945	0.00551615	0.00707558	0.00952628	0.0131116	0.0143927	0.0226232	0.0196947	0.034633	0.022332	0.0471345	0.0326976	0.0361098	0.0353911	0.0384424	0.0343566	0.0269799	0.0203384	0.021709	0.0164916	0.0157922	0.0126606	0.0196063	0.0121877	0.0137011	0.0114833	0.0151777	0.00753832	0.00932461	0.0112633	0.0138523	0.00503074	0.00679021	0.00350715	0.00714371	0.00640037	0.00631948	0.0119126	0.0134046	0.0788497	0.0580398	0.0625156	0.0390297
pas	0.0442087	0.0300118	0.0298277	0.015463	0.0178948	0.0102875	0.00696248	0.00881862	0.0112269	0.00934294	0.00668878	0.00726275	0.00469032	0.00670337	0.00853167	0.00733552	0.00682808	0.00847981	0.0140543	0.0122738	0.012716	0.0088487	0.0121601	0.0122347	0.0170441	0.0148258	0.01297	0.0306759	0.027239	0.0437201	0.0494201	0.0495065	0.0291613	0.0202961	0.0400944	0.0369927	0.0209211	0.0160413	0.014156	0.0137076	0.0172108	0.0168018	0.0226042	0.0373977	0.0397797	0.0487032	0.0353018	0.0325766
le	0.0574121	0.0410949	0.0466448	0.0261604	0.0170104	0.00909391	0.00506362	0.00548713	0.00534653	0.00906123	0.00520344	0.00417889	0.00398954	0.00495794	0.00883512	0.0068527	0.00625268	0.00795958	0.0130312	0.011026	0.0128039	0.0110152	0.0169974	0.0169231	0.0215807	0.0220565	0.0166922	0.0231181	0.0173458	0.0198914	0.0145598	0.0134305	0.0167193	0.0105634	0.0221192	0.0255957	0.0183231	0.0172597	0.011218	0.00868548	0.0127359	0.0130428	0.0255931	0.0368695	0.0482957	0.0629097	0.0551883	0.113805
