 	a66	a10	a87	a23	a30	a4	a70	a50	a96	a18	a54	a5	a23	a27	a94	a96	a50	a62	a98	a83	a53	a4	a13	a4	a44	a13	a50	a83	a18	a9	a99	a87	a23	a87	</S>
ramasse	0.101499	0.198846	0.191967	0.146025	0.0670035	0.024147	0.0157139	0.0117364	0.00533477	0.00664038	0.00303251	0.00248901	0.00274488	0.00146964	0.00208003	0.00109536	0.00087427	0.00127824	0.00285519	0.00185753	0.00304254	0.00232188	0.00298316	0.0078942	0.00611402	0.00829674	0.0121485	0.0177904	0.0208876	0.021218	0.0225043	0.0153486	0.0243885	0.0165957	0.0297758
les	0.0256882	0.0203563	0.0097249	0.00993571	0.00816061	0.0100335	0.00577513	0.00611474	0.00689706	0.00446321	0.00442001	0.00505531	0.00542709	0.0075493	0.00688487	0.0137673	0.0155965	0.0197519	0.0577415	0.0880212	0.131477	0.10041	0.0492403	0.0597152	0.0777597	0.0564024	0.047408	0.0319228	0.0219136	0.0246381	0.0177203	0.0125127	0.0157009	0.0135757	0.00823898
ordures	0.0793694	0.0680038	0.0216937	0.0300691	0.0131538	0.0168366	0.013741	0.0180984	0.0171308	0.0252855	0.0247674	0.0218901	0.022665	0.0416089	0.0300202	0.0429256	0.0240186	0.074773	0.045741	0.0716739	0.0731504	0.0217567	0.0193485	0.0240788	0.0168561	0.0201717	0.0294208	0.0183785	0.00815204	0.00943519	0.00665827	0.00769184	0.0135622	0.0147047	0.0131686
qui	0.0370949	0.0251499	0.00934745	0.0138697	0.0168886	0.020208	0.01807	0.0319073	0.0329444	0.0399019	0.0434778	0.0360146	0.0397762	0.0488271	0.0593405	0.0490317	0.0372965	0.0336853	0.0289019	0.0304816	0.0295965	0.0353872	0.0265078	0.0222583	0.0357671	0.03805	0.0377154	0.0269267	0.0192759	0.0184849	0.0138644	0.012418	0.0132483	0.00833428	0.00994971
sont	0.0734672	0.0568145	0.050778	0.0387864	0.0393879	0.0337223	0.0320234	0.0178848	0.0212412	0.0193773	0.0170941	0.0167064	0.0149269	0.0167319	0.0182347	0.0140036	0.0179921	0.0183046	0.0294829	0.0254449	0.0270016	0.0140962	0.0176974	0.00831603	0.00784747	0.0222081	0.0224246	0.0280167	0.0361882	0.0409527	0.0297584	0.0339485	0.0507226	0.0558627	0.0325538
à	0.0555628	0.0309613	0.0208856	0.0178911	0.0215042	0.0202172	0.0333269	0.026534	0.0220723	0.0239936	0.0148014	0.0126858	0.0129562	0.0118891	0.0124001	0.0107553	0.0203984	0.0241431	0.0222861	0.0170702	0.0177257	0.0219966	0.0504115	0.0366357	0.0382987	0.0450189	0.043832	0.0482996	0.0403345	0.0369036	0.0373394	0.030086	0.0444192	0.0432495	0.0331143
l'	0.0883028	0.048945	0.0298951	0.00941054	0.00898429	0.00550245	0.00516009	0.00576355	0.00556887	0.00638346	0.00366783	0.00368728	0.00271805	0.00446383	0.00399418	0.00229258	0.00455429	0.00355315	0.00869774	0.00913769	0.00959254	0.0115202	0.0241752	0.0219468	0.0256896	0.0343145	0.0367382	0.0593934	0.0592144	0.0582988	0.0745686	0.0539891	0.127745	0.10463	0.0375011
entrée	0.0738725	0.0549125	0.0422414	0.0169039	0.012044	0.00614772	0.00864048	0.0123693	0.0132431	0.0105563	0.00941218	0.00821543	0.00698797	0.00619152	0.0107684	0.00851745	0.0166609	0.0194208	0.0247358	0.0238121	0.0271143	0.0221133	0.0263795	0.0215555	0.0356314	0.0375583	0.034898	0.0557264	0.0599024	0.0500716	0.0674732	0.0371256	0.0661546	0.0462176	0.0264245
de	0.0326684	0.0266919	0.0346092	0.0153946	0.0178925	0.0124458	0.0120513	0.00884516	0.00792016	0.00906987	0.00434037	0.00712625	0.0052056	0.0063044	0.00840972	0.00757149	0.00639607	0.00498506	0.00783659	0.00557667	0.00546815	0.00545395	0.00415105	0.0054444	0.0116653	0.0143015	0.0198549	0.037382	0.105885	0.0655414	0.0812987	0.0880948	0.0818016	0.0885284	0.143787
la	0.0307134	0.0162635	0.0234963	0.0088879	0.00939051	0.00564079	0.00600822	0.0049193	0.00384001	0.00600304	0.00345503	0.00482927	0.00332305	0.00530087	0.00877004	0.0112549	0.0101854	0.00895157	0.016144	0.0136842	0.0181002	0.0136781	0.00978496	0.0144994	0.026192	0.0298492	0.0329259	0.0507574	0.136363	0.0702558	0.0725162	0.0859036	0.0646425	0.0674057	0.106065
maison	0.0303585	0.0192118	0.0294695	0.0189593	0.0236008	0.020049	0.0231965	0.0169551	0.0121913	0.0160558	0.0100977	0.00977021	0.00811356	0.00752062	0.00898506	0.00980851	0.0132835	0.0189817	0.0344946	0.0337266	0.0494623	0.0254226	0.0288307	0.0291233	0.0259597	0.0335213	0.0240754	0.0350344	0.0559722	0.0396671	0.0417796	0.0485187	0.0467532	0.0665948	0.084455
</S>	0.0261568	0.0105554	0.012141	0.00826087	0.00836071	0.0064908	0.00943284	0.00584865	0.00293995	0.00610654	0.00290382	0.00360615	0.00233671	0.00228052	0.00515566	0.00480905	0.00379498	0.00557104	0.0154909	0.0102537	0.0105841	0.00707748	0.0066685	0.00947533	0.00982551	0.0217185	0.0226555	0.0581637	0.0810783	0.110079	0.123515	0.113229	0.0685756	0.112283	0.092575
