 	a87	a23	a53	a69	a4	a53	a90	a56	a85	a5	a66	a38	a0	a88	a75	a44	a56	a66	a24	a62	a96	a98	a44	a13	a90	a69	a58	a87	a23	a87	a23	a87	</S>
il	0.045621	0.0325351	0.0296336	0.0385695	0.0480808	0.116345	0.0776281	0.108027	0.0694745	0.054668	0.026153	0.0172298	0.0132406	0.00935261	0.00976195	0.00767412	0.0074273	0.00577501	0.00369426	0.00114485	0.00106268	0.00120219	0.00177194	0.00740388	0.0159102	0.0241755	0.0330394	0.0314474	0.0287521	0.0436557	0.0292164	0.0295626	0.0307637
est	0.00603372	0.00621003	0.00808258	0.0136639	0.0195666	0.0246259	0.050683	0.0554251	0.0368964	0.0417314	0.0389194	0.0312027	0.0240504	0.0334742	0.0284618	0.0320749	0.0392643	0.0542895	0.0355959	0.0328462	0.0184212	0.0158274	0.0327407	0.0506615	0.0507234	0.0374245	0.0252632	0.0236688	0.019624	0.0230174	0.0332141	0.039032	0.0172837
en	0.0117404	0.0046786	0.00561898	0.00454686	0.00791755	0.00609282	0.0116977	0.0163598	0.0118446	0.0131638	0.00816194	0.0107555	0.00627674	0.0142125	0.0127413	0.0236183	0.0168267	0.0211523	0.0173897	0.0137984	0.0167538	0.013754	0.0175862	0.0214675	0.033231	0.048842	0.0658182	0.0793974	0.0901039	0.0751073	0.111572	0.088799	0.0989731
train	0.0303378	0.0179652	0.0137814	0.013965	0.0236461	0.0131325	0.0152609	0.0140479	0.014117	0.0151923	0.0160576	0.0185675	0.0146987	0.0175231	0.0172381	0.025889	0.018544	0.0377878	0.0289571	0.0493153	0.0348006	0.0362866	0.0362236	0.0406276	0.0644822	0.0510912	0.0695168	0.0479815	0.0415368	0.0323728	0.0437647	0.0393189	0.0459724
d'	0.0830215	0.0252819	0.0190231	0.0118512	0.0159639	0.0240566	0.0610969	0.0856394	0.0451782	0.0477391	0.055887	0.0436392	0.0326756	0.0387629	0.0285156	0.0108633	0.00655848	0.00521464	0.00352118	0.00521334	0.00743469	0.0052529	0.00495297	0.00564722	0.00562881	0.00553111	0.0187282	0.0231902	0.0300642	0.0436224	0.0474247	0.0661482	0.0866715
écarter	0.0570888	0.0294734	0.0247455	0.0281689	0.0379755	0.0282288	0.0398796	0.0456782	0.0298759	0.0536432	0.0821914	0.0840581	0.0504608	0.0691657	0.0592181	0.030397	0.0212301	0.0138908	0.0103486	0.008122	0.00845333	0.00717647	0.00926612	0.00775815	0.0112604	0.00702346	0.00868012	0.0122514	0.0107419	0.0154726	0.0242156	0.0301625	0.0436973
les	0.0465173	0.0310043	0.0236452	0.0147258	0.00855104	0.00698798	0.0140322	0.0163398	0.0155707	0.019247	0.0140653	0.0105628	0.00765751	0.00990932	0.012038	0.0131756	0.0111175	0.00804215	0.00353692	0.00464739	0.0114337	0.0155644	0.0281381	0.041721	0.0522239	0.0424731	0.0481589	0.0535214	0.0508129	0.0750096	0.0836828	0.087441	0.118445
bras	0.0235845	0.0149936	0.0102628	0.010023	0.0218995	0.0170984	0.0269185	0.0271679	0.0163301	0.0240856	0.0240322	0.0243098	0.020861	0.0246048	0.0201622	0.0128866	0.0124892	0.0117677	0.00972773	0.011158	0.0113937	0.0093052	0.0141566	0.0142594	0.0320282	0.0385011	0.0393381	0.0564428	0.0609263	0.0605096	0.0825197	0.092322	0.123934
de	0.0334384	0.0206789	0.0100851	0.00866733	0.0270709	0.020106	0.0577812	0.0617862	0.043145	0.0511275	0.0398147	0.0431473	0.0324375	0.0344374	0.0257849	0.0152433	0.0133864	0.0159839	0.00764589	0.00845478	0.00792851	0.00530769	0.00856197	0.00910005	0.0126777	0.0180034	0.0178262	0.0283533	0.0409058	0.04758	0.0702363	0.0741952	0.0891013
son	0.0404898	0.0288846	0.014545	0.0119324	0.0218148	0.0147834	0.0489971	0.0455223	0.0397134	0.054857	0.0341987	0.0239416	0.0213557	0.0187434	0.0151703	0.00635001	0.00690533	0.00446369	0.00250553	0.00302815	0.00375888	0.00324848	0.00491992	0.0105392	0.0154871	0.0240923	0.0200256	0.0312393	0.0415499	0.0496632	0.0725962	0.0847818	0.179896
cadet	0.0408308	0.0383067	0.0224404	0.0192171	0.0214546	0.019597	0.0353964	0.0425493	0.0315819	0.0374883	0.0281748	0.0280416	0.0236113	0.0287092	0.0233288	0.0163021	0.0114276	0.0113498	0.00626876	0.00984349	0.0131454	0.00798809	0.00841576	0.00856394	0.00726797	0.0194813	0.014088	0.0267983	0.0360861	0.0494418	0.0619363	0.0690703	0.181797
</S>	0.025668	0.0164455	0.0129811	0.0135499	0.0202561	0.0321626	0.0635778	0.0589408	0.0239101	0.0243881	0.020158	0.00976998	0.00805375	0.00578346	0.00383154	0.00146495	0.00101888	0.000814038	0.000747499	0.000994293	0.00126363	0.00121666	0.00283746	0.00831997	0.0123461	0.0314607	0.0374881	0.0522179	0.0478269	0.056567	0.0616938	0.0762156	0.26603
