 	a66	a87	a23	a87	a99	a13	a75	a5	a12	a43	a0	a94	a11	a75	a85	a6	a36	a96	a18	a96	a83	a54	a47	a7	a37	a96	a66	a75	a47	a0	a11	a83	a71	a9	a87	a23	a87	a23	a87	a97	</S>
je	0.0420665	0.0409747	0.0363894	0.0252215	0.0136384	0.0174977	0.0177324	0.0257811	0.0148193	0.0136123	0.0117462	0.00979837	0.00987097	0.0152143	0.00732036	0.010124	0.00881303	0.0114343	0.0106311	0.00854127	0.0237771	0.0152861	0.0322177	0.0306438	0.0400098	0.0383352	0.0366786	0.029137	0.0195282	0.040697	0.043349	0.0572482	0.0370394	0.0329081	0.0151418	0.0173227	0.0246763	0.0194234	0.0210017	0.0226261	0.0517257
chasse	0.0300747	0.0216053	0.0309871	0.0234818	0.0265226	0.023924	0.0321817	0.0283012	0.0343646	0.0291427	0.0230314	0.0241919	0.0375231	0.029874	0.0368369	0.036619	0.0391108	0.0232542	0.0354894	0.0541079	0.0437288	0.0259129	0.0215748	0.00957641	0.0120772	0.00721014	0.00878358	0.0104182	0.0195599	0.0217274	0.0356738	0.0187648	0.0152776	0.0157319	0.0180981	0.0144364	0.0147127	0.0170925	0.0170767	0.01734	0.0146023
les	0.0557881	0.0463213	0.0361781	0.0291893	0.0161346	0.0247707	0.0189742	0.0214666	0.0150107	0.0181465	0.0224696	0.0162005	0.0200691	0.0145179	0.0152184	0.0132234	0.0147778	0.0140712	0.0159336	0.0218276	0.0404854	0.0432526	0.0420411	0.0151317	0.0218064	0.0140144	0.0132492	0.013651	0.00984208	0.0203177	0.0182347	0.0259303	0.02307	0.0240079	0.0223688	0.0195827	0.0309428	0.0393855	0.0363626	0.0484029	0.0276308
mouches	0.0563894	0.0583501	0.0434262	0.0565866	0.060965	0.0402205	0.0325449	0.0308449	0.0194589	0.0170477	0.00914249	0.00740652	0.00642829	0.00409365	0.00672014	0.00891275	0.0125293	0.0112338	0.0213233	0.0230629	0.0323938	0.0294409	0.0270509	0.0277335	0.0198988	0.020088	0.0185529	0.0161389	0.0112943	0.0105858	0.0172959	0.0114123	0.0187655	0.0183669	0.0376998	0.021147	0.0260535	0.0318039	0.0222134	0.0277932	0.0275837
qui	0.037574	0.0317494	0.0368058	0.0378032	0.0500479	0.0267133	0.0477391	0.0347793	0.0384847	0.0219259	0.0149795	0.0173892	0.00867558	0.0110227	0.0156408	0.035013	0.0300716	0.0470843	0.0331458	0.022035	0.0222812	0.018307	0.0158689	0.0260933	0.0152505	0.0439234	0.0300234	0.0329356	0.0236811	0.0121285	0.00884111	0.0134473	0.0199882	0.0140016	0.0167121	0.0167713	0.0166345	0.0192328	0.0112464	0.0129795	0.0109722
rôdent	0.053548	0.0368819	0.037049	0.0249545	0.0149723	0.0200761	0.0208012	0.0251946	0.0194816	0.0191777	0.0265351	0.0242875	0.0144609	0.0125663	0.0150722	0.0148926	0.0132893	0.0152734	0.0119875	0.00879469	0.00784538	0.0101416	0.0156672	0.0124499	0.0248059	0.0261458	0.0288288	0.0279685	0.0300727	0.031369	0.0197457	0.0312353	0.0368097	0.0441859	0.0395086	0.034591	0.0336924	0.0377157	0.0316016	0.0304976	0.0158255
autour	0.043918	0.0300236	0.0284784	0.020886	0.0155802	0.0132887	0.0152912	0.0137455	0.0105225	0.0078193	0.00854932	0.00605843	0.00426864	0.00412052	0.00707499	0.0109696	0.0169071	0.0143838	0.0215272	0.0267666	0.0220301	0.0247242	0.0358362	0.0246016	0.0443924	0.0367987	0.0326328	0.0275818	0.0319698	0.0277174	0.0139476	0.0369221	0.0454588	0.0336768	0.0298181	0.0230367	0.0353441	0.0417828	0.0427165	0.0373038	0.0315281
des	0.0566406	0.0387089	0.024359	0.0185617	0.00724498	0.00880539	0.00741578	0.00787846	0.0052973	0.00660815	0.010996	0.00839969	0.00832371	0.00791347	0.010895	0.00966732	0.0127605	0.0110581	0.015141	0.0245836	0.0282742	0.0345461	0.0403849	0.023812	0.0375673	0.0214411	0.0244872	0.0180723	0.0219934	0.0184526	0.0136822	0.023153	0.0385618	0.0330368	0.0573037	0.0384466	0.0434021	0.0468286	0.0516445	0.0469421	0.0367087
poissons	0.0262308	0.0230962	0.0224086	0.0201077	0.0178857	0.0163656	0.0204856	0.0158863	0.0188088	0.0167638	0.0170746	0.0141301	0.0111735	0.0121249	0.0116199	0.0150923	0.0154633	0.0183656	0.0169472	0.0198956	0.0210652	0.0199659	0.0223574	0.0170855	0.0253618	0.0228705	0.0261909	0.0265588	0.0279766	0.02669	0.0207487	0.0241707	0.0425813	0.0433197	0.0370324	0.0364738	0.0403188	0.0476845	0.0338968	0.0345069	0.0532176
</S>	0.0453179	0.036398	0.0199354	0.0159825	0.00644941	0.00791514	0.00556966	0.00535574	0.00450349	0.00316327	0.00383104	0.00350522	0.00189434	0.00245203	0.00336464	0.00374559	0.0043216	0.00341826	0.00486498	0.00631533	0.00971251	0.0158294	0.0140987	0.00780112	0.0132547	0.0146872	0.0179519	0.0221326	0.0331435	0.0394343	0.040537	0.0422127	0.0580136	0.0662009	0.0442329	0.0559048	0.056514	0.0821654	0.0508787	0.0627224	0.0642681
