 	a23	a30	a70	a62	a93	a90	a92	a85	a37	a26	a62	a83	a98	a92	a34	a56	a93	a34	a93	a70	a83	a9	a24	a50	a75	a21	a96	a62	a96	a34	a56	a34	a70	a90	a56	a70	a71	a9	a87	a23	a87	</S>
cette	0.0542791	0.0574239	0.0540825	0.0355921	0.0584225	0.0551015	0.0747109	0.0650815	0.0580028	0.042321	0.0327226	0.0261538	0.0144039	0.0110054	0.00406241	0.0075719	0.00497606	0.0132102	0.018178	0.0136464	0.0128601	0.0163086	0.0222535	0.0275242	0.0235657	0.0283115	0.0183539	0.0147352	0.00867961	0.00900315	0.00662232	0.00914506	0.00992903	0.00949988	0.00853517	0.00971213	0.00853977	0.00820106	0.00669928	0.0101043	0.007431	0.0230371
femme	0.00263876	0.00726592	0.00950391	0.0111481	0.0567904	0.0873331	0.108819	0.0681912	0.0725926	0.0754261	0.035538	0.0660627	0.0383244	0.0554567	0.0462215	0.0301508	0.0202792	0.0254865	0.0510072	0.0417922	0.0111716	0.0272698	0.0040319	0.0045414	0.00388729	0.00352714	0.00463182	0.00230712	0.00284139	0.00172001	0.00381044	0.00252358	0.00209893	0.00237642	0.000991721	0.00148802	0.00127818	0.00186507	0.000963659	0.00114682	0.00140168	0.00409783
boude	0.0227877	0.02146	0.0295042	0.0354908	0.0323876	0.0305837	0.0582592	0.058313	0.0487696	0.0449672	0.0449642	0.0371292	0.0262466	0.0267319	0.0297721	0.0696338	0.0400425	0.0124683	0.00721252	0.00591064	0.0103143	0.00409352	0.00521997	0.00279729	0.0021648	0.00179423	0.00331145	0.0016769	0.00257718	0.0048729	0.003706	0.00638831	0.00753229	0.00886521	0.0103841	0.0161889	0.0277707	0.0299299	0.0615535	0.0190569	0.0590568	0.0281101
contre	0.0941055	0.0699037	0.0520412	0.0437093	0.0273723	0.0174829	0.0358502	0.0250346	0.02969	0.0241719	0.0287925	0.0188769	0.0113575	0.00589732	0.00601998	0.00900669	0.0088745	0.0125608	0.0158008	0.00982147	0.0189007	0.01988	0.0178264	0.0261846	0.0176321	0.0115153	0.0246144	0.0163213	0.0205206	0.0227304	0.0126419	0.0103618	0.0119708	0.0125817	0.00974137	0.0102577	0.0118639	0.0153467	0.0174164	0.0200754	0.0304165	0.09483
son	0.0595781	0.0413235	0.0272194	0.0309575	0.00964732	0.00710139	0.00859772	0.0119759	0.0110209	0.0174868	0.0190382	0.0257173	0.0274372	0.0189041	0.0344033	0.0209704	0.0234423	0.024387	0.037731	0.0309628	0.0324424	0.0518022	0.0333268	0.0262303	0.0262471	0.0297245	0.0258205	0.0257003	0.0233031	0.0192844	0.0122596	0.0136139	0.0117846	0.011558	0.0103903	0.016842	0.014047	0.0184259	0.0163055	0.0174178	0.0272662	0.0483052
mari	0.0364427	0.0181802	0.0123092	0.017221	0.0126412	0.0135445	0.0144716	0.0221556	0.0151059	0.0207599	0.0245963	0.0253187	0.0201623	0.0160816	0.0370387	0.0355574	0.047771	0.0329876	0.0362709	0.0416566	0.050655	0.0310082	0.0392781	0.0335752	0.0244042	0.0205151	0.0213989	0.0153089	0.0117164	0.0190018	0.0127855	0.0155754	0.00968682	0.0141624	0.0121572	0.013607	0.0149999	0.0167638	0.0263563	0.023521	0.0294307	0.043819
parce	0.057971	0.0412604	0.0337934	0.0461727	0.0213024	0.0204405	0.0239214	0.0234111	0.0100183	0.00646748	0.00821021	0.0047403	0.00388182	0.00342716	0.00508858	0.0111227	0.0101797	0.0169953	0.029784	0.0155814	0.025029	0.0434816	0.0478295	0.0381333	0.0277413	0.0223761	0.0185903	0.0141526	0.0124227	0.0118954	0.00832891	0.0101704	0.00580534	0.0105308	0.0168351	0.0274281	0.035414	0.0288615	0.0479792	0.0261246	0.0382401	0.0888602
qu'	0.0486506	0.0442752	0.0219686	0.0255585	0.0210858	0.0363306	0.0361339	0.0224097	0.0165703	0.0108191	0.0071828	0.00582493	0.00840743	0.00767821	0.0081818	0.0134297	0.010946	0.0229826	0.0302163	0.0301692	0.0322698	0.0483981	0.0641981	0.0489376	0.0361676	0.0329577	0.0272115	0.016665	0.017404	0.0149192	0.0147447	0.0127975	0.0115263	0.0107978	0.0134742	0.0218314	0.02221	0.0202615	0.0351334	0.0148343	0.0300587	0.0243802
il	0.0696431	0.0779952	0.0363576	0.0389877	0.0285713	0.0342647	0.0419666	0.0308805	0.0240236	0.0130505	0.0127382	0.0101444	0.00759702	0.0102496	0.0061376	0.0102155	0.00854562	0.0228843	0.0287022	0.0231511	0.0227953	0.0297343	0.0313587	0.023465	0.0192699	0.0221811	0.0172527	0.0152173	0.0188908	0.0122123	0.0178995	0.0198046	0.0177349	0.0154227	0.0129981	0.0170295	0.0167535	0.0186627	0.030764	0.0151941	0.0421007	0.0271519
lui	0.0726703	0.0897468	0.0654532	0.0835431	0.0348633	0.0233432	0.0265618	0.0203844	0.0272057	0.0158509	0.0180354	0.0121014	0.00606039	0.00648426	0.00405508	0.00942546	0.00725545	0.022576	0.0346717	0.0197898	0.0153721	0.0255204	0.0163559	0.0118255	0.0107828	0.011971	0.0126487	0.0106002	0.0171498	0.0138573	0.0181733	0.0194582	0.0189331	0.0165893	0.0144729	0.0183786	0.0193104	0.0179837	0.0248205	0.0199575	0.03258	0.0331811
a	0.0533993	0.0853809	0.0695355	0.105836	0.0650972	0.0265286	0.0291447	0.0148506	0.052041	0.0248352	0.0155406	0.00896241	0.00514305	0.00565375	0.00491718	0.00889997	0.0113531	0.0263497	0.0526703	0.0223797	0.0159363	0.0292086	0.0152645	0.0102437	0.00896189	0.0110465	0.0114842	0.010497	0.0159989	0.0132838	0.01378	0.014937	0.00955524	0.0102574	0.009181	0.0122264	0.0125816	0.0101746	0.017049	0.0127642	0.0224726	0.0245772
refusé	0.0626654	0.0636608	0.0580591	0.0860122	0.0619605	0.0230314	0.0186245	0.0103639	0.0269101	0.013521	0.0110923	0.00622728	0.00468882	0.00457815	0.0053124	0.0064993	0.00838312	0.0140482	0.0272748	0.0146923	0.012376	0.0219806	0.0159873	0.0096079	0.0104426	0.0140284	0.0105026	0.0129155	0.0219191	0.0181969	0.0135628	0.0190588	0.014287	0.0161804	0.0152401	0.0251139	0.0254439	0.0236527	0.0385441	0.0263162	0.0518151	0.0552227
de	0.080748	0.041672	0.0479207	0.0432946	0.0388794	0.0355373	0.025582	0.0162089	0.0109511	0.00829715	0.0102821	0.00648449	0.00423014	0.00571723	0.00401044	0.00538573	0.00613902	0.0068461	0.0111861	0.00595359	0.0122238	0.0137469	0.0327635	0.0231266	0.0158491	0.0164333	0.0199798	0.0133209	0.0216383	0.0242196	0.00951583	0.015482	0.0133626	0.0187325	0.0175708	0.0286404	0.0282557	0.0278437	0.0418144	0.0316371	0.0690117	0.0895053
l'	0.0667143	0.0414457	0.0399645	0.0230809	0.0331369	0.0245296	0.0193509	0.0173143	0.010025	0.00749035	0.0144845	0.0102968	0.00802133	0.0102421	0.0113369	0.0125108	0.0142347	0.012394	0.0159988	0.0103453	0.0223549	0.0248307	0.0429127	0.0307248	0.0180197	0.0210273	0.0177887	0.0171671	0.0227287	0.0204698	0.0109898	0.0158315	0.0150181	0.0203087	0.0168255	0.0316625	0.0272676	0.030635	0.0413194	0.0276683	0.0624462	0.0590851
argent	0.0564232	0.0418061	0.0359526	0.0196255	0.0186219	0.0164314	0.012296	0.0144021	0.0120321	0.00855439	0.011725	0.0103953	0.00717952	0.00921396	0.00828829	0.00747321	0.0119364	0.015056	0.0148621	0.0125341	0.0145464	0.0132208	0.0203999	0.01742	0.0175066	0.0227537	0.0119736	0.0187376	0.0203436	0.0154492	0.00930246	0.0147534	0.0179133	0.0238038	0.0275062	0.0600038	0.0491367	0.0552431	0.0583749	0.0388966	0.0692118	0.0586935
</S>	0.0625622	0.0544151	0.0551886	0.046371	0.0337603	0.0193137	0.0128247	0.00979588	0.0052297	0.00405138	0.00385929	0.00333294	0.00333824	0.00414658	0.00381821	0.00480511	0.00500646	0.00938128	0.0144364	0.00937787	0.0137376	0.0227182	0.0345181	0.030245	0.0313342	0.0353116	0.0244304	0.0248216	0.0258321	0.0226789	0.0176177	0.0173103	0.0126436	0.0170396	0.0151227	0.0356771	0.0277407	0.0351052	0.0434725	0.0266037	0.0568213	0.0642029
