 	a87	a97	a99	a3	a30	a93	a75	a12	a21	a12	a47	a21	a47	a21	a47	a96	a34	a12	a56	a93	a4	a93	a56	a21	a5	a94	a90	a25	a92	a21	a56	a94	a66	a38	a57	a3	a97	a9	a3	a99	</S>
le	0.0378324	0.0408838	0.0577551	0.0515744	0.0554952	0.0253706	0.0492354	0.0283906	0.0204257	0.0250143	0.0143539	0.0149377	0.00864509	0.00792505	0.00753049	0.00963878	0.0092593	0.0143035	0.0168975	0.0178425	0.0312477	0.0244828	0.0142754	0.0192956	0.0113304	0.0116146	0.00918477	0.0122689	0.013282	0.0205041	0.0323079	0.034507	0.0348581	0.0340292	0.0312742	0.0423738	0.0258635	0.0219645	0.0187727	0.0155731	0.0276785
chasseur	0.000935983	0.00788878	0.0209529	0.0343266	0.0262376	0.0110082	0.01432	0.0327245	0.0341714	0.0368841	0.039031	0.0361224	0.04123	0.0277662	0.0344497	0.0270851	0.0325201	0.0693036	0.0876893	0.0452395	0.0381429	0.047836	0.0346155	0.0171544	0.0369507	0.0433954	0.0193548	0.0254362	0.0247631	0.00911254	0.0112816	0.00640592	0.0030113	0.00512343	0.00249827	0.00360295	0.0025568	0.00117678	0.00385767	0.00190789	0.00192885
a	0.00672172	0.016553	0.019938	0.0281344	0.0235037	0.0296409	0.0366748	0.0880993	0.0403358	0.054836	0.027576	0.0464119	0.0284007	0.0387811	0.0513696	0.0341503	0.049537	0.0517269	0.03963	0.0249673	0.0402161	0.0225912	0.0148767	0.0212244	0.0250643	0.0208679	0.0118822	0.00702449	0.00380703	0.003541	0.00534537	0.00576186	0.00563157	0.0055625	0.00809577	0.0092464	0.0134506	0.00819264	0.0119429	0.0157971	0.0028896
laissé	0.0260366	0.0138294	0.0120845	0.0153123	0.0136214	0.00757203	0.0108853	0.0103965	0.0136426	0.00972171	0.0133071	0.0160685	0.0180709	0.0206285	0.0248031	0.0280815	0.0594228	0.0660428	0.0896969	0.110241	0.0634381	0.0463194	0.0330435	0.029054	0.0260577	0.0538085	0.0230835	0.0175723	0.0151152	0.0104013	0.0184407	0.00871153	0.00766987	0.00911468	0.00736936	0.00872085	0.0101419	0.00717938	0.00715472	0.00817297	0.0099653
un	0.0621369	0.0335245	0.0268854	0.0327475	0.0292786	0.0311842	0.035228	0.0325448	0.0252468	0.0138685	0.0161671	0.014709	0.0246217	0.0359128	0.0322785	0.0304605	0.0354186	0.0203099	0.0134994	0.0239088	0.0258501	0.0239512	0.0259897	0.0232167	0.0168796	0.0120714	0.0103608	0.0144186	0.0121956	0.0195881	0.0209547	0.00723258	0.0065221	0.00812689	0.00961487	0.01737	0.0237325	0.0220828	0.0306796	0.0424744	0.0567561
signe	0.0631614	0.0355138	0.0382967	0.047758	0.0452218	0.0289335	0.0202581	0.0460049	0.0221693	0.0155107	0.0248916	0.0215469	0.0229815	0.0357126	0.0391993	0.0482643	0.0494487	0.0415741	0.0224009	0.0228937	0.0181739	0.0165702	0.0141059	0.0112651	0.00844461	0.00669552	0.00711222	0.00851445	0.00711507	0.0150145	0.0174209	0.00815742	0.0104105	0.00871127	0.011054	0.0196795	0.020053	0.0168189	0.0172546	0.0263525	0.0393339
sur	0.0310993	0.0215983	0.0205808	0.0151226	0.0105559	0.024348	0.0478624	0.046287	0.0361452	0.0441622	0.0303095	0.0337456	0.03079	0.0382467	0.0266687	0.0460576	0.0520402	0.0281051	0.0177456	0.0284709	0.0339379	0.028018	0.0229692	0.0247336	0.016435	0.0119378	0.0082605	0.00553482	0.00482638	0.00720823	0.00894331	0.00472861	0.00634229	0.0051793	0.00911648	0.0152682	0.022807	0.0245011	0.0259143	0.0299802	0.0534161
le	0.031037	0.0161992	0.0132322	0.0109308	0.00522867	0.00537945	0.0125136	0.0120586	0.0127058	0.0148876	0.011186	0.0185876	0.0216151	0.0296132	0.0242424	0.028937	0.0348136	0.0404177	0.0290842	0.0276834	0.0314053	0.029767	0.0219607	0.0278733	0.0277975	0.0250507	0.0211849	0.0143862	0.0164759	0.0229383	0.0235623	0.019467	0.0217655	0.0260146	0.0278063	0.0355841	0.0392252	0.0500739	0.0435367	0.0449364	0.0288351
chemin	0.0309801	0.0230799	0.0250988	0.017027	0.00858964	0.00664045	0.0066688	0.00432264	0.00484205	0.0045247	0.00566434	0.00894856	0.0102749	0.0161271	0.0323672	0.0254608	0.0262559	0.0249088	0.0137316	0.014406	0.0137603	0.0153984	0.00837175	0.0107875	0.0103949	0.00984112	0.00975407	0.00741426	0.00930206	0.0209956	0.0298997	0.0213425	0.0311374	0.042638	0.0433785	0.0726505	0.0801707	0.0737263	0.0675993	0.0642584	0.0472596
qu'	0.0256039	0.0264621	0.0316031	0.0345934	0.0240373	0.031949	0.0309795	0.0264777	0.0283651	0.0182719	0.0183276	0.0211712	0.026364	0.0313575	0.0369017	0.0432226	0.045205	0.0444408	0.0224987	0.0257449	0.0197619	0.0184528	0.0156045	0.0203317	0.0185637	0.0148927	0.00915542	0.00423922	0.00421757	0.00782825	0.00842329	0.00808346	0.00907229	0.0115455	0.0111304	0.0230563	0.0233384	0.0254772	0.0320346	0.0398437	0.0813701
