 	a66	a87	a23	a13	a54	a47	a36	a61	a18	a38	a24	a62	a88	a71	a53	a93	a96	a31	a21	a12	a31	a88	a9	a50	a75	a47	a36	a2	a53	a15	a98	a79	a47	a7	a4	a13	a71	a9	a87	</S>
j'	0.0345124	0.0610294	0.057555	0.0416187	0.0442489	0.0399415	0.0231607	0.0265245	0.0210527	0.0240439	0.0126496	0.0158584	0.0139357	0.0140088	0.0190643	0.0316386	0.0363113	0.0330103	0.0294633	0.0293505	0.0243934	0.0212279	0.024362	0.0252094	0.0359723	0.0256266	0.0266109	0.0214593	0.018138	0.0189025	0.0132688	0.00853779	0.0251138	0.0214188	0.0162236	0.0149727	0.0079632	0.0120453	0.0128538	0.0167216
ai	0.0211181	0.0205709	0.0317198	0.025111	0.0483862	0.0574493	0.0398445	0.046373	0.0366254	0.0362916	0.0358809	0.0304603	0.0353259	0.0220858	0.0211536	0.0125379	0.0144889	0.0127007	0.0138632	0.0105765	0.00563529	0.00758752	0.0054028	0.00585002	0.00783481	0.00450077	0.00551969	0.00544793	0.0101915	0.0171628	0.0198912	0.0238167	0.0236345	0.0320755	0.026182	0.0584511	0.0347918	0.0565952	0.0459726	0.0308929
attrapé	0.0113953	0.0083773	0.0108305	0.0106308	0.0147608	0.0193373	0.0283407	0.0482113	0.040841	0.0412978	0.0582841	0.0533022	0.0495286	0.0466491	0.040805	0.0248027	0.0131793	0.010272	0.00968633	0.00863798	0.00618776	0.0095508	0.00510798	0.0051851	0.00540155	0.0202213	0.00725114	0.00705573	0.00873999	0.016324	0.0282932	0.0229791	0.0234244	0.0529673	0.0138443	0.0617124	0.0209554	0.0418688	0.0439708	0.049789
un	0.0438275	0.0296878	0.0138053	0.0257119	0.0101483	0.00448225	0.00445166	0.00544189	0.00874271	0.0125681	0.0161338	0.0206205	0.0253394	0.0281559	0.0310455	0.0436104	0.0355785	0.0439293	0.0448664	0.0520378	0.0542707	0.0402627	0.0346528	0.03654	0.0224754	0.0164027	0.0262431	0.0230262	0.0199953	0.0210794	0.0243542	0.0259895	0.0222572	0.0295925	0.0301821	0.0178662	0.0191684	0.0127281	0.0104607	0.0122678
grillon	0.0646759	0.0395785	0.0331503	0.0258996	0.0274146	0.0283061	0.0234447	0.0139459	0.0139048	0.0160691	0.0244016	0.0368473	0.0393824	0.0300724	0.0428103	0.0476266	0.0373273	0.0363703	0.0247303	0.034452	0.0380092	0.0244556	0.0216915	0.0258684	0.0318833	0.0345905	0.0153593	0.0360361	0.0196754	0.0155544	0.0100191	0.013356	0.0121029	0.0124295	0.0123439	0.00783111	0.00673771	0.0072442	0.00408919	0.010313
mâle	0.0653208	0.0660545	0.0435354	0.03712	0.0259681	0.0182452	0.0210348	0.0124641	0.0133299	0.0173669	0.01814	0.0269029	0.0235904	0.0231696	0.0278991	0.0325597	0.0272309	0.0344183	0.0269706	0.0374371	0.0369138	0.027038	0.0305645	0.0388719	0.0356861	0.0399282	0.0215807	0.0368627	0.0212358	0.0142613	0.0100999	0.0141874	0.0135852	0.00807453	0.0132608	0.00607031	0.0066896	0.00655733	0.00431767	0.015456
hier	0.0457041	0.0516791	0.0576171	0.0530484	0.0523643	0.0371444	0.0297041	0.0256936	0.0295464	0.0324395	0.0367996	0.0402794	0.0334791	0.0242161	0.0210488	0.0233141	0.0205372	0.0194549	0.0204055	0.0206647	0.0160191	0.017664	0.0148113	0.0123933	0.0132022	0.021354	0.0173195	0.0131074	0.0148249	0.0168717	0.0182782	0.0115292	0.0155134	0.0176004	0.0221068	0.0150734	0.0212675	0.0127368	0.0117453	0.0214412
dans	0.0434816	0.0374711	0.0337365	0.0250878	0.0237133	0.0265479	0.0204757	0.0249172	0.0233004	0.0222188	0.027695	0.0215822	0.0185558	0.0175983	0.0131125	0.0169392	0.01626	0.015557	0.0149495	0.0150984	0.00995322	0.00965885	0.010938	0.0106622	0.00771981	0.0108072	0.0137549	0.0134254	0.0143232	0.0145476	0.0279733	0.0417521	0.0602632	0.0407771	0.0503619	0.0474036	0.043375	0.0390099	0.036147	0.0388486
la	0.0350898	0.0377857	0.0390963	0.0287364	0.0188173	0.0199835	0.0154765	0.021048	0.0169484	0.018684	0.0163777	0.0114137	0.00841318	0.00928546	0.00825267	0.0131324	0.0230809	0.0160418	0.0201964	0.0133114	0.00926705	0.0101429	0.0142935	0.00725977	0.00515153	0.0103613	0.0161194	0.0200075	0.0119412	0.0195566	0.0355102	0.0445504	0.0808116	0.0633808	0.0389554	0.0554563	0.0210945	0.045407	0.0333895	0.0661722
nuit	0.0256016	0.0187838	0.0308699	0.0270196	0.0363391	0.0539677	0.0418415	0.0383931	0.0295049	0.0297817	0.0252676	0.0155644	0.0148955	0.0192896	0.0203378	0.0201631	0.0293969	0.0293517	0.0288975	0.0574406	0.038071	0.0375288	0.0304714	0.0220237	0.0256931	0.0303532	0.0148895	0.0186772	0.020245	0.0275852	0.0227728	0.0163179	0.0104586	0.0157384	0.00677721	0.0103737	0.01118	0.0155464	0.0132452	0.019344
</S>	0.0243922	0.0135653	0.0104315	0.00945935	0.00644727	0.0126486	0.00948655	0.0101772	0.00869002	0.00965153	0.00922087	0.00859068	0.007993	0.0095673	0.00891226	0.00870003	0.0163209	0.00889628	0.0106521	0.00819051	0.00901383	0.0105519	0.0113476	0.00550511	0.0078469	0.0192144	0.013581	0.0142008	0.0174592	0.0381675	0.0499737	0.0391166	0.0645139	0.0775347	0.0364007	0.0821391	0.0635891	0.0947962	0.0749327	0.0581214
