 	a15	a66	a87	a85	a82	a87	a23	a83	a93	a44	a90	a93	a4	a94	a98	a79	a56	a96	a93	a94	a93	a90	a44	a75	a98	a15	a73	a25	a56	a90	a98	a47	a36	a0	a37	a96	a5	a36	a27	a82	a87	a23	a99	a87	</S>
le	0.0262421	0.04601	0.032397	0.0240204	0.0285008	0.0229131	0.034343	0.0402573	0.0407499	0.0350576	0.0525085	0.03808	0.0433861	0.0239561	0.032656	0.0142955	0.00958541	0.0118419	0.0119912	0.020646	0.0316337	0.0120643	0.00929114	0.00938977	0.0210776	0.0234981	0.00964271	0.0142377	0.00978471	0.0127164	0.0105924	0.0237271	0.0165006	0.0196471	0.011529	0.0111779	0.00571552	0.0121264	0.0158957	0.0159622	0.0154808	0.0187754	0.0233269	0.019999	0.0367703
notable	0.000975644	0.00256213	0.00295008	0.00684067	0.00655709	0.01013	0.023287	0.0269186	0.0548785	0.0491423	0.0496883	0.0434881	0.0508677	0.0468834	0.0529367	0.0405828	0.0530973	0.037364	0.0412054	0.0540786	0.0139631	0.0946752	0.0815263	0.0329434	0.028288	0.0566263	0.00995982	0.00973491	0.00476157	0.00429433	0.00191364	0.00124628	0.000706111	0.000768711	0.000481466	0.000478447	0.000452742	0.000320893	0.000194465	0.000229811	0.000337331	0.000203984	0.000370516	0.000718969	0.0003693
okoumou	0.0264264	0.0175465	0.0205439	0.019688	0.0220355	0.0214887	0.0224398	0.0291109	0.0321016	0.0218132	0.0297519	0.0368043	0.0252306	0.0385211	0.0364098	0.064309	0.0724847	0.0752932	0.0631101	0.0310555	0.0306563	0.0445788	0.0372023	0.025804	0.0238956	0.0177332	0.0142792	0.00891532	0.00763105	0.00714132	0.00766711	0.00519167	0.00519028	0.00465631	0.0032282	0.00649906	0.00694473	0.00680299	0.00284419	0.0037412	0.00555418	0.00610877	0.005624	0.00442143	0.00152396
a	0.0422662	0.0201232	0.030538	0.0171332	0.0136611	0.0128315	0.00904905	0.0054132	0.00637332	0.00923898	0.0112779	0.0158286	0.0148075	0.037574	0.0286365	0.0384075	0.0300515	0.0324608	0.0326439	0.0264527	0.0413497	0.0851737	0.0657537	0.0521397	0.039413	0.0157019	0.0224137	0.0225391	0.0154878	0.0241927	0.0227527	0.0186678	0.0214142	0.0117755	0.00627638	0.00958673	0.00935912	0.00961462	0.0112902	0.0125732	0.00917635	0.0146166	0.0111528	0.00783386	0.00497625
envoyé	0.0355719	0.0297119	0.0376006	0.0257179	0.0275113	0.0267498	0.0232436	0.0077534	0.00834684	0.0133305	0.0105432	0.0169565	0.0193867	0.0443938	0.0328414	0.0530057	0.0475904	0.0490458	0.0363038	0.0340308	0.0279256	0.0372372	0.0240323	0.022175	0.0130409	0.00687747	0.0129719	0.0141668	0.0105751	0.0169512	0.0227826	0.0304016	0.0373219	0.0238466	0.0210608	0.00982988	0.0119618	0.00999767	0.0129293	0.00718	0.00884753	0.0111394	0.00856685	0.00809032	0.0104545
les	0.0324524	0.0167582	0.0246412	0.0153118	0.0191118	0.0114914	0.0122296	0.00366963	0.00707805	0.0131919	0.0150642	0.0253204	0.0331365	0.0526998	0.0307865	0.0347439	0.0399709	0.0506237	0.0470162	0.0406739	0.0354002	0.0297294	0.027236	0.0196917	0.00929707	0.00643726	0.00724391	0.00439117	0.00643562	0.00688987	0.00645726	0.0119823	0.0165835	0.0163131	0.022119	0.0228438	0.0292256	0.0235535	0.0299647	0.0217968	0.0219495	0.0250703	0.0215875	0.0225459	0.0292831
masques	0.0273303	0.00832779	0.0110757	0.00986296	0.00737621	0.00765161	0.00576004	0.00166329	0.00228896	0.00395185	0.00469302	0.00758317	0.00886315	0.0224194	0.0174675	0.0369679	0.0411715	0.0499714	0.050286	0.0473285	0.0460781	0.0461316	0.0381655	0.0439878	0.0234162	0.0158076	0.0175672	0.0107537	0.0142707	0.0108453	0.0105424	0.0111671	0.0138108	0.0143029	0.0197802	0.0211785	0.049236	0.0329052	0.0439152	0.0412899	0.0212974	0.0262274	0.0190065	0.016426	0.0198504
de	0.0470084	0.024611	0.0278847	0.0181953	0.0104277	0.0103649	0.0108464	0.00349761	0.00573455	0.00896579	0.0124644	0.0158023	0.0161258	0.0247971	0.0205474	0.0221451	0.0223866	0.0323495	0.0338421	0.0450479	0.0246127	0.0212846	0.0221707	0.0297621	0.0113006	0.00812794	0.00932703	0.00671647	0.00843418	0.00751599	0.00898143	0.0120214	0.0205435	0.0192698	0.0355758	0.0262625	0.045704	0.0309898	0.0381132	0.0359455	0.0269231	0.0316961	0.0262482	0.0274962	0.0519325
kyebé-kyebé	0.0415214	0.0281784	0.0249506	0.0127037	0.0109164	0.00961087	0.0108488	0.00351541	0.0063651	0.0115964	0.0122509	0.0125407	0.0147603	0.0187668	0.0165622	0.0194614	0.0171947	0.0263841	0.0314222	0.0466322	0.0349457	0.0287178	0.0205348	0.0260272	0.0105029	0.00995815	0.0103232	0.00830466	0.0130596	0.00991784	0.0140287	0.0175447	0.0213863	0.0229211	0.0305534	0.0305273	0.0345883	0.0405202	0.0397657	0.0378559	0.028518	0.0362109	0.0185818	0.0366571	0.0418665
à	0.0287009	0.0274718	0.0230867	0.013423	0.0102041	0.00932365	0.0113489	0.00490899	0.00795982	0.00706411	0.00818481	0.00753553	0.00659528	0.00999406	0.00771378	0.00827479	0.00784595	0.015629	0.0169179	0.0281327	0.0350681	0.023992	0.0216589	0.014637	0.0116868	0.011241	0.00886671	0.00742853	0.0115981	0.01063	0.0140635	0.0158014	0.0143311	0.022308	0.0223587	0.0378842	0.0368907	0.0472033	0.0642813	0.0523753	0.0464058	0.0742162	0.0381279	0.0474969	0.0491327
