 	a66	a87	a23	a18	a62	a12	a96	a88	a50	a83	a9	a53	a90	a79	a56	a96	a62	a83	a9	a99	a87	a23	a70	a13	a70	a93	a70	a50	a62	a34	a90	a44	a4	a57	a82	a97	a87	a23	a87	a97	a87	a23	a10	a87	</S>
j'	0.0387825	0.0560184	0.0475536	0.0607493	0.0846715	0.0446031	0.0388357	0.0359656	0.0191705	0.0132364	0.00988088	0.0116626	0.0133922	0.0107641	0.00801031	0.00816782	0.00950408	0.00504694	0.0055961	0.00477969	0.00671353	0.0058823	0.00795684	0.0223848	0.0164501	0.0137961	0.0148769	0.0183658	0.0134142	0.0233633	0.0172823	0.0320549	0.0367398	0.0329522	0.0195239	0.0231053	0.0165321	0.0180962	0.0123856	0.0148251	0.0175482	0.0185317	0.0180967	0.0259176	0.0268134
ai	0.0197831	0.0106956	0.0240063	0.0273016	0.0369422	0.0519187	0.0367653	0.0588491	0.0591141	0.0349676	0.0284556	0.0280744	0.0312415	0.0258073	0.0136446	0.0239255	0.0220713	0.0277417	0.0255267	0.0283547	0.0248421	0.0214856	0.0170627	0.0194229	0.0172506	0.0223369	0.0204201	0.0159877	0.0129692	0.0111252	0.0174137	0.0156917	0.0126177	0.015622	0.0105049	0.0100204	0.0140863	0.0125097	0.0144847	0.0108631	0.00985663	0.0136432	0.0114942	0.0142952	0.0188068
attrapé	0.0298087	0.0180659	0.0214932	0.0222959	0.0171313	0.0213404	0.020741	0.0168534	0.0170677	0.0156889	0.0163167	0.0184027	0.0223219	0.0208007	0.020609	0.0186097	0.0170607	0.0277398	0.0327543	0.0229925	0.0227908	0.0198776	0.0225569	0.0289074	0.0228184	0.0167854	0.022966	0.0359873	0.017588	0.0263148	0.0171059	0.0128453	0.0168967	0.0167022	0.0253723	0.0230142	0.0305182	0.0254148	0.0360175	0.0220081	0.0174633	0.0272793	0.0255444	0.0262496	0.0228813
la	0.0301502	0.0114807	0.0121769	0.0061428	0.00331849	0.00566154	0.00903672	0.00788473	0.00578811	0.0137602	0.0128972	0.0139402	0.0103984	0.018624	0.0288006	0.0368139	0.0285042	0.0308738	0.0368684	0.0492226	0.0395039	0.0416379	0.0418417	0.0405134	0.0420338	0.0643355	0.0739269	0.0566762	0.0464135	0.0200802	0.0340057	0.0180793	0.0105547	0.0115362	0.0117016	0.00938075	0.0077931	0.00668006	0.00974471	0.00626392	0.00641734	0.00498498	0.010129	0.00618638	0.00723584
mante	0.0647374	0.03811	0.0365459	0.0420734	0.0151657	0.0171676	0.018204	0.0213602	0.0180682	0.0273188	0.0279392	0.0479942	0.0529544	0.0547761	0.0789234	0.0691936	0.0426723	0.026636	0.0200888	0.0190323	0.0185282	0.010842	0.017423	0.00728713	0.00543272	0.00429719	0.00494859	0.0052115	0.00802388	0.00499341	0.00723018	0.0072371	0.013072	0.00869686	0.0183983	0.0142249	0.0222809	0.0231712	0.0125861	0.00853483	0.00812323	0.00654859	0.00922507	0.00778929	0.00693244
religieuse	0.073939	0.0489028	0.0515865	0.0416208	0.0199436	0.0277655	0.0251009	0.0104026	0.00935554	0.0113451	0.0122698	0.0179767	0.0203216	0.026947	0.0362405	0.0455604	0.0359448	0.0335336	0.0378386	0.0275372	0.0309162	0.0294942	0.0275235	0.024906	0.0199476	0.0130413	0.0153657	0.00859812	0.0123514	0.00977379	0.010475	0.0111818	0.0124573	0.00867517	0.0127576	0.0110997	0.0118323	0.0110257	0.0113767	0.0106611	0.011823	0.0097075	0.0205724	0.0131026	0.0272018
lorsque	0.0358424	0.0355148	0.0464429	0.030525	0.017323	0.0240399	0.0248886	0.0170957	0.0171116	0.0178378	0.0171722	0.0220378	0.0329886	0.0293848	0.0465297	0.0372163	0.035293	0.0374504	0.0276712	0.0301665	0.0299071	0.0220424	0.0273077	0.0246236	0.0241901	0.0158958	0.0140031	0.00916045	0.0088202	0.00842329	0.00841923	0.00843384	0.00973376	0.00706686	0.0120242	0.0101535	0.0104518	0.0107548	0.0146766	0.0148697	0.0199823	0.0195517	0.0322237	0.0260857	0.0286663
je	0.0591384	0.0359429	0.0472123	0.0338945	0.0301815	0.033751	0.0266754	0.0298956	0.0224644	0.0219445	0.0254829	0.0182817	0.0226475	0.0162666	0.0162122	0.0185625	0.0151996	0.0151126	0.0153379	0.0166933	0.0148756	0.0136816	0.0178257	0.0195574	0.0125381	0.00718038	0.00708219	0.00619884	0.0053312	0.00853645	0.00623665	0.0152289	0.0171551	0.0254718	0.0235991	0.0238452	0.0172853	0.0189565	0.0182719	0.0256163	0.0223705	0.031516	0.032676	0.0405959	0.0474699
revenais	0.0387295	0.0255775	0.0329148	0.028076	0.0210939	0.0295215	0.023542	0.0224309	0.0162103	0.0143244	0.0145445	0.0154255	0.018039	0.0143562	0.0115338	0.0181616	0.0189456	0.0135868	0.0193611	0.0190701	0.0169763	0.022869	0.0216701	0.0259231	0.0154893	0.0109369	0.0071687	0.00441426	0.00801748	0.0107005	0.00794419	0.0133042	0.0126915	0.0139108	0.0164661	0.0199783	0.0156453	0.0228658	0.0177769	0.0400294	0.0339461	0.0338142	0.0509857	0.0646012	0.0764298
de	0.0876666	0.045562	0.0601438	0.0359992	0.0329645	0.0266337	0.0107564	0.012269	0.00894572	0.00737378	0.00627801	0.00383692	0.00572413	0.00419921	0.00645738	0.00547331	0.004762	0.00493961	0.0127482	0.00751696	0.00454935	0.00901798	0.00883727	0.0105392	0.00657672	0.00697928	0.00280609	0.00429153	0.0107803	0.0108738	0.00909285	0.0260405	0.0195244	0.0594076	0.0255572	0.0336015	0.027394	0.0307853	0.0358267	0.0438489	0.0167347	0.0220843	0.0587549	0.0374663	0.0883789
la	0.0710325	0.0406557	0.043675	0.0326447	0.0398354	0.0216365	0.0126342	0.0131986	0.0135259	0.00862573	0.00793287	0.00795805	0.0104987	0.00890974	0.0112224	0.0122267	0.0100308	0.00878984	0.0182889	0.010831	0.00811868	0.0137227	0.0174967	0.0166224	0.0108107	0.00982985	0.00539719	0.0063513	0.0167528	0.0110047	0.0148378	0.018744	0.0182256	0.042598	0.0179228	0.0350919	0.0262674	0.0317449	0.032918	0.0397324	0.0212458	0.0238407	0.0516458	0.03176	0.0731647
pêche	0.0709078	0.0202208	0.019288	0.0106292	0.0174008	0.0128946	0.00947193	0.0134362	0.00883361	0.007462	0.0117663	0.00597137	0.00833693	0.00839033	0.0226932	0.0150593	0.0075366	0.0140856	0.0180438	0.0141484	0.00678696	0.0096065	0.0152126	0.00922787	0.00695038	0.00967036	0.0043051	0.00684744	0.0115409	0.0120705	0.0171494	0.0157452	0.0230615	0.0342156	0.0283615	0.0383964	0.0432273	0.0577118	0.0537899	0.0490427	0.043481	0.0509713	0.0443347	0.0428126	0.0489035
</S>	0.0280017	0.0133165	0.00599546	0.00365901	0.00399242	0.00346551	0.00132147	0.00157798	0.00168648	0.00176317	0.00186645	0.00213294	0.00162861	0.00171479	0.00173028	0.00357504	0.00443849	0.00276128	0.00631579	0.00668562	0.00586351	0.0103584	0.0116286	0.0130844	0.0107682	0.00835972	0.0069523	0.00579136	0.00925842	0.00832516	0.00805879	0.00813283	0.0149021	0.0189212	0.0300321	0.0509953	0.0444958	0.135087	0.0887575	0.124631	0.0614018	0.0793905	0.0641024	0.058237	0.0248353
