 	a87	a23	a10	a87	a10	a87	a97	a87	a79	a15	a92	a37	a98	a92	a61	a66	a44	a90	a92	a85	a5	a66	a38	a61	a44	a90	a15	a69	a58	a82	a53	a98	a85	a73	a15	a69	a44	a76	a44	a84	a57	a54	a47	a11	a24	a10	a75	a41	a37	a98	a47	a36	a2	a57	a87	a23	a87	a97	</S>
le	0.00937005	0.0114891	0.00961332	0.00817872	0.00897068	0.00640306	0.00878045	0.00979755	0.0104412	0.0423836	0.0416605	0.0592915	0.0525012	0.0543436	0.0759465	0.0484416	0.0347397	0.0394308	0.0200095	0.0134819	0.0159664	0.0140481	0.0097177	0.0169703	0.0101759	0.0102833	0.00748384	0.00993513	0.0107971	0.00860281	0.0117012	0.0103604	0.00471951	0.00781666	0.0056212	0.00516885	0.00421627	0.00276051	0.0056734	0.00312222	0.00418737	0.00651754	0.00461474	0.00461451	0.00144514	0.00305101	0.00176407	0.00442611	0.00595001	0.0104204	0.0168598	0.0216054	0.0178302	0.0233972	0.017858	0.0188726	0.0279843	0.0275242	0.0406622
pêcheur	0.0017211	0.00256082	0.00411351	0.00438904	0.0101199	0.00666975	0.0253603	0.0172468	0.0401672	0.0586979	0.0484758	0.0384275	0.0599422	0.0590866	0.039297	0.0216301	0.0196286	0.00850443	0.0139435	0.0193502	0.0122121	0.00678492	0.00537397	0.00919909	0.010013	0.0179283	0.0120266	0.019048	0.013187	0.0381814	0.0245256	0.0535085	0.0220748	0.041989	0.0289906	0.0192592	0.0402646	0.0301044	0.0329583	0.0186232	0.0142502	0.00767306	0.00875745	0.00426595	0.00126011	0.00115289	0.000604289	0.00107812	0.000845136	0.000381946	0.000462167	0.00017962	0.000196966	9.70063e-05	0.000200112	0.000306027	0.000492736	0.00101953	0.00119192
est	0.00999643	0.0114808	0.0127997	0.0161205	0.0167336	0.0151824	0.0157484	0.0112787	0.019918	0.0241736	0.0221945	0.0243599	0.0244386	0.0249976	0.0143169	0.0140804	0.0136479	0.0161202	0.0168601	0.0259535	0.0289237	0.0254787	0.0291947	0.0451456	0.0656516	0.0461956	0.0321818	0.0455909	0.0488697	0.0318952	0.0384813	0.0226181	0.0167829	0.0138757	0.0109512	0.00964532	0.00762258	0.00429801	0.0045103	0.00521381	0.00464684	0.0087675	0.0050953	0.0061199	0.00436566	0.00599344	0.00246123	0.00469246	0.00331111	0.00311581	0.00782385	0.00291293	0.00373294	0.00197231	0.00468966	0.00686513	0.0159406	0.0140885	0.00987631
en	0.00393211	0.00232613	0.00311435	0.00388194	0.00531188	0.00547445	0.00600283	0.00547989	0.00428503	0.0041525	0.00816632	0.0148441	0.0180139	0.0276184	0.0191061	0.0126413	0.040279	0.0198083	0.0236355	0.0428045	0.0193908	0.0171119	0.0154878	0.0136401	0.0188266	0.0215212	0.0245331	0.0318379	0.0431563	0.0665015	0.0236542	0.0533329	0.0591257	0.0132781	0.0145617	0.0110341	0.0121593	0.0222752	0.0276031	0.0258424	0.0172536	0.00762437	0.0110874	0.0168354	0.0178022	0.0182891	0.02093	0.02735	0.0146239	0.00771453	0.00487217	0.00574128	0.00399026	0.00712107	0.00363893	0.00371808	0.00216491	0.0019785	0.00151208
train	0.0115679	0.00941052	0.0132526	0.0133987	0.0171645	0.0125459	0.0179681	0.0186303	0.0199976	0.0255248	0.0189451	0.0208931	0.0192985	0.0174652	0.0167618	0.0152074	0.0202835	0.027122	0.0188378	0.0165568	0.0216519	0.0195775	0.0108642	0.00974292	0.0129942	0.0153172	0.015652	0.0348636	0.029615	0.0335143	0.0122695	0.0212866	0.0162303	0.00870145	0.0118832	0.0164315	0.0113253	0.0225511	0.0282662	0.0630957	0.0288055	0.0286949	0.0345956	0.0083651	0.0182288	0.0115807	0.0160376	0.0192936	0.020744	0.00893653	0.00623325	0.00836253	0.0043866	0.00588428	0.00284769	0.00249141	0.00208701	0.00222709	0.00353195
de	0.00362275	0.00360954	0.00304648	0.00371881	0.00324122	0.0044672	0.00384486	0.00347446	0.00474545	0.0156245	0.0158381	0.0375502	0.050035	0.0579893	0.0820186	0.0800492	0.0467099	0.0793356	0.0358501	0.021027	0.027021	0.0209433	0.0221428	0.0390243	0.0289645	0.0265774	0.026056	0.0298435	0.0278404	0.0139999	0.0216574	0.0117979	0.00773644	0.0114978	0.0073257	0.0104382	0.00611243	0.0053436	0.0095412	0.00193451	0.00396288	0.00512107	0.00353819	0.00622348	0.00127054	0.00334297	0.00187425	0.00435756	0.00363192	0.00545806	0.00518666	0.00401447	0.00448781	0.00511247	0.00625402	0.00433558	0.00666716	0.00637862	0.00718578
chercher	0.00752198	0.00386845	0.00357025	0.00277341	0.00204523	0.00196491	0.00170171	0.0032166	0.00257004	0.00399586	0.00327176	0.00318388	0.00508038	0.00486272	0.00619101	0.01997	0.0165083	0.0245288	0.0276723	0.0215188	0.0508394	0.0325977	0.0472205	0.0440992	0.0386494	0.0309198	0.0426379	0.0422734	0.0282472	0.0215616	0.0381515	0.0366761	0.0401739	0.0450549	0.0592307	0.0451725	0.0223529	0.0307208	0.0278877	0.0105412	0.00955586	0.0104554	0.00851051	0.00929761	0.00419497	0.00782573	0.00676493	0.00878206	0.00707091	0.00433677	0.0028871	0.00303812	0.00225268	0.00359376	0.00204429	0.00175414	0.00264549	0.00198078	0.00198412
sa	0.018067	0.010239	0.011769	0.00983052	0.00797155	0.00664834	0.00379473	0.00538311	0.00251403	0.00284896	0.00133178	0.00151102	0.00133695	0.00150947	0.00160047	0.00520615	0.00332938	0.00585425	0.00980678	0.0112648	0.0246062	0.0234163	0.031097	0.0272697	0.0333405	0.0287356	0.0413744	0.0524591	0.0352154	0.0493379	0.0361481	0.0426551	0.041825	0.0572868	0.0606596	0.0661892	0.0241741	0.013832	0.0141511	0.00825624	0.00763812	0.0131494	0.009335	0.0107172	0.00752726	0.00636232	0.00489678	0.00823198	0.00952944	0.0131605	0.0102234	0.0121598	0.0112231	0.0131786	0.00757697	0.00633043	0.00473398	0.0044619	0.00571712
machette	0.0105257	0.00439473	0.00594409	0.00435134	0.00369821	0.00308242	0.00268643	0.00290578	0.00194823	0.00177477	0.0011642	0.000919751	0.00101769	0.00129011	0.000999864	0.00354653	0.00301659	0.00457715	0.00905225	0.00719846	0.0132906	0.0116591	0.0110787	0.0111157	0.0141789	0.0172984	0.0203115	0.0317951	0.0211379	0.0462415	0.0255658	0.0319067	0.0412226	0.0518291	0.0635591	0.0481919	0.0258409	0.023289	0.0121073	0.00950201	0.0071079	0.01181	0.00949252	0.0162835	0.0129179	0.00911651	0.0069937	0.0229499	0.0263551	0.0556974	0.0367506	0.0303293	0.0342653	0.0394877	0.020663	0.0182269	0.0133522	0.0174061	0.00557876
qui	0.0159093	0.0124203	0.0115513	0.0113949	0.0084735	0.00739592	0.00655053	0.00674178	0.00578104	0.00611297	0.00393613	0.00405173	0.00430193	0.00489496	0.00489224	0.00951229	0.00546838	0.00840842	0.0148122	0.0109546	0.0153396	0.015756	0.012131	0.0118187	0.0163049	0.0217477	0.0306925	0.0326258	0.0170089	0.0264	0.0307513	0.0286884	0.0326143	0.0436926	0.0338261	0.0272125	0.0118306	0.0107458	0.00870108	0.00627115	0.00589369	0.0055597	0.00559216	0.0120073	0.00538345	0.00506489	0.00601717	0.019578	0.0154094	0.026599	0.0251218	0.0295174	0.0297467	0.0405373	0.0330364	0.0299407	0.0306372	0.0296366	0.0469978
est	0.0225683	0.0194321	0.0154158	0.0151949	0.0129702	0.0124561	0.0131688	0.00929796	0.00990719	0.00676837	0.00358122	0.00329178	0.00370601	0.00360145	0.00460072	0.00979338	0.00439129	0.00763263	0.00871623	0.00860823	0.0129576	0.0137899	0.010968	0.0113964	0.0153428	0.0237611	0.0245952	0.0321536	0.0184146	0.0297734	0.02307	0.0255703	0.0235206	0.0340208	0.0282886	0.0248045	0.00982151	0.0105739	0.00865354	0.00833504	0.0056127	0.00673171	0.00544672	0.0080355	0.00545236	0.00506944	0.0078194	0.0211421	0.0125245	0.020035	0.0220549	0.0299171	0.0275677	0.0365012	0.0259642	0.0304044	0.0313178	0.0398398	0.0736491
