 	a66	a87	a23	a87	a23	a40	a79	a44	a90	a15	a79	a85	a5	a37	a96	a94	a62	a88	a71	a75	a92	a37	a36	a27	a57	a87	a23	a87	a23	a97	</S>
les	0.038102	0.0469812	0.0770791	0.0649095	0.0980908	0.0670378	0.132569	0.0735953	0.0632484	0.0309859	0.0230067	0.0186726	0.00767331	0.00659545	0.00644519	0.00587124	0.00497112	0.00404314	0.00623587	0.0103801	0.0192945	0.0159228	0.0178444	0.0155829	0.0170569	0.0166168	0.0172641	0.0165719	0.0215894	0.0204694	0.0352928
soldats	0.000896297	0.00130567	0.00184572	0.00549293	0.0062532	0.0120478	0.0262502	0.037743	0.0722104	0.107683	0.240914	0.27327	0.0938805	0.0487356	0.0255562	0.0163135	0.00454141	0.00129155	0.00142194	0.0031826	0.00263592	0.00178135	0.00115286	0.00165719	0.000909205	0.00115314	0.00168134	0.00204124	0.00179803	0.00384775	0.000505684
ont	0.0295662	0.0244402	0.021774	0.0207441	0.0353716	0.0381951	0.0349344	0.0366746	0.0343276	0.0427872	0.0512204	0.0930469	0.041998	0.03072	0.0232687	0.015094	0.0153381	0.00707855	0.00868051	0.0123862	0.0280079	0.0490881	0.0490478	0.036776	0.0289775	0.0261596	0.0307618	0.0395196	0.0284251	0.0562707	0.00931946
dépouillé	0.0105325	0.0158365	0.0143662	0.0123651	0.0125069	0.00417081	0.00738256	0.00699591	0.0152773	0.0143934	0.0386617	0.0929115	0.174349	0.148132	0.146597	0.0955623	0.069973	0.035193	0.01377	0.00505959	0.00468222	0.00489794	0.0101321	0.00695102	0.00585713	0.00575175	0.00597529	0.00582288	0.00331768	0.00524884	0.00732737
le	0.0364701	0.0341965	0.0261149	0.027821	0.0181386	0.0182234	0.00978089	0.00754903	0.00808339	0.0187347	0.045003	0.0959042	0.151548	0.0839838	0.103704	0.0706869	0.0618501	0.0479756	0.0167759	0.008174	0.00572326	0.00625542	0.0118349	0.0082417	0.00630965	0.00966161	0.00683395	0.00895964	0.0067771	0.010758	0.0279265
voleur	0.0642544	0.06368	0.0559692	0.0420875	0.0272067	0.0135205	0.0140124	0.0117623	0.0110912	0.0123078	0.0205495	0.0277384	0.032605	0.028208	0.0242724	0.0351125	0.0308054	0.0409821	0.0384573	0.0257863	0.0309164	0.0392163	0.0547954	0.0437719	0.034086	0.032672	0.0240912	0.0263743	0.0217786	0.031601	0.0402881
de	0.076944	0.0820361	0.0751391	0.0689546	0.0570249	0.0274667	0.0318108	0.0241851	0.0215765	0.0182081	0.0125983	0.015405	0.0148719	0.0120427	0.0135246	0.0194571	0.0267162	0.0301865	0.0206602	0.016332	0.0174794	0.0231536	0.0347729	0.0293142	0.0326058	0.0307831	0.03354	0.0320074	0.0299169	0.0283399	0.0429464
ses	0.0812552	0.0672406	0.0753452	0.0909466	0.0640822	0.0323445	0.0164902	0.0195535	0.0158665	0.0188798	0.0158167	0.0189917	0.0187119	0.0144414	0.0116268	0.014546	0.0187516	0.0271571	0.0219874	0.0224634	0.0219315	0.020472	0.0309801	0.0234935	0.0246198	0.0297801	0.0282686	0.0286195	0.0322785	0.0353455	0.0577124
habits	0.0865573	0.0821033	0.0853864	0.0920714	0.045372	0.0174223	0.00948162	0.00916321	0.00705166	0.00731205	0.00481872	0.00812887	0.0101278	0.0110791	0.0101271	0.00941341	0.0133019	0.0172445	0.0125355	0.0106067	0.0158259	0.0252332	0.0314079	0.0456163	0.0412087	0.0467623	0.044456	0.0504178	0.0420843	0.0495719	0.0581109
</S>	0.0514178	0.0424167	0.0604784	0.0693123	0.0304463	0.0105623	0.00819119	0.00581715	0.00482784	0.00517761	0.0038254	0.00650449	0.00701465	0.00621602	0.0058931	0.00517805	0.00777473	0.015208	0.0155773	0.010503	0.0131912	0.0216336	0.0318964	0.0524006	0.046987	0.061542	0.0722951	0.0780666	0.0574941	0.0750898	0.117062
