 	a66	a87	a23	a87	a23	a83	a61	a12	a96	a75	a5	a24	a47	a31	a88	a62	a5	a36	a2	a57	a87	a23	a83	a61	a12	a61	a24	a47	a31	a75	a85	a47	a36	a2	a57	a87	</S>
ceux-ci	0.0511327	0.0544799	0.0475789	0.0447665	0.0390595	0.0425016	0.0431434	0.028109	0.0286588	0.0290996	0.0311013	0.0138759	0.0257807	0.0299502	0.0143613	0.0207998	0.0204826	0.0190683	0.0175191	0.0145774	0.0109398	0.0124043	0.00659979	0.00821943	0.0102303	0.0357331	0.021588	0.0210874	0.0208647	0.0236469	0.0218575	0.027669	0.0253144	0.0258363	0.0354873	0.0309613	0.0455139
sont	0.0527862	0.0644461	0.0559509	0.0367019	0.0314745	0.0246957	0.0229451	0.0145477	0.0141649	0.0118431	0.0135382	0.0126622	0.0225677	0.0212637	0.0122973	0.0200408	0.0122529	0.0196598	0.0245307	0.0120779	0.0144393	0.0104427	0.0113374	0.0167738	0.0195094	0.027954	0.0306101	0.0331778	0.038694	0.0295688	0.033437	0.0353407	0.0472627	0.0434942	0.0383102	0.0468282	0.0223721
des	0.0834612	0.0434845	0.0432478	0.0267528	0.00807197	0.0143604	0.0285923	0.0166105	0.0229773	0.0155474	0.0147608	0.0137037	0.0138471	0.0167051	0.018823	0.0180953	0.014145	0.0382762	0.0399485	0.0276479	0.0243276	0.0140766	0.0061447	0.00597128	0.00653496	0.00807569	0.00715378	0.0101643	0.0186266	0.0112734	0.0423865	0.0125597	0.0387701	0.0414183	0.0956117	0.0910238	0.0468222
maniocs	0.03806	0.0195691	0.0127853	0.0135407	0.0115029	0.0103501	0.0192912	0.0382481	0.0265169	0.0295764	0.0184299	0.0481383	0.0346217	0.0563824	0.106241	0.105593	0.0699618	0.0672438	0.0568532	0.0575873	0.0405217	0.0364488	0.0140857	0.00994542	0.00691929	0.00301653	0.00504776	0.00454984	0.00543911	0.00507701	0.00647831	0.00409729	0.00536744	0.00381588	0.00267083	0.00199752	0.00402775
à	0.0723915	0.0287954	0.0241248	0.019763	0.020144	0.0124608	0.0131785	0.0239503	0.0200268	0.0333012	0.0190299	0.0330457	0.021866	0.0225435	0.0162392	0.0147319	0.00732267	0.0122484	0.00848179	0.0207985	0.0135431	0.0213225	0.0242653	0.0225229	0.0369035	0.0471477	0.0435594	0.0385524	0.0350223	0.0291091	0.0222684	0.0420032	0.0401696	0.0285985	0.0335011	0.0277406	0.0493267
vendre	0.0791994	0.0329042	0.0285025	0.0242234	0.0239014	0.0194752	0.0241497	0.0384593	0.0277352	0.0340973	0.022046	0.0372774	0.0284202	0.0299769	0.0243972	0.0214591	0.0148059	0.0176417	0.0187092	0.0199122	0.0169853	0.0191981	0.0336117	0.0417401	0.0320963	0.0475878	0.0306975	0.0236477	0.0132845	0.028439	0.0159381	0.0370024	0.0188432	0.0209092	0.0266634	0.0125189	0.0135432
ceux-ci	0.0675364	0.0360053	0.0298741	0.0171642	0.00827634	0.00702062	0.00945289	0.00841372	0.00756152	0.00755566	0.00808362	0.0115257	0.0124303	0.0144167	0.00944028	0.0103459	0.00294197	0.00538721	0.00872003	0.0127232	0.0174168	0.0202509	0.0343032	0.0487533	0.0338745	0.0838031	0.0491172	0.0401491	0.0539498	0.0387363	0.0340507	0.0538136	0.0399716	0.0433914	0.0395119	0.0419204	0.0321105
sont	0.059629	0.0362126	0.0212584	0.00994185	0.00720199	0.00621034	0.00815684	0.00700526	0.00579179	0.00540944	0.00642534	0.00738173	0.00814561	0.00666414	0.00348135	0.00367539	0.0034206	0.00442362	0.00449622	0.00577419	0.00993958	0.0111889	0.0272612	0.0223116	0.0153487	0.0394348	0.0500332	0.051341	0.0531831	0.0565363	0.0590796	0.0683365	0.0914833	0.0662589	0.0628011	0.0611068	0.0336496
à	0.0422809	0.0194503	0.0165302	0.0127762	0.00952031	0.00742477	0.0124695	0.0228047	0.0141596	0.0212062	0.0129199	0.0231413	0.017675	0.015977	0.0197194	0.0194804	0.0102113	0.0173482	0.0144204	0.0226011	0.020804	0.022759	0.027701	0.0239699	0.0194018	0.025659	0.0373464	0.0300913	0.0453597	0.0335017	0.0415059	0.0394092	0.0925274	0.0481298	0.0404343	0.0480535	0.0512294
manger	0.0443626	0.0221322	0.0170116	0.0121148	0.0124731	0.00981316	0.0143138	0.0247428	0.0202819	0.0291892	0.0198295	0.0351783	0.0240916	0.0168169	0.0155629	0.0115438	0.00749964	0.01375	0.00909238	0.0173787	0.0139027	0.0149306	0.021773	0.0210805	0.0184835	0.0230355	0.0344844	0.0330446	0.0572798	0.039419	0.0474938	0.0367758	0.0726905	0.0492827	0.0422093	0.0511448	0.0457905
</S>	0.0410771	0.013255	0.00439299	0.00188656	0.00190842	0.00174011	0.00316062	0.00503368	0.00349789	0.00443665	0.00388331	0.00567178	0.00398016	0.00187482	0.00137055	0.00136048	0.00101719	0.00186582	0.000766814	0.00199383	0.00271743	0.00371985	0.010884	0.0130132	0.0157957	0.0296968	0.0612704	0.0740505	0.0932012	0.0812843	0.0802596	0.0892398	0.0995831	0.0865055	0.0621495	0.0645279	0.0279273
