 	a10	a87	a23	a4	a75	a14	a35	a24	a71	a25	a38	a14	a35	a98	a14	a41	a44	a57	a38	a25	a90	a69	a58	a82	a87	a23	a93	a54	a73	a84	a40	a53	a4	a57	a82	a87	</S>
j'	0.115718	0.0514413	0.0768783	0.0615793	0.0272063	0.0265268	0.0275161	0.0242367	0.0268647	0.0276118	0.0286107	0.0172897	0.0143695	0.014916	0.0111165	0.00911258	0.0136254	0.0123926	0.0143778	0.0127538	0.0172695	0.0164579	0.0173689	0.0249303	0.0193915	0.0119953	0.0117148	0.00745834	0.0126602	0.0322751	0.0373302	0.0309125	0.0394127	0.0281643	0.0249757	0.0148043	0.0387349
aime	0.0145752	0.00826274	0.0126904	0.0120605	0.0156881	0.0155015	0.0173855	0.0161753	0.0239527	0.0321263	0.0385974	0.0229066	0.0275161	0.0234135	0.0173472	0.00901483	0.00974717	0.0117143	0.0156239	0.00817636	0.0093282	0.0144373	0.0170431	0.0170215	0.0229192	0.0439683	0.0329634	0.0553702	0.0290048	0.0312877	0.0364249	0.0631987	0.0752103	0.061907	0.0347896	0.0638221	0.0388283
mieux	0.0339351	0.0141911	0.00881504	0.00952055	0.00842461	0.00764189	0.00774303	0.00661891	0.00931522	0.013541	0.0142552	0.00823218	0.00708937	0.00763845	0.00467565	0.00410746	0.00442905	0.00376279	0.00326136	0.00175807	0.0022108	0.00253073	0.00279869	0.00288861	0.00486128	0.0131532	0.0197979	0.0461682	0.0526995	0.101153	0.102806	0.107837	0.0873385	0.090055	0.0535556	0.0745801	0.0566099
les	0.0205566	0.0114659	0.0105448	0.00802465	0.0137865	0.0148966	0.0186753	0.0193285	0.0161735	0.0137471	0.0148224	0.0188226	0.0213715	0.018634	0.0178876	0.0153887	0.0178093	0.0419564	0.0491883	0.0738751	0.0778066	0.0489186	0.0745687	0.0652303	0.073701	0.0342007	0.0460616	0.0222995	0.0269045	0.0259594	0.0127464	0.0118159	0.00907152	0.00895909	0.00874997	0.00626109	0.00978971
bananes	0.0230852	0.0358279	0.0179565	0.0100382	0.0127239	0.0077351	0.00668069	0.0146959	0.0129709	0.007614	0.00927272	0.0116476	0.0148125	0.00832561	0.0142982	0.0128893	0.0197059	0.0223328	0.0340418	0.0649641	0.0667172	0.0577555	0.0782916	0.0688356	0.0886104	0.0602228	0.0570834	0.030008	0.0297495	0.0181563	0.012525	0.0124595	0.0145749	0.0112531	0.0101001	0.00778403	0.014254
douces	0.0414853	0.0588173	0.0481413	0.0358506	0.044231	0.0256692	0.0155727	0.02835	0.0228192	0.0180324	0.0177504	0.0166078	0.0171414	0.00953621	0.0130256	0.00927327	0.0097684	0.0275952	0.0548523	0.0503708	0.0460734	0.0524725	0.0576909	0.0435905	0.0539588	0.0160015	0.0160455	0.00978141	0.00769771	0.0126823	0.0181009	0.0184931	0.0198121	0.0176501	0.018302	0.0131225	0.0136345
que	0.152727	0.069846	0.0502373	0.0398298	0.0207168	0.0101837	0.00709894	0.00882272	0.00803608	0.0108849	0.00902471	0.0107943	0.0124226	0.00778007	0.0100875	0.00547742	0.00646587	0.00675701	0.0116654	0.00988576	0.0101517	0.0108295	0.0117521	0.0156138	0.0204036	0.0245951	0.0256395	0.0263825	0.0216125	0.0217084	0.0249252	0.0249171	0.0295727	0.0304057	0.0429955	0.059387	0.130364
les	0.0817592	0.0418498	0.0385741	0.0319574	0.0122158	0.0111819	0.00949749	0.00873838	0.00728728	0.0112049	0.0126955	0.0212437	0.0229496	0.0233816	0.0195803	0.0161335	0.0120501	0.0138145	0.0198746	0.0127657	0.0144812	0.0118858	0.0138135	0.026973	0.0338664	0.0292491	0.0516251	0.0408579	0.0328723	0.023482	0.0331441	0.0277201	0.0320846	0.0321757	0.0477829	0.0437943	0.0754365
bananes	0.0172681	0.00800561	0.00705501	0.00727101	0.00628186	0.00554083	0.00528901	0.00664432	0.00736913	0.00712406	0.00866713	0.0102373	0.0148886	0.0140382	0.0177756	0.0162407	0.0133027	0.0147712	0.0248855	0.0256355	0.0352087	0.0363754	0.0504881	0.0876649	0.0805778	0.0932326	0.100931	0.0696172	0.0707997	0.0209095	0.0203019	0.0165706	0.0181855	0.0150287	0.0118475	0.0128245	0.0211455
à	0.0926795	0.0423005	0.0249143	0.0274813	0.0242294	0.0161851	0.0132434	0.0188994	0.0179769	0.0218317	0.0213921	0.0115608	0.0124901	0.0113478	0.0095698	0.00920835	0.00780878	0.00470593	0.00917534	0.00704512	0.00815638	0.0104391	0.0126297	0.016886	0.0208432	0.033267	0.0461623	0.0616737	0.0573702	0.0370677	0.0343732	0.0362867	0.0429026	0.0409784	0.032878	0.0493377	0.0547029
cuire	0.0945428	0.038078	0.0267413	0.0254726	0.0131804	0.0132344	0.0123628	0.0130964	0.013154	0.0155037	0.0165219	0.00864337	0.00963365	0.00898749	0.00742311	0.00698773	0.00680244	0.00279742	0.00402869	0.0048102	0.00559303	0.00732738	0.00929561	0.0106184	0.0122633	0.0197665	0.0256888	0.0325427	0.0487022	0.0525453	0.046223	0.0541252	0.0584688	0.0528211	0.0391602	0.0678643	0.114992
</S>	0.0548328	0.0142725	0.0121851	0.0085774	0.00773451	0.00725686	0.00731735	0.00754714	0.012854	0.0128514	0.0096116	0.00557295	0.00694212	0.0058451	0.00687174	0.00843031	0.0107161	0.00735435	0.00803574	0.0119916	0.00994467	0.0100271	0.0113036	0.013912	0.011336	0.0174047	0.0318315	0.0333899	0.0312488	0.0473778	0.0477688	0.0625385	0.130709	0.0848363	0.0695614	0.0845272	0.0754824
