 	a23	a87	a10	a87	a23	a50	a98	a66	a38	a90	a35	a90	a54	a14	a44	a57	a97	a53	a93	a4	a13	a9	a87	a23	a35	a94	a98	a71	a9	a38	a41	a35	a41	a35	a76	a90	a35	a41	a92	a79	a44	a25	a87	a23	a87	a23	a87	</S>
les	0.0620035	0.0766127	0.0265003	0.0163999	0.0242995	0.0247701	0.0224917	0.0385684	0.0361978	0.048593	0.0424454	0.0312501	0.0281647	0.0264126	0.0305534	0.0178655	0.0138569	0.0191181	0.0147319	0.0151985	0.0107656	0.0102852	0.0160066	0.0127223	0.0138682	0.0205832	0.0199302	0.0203626	0.0278404	0.0107643	0.00963322	0.0109157	0.00830274	0.00332021	0.00539851	0.00477091	0.00345326	0.00479586	0.00646997	0.0163748	0.0108495	0.0209608	0.0214736	0.0178035	0.0143491	0.013876	0.0158314	0.0322585
anciens	0.00338833	0.00515509	0.00332796	0.00365739	0.00823698	0.0188812	0.0267125	0.0623795	0.0464071	0.0641678	0.0750305	0.0586544	0.0719616	0.0315631	0.0543738	0.0274471	0.0163101	0.00884048	0.017316	0.0125016	0.0165793	0.0313088	0.016827	0.0318329	0.0258768	0.0199886	0.0165542	0.0214296	0.0247906	0.0365493	0.0194947	0.0161863	0.0178884	0.00560701	0.00926096	0.0046808	0.00548578	0.00572095	0.00749525	0.00516804	0.00597332	0.00207427	0.00239345	0.0040812	0.00318044	0.00425668	0.0108552	0.0121477
du	0.0235099	0.0161366	0.0117185	0.00741145	0.0161145	0.0169253	0.0138618	0.0233102	0.0139285	0.0160873	0.0311825	0.028668	0.061527	0.0332302	0.013799	0.00762705	0.00518653	0.00461838	0.00821534	0.00963007	0.00377005	0.00836109	0.0180875	0.00934896	0.0109368	0.0131561	0.0151514	0.0168122	0.0319534	0.0166281	0.017983	0.0163441	0.0116726	0.00542561	0.0176199	0.0127646	0.0157352	0.0146484	0.0115813	0.0318308	0.0288068	0.0365509	0.0370473	0.0401625	0.0396362	0.0366763	0.0453146	0.0733063
villages	0.00660948	0.00493778	0.00580383	0.00628292	0.0120777	0.0114845	0.0199349	0.0456505	0.0341688	0.0790012	0.0702181	0.0730264	0.0551153	0.038755	0.0506554	0.0281257	0.0162978	0.0249512	0.0157014	0.0296782	0.0450949	0.049601	0.0346792	0.0431576	0.0173711	0.0359037	0.0341135	0.0284044	0.0127517	0.00441338	0.00468675	0.00352007	0.00287657	0.00234862	0.0125783	0.00289102	0.00356478	0.00379034	0.00452948	0.00986151	0.00315984	0.00228686	0.00107095	0.00192015	0.00168174	0.00210762	0.000984182	0.00217437
se	0.0264868	0.021749	0.0171025	0.023321	0.0145024	0.0181266	0.0125351	0.00879695	0.00811155	0.00739793	0.00616742	0.00691194	0.00952802	0.010745	0.00777257	0.00834293	0.0210845	0.0155546	0.0177438	0.0283576	0.0286212	0.0258855	0.0347347	0.0306348	0.0217565	0.032031	0.0267424	0.0174452	0.0256354	0.0110302	0.00968449	0.00790496	0.00938122	0.00837947	0.0184839	0.00997819	0.0194837	0.0248752	0.0320246	0.043245	0.0565008	0.0274105	0.025366	0.048256	0.0430799	0.0278145	0.0186354	0.0246412
sont	0.020461	0.0225945	0.0233149	0.0266584	0.0203284	0.0257696	0.0158166	0.0152721	0.0164742	0.0204664	0.0185559	0.011913	0.0109365	0.00916065	0.00444496	0.00929133	0.00982083	0.00612811	0.00606898	0.0154768	0.0132098	0.0156528	0.0306145	0.0291335	0.0246239	0.0350705	0.0410338	0.0477157	0.0499037	0.0202679	0.0219445	0.0162751	0.0171484	0.0125785	0.0342975	0.0103604	0.0174174	0.0240354	0.0361855	0.0287537	0.0396784	0.0157005	0.0132779	0.0226149	0.0228875	0.0161362	0.0196912	0.014838
réunis	0.0404222	0.0494526	0.0394689	0.0346494	0.0276408	0.029291	0.0166563	0.0178051	0.0179486	0.0165584	0.0188972	0.0160364	0.019807	0.0159107	0.0111163	0.0184556	0.0110037	0.00497961	0.00534735	0.00791281	0.00754677	0.00747265	0.0103307	0.00856656	0.0054935	0.00799083	0.00831691	0.0174667	0.0186142	0.012836	0.0155895	0.00859441	0.0105489	0.0103315	0.0139373	0.00800246	0.00846361	0.0173159	0.0294458	0.0374869	0.0515122	0.0239146	0.031639	0.0564396	0.0489296	0.035115	0.0383124	0.0304263
pour	0.0338322	0.0353657	0.0316058	0.0337695	0.0308518	0.0332984	0.0257719	0.02417	0.0249314	0.01862	0.019974	0.0174155	0.0186208	0.0164379	0.00851033	0.0132697	0.0151232	0.0116632	0.00901923	0.0158387	0.0106211	0.0139855	0.0226547	0.0172731	0.0154373	0.0131081	0.0091799	0.0130462	0.0118495	0.00980686	0.00852214	0.00590521	0.00538546	0.00806224	0.00864441	0.00613579	0.00602519	0.0104505	0.0195697	0.026472	0.0384298	0.0236218	0.0423095	0.0462183	0.040657	0.035711	0.0476251	0.0452033
la	0.0452619	0.0360253	0.0419567	0.0330834	0.0282269	0.0192151	0.0218033	0.0221234	0.0164547	0.014739	0.0212441	0.0143634	0.0193528	0.0162851	0.009234	0.0110909	0.0167893	0.0136579	0.0117347	0.0173773	0.00899518	0.0148725	0.0230744	0.0146844	0.0147192	0.0114803	0.0106074	0.0122436	0.0116769	0.0108175	0.0111525	0.00806625	0.00958736	0.0145098	0.0102577	0.00984131	0.0122934	0.0146631	0.0196094	0.0171492	0.0220582	0.0201909	0.0296544	0.0327115	0.039689	0.0292311	0.0485681	0.087576
palabre	0.0416608	0.0402262	0.0379275	0.0374689	0.0357125	0.021592	0.0196219	0.0254189	0.0138829	0.0115887	0.0134548	0.0111425	0.0145518	0.0145893	0.0179817	0.0128764	0.0133483	0.00926037	0.0123575	0.0144762	0.0101238	0.0130204	0.0191612	0.0114245	0.0118444	0.0102096	0.00969146	0.02137	0.0241625	0.0120793	0.0101697	0.00946727	0.00981588	0.0105567	0.0157987	0.00847555	0.0105863	0.0198378	0.0207772	0.0313331	0.030574	0.0182344	0.0208462	0.0433033	0.0551347	0.0341015	0.0463473	0.042414
</S>	0.0812908	0.0640365	0.0341817	0.0242995	0.0205901	0.0181993	0.0136316	0.012817	0.0213476	0.0222724	0.0257166	0.0256822	0.0243295	0.0289356	0.0211859	0.0128846	0.00791629	0.00738962	0.00796048	0.00838726	0.00759802	0.00690723	0.00830649	0.00727553	0.00709169	0.00603477	0.00544011	0.00775325	0.00583838	0.00623417	0.00451753	0.0057257	0.00502788	0.00547761	0.00826611	0.00638686	0.00556819	0.0095498	0.0107611	0.0270276	0.0206881	0.0202764	0.044753	0.0368531	0.0488093	0.055383	0.0687697	0.0646251
