 	a23	a10	a87	a23	a87	a23	a83	a70	a90	a20	a73	a44	a21	a12	a88	a61	a21	a85	a35	a54	a85	a61	a21	a47	a70	a93	a0	a31	a47	a93	a90	a20	a7	a84	a57	a10	a87	a97	a87	a23	a87	a97	</S>
la	0.0346414	0.0225894	0.0275609	0.0234519	0.026101	0.0296658	0.0322744	0.0883797	0.0713509	0.0715928	0.0846563	0.0504137	0.0298159	0.0237939	0.0242132	0.0149689	0.0175438	0.0123225	0.0128553	0.0141876	0.0161676	0.0235796	0.0190158	0.021205	0.014841	0.0237524	0.0126947	0.0097809	0.0183662	0.0128544	0.0127655	0.00813254	0.0149946	0.0105754	0.0104971	0.00797627	0.0076312	0.00649622	0.00574369	0.00530527	0.005601	0.00401107	0.015633
mère	0.00160851	0.00337271	0.00568387	0.00641434	0.0127107	0.0299669	0.0620629	0.0823246	0.095352	0.0760802	0.0655933	0.049382	0.0778071	0.0535918	0.0543509	0.0735683	0.0491554	0.0429614	0.0307479	0.0131679	0.0208618	0.0140539	0.0132834	0.00851268	0.0136896	0.00805243	0.00364831	0.00182854	0.00415212	0.00258129	0.00344793	0.00203746	0.00391622	0.00249948	0.00152382	0.00277164	0.00152217	0.00151447	0.0011143	0.00101637	0.000579	0.00090051	0.000589823
a	0.0183005	0.0110907	0.0112426	0.0114909	0.0143444	0.0145874	0.0180028	0.0177668	0.0192234	0.0172623	0.0189747	0.0351781	0.0642449	0.133019	0.138776	0.0856198	0.0878666	0.037581	0.0258669	0.020264	0.0186918	0.0139291	0.0221319	0.0141648	0.0106681	0.0131291	0.00652554	0.00418238	0.00703364	0.00781778	0.0114468	0.00538124	0.00675508	0.00700915	0.0050369	0.00487589	0.0030565	0.00516041	0.00777811	0.00756496	0.00486594	0.00707903	0.00501316
réprimandé	0.00639003	0.00612376	0.00587666	0.00453275	0.00607345	0.00882083	0.00835336	0.0115077	0.0119284	0.0117686	0.00840741	0.0215111	0.0339057	0.0730072	0.0574871	0.071885	0.0967778	0.0706232	0.0811659	0.0477701	0.0424515	0.030344	0.0333469	0.033545	0.0158391	0.0159046	0.00779995	0.00862968	0.0125989	0.0115074	0.00813746	0.00727336	0.00841752	0.0102175	0.0111655	0.0136652	0.0128495	0.012835	0.0112082	0.01359	0.00881631	0.0107309	0.0152106
son	0.0191669	0.0182496	0.0258368	0.0238515	0.017363	0.0246236	0.0254979	0.0224155	0.0200107	0.0275478	0.0305193	0.0496498	0.0656955	0.0738713	0.0903067	0.0521281	0.0362962	0.0335512	0.0264578	0.0440179	0.0232169	0.0314284	0.0199862	0.0146673	0.0131348	0.00961922	0.00706413	0.00500359	0.00715669	0.00563369	0.0062406	0.00288351	0.00525925	0.00360489	0.0058131	0.00690035	0.00634808	0.00987424	0.0128262	0.0131577	0.018402	0.020856	0.0238661
enfant	0.0317608	0.011345	0.00978031	0.00740495	0.0054235	0.00561827	0.00373588	0.00375733	0.00358539	0.00496144	0.00708089	0.0125527	0.0173652	0.0187383	0.0333915	0.0479835	0.0353098	0.0267682	0.0260508	0.038621	0.0275837	0.0277554	0.0348638	0.02624	0.0207157	0.0371728	0.0195035	0.0177533	0.0251709	0.0231736	0.0298796	0.0306836	0.0300873	0.0312492	0.0411486	0.0344853	0.0272583	0.0320112	0.0341613	0.0384982	0.0201635	0.0178294	0.0213768
qui	0.0366651	0.0195626	0.0160928	0.0113583	0.00793541	0.0081561	0.00978313	0.0139518	0.0115385	0.0125632	0.0196901	0.0220496	0.0267192	0.0243541	0.0374313	0.038371	0.0199498	0.0143986	0.011918	0.026995	0.0153241	0.0205582	0.0301511	0.0245689	0.010422	0.0244126	0.00973174	0.00912274	0.0132781	0.013593	0.0182829	0.0219423	0.0371681	0.0282693	0.0267226	0.0289682	0.0346734	0.0356956	0.0303184	0.0405856	0.0301849	0.0343206	0.0722222
l'	0.043745	0.0236023	0.0257989	0.026139	0.0239746	0.0241237	0.0320244	0.0340026	0.0295619	0.0232273	0.0223574	0.0311956	0.0279508	0.0372129	0.0478831	0.0226154	0.0145772	0.0122825	0.0106274	0.0178108	0.011435	0.0163596	0.0206553	0.0186658	0.00846947	0.0173453	0.008736	0.0125648	0.0108274	0.0158421	0.0143239	0.0238907	0.0171643	0.0234186	0.0151398	0.0149797	0.0269435	0.0255008	0.0255093	0.0352464	0.0223321	0.0314788	0.0524584
a	0.0354186	0.028307	0.0286978	0.0290126	0.0228231	0.0228472	0.0205261	0.0129277	0.0126191	0.00876152	0.0102578	0.00862723	0.00539173	0.00762693	0.0179362	0.0186352	0.0158548	0.00684308	0.00919522	0.0182153	0.00849713	0.0210516	0.0233601	0.0314042	0.0146576	0.0291875	0.0270807	0.0245709	0.0248802	0.0244917	0.0287347	0.024274	0.0378608	0.0276141	0.0216833	0.0204817	0.0267161	0.0382027	0.0371222	0.0384531	0.0419797	0.0467292	0.0404425
trompé	0.0476774	0.0302943	0.0360902	0.0375694	0.0324097	0.0323534	0.0350901	0.0296265	0.0283042	0.020177	0.0202462	0.0122176	0.00863037	0.00995865	0.0139472	0.0104818	0.00657539	0.00347716	0.00432137	0.00922731	0.00343932	0.0100026	0.0103535	0.0105627	0.00635225	0.00930333	0.00552834	0.00408808	0.00372162	0.00626879	0.00465494	0.0121824	0.0111933	0.0233842	0.0158955	0.0166283	0.0347053	0.0400583	0.0336284	0.0648757	0.0406669	0.0532849	0.150546
