 	a66	a87	a23	a87	a23	a87	a23	a79	a44	a4	a13	a88	a71	a66	a50	a70	a54	a0	a43	a54	a44	a93	a54	a69	a53	a7	a84	a57	a83	a99	a30	a70	a99	a83	a70	a94	a26	a66	a26	a30	a10	a87	a23	a97	</S>
il	0.024856	0.036914	0.0390548	0.0352719	0.0467418	0.070768	0.0859005	0.0632754	0.0353514	0.0170778	0.0259839	0.0331212	0.0145974	0.0127882	0.015863	0.0210969	0.017292	0.0193269	0.0146847	0.013092	0.015139	0.00879878	0.0118972	0.0136586	0.0175918	0.0141647	0.0101795	0.0148633	0.00955708	0.00672779	0.00826412	0.00750822	0.00746103	0.00996664	0.015376	0.0179666	0.0221848	0.0177267	0.0111174	0.0102985	0.0183582	0.0237952	0.0168731	0.0111633	0.0363045
m'	0.0195612	0.0162821	0.0204509	0.0205839	0.0365903	0.0295172	0.0223736	0.0456859	0.0533995	0.0351019	0.0502657	0.0301309	0.0174924	0.0132187	0.0101997	0.0122465	0.0146302	0.0122186	0.0198285	0.032089	0.0310749	0.0210613	0.019939	0.0188766	0.0155929	0.0170133	0.0236421	0.0103189	0.0104718	0.0101011	0.0151195	0.0197282	0.0142981	0.0172797	0.0114647	0.0148204	0.0191077	0.0134141	0.0221693	0.0191028	0.028155	0.0234713	0.0269424	0.0331989	0.0317692
a	0.0539735	0.0238266	0.0241758	0.0238888	0.0327218	0.0182868	0.0196934	0.0279655	0.0220061	0.0349971	0.029613	0.0160718	0.0167072	0.0115414	0.01349	0.0270361	0.0197084	0.0248015	0.046291	0.0389867	0.0565896	0.0396406	0.0242287	0.0152769	0.00806111	0.00623955	0.00923773	0.00669816	0.00669044	0.00671363	0.00500033	0.0060971	0.0104759	0.00859257	0.0125893	0.00703163	0.0106937	0.0139991	0.0204493	0.0236322	0.0259581	0.0270495	0.0231342	0.0392971	0.0608408
demandé	0.0367296	0.0332962	0.0252392	0.0203037	0.0359513	0.019784	0.016346	0.014508	0.0143153	0.0174256	0.0119259	0.00784482	0.0158382	0.0110828	0.0163074	0.0176762	0.0116559	0.019454	0.0111315	0.00950959	0.0102341	0.0173823	0.0333448	0.0395025	0.057925	0.0592731	0.0877676	0.0468767	0.0401651	0.0342242	0.0458681	0.0463807	0.0206165	0.0143782	0.00740236	0.00883665	0.00597113	0.00673521	0.00676246	0.00453541	0.00557608	0.00336834	0.00793711	0.00683388	0.015777
de	0.05589	0.0247556	0.0136284	0.00943306	0.00969721	0.00785135	0.00745804	0.00483787	0.00441861	0.00879254	0.0159176	0.012188	0.0228422	0.0173016	0.0296957	0.0348041	0.0366351	0.0470603	0.0406917	0.0301195	0.0236696	0.0178405	0.0122029	0.00939532	0.00905657	0.00780002	0.0083393	0.0113669	0.0124554	0.0114986	0.0134948	0.0104543	0.0195789	0.022958	0.0105895	0.0195742	0.0152556	0.0166418	0.0272538	0.0394754	0.0528848	0.0337642	0.0482077	0.0681656	0.0440575
le	0.0269925	0.0162264	0.0133576	0.00937377	0.011103	0.00853733	0.00666707	0.00998835	0.00915314	0.0228781	0.0257084	0.0164099	0.0307099	0.0284689	0.0365296	0.0293233	0.0411764	0.0517046	0.0568607	0.0385039	0.0280126	0.021552	0.0147392	0.0150684	0.0163361	0.0110711	0.0110136	0.0123122	0.01195	0.015382	0.0157819	0.0126001	0.0158907	0.0211726	0.0218038	0.0202589	0.0177468	0.0195521	0.0267692	0.0290302	0.0322539	0.0324846	0.0351831	0.028319	0.0240428
dédommager	0.042094	0.0178653	0.0126693	0.00855352	0.00784607	0.00508235	0.0029664	0.00490805	0.00430026	0.0111426	0.016068	0.0133195	0.023108	0.017304	0.0211712	0.0468246	0.0577803	0.0499776	0.0696645	0.0576633	0.0557945	0.0289655	0.029632	0.020625	0.0259922	0.0175285	0.0139963	0.0184024	0.0127085	0.0108966	0.0099387	0.00923404	0.010351	0.0154177	0.0124258	0.0111405	0.0131185	0.0176559	0.0194862	0.0340878	0.0288214	0.0192275	0.0239067	0.0346077	0.0157302
pour	0.0430806	0.0369918	0.0399925	0.0288652	0.0195813	0.0101995	0.00867722	0.0120704	0.0112721	0.00589698	0.00931704	0.015142	0.0127241	0.0146993	0.0177956	0.0293224	0.0439325	0.021749	0.0231341	0.0151792	0.0174434	0.00492105	0.0138138	0.0121317	0.0178994	0.0136639	0.00964462	0.0147395	0.0114733	0.0128751	0.01134	0.0126666	0.011149	0.01514	0.0174656	0.0172871	0.0163933	0.0226455	0.0326414	0.0687702	0.0378785	0.0336149	0.0495066	0.0697583	0.0355144
son	0.0427737	0.0311945	0.0201215	0.0120718	0.00944759	0.0042705	0.00245903	0.00522271	0.00655721	0.00671078	0.00955264	0.0108831	0.0145857	0.013791	0.0184779	0.0174672	0.0233221	0.0218509	0.0212326	0.0227091	0.0297979	0.0272942	0.0306212	0.032835	0.0309844	0.0336516	0.034928	0.0282319	0.0212715	0.021706	0.0145341	0.0111995	0.0249261	0.0242374	0.0172743	0.013943	0.0179636	0.0197945	0.0341995	0.034897	0.027897	0.0304195	0.0363727	0.0462261	0.0400925
assiette	0.0209347	0.0220224	0.0118153	0.00814157	0.00591833	0.00354476	0.00236135	0.00605521	0.00483694	0.00352718	0.00647084	0.00856878	0.015822	0.0134365	0.0160098	0.0163109	0.0211445	0.0201727	0.0180584	0.0170771	0.0265917	0.0274325	0.0229535	0.0220256	0.0334489	0.0330213	0.0281458	0.0226986	0.0138933	0.0149563	0.00671823	0.00563877	0.0132418	0.0139326	0.0142053	0.0219846	0.0314875	0.0628333	0.0455471	0.0524495	0.063288	0.048252	0.0364235	0.0642253	0.0323756
que	0.0406325	0.0226615	0.0132835	0.00867874	0.00829533	0.00541456	0.00451274	0.00846914	0.0111372	0.0128181	0.0170838	0.0219774	0.0194628	0.0179836	0.0292759	0.0262344	0.0262115	0.0286149	0.0181805	0.00943472	0.0117844	0.0127865	0.0148384	0.014743	0.0164076	0.0182904	0.0160678	0.0184476	0.015104	0.0164987	0.00849058	0.00976699	0.0200512	0.0188304	0.0130501	0.0144249	0.0172992	0.0262549	0.0238651	0.0333668	0.0456433	0.0447131	0.0693346	0.0862884	0.0632891
j'	0.0296124	0.0263992	0.0262856	0.0191606	0.00795627	0.00556204	0.00360301	0.00321395	0.00229741	0.00178705	0.00359314	0.00712296	0.00594035	0.0102258	0.0164194	0.0152917	0.0184313	0.0143789	0.0120566	0.00855996	0.00908272	0.00358468	0.00506764	0.00493638	0.0100702	0.00978988	0.00548596	0.0116467	0.00954116	0.0106446	0.00923052	0.00774491	0.011623	0.0104969	0.016494	0.0240706	0.0313608	0.0628931	0.0377126	0.0566089	0.0816258	0.0959701	0.0837635	0.0796127	0.0730449
