 	a23	a85	a87	a23	a94	a96	a71	a53	a94	a66	a54	a41	a5	a41	a35	a11	a75	a41	a21	a12	a61	a24	a21	a47	a31	a21	a85	a41	a37	a98	a41	a98	a41	a26	a47	a62	a83	a9	a10	a87	a23	a87	</S>
une	0.0384453	0.0426425	0.021401	0.0117383	0.0195805	0.0186858	0.0229781	0.0173563	0.0193412	0.0148351	0.0230155	0.034646	0.0296362	0.0202436	0.0104516	0.0102028	0.0138129	0.0106011	0.00930045	0.00676497	0.0115872	0.012071	0.0129283	0.0181604	0.00842181	0.0165234	0.0433275	0.0526703	0.027857	0.0383197	0.0410994	0.0280357	0.0242955	0.0240642	0.0274286	0.0297707	0.0249903	0.0324456	0.028131	0.0165727	0.0230388	0.0198635	0.0427181
bande	0.00566066	0.0139587	0.0129914	0.00960787	0.0168197	0.0181784	0.0518918	0.103244	0.0712928	0.0936481	0.0493577	0.044285	0.0697955	0.0550666	0.0391373	0.0397198	0.0483595	0.0442282	0.0271178	0.0147131	0.0174659	0.0114502	0.017237	0.0114296	0.0126687	0.0115336	0.0093037	0.00913136	0.00725178	0.00600203	0.00954777	0.00654034	0.00565709	0.00399774	0.00287089	0.00209255	0.00157536	0.00365825	0.005146	0.00424554	0.00207236	0.00394323	0.00610505
de	0.0178217	0.0205308	0.0142064	0.0102916	0.0164323	0.0169544	0.0287712	0.0296075	0.0305189	0.0343699	0.0293742	0.0226018	0.031588	0.0480618	0.0282268	0.0205827	0.0727285	0.0601773	0.0787861	0.0778673	0.0692043	0.0635396	0.0551188	0.0199184	0.0490342	0.0113413	0.00475714	0.00577299	0.00727799	0.00312558	0.00186295	0.00183874	0.0010279	0.00118028	0.00181235	0.00139542	0.00150757	0.00266948	0.00200803	0.00143662	0.00112171	0.0024951	0.00105424
buffles	0.0311179	0.011925	0.00639885	0.00464607	0.0050664	0.00474531	0.0056398	0.00688895	0.00971736	0.0135136	0.0153489	0.015171	0.012571	0.0193131	0.00897795	0.00987134	0.0312397	0.0277129	0.0417721	0.0456075	0.0326924	0.0374303	0.0395781	0.0343566	0.0540292	0.0188916	0.0121089	0.0162992	0.016217	0.00858725	0.00728698	0.00723358	0.0169569	0.0134726	0.0246911	0.0280264	0.0372427	0.0458636	0.0362235	0.0556105	0.0515703	0.0473705	0.031016
se	0.0351596	0.0219436	0.0139081	0.00882082	0.0161544	0.0215636	0.031062	0.0336756	0.0279607	0.0353709	0.0313585	0.0507219	0.0428062	0.0315418	0.0277472	0.0284431	0.0259527	0.0303616	0.0252944	0.029508	0.0261328	0.0307248	0.0211394	0.0408696	0.0182966	0.021558	0.0207649	0.0407254	0.0409884	0.0160207	0.0150986	0.00973864	0.0142945	0.0106927	0.0130336	0.00877439	0.00577253	0.00738172	0.0105851	0.0107092	0.00839242	0.0121947	0.0267567
dirigea	0.00776805	0.0120584	0.0194799	0.018294	0.0304046	0.037005	0.0463989	0.0568149	0.0515259	0.0443251	0.042228	0.0400302	0.0811858	0.0353216	0.0329197	0.04782	0.0371795	0.0281978	0.0386989	0.0343421	0.0177728	0.0116036	0.0157483	0.0142921	0.00499228	0.00651619	0.0100375	0.0224349	0.0376271	0.0257388	0.0153118	0.00856825	0.00288976	0.00531493	0.00627175	0.00631903	0.00476425	0.00651426	0.00463342	0.0079422	0.00648755	0.00680067	0.00942002
vers	0.0178712	0.0266706	0.0279613	0.0189807	0.0299226	0.041055	0.0592288	0.0457605	0.0470139	0.0267016	0.0334383	0.0362845	0.0772147	0.0245039	0.0314199	0.0146633	0.0096624	0.00769665	0.0116635	0.0131194	0.0104989	0.00827078	0.00862163	0.0075905	0.00522831	0.00616006	0.0124438	0.0311493	0.0392723	0.0320046	0.0203113	0.0210257	0.00760737	0.0181325	0.0189404	0.0232361	0.0224088	0.0180444	0.00955336	0.0191416	0.0172157	0.0221151	0.0201947
les	0.0319664	0.0209973	0.019036	0.018835	0.0232931	0.0191586	0.0213565	0.0210196	0.0237438	0.0136829	0.0189161	0.014776	0.0183396	0.044691	0.0225396	0.0112849	0.0237549	0.0197067	0.025865	0.0154889	0.0164812	0.0233248	0.0117608	0.0219012	0.0185639	0.0218123	0.0234341	0.0532186	0.0624562	0.0560393	0.0235931	0.0165435	0.00972356	0.0128871	0.0194259	0.023175	0.0233456	0.0232941	0.0179096	0.0231414	0.0189632	0.0255244	0.0250292
chasseurs	0.0283207	0.0286481	0.0266654	0.0298875	0.0206136	0.0142514	0.0117409	0.019067	0.0164009	0.0135393	0.0148086	0.014883	0.0149636	0.0243262	0.0162932	0.00753794	0.0152848	0.0175905	0.0173275	0.016493	0.0182053	0.0174004	0.0129771	0.0205639	0.0178963	0.0148193	0.0179089	0.0173872	0.018324	0.0131852	0.0101754	0.0171737	0.0169216	0.0170146	0.0297573	0.0384075	0.0398892	0.0466951	0.0475958	0.0549765	0.039155	0.0450578	0.0598696
</S>	0.0327812	0.0351637	0.0295519	0.0248506	0.0187732	0.0141616	0.0167732	0.015872	0.0182935	0.00782372	0.0161824	0.0100841	0.0147353	0.0161339	0.0138662	0.00714494	0.00559313	0.00562768	0.0071927	0.00554352	0.00721401	0.00516243	0.00461181	0.00616525	0.00538879	0.00491949	0.00680992	0.00579436	0.00741571	0.00572122	0.00444585	0.00908281	0.0109971	0.0136603	0.0457481	0.054757	0.0566487	0.0663032	0.0632468	0.0662714	0.0585641	0.0770712	0.0978519
