 	a66	a87	a23	a30	a53	a15	a79	a44	a66	a11	a94	a70	a53	a98	a92	a37	a56	a93	a4	a90	a15	a7	a84	a87	a23	a87	a23	a87	</S>
cet	0.0527302	0.0604111	0.0392851	0.0302482	0.0330467	0.0310712	0.0387556	0.0310716	0.0128889	0.0124447	0.0105879	0.0097181	0.00474236	0.0038825	0.00320762	0.00414545	0.00957863	0.00636207	0.0166152	0.0158764	0.0254091	0.0469777	0.0363183	0.053125	0.0572242	0.0803817	0.0711544	0.0775912	0.125149
homme	0.00662134	0.00898141	0.0227655	0.0340515	0.0903145	0.12855	0.159919	0.066937	0.0668774	0.0681046	0.0966558	0.0756953	0.0219919	0.016618	0.00975738	0.00793686	0.007669	0.00774954	0.0136546	0.00960976	0.011537	0.00885332	0.00372279	0.00930548	0.00689281	0.00894441	0.00705787	0.011497	0.0117285
est	0.0251723	0.0266788	0.0245091	0.0384047	0.0366124	0.0458825	0.0398809	0.023847	0.031433	0.0286841	0.0500252	0.0311938	0.0342025	0.0197885	0.0212312	0.0176122	0.0122434	0.016588	0.019969	0.0159044	0.0310861	0.0333119	0.0192226	0.0502634	0.0570392	0.050545	0.0455107	0.0875719	0.0655861
devenu	0.0197635	0.00922802	0.0127979	0.00971619	0.00671639	0.00572653	0.00606198	0.0160113	0.0172906	0.0208002	0.0566881	0.0667829	0.0920753	0.0934608	0.173957	0.137222	0.0242932	0.0257657	0.0134475	0.0175455	0.0208269	0.0152828	0.0140492	0.0175824	0.0212146	0.0147009	0.0200081	0.0164072	0.0345765
pâle	0.0762844	0.044485	0.0251488	0.0272871	0.0149289	0.0133616	0.0184799	0.0206263	0.0267795	0.068365	0.0768128	0.109363	0.127128	0.0500265	0.050167	0.0268688	0.0144878	0.0214817	0.0189904	0.0150523	0.0192167	0.0184821	0.0176244	0.0163478	0.0186162	0.0144542	0.0181287	0.0117821	0.0192228
à	0.0453086	0.020374	0.00704219	0.0141067	0.0183718	0.0305627	0.0238695	0.0170262	0.0107736	0.0120967	0.0252444	0.021403	0.00978434	0.00551825	0.00884082	0.00581455	0.0113637	0.0168696	0.0216159	0.0279839	0.0518413	0.0553332	0.0563799	0.0968786	0.0879034	0.0661958	0.0888326	0.0549138	0.087751
cause	0.0412532	0.0279966	0.0187616	0.0272492	0.0280858	0.0347686	0.0415875	0.0305353	0.0195675	0.015219	0.014944	0.0127663	0.00808651	0.00515906	0.00571963	0.00685712	0.0144842	0.0192047	0.0323318	0.0200951	0.0340833	0.05428	0.0623838	0.0788928	0.0632147	0.0667902	0.0759595	0.0582298	0.0814932
de	0.0254789	0.0241999	0.0204131	0.0321213	0.0434441	0.0419981	0.0387058	0.0374417	0.021617	0.0227594	0.0232663	0.0221827	0.0171246	0.0104739	0.0138418	0.0136679	0.0160359	0.0262903	0.0271065	0.0228838	0.0373892	0.0486276	0.0667887	0.111585	0.0477627	0.0451853	0.0470557	0.044925	0.0496283
la	0.0259627	0.0155468	0.00861921	0.0129872	0.0158663	0.0169366	0.0223178	0.0162016	0.0165775	0.0172296	0.027334	0.0261169	0.020558	0.027095	0.0258226	0.0342864	0.0554342	0.071696	0.0730518	0.0746133	0.0552465	0.0352626	0.0410556	0.0508092	0.0255212	0.0356218	0.0356575	0.0457338	0.0708382
maladie	0.0337907	0.0150758	0.00523691	0.00505916	0.00589853	0.00952155	0.0138697	0.0151823	0.0112792	0.0144146	0.02781	0.0197445	0.0144353	0.0129758	0.0169431	0.0225356	0.023477	0.0426521	0.0445699	0.0339343	0.0433268	0.0378113	0.0442587	0.0743093	0.0293791	0.0779387	0.0575372	0.0741744	0.172858
</S>	0.0286283	0.022275	0.0115601	0.013289	0.0136038	0.0118182	0.0153287	0.0168115	0.00868586	0.00895426	0.00780182	0.00633926	0.0048748	0.00334165	0.00421925	0.00483636	0.0163273	0.031337	0.0451028	0.0368534	0.0527764	0.0594947	0.080611	0.0732926	0.0557313	0.0831265	0.0668377	0.0805145	0.135627
