 	a84	a87	a23	a54	a79	a7	a98	a15	a20	a98	a85	a92	a98	a15	a7	a90	a98	a15	a36	a98	a47	a36	a2	a57	a10	a87	a23	a87	</S>
il	0.0665973	0.0856309	0.108196	0.0812149	0.0821944	0.0356984	0.0300484	0.0337777	0.0217169	0.0241273	0.0182214	0.0128745	0.00806605	0.00744434	0.00414456	0.00386797	0.00483923	0.00858772	0.01266	0.0124029	0.0146591	0.0137131	0.0134675	0.0196883	0.0223776	0.0244402	0.0416454	0.0768576	0.11084
faut	0.0163305	0.0190775	0.0145267	0.0372268	0.0240846	0.0763887	0.065907	0.0993994	0.071342	0.0911037	0.0510844	0.0330034	0.0238632	0.0343572	0.0239207	0.0226332	0.021487	0.0154551	0.017272	0.0195323	0.0126101	0.0132255	0.0225707	0.0192983	0.0387675	0.0348161	0.0324396	0.0337635	0.0145131
que	0.0438659	0.0205362	0.0238203	0.0189444	0.0266991	0.0163033	0.0133547	0.0117335	0.0303332	0.0503717	0.0491188	0.041617	0.0158527	0.0152257	0.00441609	0.00674342	0.00321706	0.0107044	0.0127826	0.0208222	0.0234698	0.0136633	0.0297451	0.0421638	0.0557372	0.0638662	0.0556582	0.133193	0.146042
tu	0.137113	0.0655817	0.0547596	0.036453	0.0417043	0.0074293	0.00653603	0.00439404	0.00829015	0.0150814	0.0188857	0.0182574	0.00980482	0.0109691	0.0132232	0.0220683	0.0357032	0.0379676	0.033165	0.0417962	0.0459528	0.0240992	0.0271473	0.0159153	0.0229391	0.0343059	0.0470182	0.0853067	0.0781325
me	0.0969177	0.0880161	0.0950474	0.0690976	0.0718527	0.0242665	0.0189349	0.0176371	0.0280425	0.0254578	0.0312553	0.0405002	0.0226491	0.0271029	0.0177378	0.0195263	0.0134418	0.0266453	0.0138957	0.024467	0.0226259	0.013072	0.0203838	0.0117793	0.0176179	0.0196866	0.0255593	0.0548995	0.041884
donnes	0.0384615	0.0309802	0.0315085	0.0426253	0.0327937	0.0543392	0.0296257	0.0595852	0.0485638	0.0484372	0.0426407	0.0577106	0.0561725	0.0495998	0.0545886	0.0380307	0.018749	0.0253344	0.0161525	0.0228003	0.0283721	0.022972	0.0257842	0.0198949	0.0285737	0.0218223	0.0152958	0.021055	0.0175306
cinq	0.0316726	0.0260625	0.019363	0.0200945	0.0198993	0.0406703	0.0345554	0.0483631	0.0365817	0.0718637	0.0469018	0.058288	0.0377958	0.0726068	0.0375919	0.0251952	0.017233	0.0235993	0.0152443	0.0262291	0.0355058	0.0302054	0.0249257	0.0221327	0.0383197	0.0315429	0.029566	0.0375276	0.040463
mille	0.0814338	0.0502318	0.0381318	0.0364814	0.041703	0.0320436	0.0257309	0.0239195	0.0198688	0.0226016	0.01597	0.0150356	0.00909146	0.0185095	0.01243	0.00834887	0.00979192	0.0144056	0.024625	0.0370918	0.0450437	0.0457458	0.0315105	0.0406026	0.0593488	0.0489134	0.0458387	0.0902974	0.055253
francs	0.0436152	0.0213381	0.0177068	0.0198479	0.0331211	0.0240343	0.0178734	0.0206432	0.0236051	0.0250799	0.0246386	0.0364603	0.0235791	0.023583	0.0134255	0.0126148	0.0134808	0.0158101	0.0350494	0.0410581	0.0362708	0.0468585	0.0419903	0.054727	0.0586956	0.0628397	0.0488114	0.0732676	0.0899742
</S>	0.0278261	0.0319475	0.0319904	0.0253259	0.0302591	0.0184269	0.00949664	0.0105839	0.00964318	0.00941007	0.00902597	0.00673792	0.00349403	0.00292838	0.00258678	0.0040803	0.00758347	0.0123605	0.0148313	0.0207595	0.0221807	0.01564	0.0201675	0.0367723	0.060894	0.0570354	0.135284	0.167804	0.194924
