 	a10	a87	a23	a79	a20	a73	a44	a84	a11	a62	a83	a9	a99	a87	a23	a62	a83	a71	a38	a70	a98	a13	a9	a3	a97	a83	a25	a53	a90	a98	a9	a38	a90	a20	a44	a57	a87	</S>
il	0.0245253	0.0281496	0.0326225	0.0390191	0.148589	0.130214	0.162684	0.125793	0.0639325	0.0215361	0.0130313	0.0103159	0.00891941	0.0104648	0.00985495	0.00918745	0.0115006	0.00550426	0.00607445	0.0046813	0.00619292	0.00625691	0.00301194	0.00225115	0.00393968	0.00194924	0.00687417	0.00373082	0.00995444	0.010836	0.00958247	0.00693278	0.00788961	0.00831961	0.00806587	0.0153541	0.00852145	0.0137371
a	0.00414228	0.00391192	0.0046058	0.0052477	0.00481386	0.00281819	0.00947534	0.0126886	0.0217022	0.0157515	0.012094	0.012109	0.00604188	0.00775786	0.00731308	0.0197564	0.027225	0.0195816	0.0321371	0.0512976	0.0429048	0.0635756	0.0442176	0.0472412	0.0435928	0.034937	0.0136459	0.0194636	0.0260781	0.0327915	0.0403185	0.045561	0.0367796	0.0341647	0.0489703	0.047077	0.0480143	0.0501952
atteint	0.0103764	0.0158463	0.0135118	0.0148939	0.0108095	0.021141	0.0247684	0.0309053	0.0227242	0.0258962	0.0257276	0.027266	0.0254078	0.0215913	0.0300885	0.0398975	0.0334588	0.027282	0.0281004	0.0269872	0.0172434	0.0196808	0.0103404	0.00834693	0.00520126	0.0040819	0.00378061	0.00564006	0.00527508	0.0114198	0.0213043	0.0390619	0.043535	0.0615848	0.0577714	0.0514083	0.0508381	0.106806
la	0.0690756	0.0639823	0.045397	0.0409009	0.021848	0.013681	0.0198307	0.0287165	0.0481509	0.0489679	0.0298533	0.0345165	0.0242645	0.0291458	0.0226395	0.0267836	0.0270224	0.0443038	0.0388238	0.0185239	0.0168745	0.0228694	0.0179487	0.023807	0.0170696	0.0342956	0.02324	0.0264751	0.0144726	0.0205877	0.0122715	0.0104254	0.00727055	0.00835062	0.00597727	0.00826676	0.0119237	0.0214466
vieillesse	0.0236449	0.0132883	0.0102689	0.00767012	0.00485537	0.00774139	0.00692403	0.0183935	0.042329	0.0391885	0.0572422	0.0467094	0.0498638	0.0529796	0.0319886	0.0297514	0.0499739	0.0534479	0.050965	0.0298619	0.0371048	0.0617018	0.0404155	0.0205204	0.0182038	0.0209747	0.0164833	0.0218761	0.0155469	0.0196084	0.00772169	0.0115032	0.00889895	0.00706602	0.00794896	0.0146044	0.0195749	0.0231585
sans	0.0613277	0.045546	0.055239	0.0453425	0.0252759	0.022431	0.0365631	0.05338	0.0617565	0.0376501	0.0373067	0.0336415	0.0320011	0.0303036	0.0224255	0.0250043	0.0287948	0.0302655	0.0256508	0.0161834	0.0156941	0.0137782	0.00937596	0.00655787	0.00639059	0.00695529	0.00772388	0.00737556	0.00657627	0.00767104	0.00359626	0.00563745	0.00570977	0.00645013	0.00827611	0.0211441	0.0266731	0.108325
jamais	0.0723078	0.0641599	0.0431981	0.0373867	0.0182547	0.0104698	0.0111675	0.0112529	0.0254049	0.0403484	0.04824	0.0430059	0.041617	0.0398707	0.0406765	0.0359926	0.0407424	0.0392481	0.032386	0.0227158	0.0187749	0.0127013	0.00942053	0.00550174	0.00576022	0.00845907	0.00588113	0.0137161	0.0134683	0.0140112	0.0124083	0.0153309	0.0103866	0.0124637	0.0137722	0.0297387	0.0280038	0.0517556
être	0.0510634	0.0476782	0.0185936	0.0182979	0.00564261	0.00324306	0.00342013	0.0038233	0.00861121	0.0185765	0.026759	0.0294979	0.0363537	0.0400237	0.0360519	0.0324394	0.0266581	0.0246723	0.020758	0.0149837	0.0226811	0.0182496	0.0109564	0.0104285	0.0204143	0.0209069	0.0214325	0.02223	0.0234948	0.0361488	0.0298902	0.0347198	0.0425463	0.0502713	0.0375509	0.043629	0.0411031	0.0461989
malade	0.059379	0.0640956	0.0638147	0.06242	0.0307218	0.0309573	0.0233754	0.0189486	0.0192762	0.0187756	0.0188541	0.0196675	0.0230119	0.0247008	0.021478	0.0204999	0.0182389	0.0151285	0.0125187	0.00770551	0.0107875	0.00896549	0.00624207	0.0052653	0.00705254	0.00593188	0.0158291	0.0104652	0.024553	0.0275565	0.0338279	0.0356623	0.0430699	0.0405617	0.0366873	0.0348711	0.0363669	0.0427362
</S>	0.0619218	0.0543117	0.0423487	0.0360993	0.0143349	0.0084635	0.0113754	0.0126513	0.0130409	0.0179886	0.0132462	0.00930691	0.00832648	0.00680588	0.0049855	0.00572076	0.00674866	0.00820986	0.00612432	0.0126788	0.00750164	0.00782536	0.00550783	0.004516	0.00336	0.00372959	0.0108663	0.00654437	0.0153175	0.0154242	0.0329235	0.0493702	0.0673234	0.0664464	0.0605571	0.0448589	0.0636592	0.179579
