 	a66	a87	a23	a40	a2	a11	a24	a54	a85	a6	a5	a85	a6	a47	a37	a44	a4	a13	a57	a3	a87	a23	a2	a26	a57	a13	a44	a54	a7	a54	a36	a7	a36	a26	a37	a66	a71	a9	a87	a23	a87	a23	</S>
les	0.0775323	0.109628	0.0664496	0.0406883	0.0990412	0.0551962	0.0628715	0.0695953	0.0545983	0.0311254	0.0127854	0.0130727	0.0136811	0.0184719	0.0094268	0.0169563	0.0169291	0.0153044	0.00879666	0.00627776	0.00618097	0.00602314	0.0051193	0.00458308	0.00352405	0.00481908	0.00372654	0.00709586	0.0150917	0.0122338	0.00785915	0.00911374	0.0231096	0.0142688	0.00832323	0.0092112	0.0122624	0.00879136	0.00869759	0.00522343	0.0072925	0.0072712	0.0117498
orphelins	0.00466514	0.00803414	0.00997658	0.0175014	0.0296082	0.021205	0.0532595	0.0481679	0.0398707	0.0675125	0.0667766	0.0755038	0.0413724	0.116371	0.0750934	0.0469476	0.0604056	0.0347861	0.0234457	0.0207082	0.0183701	0.0135114	0.00775459	0.00260918	0.00197681	0.00384879	0.00578888	0.00814353	0.0159821	0.00431288	0.00546456	0.00512618	0.00706696	0.00664343	0.00337196	0.00766502	0.00294267	0.00188643	0.0020502	0.00170626	0.00170591	0.00956876	0.00129191
pleurent	0.0182114	0.0132156	0.00389128	0.00436897	0.0193313	0.0152013	0.0150369	0.017614	0.0116365	0.0297928	0.0750585	0.0433131	0.0370633	0.061966	0.0846667	0.0573761	0.0593891	0.0498625	0.0819708	0.0577123	0.0574795	0.0262283	0.017047	0.0105687	0.00966181	0.00833829	0.0040163	0.00634704	0.0043768	0.00670186	0.00651936	0.00709694	0.0151358	0.0089123	0.010264	0.0117606	0.00537203	0.00416692	0.00383387	0.00287157	0.00362434	0.0108473	0.00215091
leurs	0.00923113	0.00682242	0.00301691	0.00280958	0.00432393	0.00447595	0.00478228	0.00304902	0.00212106	0.00429105	0.00572234	0.00547569	0.00636008	0.0111121	0.0231186	0.0646357	0.0922391	0.0627104	0.0949898	0.0768619	0.100912	0.0500484	0.0497939	0.0237791	0.0256631	0.0209845	0.0166891	0.0110775	0.0148934	0.0155465	0.0222283	0.0166515	0.0127008	0.0188908	0.0185751	0.0146987	0.0195042	0.0139147	0.0168253	0.0116386	0.00590176	0.00713889	0.00379451
mères	0.0150686	0.0058399	0.00508423	0.00341583	0.00275067	0.00305119	0.00364901	0.00398205	0.00405502	0.00451259	0.00664192	0.00535707	0.00875647	0.0130994	0.0331712	0.0641003	0.0415736	0.0354044	0.0476922	0.0443775	0.0509299	0.056545	0.0734971	0.0394002	0.0320628	0.0272939	0.0123915	0.0136172	0.0183635	0.0177503	0.0239064	0.0301876	0.0225831	0.0366772	0.0374826	0.0284314	0.0310822	0.0271071	0.024437	0.017097	0.0100113	0.0077223	0.00984033
parce	0.0530656	0.0422751	0.0223421	0.0299516	0.0106476	0.0153245	0.00407369	0.00570062	0.0175608	0.0330868	0.0489749	0.048095	0.0501622	0.0712043	0.0519827	0.0483925	0.0371476	0.0303937	0.0180481	0.0139796	0.0142982	0.0081586	0.00812613	0.00727944	0.00689475	0.00620124	0.00309471	0.00395085	0.00466953	0.00424968	0.00710905	0.00729526	0.0102155	0.0157419	0.0195802	0.0223641	0.0306218	0.0275606	0.0334991	0.0255364	0.022245	0.0247248	0.0341743
que	0.051741	0.0253721	0.02308	0.0145332	0.0103136	0.00970843	0.00721292	0.00555659	0.00758503	0.00589045	0.0172218	0.0189193	0.0311817	0.0307987	0.0516094	0.0551848	0.0508058	0.0549726	0.0527564	0.051322	0.0441499	0.0408674	0.0352509	0.0282575	0.0191261	0.0178906	0.0115905	0.0160506	0.0114024	0.0155934	0.0120208	0.00694465	0.012787	0.0107045	0.0133994	0.0100999	0.0165723	0.0142079	0.0230482	0.0169454	0.0143013	0.0149768	0.0180466
ceux	0.077762	0.0361907	0.0143085	0.00786628	0.00635274	0.00647568	0.00275427	0.00350103	0.0126403	0.0109075	0.0279811	0.0364175	0.0439615	0.0542574	0.0482983	0.0409463	0.041705	0.0383963	0.0203038	0.017025	0.0114543	0.010309	0.00705648	0.0114409	0.00700533	0.00546699	0.0028539	0.00404831	0.00350678	0.00639681	0.00843378	0.0121166	0.0208212	0.0182127	0.0227771	0.0240822	0.0353046	0.0454543	0.0423475	0.0334759	0.0293795	0.0414938	0.0485109
qui	0.0522413	0.0193941	0.0100579	0.00511295	0.00384793	0.00243984	0.00191047	0.0020716	0.00343039	0.00367771	0.0115901	0.0104138	0.022548	0.037275	0.0264254	0.0344013	0.0259414	0.0344303	0.0280251	0.0211904	0.0174336	0.023197	0.023015	0.0309673	0.0267285	0.0223441	0.0150185	0.0190371	0.0144174	0.0187575	0.0146407	0.0190621	0.0250274	0.0133314	0.0204123	0.0176918	0.0300368	0.026794	0.0491238	0.0391969	0.0592779	0.0588624	0.0592015
les	0.0450329	0.023266	0.0145618	0.00728761	0.00506935	0.00292993	0.00188779	0.00198675	0.00608987	0.00568057	0.016933	0.014657	0.0280583	0.0267036	0.0350004	0.0370108	0.0354252	0.0358734	0.0260466	0.0222723	0.0153215	0.017187	0.0135927	0.0186697	0.0154502	0.013177	0.00817947	0.0116943	0.00868047	0.00935021	0.0102236	0.00998366	0.0234012	0.0155464	0.0228808	0.0214838	0.0348947	0.0341051	0.0617073	0.0465042	0.0517204	0.0677002	0.0767728
adoptent	0.0189965	0.014183	0.0137045	0.00829123	0.00592986	0.00567377	0.00307554	0.00309315	0.00847374	0.00696294	0.0105407	0.0125753	0.0181545	0.0193796	0.0338251	0.0454564	0.032178	0.0415222	0.0356302	0.0331087	0.0302669	0.0269004	0.0283138	0.0297771	0.0270494	0.0289406	0.0219409	0.0239609	0.0236174	0.0174287	0.0179137	0.0134236	0.0241417	0.0212687	0.0265003	0.0240318	0.0307433	0.0388305	0.0416649	0.0358487	0.0377299	0.0297898	0.0291623
sont	0.0235054	0.00759673	0.00266854	0.00212978	0.0049191	0.00357597	0.00314334	0.00318071	0.00551488	0.00519	0.0107496	0.00829146	0.0125359	0.011849	0.0208632	0.0258501	0.0363126	0.0356602	0.0259614	0.0187364	0.0129427	0.0125599	0.00765955	0.0242592	0.015425	0.0113512	0.0052738	0.0143602	0.00984005	0.0185512	0.020002	0.0299447	0.0753024	0.0688781	0.0599333	0.0492587	0.0496233	0.0554722	0.034833	0.0314523	0.0428672	0.0319625	0.050013
méchants	0.0354494	0.040341	0.0138285	0.0107113	0.0209274	0.0105169	0.00694259	0.00618109	0.0118308	0.0169394	0.0215063	0.0230596	0.0170015	0.0183521	0.0258118	0.0336016	0.0240595	0.0386975	0.0299562	0.0329513	0.030434	0.0229943	0.0120696	0.0226525	0.0131459	0.0106857	0.00964119	0.0176452	0.0146135	0.0276453	0.0219722	0.0284938	0.0658299	0.0387725	0.0339877	0.0415725	0.0225444	0.035876	0.0184949	0.0187324	0.0146347	0.0292108	0.00968514
</S>	0.0607818	0.0290594	0.0173678	0.0100788	0.0121197	0.0111035	0.00670404	0.00522437	0.00821711	0.0075063	0.0171962	0.0128116	0.0158702	0.0180841	0.0179468	0.0249739	0.0281438	0.0252294	0.0194255	0.0138263	0.0128124	0.0104091	0.00950775	0.0160553	0.0121967	0.00860183	0.00480578	0.0100617	0.0146814	0.015154	0.0184714	0.0232133	0.0630903	0.0571963	0.0507075	0.0488325	0.0429011	0.0612158	0.0262908	0.0284137	0.0398	0.0312241	0.0326865
