 	a66	a38	a90	a98	a85	a37	a96	a66	a75	a15	a44	a15	a44	a98	a92	a66	a82	a38	a90	a57	a82	a53	a4	a13	a99	a87	a23	a97	</S>
l'	0.0435507	0.0933459	0.0791381	0.104036	0.0966933	0.0841193	0.042828	0.0498843	0.0237745	0.015041	0.0107292	0.0113994	0.012632	0.0133435	0.0119473	0.0167968	0.0209134	0.0113056	0.0184165	0.013113	0.0306228	0.0219718	0.0257674	0.0351039	0.0219368	0.0198867	0.019359	0.0159089	0.0364346
enfant	0.0105026	0.0165966	0.0328812	0.0654468	0.163599	0.122027	0.0686686	0.0537473	0.044495	0.035761	0.0186655	0.0203267	0.0162847	0.0148559	0.0205911	0.0190714	0.0378473	0.0500564	0.050434	0.0246698	0.0291498	0.0130438	0.00978447	0.00847493	0.00483309	0.00809964	0.00908878	0.00954035	0.0214568
est	0.0536363	0.0480953	0.0441449	0.0366104	0.0467668	0.0368232	0.030667	0.0339659	0.0589578	0.0349456	0.0211465	0.0253726	0.0263643	0.0420692	0.0554313	0.0412829	0.0167033	0.0169365	0.0150246	0.00916838	0.0194879	0.0271197	0.0234069	0.0196982	0.0178347	0.0400881	0.0434854	0.0564058	0.0583606
allé	0.0113928	0.0061692	0.00473611	0.00358024	0.00677429	0.0117168	0.015428	0.0122235	0.0154417	0.0220614	0.0308455	0.0586084	0.0713651	0.105556	0.104286	0.0798611	0.0709679	0.0648901	0.0413983	0.0271917	0.0272315	0.0307876	0.0265546	0.0273715	0.0184071	0.0222465	0.028347	0.0170882	0.0374717
réparer	0.0246097	0.0223642	0.0257554	0.0225251	0.0151639	0.016637	0.0189048	0.0228245	0.024556	0.0301987	0.0518283	0.0674378	0.0920874	0.0972411	0.0842545	0.0690798	0.0743034	0.0531644	0.03251	0.0320319	0.0245769	0.0176408	0.0131711	0.0133273	0.00959484	0.0091488	0.0125637	0.00952972	0.0129689
l'	0.0370859	0.0253076	0.0271451	0.0190078	0.0160342	0.0159044	0.0114421	0.0128979	0.0122706	0.0134129	0.0202216	0.027884	0.0423121	0.0586064	0.0612594	0.0604951	0.0881297	0.0669879	0.0576221	0.0492674	0.051572	0.0308963	0.027399	0.0291499	0.0283551	0.0257676	0.0309104	0.0246425	0.0280131
offense	0.0338545	0.0304201	0.0362563	0.035439	0.0366725	0.0380841	0.0315946	0.0311296	0.0418296	0.0496101	0.0480394	0.037794	0.0419963	0.0491737	0.0495054	0.0471824	0.043111	0.0335241	0.0352317	0.0267977	0.0290362	0.0160049	0.0171267	0.0183634	0.0220114	0.0264201	0.029529	0.024578	0.0396843
auprès	0.074111	0.0955402	0.0668082	0.0629275	0.0404937	0.040738	0.0425706	0.052258	0.0328316	0.0263572	0.0166158	0.014984	0.0106762	0.0112178	0.0113425	0.0130396	0.0123964	0.0159188	0.0159892	0.00999148	0.01361	0.0167917	0.0245775	0.0257352	0.0354973	0.0480985	0.0464041	0.0452056	0.0772723
de	0.11093	0.101183	0.0877991	0.0671802	0.0439618	0.0474299	0.0426488	0.0433389	0.0201093	0.0172007	0.0120841	0.0211401	0.0139578	0.0145745	0.0145354	0.0149427	0.0122458	0.0117813	0.0087156	0.00496321	0.00698745	0.00472526	0.0103596	0.0135334	0.0230109	0.0489474	0.039571	0.0452123	0.0969302
son	0.0500515	0.0482607	0.0544379	0.0485936	0.0390255	0.0388584	0.0343973	0.0384337	0.020938	0.014891	0.0104545	0.0205513	0.0167917	0.0147927	0.017839	0.0226311	0.0201968	0.0223368	0.0149431	0.011232	0.015624	0.0121026	0.0244962	0.0305636	0.0450096	0.0693683	0.0684563	0.082743	0.0919796
père	0.0375188	0.0479876	0.0472125	0.0529393	0.0514815	0.0566907	0.0625341	0.0825093	0.0763292	0.0444884	0.028376	0.0227831	0.0250494	0.0268654	0.02567	0.0307716	0.0169233	0.0134048	0.0117348	0.00802025	0.0149117	0.00661875	0.0103385	0.0155245	0.0191221	0.0263109	0.0283976	0.037335	0.0721509
au	0.0771361	0.0891845	0.0660754	0.0648137	0.0598086	0.0576706	0.0395227	0.046593	0.0351055	0.021226	0.0207103	0.0140337	0.0140527	0.0162908	0.0163889	0.0170049	0.0186985	0.0160384	0.0137925	0.00746413	0.0122356	0.00789611	0.0135488	0.0176334	0.0231758	0.0322433	0.0348924	0.0365113	0.110253
village	0.0483297	0.0619583	0.0491667	0.0529932	0.055868	0.0679881	0.0689511	0.0880076	0.0873358	0.0485528	0.0379642	0.0249973	0.0246827	0.0302557	0.0294481	0.031976	0.0126628	0.0141326	0.0135102	0.0107052	0.0147838	0.00952334	0.0107892	0.0113152	0.00902055	0.0152212	0.019312	0.0246426	0.0259061
</S>	0.0841877	0.0701725	0.0454409	0.0396239	0.0415693	0.0425887	0.0303632	0.0329899	0.0256895	0.0118494	0.0109643	0.00690347	0.00685691	0.0113833	0.0128589	0.0139128	0.0164721	0.0138202	0.0135894	0.0081091	0.016467	0.0156915	0.0293589	0.0413004	0.048174	0.0563637	0.0504569	0.0529837	0.149858
