 	a23	a87	a23	a79	a75	a14	a35	a24	a32	a54	a73	a35	a98	a14	a32	a11	a75	a41	a35	a73	a35	a76	a41	a32	a75	a76	a90	a82	a53	a93	a70	a13	a9	a0	a9	a87	a23	a87	</S>
j'	0.0395687	0.0365128	0.0434306	0.0722046	0.0374039	0.0384918	0.0384503	0.0282563	0.0267281	0.0295681	0.0222442	0.0210166	0.0243334	0.0184217	0.0123111	0.0089825	0.0095584	0.0125092	0.00812898	0.0105044	0.0093081	0.0225726	0.0333797	0.0332902	0.0226303	0.0133387	0.0129764	0.0128649	0.0197573	0.0270737	0.0105329	0.0156644	0.0171064	0.0309551	0.0334553	0.0262379	0.0241081	0.0180942	0.0780282
ai	0.00618337	0.00270455	0.00294928	0.00436813	0.0102796	0.00791847	0.0149502	0.0147444	0.0186873	0.0137484	0.0194678	0.0190857	0.0160896	0.0163432	0.0363557	0.0330384	0.0252009	0.0264229	0.0280237	0.0148819	0.00969424	0.0191483	0.0120292	0.0212142	0.0142782	0.0209302	0.0458392	0.0361955	0.0418683	0.0468543	0.0274659	0.0333459	0.0598081	0.0500453	0.0439193	0.0476607	0.0494953	0.055856	0.0329079
acheté	0.0159185	0.0083461	0.00676012	0.00715264	0.00663131	0.0054326	0.00450835	0.00427328	0.00407471	0.00571381	0.00548734	0.00643478	0.00594168	0.00431828	0.00612248	0.00555218	0.00378231	0.00336048	0.00390305	0.00338189	0.00261094	0.0027647	0.00259821	0.00545165	0.00398692	0.00681733	0.00977183	0.0155282	0.0223225	0.026846	0.0569021	0.0820917	0.104352	0.101981	0.0959871	0.0863383	0.0749757	0.0825767	0.0990014
du	0.0498714	0.0386242	0.0237655	0.0209642	0.01897	0.0224361	0.0191462	0.0374393	0.0283028	0.0848931	0.0406838	0.0622219	0.04637	0.0306144	0.0417684	0.034598	0.0266551	0.0257068	0.0195902	0.0173362	0.0200121	0.0119922	0.0186363	0.0165152	0.0265131	0.025065	0.0164477	0.0164008	0.0161342	0.0150783	0.0120794	0.0119394	0.0151052	0.012141	0.0126487	0.0148987	0.0128514	0.0136278	0.021956
poisson	0.0813103	0.0498619	0.0329843	0.0247258	0.0300006	0.0190904	0.0176255	0.0302854	0.0241448	0.0224614	0.0269459	0.0189013	0.0220819	0.0217032	0.0177234	0.0265524	0.019346	0.0257186	0.0436225	0.0273885	0.0509919	0.0219135	0.0250722	0.0241483	0.0293833	0.0154635	0.0153991	0.0105616	0.00596161	0.00649405	0.00358173	0.0064986	0.00877823	0.019548	0.0314854	0.0366528	0.0391187	0.0267463	0.0397272
à	0.0715581	0.0626454	0.0558035	0.0399115	0.039664	0.0343302	0.0328098	0.032634	0.0282316	0.0213293	0.0257149	0.0173112	0.0156517	0.0125482	0.0114966	0.0134623	0.0125966	0.0196661	0.0222508	0.0148778	0.0128984	0.0121663	0.0173045	0.0169553	0.0118848	0.00459243	0.00477934	0.00651313	0.0146681	0.0142263	0.0110469	0.0127625	0.017163	0.0279808	0.0454669	0.0467196	0.0468203	0.0456833	0.0458747
la	0.0786715	0.0362244	0.0361382	0.0349615	0.0237532	0.0140899	0.015473	0.0242653	0.0130572	0.00939878	0.00826758	0.00855599	0.00967099	0.00882976	0.00970609	0.00999231	0.0149378	0.0192802	0.0290501	0.0176371	0.0179179	0.0190452	0.0267373	0.0193867	0.0339734	0.0150543	0.0125489	0.0163759	0.0128074	0.0119285	0.0149716	0.0168401	0.0192423	0.0415517	0.0726631	0.072851	0.0738291	0.055224	0.0250906
femme	0.0829281	0.0598567	0.0444351	0.0613702	0.0293115	0.0190113	0.0172056	0.0210638	0.0150455	0.0113567	0.010411	0.0089554	0.0105545	0.00717871	0.00433428	0.0051229	0.0070284	0.0114918	0.0147052	0.00937366	0.00996877	0.0116749	0.0247317	0.0165291	0.0223319	0.0143229	0.0216815	0.0286096	0.0500951	0.0463881	0.0252755	0.0251236	0.0194237	0.0313532	0.0632824	0.0443897	0.0481275	0.0223239	0.0236263
du	0.0641752	0.0368494	0.0397199	0.0415166	0.0358623	0.0188934	0.0202534	0.02399	0.0199195	0.0171863	0.0195701	0.0185096	0.0171541	0.0120637	0.0106724	0.0125745	0.014868	0.0239997	0.0249865	0.0118561	0.00777541	0.00832767	0.0104807	0.00952853	0.00860237	0.0113767	0.0159445	0.0172881	0.0480539	0.0347687	0.018995	0.0255753	0.0241935	0.0242362	0.0522324	0.0445821	0.0426645	0.0453361	0.0654175
chef	0.0638198	0.0487874	0.0310562	0.038773	0.0250369	0.0241356	0.0189659	0.017652	0.0158453	0.0173146	0.0136965	0.010664	0.0114861	0.00848233	0.00633104	0.0125848	0.0188437	0.0188518	0.0236767	0.0196534	0.0192785	0.0200541	0.0238226	0.0204426	0.0210705	0.0211071	0.0214531	0.0156697	0.0162032	0.0187484	0.0140693	0.0250569	0.0385698	0.0475055	0.0483061	0.0466937	0.0460493	0.0498733	0.0403693
</S>	0.0368578	0.0153432	0.0148962	0.0161365	0.014962	0.0111525	0.0104134	0.0174597	0.0134902	0.0128062	0.00862987	0.00701732	0.00644717	0.00348859	0.00498706	0.00620187	0.00988164	0.0110802	0.0114144	0.0100095	0.00973405	0.00800803	0.00782432	0.0121291	0.0103261	0.0112349	0.0178239	0.0133546	0.0322112	0.0263884	0.0167694	0.0297035	0.0668786	0.0650168	0.0970714	0.0906025	0.0646066	0.0623061	0.115335
