 	a23	a87	a23	a50	a13	a38	a15	a73	a90	a57	a10	a24	a9	a87	a23	a53	a13	a38	a90	a94	a98	a73	a84	a40	a98	a73	a84	a87	a23	a79	a4	a70	a88	a90	a15	a73	a84	a40	a98	a73	a56	a98	a90	a32	a98	a9	a87	</S>
l'	0.0581417	0.0155757	0.0266752	0.023852	0.0191976	0.0185795	0.00942513	0.0160555	0.0223567	0.0209616	0.025675	0.0421447	0.0316659	0.0287399	0.0229017	0.0223502	0.0242506	0.0224718	0.0108834	0.0214021	0.00874631	0.0103029	0.010626	0.0133587	0.0156472	0.0226698	0.0225098	0.0117352	0.0136851	0.0188567	0.0197332	0.0114841	0.0177279	0.0171745	0.0116584	0.0139466	0.00931802	0.01665	0.00964161	0.0245799	0.0180097	0.0317878	0.0406119	0.0253739	0.0280538	0.0259896	0.0192992	0.0275164
homme	0.00524179	0.00714919	0.0268197	0.0411538	0.0334962	0.0810693	0.0936721	0.077878	0.051511	0.112549	0.0539671	0.015793	0.0188864	0.0191207	0.0157185	0.0215302	0.0198999	0.0130988	0.0135549	0.0145473	0.0197025	0.0123786	0.00950063	0.0142607	0.0131389	0.016356	0.0194375	0.00737763	0.00731658	0.0118639	0.0232259	0.00926452	0.00891884	0.00796002	0.0144112	0.00851317	0.00991971	0.0112116	0.00697448	0.00630802	0.00326153	0.0025109	0.00323472	0.00150405	0.0020953	0.00164896	0.00406019	0.00698767
partit	0.0313881	0.0242756	0.035614	0.0301588	0.0257422	0.0514125	0.0367429	0.0501095	0.0365275	0.0376423	0.0244963	0.0417679	0.0464377	0.00966186	0.0152647	0.0194443	0.033318	0.0164889	0.0106686	0.0167711	0.0207248	0.0176282	0.00762786	0.043533	0.020334	0.014358	0.0100455	0.0120568	0.012264	0.0117941	0.00918498	0.00796381	0.00586516	0.00620546	0.00775835	0.00416265	0.00754838	0.00705197	0.00987746	0.00816003	0.00917842	0.0173171	0.0216891	0.0108814	0.0238196	0.0185563	0.0318912	0.0285895
et	0.0430445	0.0358287	0.0424415	0.0471079	0.0409787	0.0410162	0.0298168	0.0478371	0.0357597	0.0291008	0.0291399	0.0415716	0.0331636	0.0132082	0.0381214	0.0455325	0.0562054	0.0334005	0.0230043	0.0221494	0.0208738	0.0178614	0.00913116	0.0211402	0.00868083	0.00668755	0.00316621	0.00610588	0.00935557	0.00714551	0.00657733	0.00691784	0.00429315	0.00511463	0.00780089	0.00544729	0.0068872	0.013557	0.0130804	0.00953595	0.00655711	0.00824777	0.010971	0.00716505	0.010809	0.00739705	0.0106955	0.0203686
aussitôt	0.0376234	0.0179674	0.0224825	0.0150077	0.0124511	0.0107143	0.00635013	0.0121446	0.0168339	0.0133659	0.0143839	0.0170066	0.0189014	0.0127	0.0225614	0.0322119	0.0392334	0.0415211	0.0343422	0.0558375	0.0486305	0.0620422	0.0924326	0.0360198	0.0301983	0.0314303	0.0175588	0.0228568	0.025225	0.011089	0.00886614	0.0136937	0.00725261	0.00866514	0.0147221	0.0200114	0.012527	0.0167245	0.0115767	0.00891195	0.00602796	0.00558365	0.00700662	0.00405067	0.00653413	0.00374346	0.00413292	0.00884575
la	0.0193206	0.0143708	0.0220496	0.0131835	0.0111206	0.0176865	0.00979309	0.00995169	0.00957064	0.0104704	0.00910066	0.0109397	0.0145905	0.0161182	0.0186645	0.021248	0.0362684	0.0421477	0.0230996	0.0457595	0.0294054	0.0453808	0.0610099	0.03064	0.032923	0.0339737	0.0375723	0.053415	0.0419385	0.0245218	0.0133942	0.0182409	0.00794523	0.00521241	0.0112789	0.0117812	0.0074516	0.01211	0.0154744	0.0102365	0.0067572	0.00777508	0.00946061	0.00615122	0.0180829	0.011169	0.021156	0.0400881
femme	0.00787358	0.00647488	0.00777163	0.0066498	0.00577362	0.011843	0.0105209	0.0192914	0.0199477	0.0168652	0.0136423	0.0211397	0.0203276	0.00760088	0.00970146	0.0296781	0.0286434	0.0368791	0.030265	0.049898	0.0488779	0.0555539	0.0312905	0.0311087	0.029143	0.0262333	0.0422804	0.0650642	0.0439122	0.0282596	0.0190692	0.0226303	0.0129121	0.0133091	0.0203127	0.0117405	0.0125993	0.012314	0.0188772	0.00987048	0.00608382	0.0110475	0.0110379	0.00584922	0.0149651	0.0103315	0.010788	0.0137513
se	0.0146793	0.00935388	0.0076603	0.00882921	0.00625744	0.00923871	0.00833534	0.0182331	0.0201714	0.0178286	0.0216296	0.0218594	0.0236775	0.0117631	0.013672	0.0383893	0.0313465	0.0424267	0.0376758	0.053571	0.05272	0.0624415	0.0493084	0.0143835	0.0228721	0.023821	0.0337966	0.0413599	0.0301364	0.0240907	0.0161075	0.0222824	0.0105595	0.0111346	0.0157668	0.012051	0.00808207	0.0116666	0.0222886	0.0111663	0.00877833	0.0112019	0.0101233	0.0113944	0.0144825	0.00987845	0.00821874	0.0132886
changea	0.0178144	0.0131025	0.00963441	0.00871374	0.00522157	0.00583676	0.0048082	0.00914818	0.00931694	0.00804135	0.00885756	0.00997886	0.0157868	0.0286512	0.0223341	0.0317425	0.0308424	0.0350013	0.0355195	0.0364083	0.0359275	0.0387417	0.0294448	0.017531	0.027944	0.0275793	0.0380146	0.0290302	0.0291961	0.0345518	0.0299933	0.0228658	0.0168428	0.0214961	0.0147491	0.00958439	0.00771802	0.0122724	0.021443	0.0200229	0.0203335	0.0193988	0.0229112	0.018529	0.0304624	0.0201825	0.0190101	0.0174631
en	0.0343484	0.020187	0.0139228	0.0148706	0.0090252	0.0097937	0.00835011	0.0081223	0.00746449	0.00759339	0.00885803	0.00556857	0.00849172	0.0163599	0.0121531	0.0157621	0.0181332	0.0156096	0.0103567	0.0129212	0.0126563	0.021195	0.0226997	0.0100045	0.0176455	0.0191186	0.0362631	0.0202019	0.0264658	0.0254767	0.0173865	0.0152138	0.0139008	0.0165562	0.0104197	0.0085227	0.00748298	0.0145715	0.0196606	0.0222511	0.0270007	0.0339373	0.0427649	0.0439092	0.0626041	0.0526654	0.0453199	0.0762131
oiseau	0.0336902	0.0220613	0.0141148	0.0142848	0.00839325	0.00920649	0.00753346	0.012281	0.0139969	0.0100293	0.0120472	0.0116473	0.0134868	0.0202588	0.0194112	0.0307101	0.0257727	0.0259739	0.0192223	0.0213168	0.0312408	0.0335108	0.0317577	0.0202912	0.0279898	0.0263793	0.0433597	0.0291997	0.0306237	0.0269634	0.0196985	0.0119839	0.0111648	0.0146598	0.00677788	0.00453154	0.00469607	0.0109065	0.0160317	0.0127005	0.0153714	0.0205157	0.0232811	0.0267792	0.0429508	0.0320888	0.0325116	0.0465954
</S>	0.0252114	0.00699648	0.00682882	0.00624993	0.00692298	0.00565622	0.00387095	0.00383513	0.005878	0.00513509	0.0077386	0.00749195	0.0065218	0.0084673	0.00509958	0.00632386	0.00684066	0.00486033	0.00372981	0.00526013	0.00396865	0.00518634	0.0068066	0.00321622	0.00503263	0.00614847	0.00726115	0.00489328	0.00463983	0.00438907	0.00435584	0.00344143	0.0035441	0.00492109	0.00248024	0.0027186	0.0037987	0.00939508	0.0139957	0.0226154	0.0325754	0.0491854	0.0489065	0.0733576	0.146109	0.120272	0.099689	0.168177
