 	a66	a87	a23	a40	a37	a61	a12	a21	a5	a36	a61	a47	a96	a83	a62	a12	a96	a44	a98	a47	a54	a47	a44	a11	a75	a37	a96	a62	a34	a79	a44	a57	a82	a87	a23	a99	a97	</S>
c'	0.0423448	0.065092	0.0465428	0.0390824	0.0442727	0.0667289	0.0465961	0.0585042	0.0401352	0.0297677	0.0226116	0.0162313	0.0156021	0.0169792	0.00971012	0.0134652	0.00947219	0.0136333	0.0304877	0.0386127	0.0490581	0.0335937	0.0169683	0.0194808	0.0184048	0.0225166	0.0164021	0.00736569	0.0133969	0.0149748	0.0117393	0.0205493	0.0117818	0.0113509	0.00919206	0.0182409	0.0117819	0.02733
est	0.0667991	0.0379628	0.0581416	0.0365099	0.0318453	0.0184728	0.00956702	0.0141363	0.020879	0.0243001	0.0161404	0.0162928	0.0170433	0.0197534	0.0106831	0.0147521	0.0108351	0.0110467	0.00830449	0.00951605	0.00786478	0.00710172	0.0125084	0.0083301	0.0148278	0.0142304	0.0111093	0.037629	0.0189337	0.0398223	0.0394712	0.0528141	0.0596489	0.042438	0.036003	0.046713	0.0649123	0.0326607
avec	0.113761	0.057547	0.0634897	0.0245168	0.0196654	0.0135804	0.0105602	0.0087223	0.021397	0.0125815	0.0158124	0.0138269	0.0190478	0.0168476	0.0161597	0.0149077	0.0265516	0.0330111	0.0223691	0.0216419	0.014991	0.014045	0.0162362	0.0146074	0.00946081	0.0142867	0.00591993	0.00554448	0.00787969	0.00852701	0.0175385	0.0151203	0.0331044	0.0409619	0.039704	0.0258926	0.0717706	0.0984124
des	0.0250796	0.00908534	0.0100253	0.00430857	0.00404297	0.00958998	0.0134824	0.0044373	0.0106833	0.0096954	0.0231532	0.0190823	0.0436431	0.0292671	0.0335605	0.0223973	0.0401684	0.028071	0.0160499	0.0164743	0.0132877	0.0164903	0.0296928	0.0261468	0.0348695	0.0424046	0.0349383	0.0287463	0.0426478	0.0323104	0.0182464	0.0298826	0.042472	0.0374081	0.0314187	0.0444509	0.0558194	0.0664702
tiges	0.0145873	0.0043746	0.00281414	0.00445967	0.00605127	0.00888264	0.0198063	0.00984502	0.0192667	0.043149	0.0669551	0.0885909	0.107467	0.0723883	0.0450491	0.0561716	0.0467108	0.0672387	0.0540389	0.0396438	0.0288872	0.0160906	0.0179744	0.0175262	0.0149668	0.0123418	0.0113312	0.0142956	0.0177725	0.0167014	0.00727918	0.00579953	0.00782907	0.00682996	0.00706396	0.00756659	0.00742742	0.00482585
de	0.0493945	0.0287803	0.0168492	0.00662223	0.0055916	0.00596825	0.00804899	0.00317581	0.0104979	0.0115905	0.0263273	0.0204961	0.0363737	0.0301987	0.0543561	0.0343731	0.0465724	0.0499025	0.0313406	0.0220676	0.0237023	0.0256409	0.047341	0.0293925	0.045418	0.0349927	0.0292036	0.0204032	0.0616315	0.0457735	0.021851	0.0172759	0.0226873	0.01795	0.0118168	0.026235	0.0115835	0.00857383
bois	0.0584393	0.030501	0.0190763	0.00772889	0.0054941	0.00349695	0.00193637	0.00123303	0.00292631	0.00268872	0.010883	0.012732	0.0214374	0.0200305	0.0337801	0.0286849	0.0247468	0.0304783	0.0216123	0.0175947	0.0181304	0.0207884	0.0328616	0.0231879	0.0288897	0.0465194	0.0248963	0.0330859	0.0494877	0.0752333	0.0451555	0.0414155	0.0412796	0.0500797	0.0262334	0.0439836	0.0254975	0.0177737
ou	0.0444411	0.0205664	0.0137985	0.00493776	0.00697977	0.00580112	0.00331313	0.0027349	0.00488856	0.00481919	0.0139347	0.0213161	0.0255935	0.0262968	0.0297688	0.0368319	0.0186929	0.018265	0.0190128	0.0148555	0.0121604	0.0165313	0.0164784	0.0173947	0.0122817	0.0197494	0.0131824	0.011847	0.0191861	0.032669	0.0450388	0.0724119	0.0671204	0.0625967	0.0727769	0.056441	0.0390462	0.0762394
de	0.0451212	0.0349944	0.0211947	0.00506364	0.00477973	0.00270428	0.00297848	0.0016382	0.00310568	0.00340064	0.00751056	0.00680404	0.00745851	0.0081221	0.018421	0.0157779	0.0177721	0.017045	0.0185042	0.0138622	0.012176	0.0259332	0.0312814	0.036412	0.0207916	0.0312069	0.0296615	0.0193286	0.0252625	0.0369297	0.0407192	0.0471706	0.0593819	0.0684907	0.0572715	0.0586219	0.057319	0.0857834
métal	0.0306651	0.0207647	0.00908383	0.00295316	0.00376057	0.00316517	0.00234142	0.000978941	0.00271777	0.00331135	0.00914096	0.0122441	0.0133133	0.0140443	0.025221	0.0242955	0.0319373	0.0296515	0.0271179	0.018732	0.012125	0.019131	0.0218261	0.0260177	0.0128862	0.02183	0.0208216	0.0169158	0.0206601	0.0356829	0.0472368	0.075817	0.0742054	0.066334	0.0598677	0.0586226	0.0465445	0.0780357
que	0.0358312	0.0227763	0.0121142	0.00465441	0.00525029	0.00276936	0.00222425	0.00122152	0.00246095	0.00225512	0.00397596	0.00651907	0.00630784	0.00589028	0.0187121	0.0156882	0.0295557	0.0341061	0.0223752	0.0168026	0.0154824	0.0246996	0.0266025	0.0238799	0.0184683	0.0237219	0.019557	0.0205496	0.0247363	0.0341592	0.0412846	0.0452877	0.0839479	0.0749744	0.065743	0.0705337	0.0727758	0.0621054
