 	a66	a87	a23	a40	a7	a44	a93	a90	a15	a47	a85	a6	a36	a0	a61	a62	a96	a83	a93	a4	a90	a25	a56	a75	a92	a25	a44	a4	a57	a82	a87	a23	a97	</S>
amvoulou	0.0364311	0.0724774	0.0797107	0.0945437	0.0714278	0.0805402	0.0665802	0.0398091	0.0257464	0.0181741	0.0105839	0.0112232	0.0119515	0.0165972	0.0207829	0.0174841	0.0225178	0.0178481	0.0162344	0.0271858	0.0349394	0.00971662	0.0080099	0.0118463	0.0140513	0.0163467	0.0226496	0.023026	0.0155783	0.0225715	0.0162484	0.0183436	0.0117707	0.0170522
a	0.0118985	0.0110073	0.0145051	0.0194623	0.0289017	0.0189129	0.0249735	0.0362984	0.0808534	0.0660545	0.0654447	0.0697297	0.0751664	0.0463139	0.0428514	0.0376438	0.040999	0.021697	0.0120741	0.00980982	0.0106711	0.0117176	0.0166	0.0255448	0.0282434	0.0328645	0.0241008	0.0221916	0.0181797	0.0150576	0.0191427	0.00989286	0.0188237	0.0123722
trahi	0.0271743	0.0134007	0.00698822	0.00661748	0.00686969	0.00391247	0.00497434	0.00795717	0.0132109	0.0136159	0.00890227	0.0106799	0.0112284	0.00669829	0.00441312	0.00334946	0.00707114	0.00817482	0.0106694	0.0109218	0.028717	0.0275415	0.0458537	0.0270479	0.0580295	0.0341106	0.034673	0.0512909	0.0695365	0.0539462	0.0849489	0.0651481	0.11081	0.121516
son	0.0635341	0.0321992	0.0159245	0.00992866	0.0144343	0.0217123	0.0282279	0.040429	0.0285549	0.0357823	0.0277789	0.022693	0.0226786	0.0278365	0.0342582	0.0230525	0.0229634	0.029035	0.0290682	0.0273251	0.0230457	0.0182599	0.0185712	0.0136079	0.0211348	0.0189426	0.0238617	0.0375816	0.0418876	0.0277283	0.0504541	0.0526852	0.0558954	0.0389272
village	0.0754516	0.0421855	0.0284297	0.0149899	0.0181839	0.0183728	0.0153519	0.018983	0.0178836	0.0200816	0.0118114	0.0133967	0.0118586	0.0153075	0.0245549	0.0230161	0.0300048	0.0597973	0.040103	0.0567065	0.0169525	0.0305759	0.0351463	0.0304785	0.042562	0.0361135	0.0352679	0.0487078	0.0408356	0.0315558	0.0282188	0.0196056	0.0200054	0.027504
à	0.0720185	0.0357396	0.0208692	0.0196615	0.0159133	0.0129129	0.00780764	0.0165622	0.0212197	0.044063	0.0392199	0.0452801	0.0416003	0.0460765	0.0328249	0.0306997	0.0455804	0.0316812	0.0243243	0.0205791	0.0297999	0.0198486	0.0220403	0.0307971	0.0329379	0.0271363	0.0262117	0.0340671	0.0194498	0.0282338	0.0262932	0.0126755	0.0190853	0.0467896
cause	0.0947377	0.0405131	0.023692	0.0308627	0.0292569	0.0276686	0.0156704	0.0274703	0.0244075	0.052073	0.0250148	0.0308914	0.0256016	0.0319041	0.0231816	0.027403	0.0314937	0.0318233	0.026685	0.0290678	0.0426577	0.0199481	0.0144823	0.00993938	0.010705	0.0132267	0.0332382	0.0350783	0.0238023	0.0292628	0.0344779	0.0130536	0.0277347	0.0429744
de	0.0553904	0.037266	0.0278538	0.0287446	0.0287683	0.0262239	0.0165203	0.0269575	0.0279936	0.025127	0.0190087	0.0266858	0.0217891	0.0238254	0.0157692	0.0209215	0.0322395	0.0245745	0.0196687	0.0220017	0.0303732	0.0160849	0.0171691	0.0264263	0.0203137	0.0325459	0.0380649	0.0419859	0.0341813	0.0457687	0.0423294	0.0257587	0.0329028	0.068766
sa	0.0336312	0.018363	0.0140664	0.0145487	0.0106888	0.0102629	0.00818496	0.0112199	0.0128002	0.0125266	0.0176661	0.016174	0.0167102	0.0188576	0.0168552	0.0176485	0.0205253	0.0183909	0.0182779	0.0175558	0.0329417	0.0142349	0.0129257	0.0125451	0.0151332	0.0274103	0.0500191	0.0598497	0.0588155	0.0881463	0.0893902	0.0688474	0.068511	0.0762756
cupidité	0.0334927	0.025137	0.0255921	0.0279426	0.0241766	0.0213145	0.017781	0.0192722	0.0183096	0.0262333	0.0280384	0.0325609	0.0281048	0.0333137	0.0322574	0.0241316	0.0222271	0.0197394	0.0146191	0.0136356	0.0213682	0.0122825	0.012352	0.0119209	0.0142062	0.0203011	0.0355526	0.0394969	0.0314073	0.0507802	0.0554031	0.0524271	0.0530818	0.10154
</S>	0.064324	0.0340486	0.0175299	0.0201204	0.014472	0.0167692	0.00561406	0.0106692	0.0128996	0.0177462	0.0104126	0.017641	0.0111889	0.0159825	0.0168267	0.013619	0.0246446	0.0172002	0.0131544	0.0153629	0.0329228	0.00766254	0.0101728	0.01434	0.0236443	0.020781	0.0333314	0.057173	0.057068	0.0917737	0.0760005	0.0360206	0.0520512	0.116832
