 	a15	a66	a87	a23	a87	a23	a13	a66	a54	a30	a85	a5	a36	a24	a12	a5	a75	a85	a5	a21	a12	a18	a35	a25	a56	a75	a85	a6	a36	a27	a57	a87	a23	a9	a75	a47	a36	a15	a25	a79	a85	a5	a18	a47	a21	a5	a61	a88	a0	a75	a85	a47	a36	a2	a57	a87	a23	a87	</S>
j'	0.0263609	0.0272849	0.0403731	0.0271139	0.0344246	0.0378086	0.0424614	0.0433456	0.0468824	0.0585865	0.0690967	0.0165619	0.0227599	0.0241351	0.0184721	0.0163525	0.0129356	0.0096691	0.0166402	0.0115001	0.0112478	0.0115814	0.0109605	0.0177752	0.0199407	0.0153188	0.0106325	0.0107158	0.0116172	0.015242	0.0162753	0.0118594	0.0131365	0.012606	0.0112531	0.00940677	0.00579527	0.0106588	0.00557877	0.0093197	0.00621878	0.013265	0.0151287	0.0119352	0.0115369	0.00660027	0.00454581	0.00568583	0.005757	0.00785821	0.00658829	0.0114134	0.00970027	0.00670228	0.0031377	0.0046087	0.00524875	0.00658868	0.0137934
avais	0.0138477	0.00827845	0.00760127	0.00576982	0.00779947	0.0122143	0.00945591	0.0124292	0.0150997	0.0239311	0.0331172	0.0454441	0.0382446	0.024354	0.0221764	0.0355608	0.0156015	0.0106662	0.0232438	0.0171042	0.0269322	0.0240435	0.0218767	0.0372431	0.0231642	0.0174411	0.0341951	0.0178019	0.0153129	0.0129057	0.0172224	0.0248573	0.0252342	0.024888	0.0155889	0.0103342	0.0126941	0.0125836	0.0135411	0.00810301	0.0155893	0.0180739	0.0111765	0.00953566	0.0106695	0.00569145	0.00937723	0.0050953	0.00298201	0.00872333	0.00525773	0.0057291	0.0105538	0.00778156	0.0112856	0.0161017	0.0178081	0.0187701	0.031895
traversé	0.00851205	0.00529878	0.00379709	0.0028898	0.00347779	0.00367991	0.00463389	0.00541194	0.00563644	0.00813102	0.0109999	0.0137813	0.0139064	0.00803723	0.0166638	0.0171315	0.0136676	0.0232399	0.0148488	0.0345463	0.0152788	0.0111313	0.0160698	0.0176976	0.00913146	0.0100616	0.0213015	0.0199575	0.0106016	0.0116006	0.0201025	0.00973677	0.0219069	0.0130997	0.0115981	0.0128295	0.0199008	0.019617	0.0227	0.0150319	0.00642139	0.00560018	0.00605451	0.0094807	0.00671433	0.0304337	0.0243741	0.0143682	0.0320728	0.0267508	0.027474	0.0272623	0.0456624	0.0261102	0.0273624	0.0379085	0.028474	0.0438562	0.0459728
le	0.00960797	0.00642352	0.00441878	0.00319781	0.00464637	0.00265312	0.0024581	0.00207794	0.00318493	0.00443787	0.00571982	0.00818918	0.0100775	0.0080234	0.0216146	0.00655376	0.0183654	0.0232978	0.00869378	0.0262877	0.0123665	0.00777458	0.0132486	0.00467085	0.00417401	0.00509436	0.00416048	0.00396829	0.00773495	0.00822446	0.00854024	0.00713707	0.00884618	0.0043702	0.00348716	0.00913488	0.0122398	0.00594763	0.0101937	0.00732669	0.0115255	0.0130147	0.00886403	0.0173398	0.00816631	0.0339081	0.0358908	0.0322098	0.0622452	0.0368334	0.0518683	0.0384251	0.0462853	0.0481068	0.0659106	0.0492683	0.0429838	0.0413582	0.0272258
fleuve	0.0194188	0.0154752	0.0106759	0.00969983	0.0161439	0.011506	0.0122678	0.00828412	0.00594916	0.00596039	0.00520877	0.00627465	0.00789371	0.024762	0.0363161	0.0108092	0.0193918	0.0236846	0.00834051	0.00924359	0.0057846	0.00444682	0.00477161	0.00516506	0.00529513	0.00745244	0.00369435	0.00337873	0.00649703	0.00790958	0.00327876	0.00346341	0.00304157	0.00748012	0.00464275	0.00673734	0.00615962	0.00562113	0.00809564	0.0147476	0.0173008	0.0207137	0.0200951	0.0370478	0.0172856	0.0963104	0.0954022	0.0316519	0.0767739	0.0494499	0.0237131	0.035177	0.0235789	0.0264536	0.0190668	0.00866153	0.00774055	0.00534355	0.00326431
en	0.0265542	0.0196672	0.0102845	0.00643423	0.00902866	0.0102102	0.0103477	0.00854113	0.00651605	0.00629634	0.008623	0.0101289	0.0132397	0.0264022	0.0357433	0.0288116	0.0279988	0.0305589	0.0274917	0.0220864	0.0394579	0.0280726	0.0323777	0.0274711	0.033242	0.0417934	0.0177789	0.0170245	0.0246142	0.0248129	0.028816	0.0351922	0.0136026	0.0216529	0.0251024	0.0247488	0.0109634	0.00893501	0.00958042	0.00853829	0.0113543	0.0107534	0.00697618	0.00679343	0.00599091	0.00471846	0.00620656	0.00602167	0.00707483	0.00832935	0.00596566	0.0154202	0.00855962	0.00975678	0.0103617	0.0148589	0.0154783	0.00927628	0.0173617
pirogue	0.0446221	0.0310527	0.0139873	0.00970579	0.0134551	0.0186506	0.0172159	0.0118001	0.0142363	0.0115192	0.0153386	0.0136802	0.0186636	0.0197418	0.0333744	0.0230433	0.0210412	0.0253886	0.019218	0.0131448	0.0398117	0.0320296	0.0277385	0.0194681	0.0296679	0.0415537	0.0136461	0.0143476	0.0294728	0.033948	0.0247208	0.0412866	0.0134997	0.0253241	0.0109378	0.00999509	0.00834537	0.00576848	0.00685972	0.00652811	0.0102765	0.0154418	0.0103522	0.0109745	0.00746139	0.00498625	0.00682193	0.00522705	0.00708714	0.0073618	0.00740718	0.0237187	0.00935297	0.00504912	0.00638255	0.00865176	0.0123572	0.0102027	0.00705804
aujourd'	0.120431	0.0807193	0.0528182	0.021365	0.0383369	0.0635102	0.0530657	0.0338373	0.0271692	0.0287554	0.0434372	0.023445	0.0132921	0.0272382	0.0232941	0.00682267	0.0102969	0.0196784	0.0105612	0.00661439	0.0157045	0.0140609	0.0117621	0.00756308	0.0119808	0.0122574	0.00363583	0.00368635	0.0206773	0.00990598	0.00829859	0.016897	0.0150619	0.0136883	0.006154	0.00489557	0.00317798	0.00378875	0.00487592	0.00479999	0.00859215	0.0113953	0.0102397	0.0033965	0.00963037	0.00115196	0.00307832	0.00219467	0.00233484	0.00241673	0.00255573	0.00638871	0.00307543	0.0023249	0.00298051	0.00409131	0.00751946	0.00870478	0.0103676
hui	0.0549794	0.0302065	0.0215767	0.0114839	0.0132691	0.0230245	0.0200633	0.0130067	0.0118689	0.0176206	0.0326357	0.0237875	0.0292872	0.0269201	0.0406071	0.0167956	0.0290126	0.035849	0.0177248	0.0199124	0.0423317	0.0330135	0.0298541	0.00855126	0.0158834	0.0231066	0.00604021	0.00917308	0.0312105	0.0237279	0.0172391	0.027204	0.00589755	0.00492644	0.0025225	0.00328065	0.00501796	0.00743994	0.00860096	0.00674441	0.00879198	0.0106456	0.0111306	0.00718348	0.00928093	0.00562959	0.00720657	0.00614302	0.00998424	0.00525851	0.00422191	0.0217799	0.00567265	0.00446754	0.0076072	0.0130729	0.0235969	0.0211058	0.0158234
je	0.0489713	0.0300622	0.0299313	0.0112342	0.0229899	0.0207529	0.00762624	0.0073578	0.00502833	0.00815073	0.0153247	0.0112994	0.0171932	0.0184928	0.0228198	0.0206619	0.0206101	0.0148781	0.017347	0.0188009	0.0337071	0.0315222	0.036318	0.0168227	0.0328372	0.0298704	0.0170772	0.0232541	0.0265268	0.0334516	0.0309996	0.0304753	0.00961428	0.0129483	0.00682953	0.00485724	0.00300499	0.00566808	0.00311441	0.0029578	0.00377774	0.00323203	0.00218715	0.00248123	0.00206735	0.000871369	0.0015112	0.00209592	0.00210059	0.00226099	0.00423138	0.0149819	0.00632443	0.00792516	0.016379	0.0286184	0.0531701	0.0402694	0.044125
