 	a66	a87	a10	a87	a23	a79	a4	a58	a75	a21	a47	a61	a0	a21	a5	a21	a5	a56	a43	a0	a62	a88	a75	a21	a5	a18	a47	a31	a88	a9	a87	a23	a87	</S>
où	0.0655307	0.107261	0.0954348	0.0704909	0.0756149	0.0763929	0.0728349	0.0325604	0.0210081	0.0162957	0.0142778	0.00939128	0.010096	0.00680016	0.00534044	0.00453274	0.00298383	0.00304341	0.00333759	0.0039325	0.00447897	0.00923461	0.0167043	0.0156959	0.0154347	0.0147648	0.0282783	0.0283521	0.0221984	0.0291209	0.0280073	0.024181	0.0182308	0.0481577
est	0.021965	0.0200419	0.0213123	0.0210729	0.0130026	0.0245274	0.0298106	0.0355769	0.0344869	0.0278777	0.0349125	0.0580755	0.0219363	0.029562	0.0309783	0.0339581	0.0279879	0.0380849	0.0264811	0.0333511	0.0315495	0.0252934	0.0233243	0.0225072	0.0250769	0.0210799	0.0262471	0.03652	0.0284266	0.0350003	0.0436912	0.0338577	0.0402408	0.0221834
celui	0.062112	0.0497974	0.0518762	0.0236021	0.0190075	0.0163487	0.0153151	0.0110474	0.00785873	0.00969023	0.0134995	0.0206012	0.0156627	0.0314905	0.0228437	0.0254331	0.0210203	0.0278726	0.0197577	0.0270566	0.016666	0.00933528	0.00988701	0.00628877	0.00567835	0.00858354	0.0124274	0.0203141	0.0187532	0.0315245	0.0779768	0.0913153	0.124696	0.0746608
qui	0.0821303	0.0457047	0.0200636	0.0179438	0.00684362	0.00572349	0.0054996	0.00563419	0.00346972	0.00622469	0.00692242	0.0115074	0.00714162	0.0126538	0.00940343	0.015976	0.0126829	0.0162825	0.018313	0.0503174	0.0689085	0.0445614	0.0439059	0.0493918	0.037466	0.0115984	0.0241114	0.050219	0.0534273	0.0497281	0.0364459	0.0472684	0.069616	0.0529136
a	0.0955483	0.0504572	0.0235468	0.018524	0.0114038	0.00632126	0.00557017	0.00672654	0.00730027	0.0124629	0.0065779	0.0105224	0.00848283	0.0122565	0.00999274	0.0149591	0.0079424	0.0122566	0.0117325	0.0541228	0.0386207	0.0388695	0.0389647	0.050899	0.0490378	0.0289021	0.0453922	0.0432462	0.0345896	0.0418118	0.0407072	0.0482156	0.0912051	0.0228318
enfoncé	0.0455928	0.0224104	0.0261243	0.0484947	0.0358745	0.0268538	0.0307544	0.0633223	0.0508471	0.0850946	0.0610563	0.0613853	0.0526441	0.0316551	0.0301242	0.0427129	0.0277062	0.02197	0.0119528	0.017985	0.0112892	0.0161075	0.0152487	0.0126528	0.0168204	0.0200635	0.0185104	0.0189603	0.0194752	0.0183901	0.0062181	0.00940536	0.0112437	0.011054
cette	0.0784496	0.0472393	0.0240452	0.0150273	0.00934724	0.0125298	0.0137275	0.0150932	0.0226308	0.0234836	0.0185845	0.0154059	0.0131975	0.0122812	0.0103373	0.0118042	0.0138252	0.014182	0.0166033	0.021448	0.0319766	0.0383932	0.0296558	0.0414161	0.0423277	0.0469376	0.0455011	0.0615175	0.0569478	0.0633778	0.0343104	0.0297078	0.0543502	0.014338
pointe	0.0375809	0.0116875	0.0077167	0.00863012	0.00228294	0.00466902	0.0100169	0.0130728	0.0145332	0.0357756	0.0169689	0.0136889	0.0103816	0.0119266	0.00825061	0.0125479	0.00814163	0.0112857	0.0132334	0.0211382	0.037622	0.0355071	0.03789	0.0373452	0.0336544	0.054495	0.0480607	0.0556397	0.0563954	0.0855333	0.0490232	0.0615602	0.0762514	0.0574934
dans	0.0288029	0.0121865	0.0125576	0.0179691	0.0210083	0.0304744	0.0272683	0.0209191	0.0158337	0.024298	0.0188152	0.0198321	0.0210622	0.0271834	0.0185131	0.0205251	0.0201226	0.0247924	0.0284617	0.0329216	0.0329869	0.0258562	0.0180865	0.0143624	0.0118969	0.0182063	0.0142837	0.0180213	0.0252206	0.0504405	0.0765737	0.0874156	0.0993996	0.0637025
la	0.0156691	0.00933065	0.00805819	0.00492759	0.00481349	0.00588602	0.00650069	0.00457753	0.00313689	0.0054991	0.00279996	0.00207144	0.00242007	0.0054868	0.00226467	0.00317869	0.00337989	0.0068217	0.0147104	0.0329734	0.0470956	0.0535363	0.0395565	0.0309185	0.0330395	0.0268373	0.0445465	0.0588408	0.0698293	0.094289	0.0866682	0.107957	0.125459	0.0369202
planche	0.0316164	0.0214277	0.0217615	0.0118152	0.00968799	0.0167027	0.0118336	0.00893626	0.00372796	0.00456792	0.0026354	0.00215786	0.00207629	0.00305954	0.0018915	0.00358581	0.00334326	0.0101916	0.0118424	0.0225482	0.0307098	0.0433423	0.0366234	0.0228291	0.0254765	0.022777	0.0380554	0.0582424	0.0537854	0.0736547	0.115643	0.090948	0.141191	0.0413119
</S>	0.023384	0.0226442	0.0159642	0.0119681	0.0100688	0.0116369	0.0138426	0.00503402	0.00437304	0.0063367	0.00897364	0.013065	0.00841924	0.0292702	0.019128	0.0197676	0.0175611	0.022073	0.0396579	0.0644497	0.0661857	0.0403962	0.0199719	0.0192243	0.0162208	0.013846	0.0127353	0.0172864	0.0367473	0.0492491	0.103609	0.0388189	0.190755	0.00733582
