 	a66	a87	a97	a79	a4	a11	a54	a73	a7	a44	a34	a44	a7	a44	a54	a41	a96	a70	a13	a57	a38	a82	a97	a82	a38	a82	a97	</S>
qui	0.0376615	0.0516221	0.0686834	0.0536435	0.0634013	0.0629164	0.0541579	0.0576059	0.0402457	0.0249006	0.0202629	0.0257823	0.0317304	0.025825	0.0150237	0.00868959	0.00424306	0.00517628	0.0136759	0.0277212	0.0254992	0.0353011	0.0326224	0.0291619	0.0348035	0.0353376	0.0263153	0.0879901
est	0.0285916	0.0185115	0.0108736	0.0116104	0.0194919	0.0258308	0.027614	0.0271498	0.0211839	0.0296944	0.0410069	0.0725221	0.0417915	0.0322202	0.0359508	0.0381691	0.0289811	0.0224203	0.0307052	0.0339838	0.0422298	0.0387719	0.050159	0.0462166	0.045032	0.0452015	0.0739421	0.0601443
ce	0.058504	0.0481077	0.0610588	0.0647278	0.0517802	0.0449255	0.0439346	0.0206903	0.0122931	0.0169335	0.0138355	0.0229281	0.020388	0.00614596	0.00478602	0.00738675	0.00406884	0.0041427	0.00940637	0.0237867	0.0516128	0.0589498	0.0257067	0.0735061	0.0443152	0.0614456	0.0636052	0.0810283
qui	0.0381102	0.0345183	0.0332589	0.0343813	0.032148	0.0295306	0.0207596	0.0290254	0.0281856	0.051473	0.0505949	0.0805154	0.0934552	0.0473225	0.0464128	0.0395088	0.0514081	0.0506264	0.0349229	0.0264696	0.0269641	0.0287057	0.010669	0.00792292	0.010242	0.0126652	0.0114015	0.0388017
a	0.0992226	0.0709173	0.030339	0.0392553	0.0579259	0.060268	0.0371729	0.0121178	0.012782	0.013456	0.0130654	0.00990402	0.00273798	0.00210025	0.00309534	0.00467736	0.00320525	0.00743053	0.0317115	0.0267151	0.0404707	0.0353648	0.0414603	0.072579	0.0702155	0.0685012	0.0739857	0.0593232
arraché	0.0659725	0.0310529	0.0284025	0.0341318	0.0380726	0.0584557	0.0739078	0.0720945	0.0949091	0.0605041	0.0478288	0.0268116	0.00957341	0.00518545	0.00505556	0.00657167	0.0036624	0.0063308	0.00513076	0.0085952	0.0223288	0.0213375	0.0296279	0.0278259	0.0392167	0.0459565	0.0396925	0.091765
le	0.0643842	0.0178943	0.0124184	0.0103917	0.0140514	0.0168756	0.0154512	0.00689629	0.00884738	0.0109084	0.00785469	0.00970746	0.0106359	0.0100395	0.011546	0.026315	0.0120503	0.0163034	0.0382221	0.0517949	0.105347	0.0731857	0.109454	0.0804614	0.0558627	0.0860445	0.0655068	0.0515498
safoutier	0.0859328	0.0205547	0.0122256	0.00960571	0.0119224	0.0155196	0.0186708	0.00657173	0.00627041	0.00708036	0.00914382	0.010072	0.0123036	0.00980447	0.0164638	0.0183126	0.0122994	0.0238298	0.0418866	0.0711027	0.108855	0.0602303	0.0875993	0.0612972	0.0740559	0.103862	0.0542089	0.0303185
qui	0.0719259	0.050354	0.0233514	0.0222941	0.0379487	0.0338632	0.0311984	0.00969434	0.0125661	0.0152652	0.0155309	0.0106517	0.012329	0.0138276	0.0201824	0.030389	0.0178711	0.0423292	0.0376555	0.064864	0.0868379	0.0385883	0.0455587	0.0357536	0.0582337	0.0414631	0.0663982	0.0530748
était	0.0531399	0.0361472	0.0187631	0.0176335	0.0253102	0.0237401	0.023215	0.0205582	0.0269505	0.0195886	0.0263108	0.0244494	0.0201083	0.0195825	0.0161327	0.0150486	0.00921046	0.0208326	0.0274822	0.0490848	0.0823303	0.0536832	0.0498826	0.0541858	0.0714064	0.0336822	0.0688534	0.0926878
là	0.0556094	0.0375184	0.0228953	0.0206969	0.0222735	0.0206269	0.0133947	0.00561193	0.0105625	0.0123757	0.0123326	0.00600162	0.00549861	0.00492732	0.00447472	0.00674922	0.00761719	0.0196985	0.0213955	0.0437782	0.0710958	0.0566025	0.0584749	0.0728203	0.0959799	0.0578947	0.0909134	0.14218
</S>	0.0438372	0.0235386	0.0105356	0.00997393	0.0168494	0.0154192	0.0102436	0.00481029	0.00433783	0.00488003	0.00518718	0.00395496	0.00173754	0.00160706	0.0039341	0.00881211	0.00486969	0.00885393	0.0202541	0.0496364	0.0984236	0.104905	0.102144	0.0957745	0.103886	0.0843048	0.0918259	0.0654636
