 	a87	a10	a87	a23	a97	a79	a5	a27	a54	a47	a37	a31	a21	a18	a75	a37	a66	a15	a56	a11	a90	a13	a90	a44	a75	a41	a27	a75	a47	a30	a2	a57	a87	a23	a87	</S>
cet	0.0518528	0.0656827	0.0414648	0.0326531	0.0296777	0.0222582	0.0276578	0.0181471	0.021871	0.0259002	0.0276786	0.0387404	0.0349437	0.0201473	0.0258268	0.0144128	0.0177968	0.0239635	0.0199685	0.0346847	0.0300289	0.0417072	0.0294423	0.0171495	0.0175111	0.0181629	0.0190046	0.0145709	0.0221729	0.0248743	0.0179085	0.0273484	0.0238859	0.0243618	0.0316693	0.0448731
homme	0.00291779	0.00385329	0.00665202	0.0149147	0.0235378	0.0347714	0.0746544	0.118537	0.0918195	0.0706276	0.0735725	0.0556726	0.0830735	0.0535417	0.0215225	0.0181104	0.0244419	0.0365609	0.0192087	0.0385713	0.0306407	0.0275324	0.0220771	0.0122105	0.0106257	0.00576146	0.00517921	0.00316264	0.00245498	0.00139331	0.00107737	0.00257975	0.00248337	0.00159996	0.00191561	0.00274471
blanc-ci	0.0177508	0.0178055	0.01191	0.0210265	0.0170305	0.0188176	0.0478959	0.0354758	0.0788486	0.117285	0.209029	0.117597	0.040952	0.0185153	0.0290161	0.0139556	0.0150545	0.0104828	0.0131649	0.0076064	0.00273925	0.00179358	0.00144118	0.00258081	0.00434175	0.00771961	0.00568862	0.00781541	0.0092579	0.00875241	0.0103891	0.0108758	0.0125186	0.0145475	0.0206287	0.0196895
ne	0.0444706	0.0300281	0.0176116	0.0191595	0.0148216	0.00817608	0.00907192	0.0062171	0.00758607	0.00877453	0.00954804	0.00819163	0.00431125	0.00257217	0.00666199	0.00560268	0.00810879	0.0137575	0.0368109	0.0237476	0.0341354	0.021645	0.040518	0.0661229	0.0524158	0.0320343	0.0236446	0.0371391	0.03705	0.0454247	0.0471977	0.0497552	0.0515988	0.0522847	0.0632581	0.0605461
comprend	0.0346067	0.0416853	0.0240274	0.0222249	0.0241603	0.0164316	0.0209946	0.0180789	0.0187146	0.0152761	0.0236828	0.0320375	0.0217137	0.0189524	0.018481	0.0121538	0.0146374	0.01622	0.0169071	0.0146016	0.0148491	0.0223832	0.0199221	0.0437694	0.0281762	0.0229626	0.0328068	0.0238019	0.034706	0.0568267	0.0482728	0.0485652	0.0483111	0.0348022	0.0404636	0.0537931
pas	0.0567553	0.036171	0.020883	0.0152106	0.0119313	0.00895829	0.00497627	0.00430385	0.0043285	0.0036552	0.00368892	0.00422117	0.00422359	0.00462729	0.0072634	0.00694246	0.00472832	0.00582987	0.00696903	0.00663775	0.00769523	0.0121562	0.0169725	0.0345281	0.0498833	0.0720799	0.0670016	0.0862837	0.084597	0.0727911	0.0681736	0.0509313	0.0446874	0.033277	0.0232815	0.0533555
la	0.0421056	0.0274908	0.0194287	0.0141919	0.0122586	0.0120606	0.0115679	0.010869	0.0112687	0.00827285	0.00736633	0.00871268	0.0107533	0.0135875	0.0240708	0.0260309	0.0206159	0.0173426	0.014724	0.01682	0.0160832	0.0231063	0.0267791	0.0351264	0.0523234	0.0579173	0.0526469	0.0585927	0.0596777	0.0763577	0.053637	0.0312042	0.0347934	0.035082	0.0272945	0.0298397
langue	0.0431435	0.0258477	0.0214513	0.0112364	0.00676186	0.00507648	0.00508773	0.00551884	0.00796918	0.0104755	0.0153346	0.0180064	0.0179188	0.0178826	0.0205622	0.0417509	0.0286544	0.0268981	0.0350871	0.0301961	0.0229813	0.0213317	0.0253888	0.0366903	0.049095	0.0467514	0.0407182	0.0457851	0.0534702	0.0623901	0.0577066	0.0377067	0.0275007	0.0328499	0.0296275	0.0151469
mbochi	0.0653483	0.0380632	0.0322723	0.0207884	0.012745	0.00949437	0.00892209	0.00703578	0.0073015	0.00710788	0.0101939	0.0179447	0.0253111	0.0279841	0.0199598	0.0353095	0.0195003	0.0172998	0.0214685	0.020993	0.0156076	0.0192252	0.0217142	0.0162944	0.0216534	0.0291495	0.0393247	0.046822	0.0605538	0.0646203	0.0571065	0.0480151	0.0361217	0.04192	0.0381113	0.0187168
</S>	0.0401343	0.0351732	0.0301648	0.0214139	0.0146016	0.00895697	0.00991896	0.00566584	0.00522172	0.00301091	0.00261275	0.00544058	0.00847988	0.00775946	0.00663628	0.00682546	0.00461806	0.00383026	0.00554289	0.0073387	0.00768103	0.00663532	0.00881899	0.00732645	0.00921455	0.00973501	0.0145677	0.0262857	0.0478475	0.0589257	0.0660698	0.0699848	0.0758751	0.0832024	0.0814759	0.193008
