 	a66	a87	a99	a18	a30	a93	a4	a70	a96	a93	a56	a12	a31	a0	a93	a34	a47	a88	a50	a88	a62	a75	a79	a7	a90	a56	a94	a18	a25	a97	a87	a23	a99	a97	a10	</S>
quand	0.01848	0.0596215	0.0775084	0.0631479	0.0355904	0.0438692	0.0704613	0.0577692	0.0539958	0.0423976	0.0461352	0.047478	0.0392401	0.0316192	0.0170708	0.0290676	0.012864	0.0143203	0.0113638	0.00410507	0.00387807	0.00966778	0.0110737	0.0114278	0.0205679	0.0159734	0.016388	0.0149737	0.0161024	0.0149977	0.0127966	0.0150323	0.015222	0.0136466	0.0128189	0.0193281
le	0.0814823	0.101487	0.0796571	0.047519	0.0168823	0.0167302	0.0137126	0.0109925	0.00673362	0.00741251	0.00665755	0.0138212	0.00963956	0.0138544	0.0154797	0.010279	0.0171207	0.0115884	0.0159749	0.0218013	0.0266234	0.0291928	0.0331067	0.0241661	0.0229952	0.0345965	0.0364534	0.031503	0.0287245	0.0333124	0.035482	0.0305091	0.0248159	0.0309166	0.0347762	0.0240007
hanneton	0.168699	0.0779825	0.0698438	0.0261866	0.0251364	0.0608004	0.0822574	0.0400037	0.0391659	0.0173756	0.0138021	0.0211289	0.0105469	0.020243	0.010817	0.0244023	0.0243869	0.0189231	0.0213157	0.0131989	0.0122499	0.0127161	0.0103936	0.0126059	0.0128692	0.0214196	0.00683866	0.0164999	0.0117166	0.0195324	0.0143953	0.0116003	0.0106455	0.0117158	0.0146133	0.0139727
atteint	0.0843963	0.0359651	0.0187643	0.0131311	0.0120023	0.0348211	0.0380275	0.0467519	0.0327972	0.0435448	0.0276078	0.0246375	0.0228734	0.0211374	0.0248789	0.0190285	0.0421061	0.0199381	0.00949962	0.00564834	0.00707047	0.00529288	0.00663912	0.0154913	0.0164494	0.0229205	0.0317881	0.0257353	0.0299036	0.0344374	0.0354	0.0443968	0.0372866	0.0368366	0.0304432	0.0423512
l'	0.120738	0.0642682	0.0443426	0.0217453	0.014631	0.0263665	0.0503656	0.0381172	0.0301085	0.0218294	0.0123798	0.0180258	0.0140848	0.0175645	0.0094902	0.0186752	0.0201942	0.0224002	0.0275845	0.0187366	0.0288263	0.0131085	0.00649397	0.0163115	0.0125178	0.0169438	0.0127494	0.0184588	0.0203671	0.0225457	0.0304355	0.0307689	0.0351782	0.0434628	0.0292411	0.0509423
âge	0.0690289	0.0444061	0.0218707	0.0103563	0.0204828	0.0300684	0.0324744	0.0315336	0.0468355	0.0332371	0.033927	0.0346313	0.0385051	0.0279771	0.0167453	0.0180897	0.0176336	0.0155578	0.0161577	0.0120343	0.0172799	0.0205131	0.0245036	0.0411608	0.0411298	0.0383796	0.0235345	0.0205267	0.0250245	0.0255389	0.0194819	0.0198908	0.019885	0.0208299	0.021789	0.0489789
de	0.143255	0.0759961	0.0206834	0.00976524	0.00607289	0.00464182	0.00412268	0.00507868	0.00316758	0.00206576	0.00347822	0.00387975	0.00414895	0.00410864	0.00199994	0.00387384	0.00539015	0.0101861	0.00830979	0.0198141	0.0158708	0.0170706	0.0194244	0.0379845	0.0328729	0.0406237	0.06626	0.048578	0.0484183	0.0390344	0.0450023	0.0569897	0.0543492	0.0496424	0.0556368	0.0322035
maturité	0.0581705	0.0307713	0.0125468	0.00845479	0.00385094	0.00282781	0.00251581	0.00209025	0.00207995	0.00111031	0.00212652	0.00279679	0.00282166	0.00273319	0.00207066	0.00243928	0.00366571	0.00508912	0.00477103	0.00898316	0.00896739	0.0107745	0.0167705	0.0285009	0.0298786	0.0436414	0.102458	0.0608901	0.0619192	0.0493568	0.0560628	0.0935882	0.0855795	0.0454561	0.0963968	0.0478432
son	0.00599891	0.00256061	0.00588193	0.00582938	0.00515776	0.00250769	0.00217792	0.00364039	0.00322243	0.00497157	0.0066292	0.00753936	0.00902759	0.00785068	0.0053964	0.00597531	0.00499981	0.011001	0.00837405	0.00914783	0.00883154	0.0123288	0.0144895	0.0174851	0.0205011	0.0336087	0.0631599	0.0691194	0.0657127	0.0676158	0.0684151	0.103464	0.0881614	0.097826	0.120274	0.0311174
corps	0.0209533	0.0104442	0.00933387	0.01	0.0175839	0.0190326	0.0142108	0.0156935	0.0105137	0.00788959	0.00999111	0.00747083	0.00548727	0.00928693	0.00891996	0.011591	0.0154879	0.0157261	0.0118721	0.024457	0.034636	0.0262187	0.0272268	0.0681624	0.0413813	0.0838023	0.0659143	0.0749782	0.0600884	0.0427904	0.0530628	0.0393217	0.0253931	0.0456439	0.0446563	0.0107776
est	0.0228013	0.00956567	0.0127924	0.015127	0.00866176	0.00659792	0.00425766	0.00342073	0.0026425	0.00171033	0.00296341	0.00445475	0.00495179	0.006371	0.00567233	0.0060236	0.0110138	0.0117206	0.0165117	0.020894	0.0241957	0.0247978	0.024886	0.0477831	0.0284087	0.0546798	0.063599	0.056491	0.0434101	0.0515527	0.0581017	0.0626796	0.0535049	0.0944731	0.0924352	0.0408471
plein	0.0085845	0.00573329	0.0152226	0.0197221	0.0150561	0.013011	0.00805457	0.00636205	0.00532476	0.00567767	0.00887112	0.0115568	0.0133746	0.0133365	0.0118723	0.0137827	0.0151658	0.0236095	0.0206564	0.0239994	0.0318164	0.0320625	0.0369792	0.0605327	0.0438862	0.059755	0.0558791	0.0650918	0.0432102	0.0398356	0.0455282	0.0411053	0.0311019	0.0588697	0.0688129	0.0265593
de	0.0215357	0.010401	0.0153285	0.0106502	0.0069505	0.0105284	0.0120307	0.00816012	0.00881057	0.00901321	0.0111801	0.0310105	0.0226596	0.0182323	0.0195401	0.0271675	0.0436333	0.0586121	0.0631073	0.0304174	0.0312314	0.0542116	0.0327896	0.0502629	0.0236373	0.0301849	0.0165829	0.04072	0.028502	0.0228789	0.030823	0.0315184	0.0325203	0.0486832	0.0479267	0.0385578
graisse	0.0112207	0.00449904	0.00545764	0.0045327	0.00393598	0.0119881	0.0146095	0.013692	0.0189269	0.0191547	0.01643	0.0323364	0.0228557	0.0184184	0.0237655	0.0258822	0.0385318	0.0604906	0.0362944	0.0213914	0.0271701	0.0359149	0.0255132	0.0616402	0.0356226	0.0461876	0.0277463	0.0444811	0.0362132	0.0289932	0.0372108	0.0397712	0.0383949	0.0410636	0.0404346	0.0292289
</S>	0.00707382	0.00294211	0.00318406	0.00237891	0.00279882	0.00609906	0.0128804	0.00714084	0.0118785	0.0101504	0.00936484	0.0218921	0.0161961	0.0231406	0.0216387	0.0278769	0.0378789	0.0654136	0.0626792	0.0371774	0.0480907	0.0525056	0.033244	0.0750983	0.0477112	0.0489878	0.022933	0.0562881	0.0403026	0.0252962	0.0359989	0.030291	0.0243773	0.0290132	0.024405	0.0156719
