 	a66	a87	a23	a79	a44	a90	a44	a13	a57	a53	a90	a56	a54	a6	a36	a2	a38	a50	a18	a75	a6	a0	a11	a38	a9	a87	a23	a87	</S>
le	0.0622295	0.054709	0.072943	0.059604	0.0471246	0.0518812	0.0694691	0.043844	0.0338219	0.0297721	0.0225928	0.0145044	0.0109921	0.00673086	0.00735882	0.00667576	0.00659195	0.00993195	0.0174661	0.0369385	0.0263721	0.0321536	0.0152165	0.0230411	0.0268139	0.026759	0.0375026	0.0510538	0.0959059
pêcheur	0.00215107	0.00666604	0.0142604	0.00997135	0.0545569	0.086262	0.171	0.220266	0.177917	0.124448	0.054979	0.0216557	0.00975953	0.0105789	0.0133412	0.00722263	0.00556612	0.0034561	0.00170898	0.000571919	0.000449054	0.000216086	0.000201619	9.9625e-05	0.000110311	0.000249186	0.000548143	0.00112333	0.000664094
est	0.0136169	0.0152276	0.0234804	0.02234	0.0244948	0.0259339	0.0559679	0.0847511	0.0583278	0.118413	0.135496	0.0896344	0.108054	0.0680095	0.077035	0.0233126	0.011951	0.0203766	0.0029883	0.00166519	0.00239404	0.00134083	0.00195628	0.00134846	0.000961327	0.00215137	0.00336132	0.00315688	0.00225438
en	0.00667216	0.00435009	0.00127308	0.000695624	0.00152309	0.00496344	0.0129987	0.016953	0.0212398	0.0452828	0.145452	0.15347	0.149268	0.0917176	0.216294	0.0373153	0.0259536	0.0188797	0.0119119	0.00398991	0.00388528	0.0026554	0.00394197	0.0040552	0.00336861	0.00314141	0.00309806	0.00256838	0.00308279
train	0.018381	0.0248166	0.0165977	0.0105864	0.00781519	0.00352368	0.00460274	0.00517135	0.00860064	0.0348862	0.150569	0.194321	0.0863067	0.0835107	0.119424	0.0792728	0.0480174	0.0311038	0.0142911	0.0108556	0.00600525	0.00782406	0.00506812	0.00432836	0.0058814	0.00421492	0.00563234	0.00442877	0.00396383
de	0.0377095	0.0194082	0.0189373	0.0205521	0.0176837	0.04081	0.146736	0.0764201	0.164076	0.0327739	0.013456	0.00857854	0.00555478	0.00559675	0.0102577	0.00558844	0.0082684	0.0154953	0.0084577	0.0174915	0.00854614	0.0183925	0.0173054	0.0221327	0.0229361	0.0335133	0.0419161	0.0498598	0.111546
vendre	0.0495518	0.0372351	0.0233565	0.0239102	0.0289042	0.0370077	0.0438983	0.0536238	0.15045	0.171995	0.114076	0.0486818	0.0342119	0.0145245	0.0229408	0.00877565	0.0114088	0.0129217	0.00765967	0.00980646	0.00655717	0.00682671	0.00389906	0.00368013	0.00809104	0.0133575	0.0151624	0.0163908	0.0210958
du	0.087242	0.0676117	0.0350596	0.0212666	0.0097976	0.015643	0.025117	0.0293185	0.0441608	0.0335967	0.0373338	0.025726	0.0232586	0.0135266	0.0165186	0.00486773	0.0131544	0.0155797	0.00888077	0.0340523	0.0168842	0.021451	0.0340468	0.035726	0.0577074	0.0733153	0.0633902	0.0530102	0.0827571
poisson	0.0696682	0.0530599	0.0283931	0.0156203	0.00664391	0.00674684	0.00865785	0.00714087	0.0112462	0.00871244	0.010083	0.00845639	0.0102232	0.00893327	0.0153889	0.00646147	0.0126963	0.0158349	0.0100912	0.035616	0.0242473	0.0332972	0.0668869	0.0798207	0.0866623	0.0885779	0.122917	0.0761535	0.0717627
</S>	0.0279172	0.0192638	0.0142415	0.0160731	0.0192561	0.0240662	0.0258805	0.0249401	0.0255795	0.0133127	0.00972515	0.00765269	0.0063098	0.0041922	0.00793206	0.00381576	0.0059415	0.0104358	0.00926059	0.0283047	0.0216862	0.0255734	0.0562929	0.0764342	0.0935595	0.114588	0.0984809	0.100998	0.108286
