 	a85	a66	a87	a97	a87	a97	a10	a30	a53	a15	a79	a56	a96	a66	a38	a43	a94	a76	a94	a90	a93	a4	a96	a50	a88	a0	a90	a56	a47	a62	a47	a88	a71	a9	a10	a13	a57	a3	a97	a10	a97	</S>
il	0.00852829	0.0162039	0.0152833	0.0113813	0.0106884	0.0197318	0.0214255	0.020319	0.0224685	0.0456261	0.0568119	0.0493277	0.0705233	0.0698423	0.108066	0.0843889	0.0637746	0.0383777	0.0214396	0.0166475	0.00936644	0.0109804	0.00541737	0.00255663	0.00192108	0.00175326	0.00106523	0.00102489	0.00251975	0.00280822	0.00899872	0.00921874	0.0162739	0.0158622	0.0211159	0.0220364	0.021512	0.0196425	0.0159013	0.014753	0.0111884	0.0132281
a	0.00733335	0.00773439	0.00977572	0.00854487	0.00777395	0.0103092	0.0315141	0.0381251	0.0394612	0.0170943	0.0184194	0.0296251	0.0214627	0.0256583	0.0292074	0.0294188	0.0201481	0.0135178	0.0138984	0.0151068	0.019776	0.0188995	0.0212929	0.0214417	0.026359	0.0341816	0.028148	0.0302945	0.0388705	0.0422144	0.0364227	0.0184814	0.0420716	0.0169649	0.024346	0.0309185	0.0232423	0.0216022	0.0301588	0.0293657	0.0295492	0.0212696
flanqué	0.0306711	0.0181276	0.0144041	0.00940904	0.00902588	0.00737463	0.00895112	0.0121554	0.0271036	0.0159748	0.0184918	0.0244822	0.0390073	0.0230922	0.0145912	0.013863	0.00949024	0.0121718	0.0136627	0.0174359	0.0137442	0.0105236	0.0141241	0.014824	0.0161785	0.0154181	0.009905	0.0124406	0.0214074	0.0165534	0.0152337	0.010119	0.0157114	0.0186123	0.0194445	0.0512647	0.0496001	0.0519689	0.0747279	0.0515972	0.0820482	0.0750675
des	0.0796581	0.0422163	0.0293636	0.0192933	0.0203394	0.020904	0.0314884	0.0239048	0.0718974	0.0220606	0.0447398	0.0403709	0.0295536	0.035359	0.0234177	0.0253345	0.020292	0.0183552	0.0190297	0.0184493	0.020087	0.0173645	0.0321607	0.0415267	0.0344282	0.0251373	0.0253059	0.0293288	0.0134802	0.0118663	0.00811554	0.00822329	0.0062005	0.00632761	0.00778569	0.0108792	0.00602636	0.00965515	0.0110504	0.0104109	0.00806282	0.0205494
coups	0.045062	0.0328917	0.0281002	0.0258856	0.0274336	0.0261254	0.0275175	0.0257766	0.0337226	0.0205991	0.0217372	0.0162706	0.0263564	0.0210293	0.015136	0.0150281	0.0154191	0.0116769	0.0116442	0.0116435	0.0138264	0.0145008	0.0192369	0.0194166	0.0237416	0.0302448	0.0286843	0.0458908	0.0455006	0.0315704	0.0281112	0.0265129	0.0150255	0.0222196	0.0162833	0.0156827	0.0124782	0.0146913	0.0192229	0.0261759	0.0331073	0.0388203
de	0.027846	0.0155619	0.0152295	0.0179256	0.0252025	0.0319941	0.0164455	0.0164226	0.00790835	0.00752662	0.0184952	0.0303274	0.056522	0.0504897	0.0675698	0.0523423	0.0380069	0.0283941	0.0234829	0.0187823	0.0256197	0.0193609	0.00769134	0.00774255	0.00599889	0.00247426	0.00180263	0.00353154	0.00767607	0.00620023	0.00954348	0.012146	0.0114967	0.018204	0.0219758	0.0224213	0.0198888	0.023892	0.0337309	0.0462828	0.0592075	0.0666369
poing	0.0512738	0.0172378	0.0145827	0.0113778	0.00773581	0.00910896	0.0105587	0.00805335	0.00796034	0.007475	0.0105213	0.0112701	0.0162947	0.0160739	0.0187912	0.0232872	0.02204	0.0151398	0.0146382	0.0157956	0.0277609	0.0273089	0.0259794	0.0260086	0.0226139	0.0160874	0.00775104	0.0144472	0.0265361	0.0151825	0.025345	0.0193861	0.0329988	0.0188737	0.0234035	0.0343655	0.0311111	0.0369403	0.0443253	0.0742416	0.0893667	0.0507501
à	0.0540577	0.0285008	0.0177557	0.0125138	0.00934239	0.00650951	0.0069783	0.0049745	0.0129759	0.00500354	0.00984076	0.0155291	0.0208592	0.0249418	0.0200901	0.0259197	0.019656	0.0206296	0.0163161	0.0207125	0.0275781	0.0277588	0.0256189	0.0218887	0.0190305	0.019714	0.0106275	0.0146123	0.0356981	0.0153078	0.0348679	0.0305744	0.0293108	0.0312306	0.0416581	0.0286478	0.0242208	0.0304597	0.0337837	0.0417397	0.0607807	0.041784
son	0.0280393	0.00881749	0.00977463	0.0088262	0.00752556	0.00592654	0.00660522	0.00580998	0.00691966	0.00407811	0.0054931	0.00880774	0.00803997	0.0116094	0.00980313	0.0142829	0.0124957	0.0110084	0.00936497	0.0086711	0.0136597	0.0171687	0.0143613	0.0102338	0.00878277	0.00829463	0.00432089	0.00536383	0.0152484	0.00910157	0.0349515	0.0393494	0.0620502	0.037871	0.0727786	0.0505878	0.0465775	0.0618862	0.0615153	0.0783866	0.0913582	0.0642529
ami	0.0105927	0.00802901	0.00848919	0.00885628	0.00871248	0.0107136	0.0140418	0.0171046	0.0247703	0.0308883	0.0288192	0.0284105	0.0358534	0.0333794	0.0298494	0.0262087	0.0193246	0.0135464	0.0116463	0.0121819	0.02286	0.0204172	0.0256113	0.0216131	0.0189365	0.0179084	0.0122314	0.0166432	0.0163373	0.013618	0.0239918	0.0265511	0.0470164	0.0248175	0.0534161	0.0270261	0.0272458	0.031429	0.0287071	0.0432587	0.0583417	0.0406042
en	0.017034	0.00634877	0.00544206	0.00426412	0.00491777	0.00493726	0.00302217	0.00291803	0.00166597	0.00178149	0.00368044	0.00513242	0.0108047	0.0125624	0.0125501	0.0134109	0.011549	0.00933208	0.00727106	0.00990697	0.0152523	0.0132907	0.00635169	0.00490845	0.00358416	0.00277695	0.00161525	0.00198195	0.00980825	0.00543185	0.0209167	0.0178281	0.0249162	0.0281353	0.0749125	0.0534373	0.0473469	0.0851187	0.0731132	0.106788	0.12336	0.130594
pleine	0.0118834	0.00466969	0.00577247	0.0054353	0.0062272	0.00801834	0.00715024	0.00787809	0.0055694	0.00718142	0.00782229	0.0122181	0.0141053	0.0187787	0.0189003	0.0256301	0.0239091	0.0233103	0.0238946	0.0192299	0.0264353	0.0198324	0.0221584	0.0179764	0.0231958	0.0179051	0.0104812	0.0172564	0.0326426	0.0151779	0.0399109	0.0256211	0.0331433	0.0190009	0.0326009	0.0284461	0.0276511	0.0553163	0.0458563	0.0631962	0.111042	0.0575686
