 	a87	a23	a87	a23	a83	a54	a92	a61	a75	a85	a37	a66	a61	a56	a34	a98	a92	a35	a98	a85	a92	a90	a92	a75	a61	a47	a83	a9	a57	a13	a99	a87	a97	a87	a23	a99	a87	</S>
le	0.0549903	0.0560058	0.0383694	0.030947	0.0421089	0.029468	0.0305413	0.0397619	0.0396611	0.0238717	0.0263869	0.0178052	0.0110273	0.0128118	0.0119193	0.0183574	0.026871	0.0526486	0.0286421	0.0286679	0.0194813	0.0351185	0.0411914	0.0357546	0.0231065	0.022104	0.0136171	0.0128372	0.0123087	0.0113976	0.00995785	0.0118947	0.0137752	0.016562	0.0178247	0.0210704	0.0167629	0.0443729
féticheur	0.0020893	0.00439224	0.00619655	0.00974156	0.0230094	0.0364554	0.0597551	0.094703	0.192399	0.144311	0.0994065	0.0530255	0.0347412	0.0352487	0.0468967	0.0392865	0.0234876	0.0244023	0.0106138	0.00971732	0.00802945	0.0067379	0.00674692	0.00418988	0.0033623	0.00209806	0.0015077	0.00234782	0.00213295	0.00181479	0.00140886	0.00145271	0.00155938	0.00135866	0.0019883	0.000848786	0.00144449	0.00109216
a	0.0123615	0.0108727	0.0186734	0.0169889	0.0216209	0.0238528	0.034257	0.0470094	0.0480758	0.0797623	0.0642961	0.104361	0.145963	0.105627	0.081423	0.0527981	0.0306874	0.0106192	0.00954054	0.0113574	0.00850081	0.00750257	0.00681823	0.00605274	0.00693056	0.00388722	0.00347653	0.00215389	0.00264466	0.00127941	0.00113698	0.00125109	0.00253464	0.00251911	0.00369127	0.00250003	0.00457198	0.00239978
arraché	0.0158353	0.0105802	0.00971275	0.00757683	0.0118266	0.0131736	0.0135748	0.0170002	0.0226428	0.0473887	0.0324235	0.0681413	0.0628671	0.081296	0.111474	0.0714901	0.0498622	0.0303606	0.0204717	0.0125722	0.0261974	0.0372446	0.0209921	0.0279929	0.0263884	0.0172994	0.0138351	0.0119752	0.00745463	0.00823288	0.00814835	0.0120854	0.00949255	0.00853951	0.0129136	0.010255	0.0109075	0.0197752
cet	0.0962533	0.0399207	0.0276447	0.0183852	0.0136635	0.0193264	0.0243752	0.0186182	0.0148348	0.0237168	0.0248666	0.0294611	0.0213212	0.0245409	0.0269135	0.0272097	0.0290863	0.0327894	0.0242053	0.0248996	0.0231217	0.0323685	0.0312634	0.033133	0.0362896	0.0289881	0.0216569	0.0180331	0.0116694	0.00912628	0.00920151	0.0156816	0.018484	0.018975	0.0210598	0.0306785	0.0305547	0.0476827
enfant	0.0565459	0.0165344	0.0162165	0.00801636	0.00547537	0.0108305	0.014663	0.00982222	0.00810334	0.0109218	0.0105814	0.0183419	0.0275953	0.0267788	0.0276219	0.0213024	0.0187281	0.0119276	0.013061	0.0211077	0.0118122	0.0181696	0.0238842	0.028276	0.0605245	0.0487286	0.0429759	0.0304127	0.0276673	0.0145223	0.0151322	0.0208181	0.0284598	0.0421099	0.037669	0.072499	0.0565987	0.0655645
de	0.0499432	0.0180685	0.0203436	0.0115788	0.00968645	0.0113479	0.0138612	0.010103	0.0128297	0.0126458	0.0140498	0.0191392	0.0338154	0.0516264	0.048167	0.0425479	0.0478261	0.021971	0.0222502	0.0227437	0.00941738	0.0105918	0.0159471	0.0162216	0.0265793	0.0292385	0.0273438	0.0255607	0.0266442	0.0171843	0.017574	0.0293212	0.0242301	0.0321227	0.0315885	0.0262694	0.0469106	0.09271
la	0.0367732	0.0203531	0.0206235	0.0139354	0.0100908	0.0140826	0.0155481	0.0126899	0.0148845	0.015822	0.0155539	0.0196888	0.0312617	0.0425953	0.0332595	0.0316596	0.0360559	0.0180856	0.0202341	0.020508	0.0117209	0.0138023	0.0199632	0.0215184	0.0403617	0.0368149	0.0329873	0.0422422	0.0328849	0.0196659	0.0215376	0.0315599	0.0294078	0.0353792	0.0369278	0.031008	0.052885	0.0456273
mort	0.0367006	0.0186527	0.0189711	0.0151126	0.0108796	0.0129396	0.0116077	0.0100543	0.0125182	0.0105891	0.0117505	0.014592	0.0153256	0.0300243	0.0192537	0.0210643	0.0213261	0.0221525	0.020145	0.0179649	0.0118396	0.016239	0.0183825	0.0170306	0.0272796	0.0304757	0.0352303	0.0367528	0.0302149	0.0213197	0.025775	0.0400726	0.044195	0.0667823	0.0575483	0.0531435	0.0718735	0.0442207
</S>	0.039526	0.0185788	0.0193939	0.0127334	0.0125254	0.0111529	0.00900431	0.00805116	0.00956329	0.00531834	0.00648364	0.00895356	0.0109693	0.0155667	0.0105488	0.00873122	0.0144424	0.00816804	0.00891559	0.00989278	0.00497227	0.0060963	0.00979717	0.0113408	0.0201272	0.0369638	0.0392371	0.0472507	0.0423148	0.0327719	0.0286618	0.0423574	0.0422377	0.0724854	0.0663932	0.056344	0.0775221	0.114607
