 	a66	a87	a23	a87	a23	a87	a23	a18	a9	a99	a38	a53	a69	a4	a98	a94	a13	a98	a99	a50	a24	a11	a38	a54	a69	a93	a70	a83	a50	a99	a83	a9	a99	a87	a23	a87	</S>
les	0.0514485	0.0665212	0.0688524	0.0553511	0.0255234	0.0485903	0.0175163	0.0614575	0.0272948	0.0251082	0.0251305	0.0248797	0.0227766	0.0249201	0.0549572	0.0545926	0.0281035	0.019481	0.0215818	0.0118158	0.0118531	0.00972748	0.0124056	0.0154653	0.018513	0.0103129	0.0136828	0.0173081	0.027213	0.0263329	0.0131022	0.0190346	0.0145693	0.00906247	0.0169671	0.0102615	0.0182863
coups	0.00182199	0.00221067	0.00301917	0.00209618	0.00160856	0.00408658	0.00293125	0.00628307	0.0193845	0.0430838	0.0766022	0.106959	0.154481	0.0834152	0.0922566	0.0800283	0.0750004	0.0785687	0.0480021	0.0468963	0.0176762	0.00980796	0.00771859	0.00444654	0.00487976	0.00267881	0.00153369	0.002741	0.00337989	0.00381195	0.00260942	0.00191646	0.00160299	0.00175277	0.00158222	0.00246736	0.000659014
de	0.029734	0.039893	0.0331676	0.0284169	0.0203046	0.0359874	0.0133141	0.040055	0.0267826	0.0244503	0.0185141	0.0217691	0.0220871	0.0253694	0.0347583	0.0614087	0.0728935	0.11508	0.11158	0.0895357	0.0461055	0.0199229	0.008807	0.00408529	0.00308958	0.00312225	0.00159226	0.00220411	0.00153255	0.00244158	0.00170187	0.00273484	0.00267907	0.00637785	0.00380819	0.0238621	0.00083139
poing	0.0272494	0.0136129	0.0113016	0.0165677	0.0212892	0.0108455	0.0153781	0.0171874	0.0129846	0.014552	0.0130382	0.0191575	0.0334037	0.0539187	0.0900584	0.0794581	0.0503972	0.0301537	0.0223521	0.0123187	0.00801605	0.00664875	0.00256982	0.00755743	0.0100124	0.0220755	0.010595	0.0110476	0.00822372	0.0133377	0.0133929	0.021407	0.023013	0.0482648	0.0543021	0.104716	0.0695957
qu'	0.0610751	0.0482303	0.0244874	0.0236641	0.0240432	0.0217377	0.0249544	0.0251388	0.0226542	0.022977	0.0213873	0.0181422	0.0258546	0.0253797	0.0298403	0.0352855	0.0708856	0.0568032	0.0442612	0.014397	0.0151799	0.00697083	0.00478183	0.00899201	0.0103721	0.0163699	0.00749749	0.00786164	0.00716403	0.00629297	0.00966901	0.00880887	0.0192148	0.0301193	0.0340493	0.0537685	0.111688
il	0.0506178	0.0373215	0.0342887	0.0226935	0.020014	0.022732	0.00932867	0.0280071	0.0137184	0.0171798	0.0139175	0.0138004	0.0130839	0.0106168	0.0115557	0.0169673	0.0258418	0.0319677	0.0177035	0.0164241	0.0157884	0.0158415	0.013116	0.0232027	0.0373164	0.0509864	0.0279218	0.0299168	0.032743	0.0253297	0.0398245	0.0255436	0.0303951	0.0348973	0.0270386	0.046709	0.095649
a	0.0245979	0.0159518	0.0210834	0.0153617	0.0217618	0.0170397	0.0108662	0.0117417	0.00968248	0.0255734	0.0128967	0.0140026	0.0146328	0.0130818	0.0156551	0.0234839	0.0223384	0.0376056	0.0306773	0.0410178	0.0471159	0.0280298	0.0190148	0.0211606	0.0290108	0.0318078	0.0597757	0.0235371	0.0226888	0.0242522	0.0282925	0.031584	0.0286767	0.0400838	0.0417811	0.0443367	0.0797995
reçus	0.0286375	0.0134318	0.0255305	0.0129824	0.0122948	0.0136771	0.00656268	0.00771919	0.00750256	0.0112972	0.00462407	0.00602713	0.00799955	0.0137451	0.0212214	0.0297017	0.0234168	0.0345025	0.0302882	0.0304831	0.0394625	0.032775	0.0186822	0.0104552	0.0154288	0.0127677	0.0173971	0.0084579	0.0130213	0.0190253	0.0347795	0.0395493	0.0475541	0.0674883	0.0772874	0.0979536	0.10627
lui	0.0281802	0.0136433	0.0155383	0.00953322	0.00987517	0.0058347	0.0038809	0.00319685	0.0023339	0.00238201	0.00113654	0.00149152	0.000764022	0.0010433	0.00413093	0.00347736	0.00412091	0.00488143	0.00432156	0.0105318	0.0163482	0.0174264	0.0142117	0.0222117	0.0352092	0.028923	0.0523006	0.0362926	0.0440108	0.0610836	0.0789006	0.0816205	0.0930605	0.0744614	0.0866543	0.0606398	0.066347
ont	0.0343127	0.0242421	0.0299974	0.0215385	0.0187946	0.0236279	0.0163671	0.0108139	0.00728296	0.00671084	0.00514027	0.00980623	0.00497805	0.014367	0.0275653	0.0345529	0.0391678	0.0437672	0.0209456	0.0604476	0.0314334	0.0318008	0.0193916	0.0150936	0.0187616	0.0171878	0.0306698	0.0173385	0.0192316	0.0217922	0.0301454	0.0385859	0.0431165	0.0490487	0.0451698	0.0574846	0.0593224
