 	a66	a87	a23	a87	a23	a30	a20	a90	a94	a93	a70	a50	a70	a90	a54	a5	a12	a96	a94	a11	a96	a70	a34	a79	a37	a44	a13	a62	a12	a54	a44	a58	a84	a82	a87	a97	a23	a87	a23	a87	a23	a97	a10	</S>
il	0.0369731	0.0519531	0.0428681	0.0391522	0.0242199	0.0521467	0.0688139	0.0672203	0.102004	0.0872869	0.0432628	0.0347816	0.0210214	0.0280777	0.0143589	0.00896937	0.00801901	0.00631705	0.00670009	0.00666233	0.00550268	0.00550815	0.00790669	0.00754608	0.00697216	0.00489834	0.00460513	0.0032647	0.00480047	0.00967225	0.0110512	0.0126163	0.00975123	0.0105377	0.0124406	0.0131706	0.0125907	0.0167474	0.0140987	0.0169957	0.0122518	0.0178485	0.0111341	0.0172802
n'	0.00770214	0.00994239	0.0111058	0.0166605	0.029753	0.0240857	0.0208076	0.0225734	0.0462259	0.0319813	0.0254722	0.0179685	0.0269547	0.0148552	0.0165577	0.00942693	0.00887162	0.00553514	0.0111511	0.0135043	0.011453	0.0105628	0.0104614	0.0113967	0.0126916	0.0141439	0.0156643	0.0190505	0.023466	0.0251949	0.032428	0.041019	0.0524925	0.0390857	0.047789	0.0446109	0.041846	0.0327794	0.0381543	0.0286689	0.0295499	0.0211936	0.0171853	0.00797733
a	0.0371988	0.0277204	0.0279422	0.028435	0.0217214	0.0178958	0.013311	0.0138021	0.0247041	0.0472945	0.0371711	0.0285848	0.0252708	0.0407633	0.0346451	0.0359643	0.0408502	0.0431549	0.0377774	0.0327974	0.0319218	0.0174239	0.0162284	0.0178351	0.0183516	0.0091119	0.0173392	0.0136218	0.0174311	0.0151914	0.0200735	0.0199759	0.0161699	0.011621	0.0096896	0.00867489	0.0110052	0.00936383	0.011915	0.0131604	0.0163007	0.0169283	0.0220424	0.0216184
pas	0.0802391	0.0634452	0.0613529	0.0759498	0.0515406	0.11314	0.0289568	0.0232362	0.0155473	0.0167428	0.00981734	0.0106792	0.00841173	0.00616122	0.0107656	0.0157661	0.0161104	0.0143763	0.0246666	0.0281535	0.0255908	0.0223112	0.0302163	0.017486	0.0167865	0.0170009	0.0087779	0.00834848	0.0074312	0.00523813	0.00375707	0.00338313	0.00587607	0.00652007	0.00782383	0.00836846	0.00979762	0.00963494	0.0117369	0.0105041	0.0145937	0.015208	0.0185792	0.0399704
répondu	0.0697395	0.0484558	0.044859	0.032606	0.0255874	0.0343316	0.0212427	0.0282891	0.0272284	0.0465609	0.0430526	0.0316727	0.0231868	0.0196875	0.0208782	0.012375	0.0104553	0.0101565	0.0127095	0.00877182	0.00898045	0.0136166	0.010325	0.0101045	0.0109266	0.00695466	0.00687012	0.00763553	0.0101206	0.00808154	0.0125211	0.0148999	0.00755066	0.0102849	0.0121375	0.0137085	0.0170931	0.0199407	0.0277389	0.0308166	0.0351418	0.0318015	0.0518821	0.0490207
quand	0.0550637	0.0400341	0.0267095	0.0297589	0.01919	0.0290687	0.0166292	0.012275	0.034692	0.0392331	0.0334015	0.054436	0.0263133	0.0461344	0.0212854	0.00527937	0.00375963	0.0031867	0.00866972	0.0091116	0.00963284	0.0121328	0.0179072	0.0180059	0.0175413	0.0182398	0.0140354	0.0153716	0.0174034	0.0193205	0.0230283	0.0193797	0.0159784	0.0166564	0.0195159	0.0178836	0.0240956	0.0190532	0.0293907	0.0232156	0.029728	0.0259622	0.0312951	0.0309945
je	0.0591373	0.0367025	0.0297298	0.0406776	0.0144625	0.0140074	0.0085316	0.00835276	0.0108457	0.00985527	0.00967174	0.0100752	0.0138571	0.0134941	0.011846	0.0169313	0.0113209	0.00897522	0.00985928	0.00798358	0.00447697	0.00898935	0.00797433	0.0141587	0.0257758	0.0355563	0.0379408	0.0555346	0.0496251	0.0337566	0.0382398	0.0445312	0.0299345	0.0203855	0.0230177	0.0153448	0.0173048	0.021836	0.0267591	0.0284671	0.0297469	0.033592	0.0355704	0.0151649
l'	0.0768934	0.0643441	0.0613569	0.0469398	0.0289405	0.0117038	0.00495151	0.00539199	0.0069115	0.00770311	0.00806371	0.00815408	0.00980727	0.00904038	0.00756658	0.00665295	0.00527369	0.00568025	0.00829618	0.00803705	0.0107836	0.02012	0.0166926	0.0191674	0.0191137	0.0209625	0.0312511	0.0338104	0.0551088	0.0221217	0.0151245	0.0274635	0.0334888	0.0208916	0.0227976	0.0178349	0.0276216	0.0193973	0.0279921	0.0271654	0.0295732	0.0284804	0.0362131	0.0251154
ai	0.0857703	0.063117	0.0625842	0.0535696	0.0478497	0.0416946	0.0164615	0.0164307	0.0111762	0.0137507	0.0134949	0.00861707	0.0108424	0.0113076	0.025172	0.0196526	0.0166826	0.0142289	0.0235145	0.0252834	0.03354	0.022552	0.03093	0.0324201	0.0214115	0.0129725	0.01782	0.0121061	0.0157997	0.0112328	0.00948969	0.0126941	0.00736138	0.010389	0.0110441	0.0104901	0.0146288	0.0104768	0.0162035	0.0135541	0.0190019	0.0173502	0.0328312	0.0224998
appelé	0.0461012	0.0431437	0.0511342	0.0429334	0.0386479	0.0290679	0.0144171	0.0152316	0.0225959	0.0227978	0.0174711	0.0171721	0.0168698	0.0268447	0.0150828	0.00657357	0.00458731	0.00391815	0.00701312	0.0057144	0.00389132	0.00370519	0.00499646	0.00460964	0.00441293	0.00446782	0.00695582	0.00812188	0.00922131	0.00967774	0.0129933	0.0153304	0.00614017	0.0133658	0.0209322	0.0141828	0.0196743	0.0279628	0.0375579	0.0415924	0.0531119	0.0492418	0.0847127	0.0958239
</S>	0.0331203	0.0185567	0.021076	0.021327	0.0206082	0.0283656	0.0121661	0.00969175	0.00922127	0.00856993	0.0128428	0.0108382	0.0219379	0.0227478	0.0242512	0.0131493	0.0104204	0.0117763	0.0170415	0.011633	0.00739016	0.00701266	0.00686866	0.00622912	0.00709156	0.00714046	0.00907392	0.0140338	0.0128188	0.0105721	0.0179057	0.0245485	0.0120035	0.0173018	0.0215706	0.0180542	0.0209054	0.0276607	0.0394661	0.0471896	0.0604305	0.0765022	0.123932	0.0649564
