 	a66	a87	a23	a87	a23	a87	a23	a99	a53	a15	a79	a56	a0	a75	a85	a92	a85	a6	a37	a61	a66	a0	a75	a5	a61	a43	a75	a85	a36	a75	a47	a79	a7	a44	a84	a57	a87	a23	a87	</S>
notre	0.0187724	0.0229302	0.0363462	0.0445774	0.0358725	0.0628314	0.060637	0.0635634	0.0976277	0.111517	0.071441	0.0370018	0.0296787	0.0141459	0.0136717	0.0100876	0.0161965	0.00917853	0.0122674	0.0120681	0.00777595	0.00830599	0.00787751	0.007882	0.00809738	0.00812289	0.0121987	0.00877048	0.0142662	0.0264117	0.0069068	0.0068152	0.00554067	0.0107064	0.0138613	0.00745243	0.0110112	0.00999872	0.0131464	0.02444
maman	0.00670992	0.00590388	0.0135962	0.0223766	0.0291814	0.03341	0.0350594	0.0507155	0.0536776	0.0533953	0.0844027	0.0334013	0.0731063	0.0703087	0.0540769	0.0429896	0.0399994	0.0200903	0.029692	0.0215377	0.0232643	0.0191566	0.0231632	0.0253342	0.0196038	0.0189176	0.0191439	0.015591	0.0165782	0.00756477	0.00788568	0.00554276	0.00726096	0.00445229	0.0014299	0.00219296	0.00213225	0.00102168	0.00535	0.00078312
a	0.0299663	0.0258619	0.022381	0.0372807	0.0412333	0.0428607	0.056696	0.0795171	0.0664999	0.0435136	0.0316888	0.0215496	0.0193345	0.0118477	0.0206714	0.0103794	0.0101675	0.00894621	0.0130281	0.0189143	0.0173046	0.0233514	0.0475918	0.0550107	0.0220573	0.024207	0.0155955	0.0106159	0.0159237	0.0229026	0.0263476	0.0153913	0.026065	0.0137857	0.00526771	0.0139247	0.00837232	0.00517317	0.0154727	0.00330154
préparé	0.0167665	0.0068008	0.00608791	0.00429739	0.00558419	0.00542724	0.00961319	0.00905011	0.0102495	0.00921642	0.0142771	0.0319206	0.028541	0.0231271	0.0297238	0.0193168	0.0237761	0.0243767	0.0296771	0.0311753	0.0314943	0.0374473	0.0386761	0.0396329	0.0496335	0.0398805	0.0523184	0.0529849	0.0451364	0.0533879	0.0399769	0.0319745	0.0205393	0.0259969	0.0194946	0.0227771	0.0136941	0.0143983	0.0159369	0.0156141
du	0.0409387	0.0431394	0.0307241	0.0190906	0.0170471	0.0158619	0.013356	0.0136728	0.0139042	0.0117683	0.0113193	0.028266	0.0367486	0.0532364	0.0449892	0.0627197	0.0474831	0.0471546	0.039901	0.0308956	0.0246281	0.0285917	0.0221316	0.0162785	0.024251	0.023086	0.0143755	0.0106026	0.00706662	0.0111647	0.0174292	0.0248942	0.0179143	0.0185843	0.019294	0.0161898	0.0140453	0.024034	0.0117892	0.0314327
poisson	0.0164287	0.0108211	0.00713156	0.00506337	0.00521088	0.00499586	0.00497448	0.00610172	0.00842339	0.00895714	0.00918653	0.030722	0.040013	0.0643872	0.0614024	0.0494651	0.0588156	0.0776034	0.0610003	0.0545479	0.0401386	0.0530735	0.0275982	0.0323295	0.0420019	0.0238076	0.00978269	0.00832103	0.00716766	0.0110232	0.0194375	0.0223753	0.0220257	0.02255	0.0151861	0.0136685	0.0114784	0.0146561	0.00945769	0.00866908
salé	0.00978151	0.00890766	0.00770903	0.00459589	0.00440736	0.00444617	0.00448602	0.00882831	0.0115058	0.0191513	0.014149	0.0307808	0.020144	0.0314505	0.0403462	0.0411603	0.046781	0.0600597	0.0447383	0.0360233	0.0245093	0.0269931	0.0122917	0.0128814	0.0154448	0.0128019	0.0121799	0.00898657	0.0097224	0.018095	0.0278737	0.0642598	0.0477426	0.0330318	0.0515522	0.0526974	0.0310428	0.0367883	0.0176946	0.0339584
aux	0.0233331	0.0152201	0.0169769	0.0149819	0.016659	0.0173136	0.0220325	0.0221952	0.0248778	0.0271467	0.0181979	0.0179438	0.00842689	0.00939045	0.0131914	0.0135191	0.0174276	0.0215369	0.0198907	0.0239647	0.0222999	0.0248237	0.0143968	0.0137999	0.0135803	0.0165764	0.0229688	0.0247714	0.0235401	0.0412144	0.0448514	0.0614601	0.0451501	0.0501791	0.0545017	0.0651367	0.0319813	0.0237624	0.0168362	0.023943
aubergines	0.0135297	0.00759666	0.00486564	0.00290131	0.00301359	0.00267325	0.00351349	0.00473515	0.00492511	0.00443329	0.00358795	0.00402171	0.00609419	0.0114183	0.0145896	0.0156672	0.0150754	0.0188867	0.0231075	0.0227673	0.0202399	0.0252873	0.0166971	0.0202675	0.0173495	0.0196204	0.0351154	0.0313227	0.0307677	0.0469553	0.0379071	0.0904425	0.0631084	0.0637207	0.0669141	0.113435	0.0330275	0.0280789	0.0208263	0.0315141
</S>	0.0334965	0.0416737	0.035689	0.0200391	0.023215	0.0205686	0.0298552	0.0222782	0.0206298	0.0171717	0.00730026	0.00966075	0.00749762	0.00931741	0.0144415	0.0124978	0.0187883	0.0135534	0.0125834	0.0115273	0.0121842	0.0157478	0.00964529	0.0108015	0.0105207	0.016234	0.0219128	0.0337034	0.0358762	0.0522995	0.0520074	0.0626852	0.0548493	0.0564447	0.0318579	0.0325523	0.031545	0.0221221	0.0397818	0.0154443
