 	a66	a87	a23	a87	a23	a96	a61	a12	a88	a62	a21	a12	a21	a85	a47	a98	a47	a85	a5	a37	a56	a93	a90	a15	a94	a90	a93	a4	a30	a93	a13	a9	a99	a87	a23	a87	</S>
ses	0.0232046	0.0221369	0.0614915	0.0302017	0.0118106	0.0119126	0.0120931	0.0111232	0.0179827	0.00822326	0.00963444	0.00583042	0.0121842	0.015009	0.011365	0.0168703	0.0412166	0.0430966	0.0598851	0.0407302	0.0515062	0.0777256	0.060552	0.0464768	0.0382951	0.0204639	0.0148182	0.0171123	0.0297548	0.0271771	0.0196877	0.0231621	0.0258644	0.0196165	0.0167271	0.0181356	0.0269224
voisins	0.00269136	0.00288865	0.00665061	0.00632776	0.00759978	0.0103773	0.0185633	0.0216367	0.0190656	0.0300857	0.0463277	0.0502767	0.127666	0.183484	0.136848	0.0754402	0.0197926	0.0038182	0.00148115	0.00346349	0.00215147	0.00496966	0.0134803	0.020202	0.00808928	0.0203878	0.028026	0.0187143	0.0140051	0.00666509	0.00503747	0.0127043	0.0083341	0.0141405	0.00969337	0.0234094	0.0155052
murmurent	0.0570256	0.0308787	0.0373199	0.0274393	0.0312573	0.0184303	0.0240918	0.02449	0.0277098	0.0227534	0.0428775	0.0343175	0.040405	0.0303346	0.0359823	0.0237889	0.015642	0.00508519	0.0050599	0.00848902	0.0102356	0.00676507	0.0128733	0.0205611	0.00976772	0.016008	0.0223134	0.0132677	0.0196628	0.0189977	0.0168672	0.0242944	0.0536704	0.0562012	0.0279987	0.0688595	0.0582782
contre	0.0231096	0.0269823	0.0244471	0.0203873	0.0238748	0.0420495	0.0302872	0.0207725	0.0299779	0.0152583	0.0153752	0.0105567	0.0164414	0.0180534	0.0226997	0.0544455	0.0686091	0.086125	0.0588194	0.0538834	0.0280969	0.0304661	0.0387735	0.0225478	0.0258986	0.00936424	0.0169152	0.0150252	0.00931499	0.0111349	0.0188464	0.016677	0.0188978	0.0189275	0.0136082	0.0141135	0.029237
lui	0.0375378	0.045295	0.0317588	0.0284577	0.0296378	0.0370647	0.0523638	0.040517	0.0551841	0.0435435	0.0304568	0.0371484	0.026535	0.0214808	0.0162904	0.0143526	0.0139306	0.0151634	0.013443	0.0129516	0.0117942	0.0119305	0.0136551	0.0111515	0.0144219	0.00851132	0.0148726	0.0187717	0.0266034	0.0323553	0.0350031	0.0327399	0.0314869	0.0350964	0.0220514	0.0225555	0.0538867
à	0.0262679	0.0184917	0.0211369	0.0225393	0.0221583	0.0250113	0.0238725	0.0229124	0.0282604	0.0248151	0.0166121	0.0180096	0.0117559	0.0192795	0.0267781	0.0311909	0.0308195	0.0260444	0.0314118	0.0337484	0.0239579	0.0287649	0.0300037	0.0356982	0.0311754	0.0213228	0.0180894	0.0207253	0.0241005	0.0348343	0.0346777	0.0206827	0.0396688	0.0576111	0.0250817	0.0288334	0.0436559
cause	0.0407385	0.0258725	0.0291552	0.0339371	0.0295944	0.0274616	0.024817	0.0245714	0.0315251	0.0284372	0.0204041	0.0235013	0.0177098	0.0262964	0.0315391	0.020388	0.0151728	0.0118231	0.0158632	0.0187242	0.0155723	0.0143323	0.0128486	0.0167399	0.0129935	0.0150382	0.017056	0.016196	0.0312526	0.034841	0.0465676	0.0295228	0.0529737	0.0533839	0.0390375	0.0445634	0.049549
de	0.0486792	0.0267474	0.0402398	0.0338304	0.0268271	0.0137517	0.0126417	0.0114669	0.0138173	0.022291	0.0164548	0.0149194	0.0173542	0.0178524	0.0323963	0.0300216	0.0267281	0.0104415	0.0175629	0.0135845	0.0159569	0.0175288	0.0145205	0.0268888	0.0179407	0.027478	0.0155591	0.0237086	0.0326764	0.035822	0.0455913	0.0323222	0.045156	0.0447122	0.0313339	0.0389912	0.0862052
sa	0.0224143	0.0135605	0.0223412	0.0189441	0.0163864	0.01046	0.00856363	0.0106328	0.00825432	0.015235	0.0130638	0.0116207	0.0135878	0.019046	0.0312614	0.0369927	0.0391315	0.0168031	0.0273106	0.0144176	0.0143167	0.0142801	0.0129813	0.018603	0.014267	0.0195332	0.0120955	0.0182206	0.0293727	0.0413023	0.0541888	0.0578398	0.0469393	0.0801943	0.0596089	0.0625922	0.0736366
loquacité	0.0302017	0.0152087	0.0175013	0.0165344	0.0182962	0.0112514	0.00967673	0.0122925	0.0103456	0.0155793	0.0156479	0.0109727	0.0112279	0.0161715	0.0327006	0.050528	0.0651504	0.0281933	0.035776	0.0256021	0.019852	0.0190838	0.0167703	0.0286328	0.0161622	0.0195454	0.0121104	0.0141507	0.0169318	0.0245108	0.0407289	0.0372974	0.0283219	0.0761049	0.0349245	0.0415642	0.10445
</S>	0.0593302	0.0365986	0.054973	0.0454633	0.0243274	0.0239699	0.0281304	0.0188918	0.03085	0.0193122	0.0182571	0.0232497	0.0208345	0.0369763	0.0249878	0.0176759	0.0209542	0.0146491	0.01763	0.0160281	0.0149884	0.019628	0.0216761	0.0277452	0.0186682	0.0171113	0.0148	0.015027	0.0231743	0.0314242	0.0329403	0.0210227	0.0315891	0.0304906	0.0344496	0.0322314	0.0599442
