 	a66	a87	a23	a10	a87	a23	a97	a40	a54	a36	a7	a40	a47	a15	a7	a15	a79	a54	a56	a43	a24	a83	a9	a10	a79	a90	a56	a43	a75	a85	a92	a37	a44	a70	a31	a47	a93	a70	a0	a24	a88	a26	a57	a87	a23	a87	</S>
ils	0.0237153	0.0241544	0.0353758	0.0436079	0.0554679	0.0613358	0.0480667	0.0391108	0.049888	0.0494517	0.0442326	0.0437352	0.0194179	0.0214585	0.0213904	0.021861	0.0338529	0.0438506	0.0616558	0.0768522	0.0225884	0.0140158	0.0104837	0.00447641	0.00506292	0.00553205	0.00357002	0.00393388	0.00391044	0.0051135	0.00343268	0.00512061	0.00487943	0.00559125	0.00479108	0.00464842	0.00777493	0.00704552	0.00774959	0.00752363	0.00535738	0.00705904	0.00461948	0.00504665	0.00486895	0.00535906	0.0119639
ont	0.00688143	0.00602165	0.00849211	0.00917579	0.0111172	0.0138723	0.0111847	0.0242188	0.0140725	0.0164721	0.0263372	0.0349073	0.0156989	0.0211479	0.0235187	0.0224886	0.0535303	0.0467156	0.0483369	0.0554536	0.0956349	0.0478061	0.0270886	0.0255962	0.0181555	0.0201611	0.0271382	0.0157855	0.0103769	0.0189234	0.0118069	0.0123111	0.00810768	0.0126043	0.0106171	0.0105146	0.00748861	0.0153638	0.0224163	0.00977049	0.0140201	0.0110711	0.0152385	0.0140301	0.0176	0.016227	0.0145023
tenu	0.0293706	0.016185	0.0207121	0.02336	0.0165512	0.0249162	0.0185599	0.0327607	0.0149692	0.0210879	0.0146894	0.0154857	0.00807501	0.0194355	0.0132973	0.0123308	0.0157852	0.01668	0.0277548	0.0254263	0.036277	0.0259512	0.0164962	0.047442	0.029603	0.0270855	0.0496865	0.0472729	0.0187334	0.0241855	0.0101546	0.0101549	0.0141384	0.00772729	0.00984073	0.00766373	0.00994531	0.00916181	0.0205205	0.0135219	0.0182488	0.0164425	0.0272112	0.0228533	0.0281212	0.0435247	0.0206031
le	0.0304788	0.0246235	0.0137651	0.0159036	0.0102126	0.00998878	0.00683648	0.0127214	0.00577869	0.00574104	0.00459354	0.00624965	0.00751393	0.00743386	0.0100725	0.0161465	0.0096751	0.010061	0.0228142	0.0157535	0.030471	0.0398022	0.031892	0.0571977	0.0581101	0.0460807	0.0517424	0.0397426	0.02892	0.0219662	0.0217743	0.0179092	0.0112042	0.0140935	0.0120817	0.00731199	0.00942265	0.00991407	0.0176437	0.0157757	0.0182904	0.0235314	0.024742	0.0246431	0.0278892	0.0345096	0.0569748
conseil	0.0461589	0.0441952	0.0225707	0.0220214	0.020284	0.0161246	0.0176506	0.0132761	0.0122999	0.0121957	0.0123538	0.021392	0.0146244	0.0164512	0.0199989	0.0327609	0.0267547	0.0197748	0.0203748	0.0161346	0.0426204	0.0268395	0.0327269	0.0389325	0.0343486	0.0377029	0.039267	0.0448245	0.037282	0.0366403	0.0311505	0.0222791	0.0175568	0.0160931	0.00787169	0.00892832	0.00635216	0.00739655	0.00398034	0.00466856	0.00717634	0.00835685	0.00978277	0.00923593	0.00981615	0.0194381	0.011335
de	0.0959563	0.077918	0.0511229	0.0427558	0.0341518	0.0238671	0.0304979	0.0322236	0.0178793	0.0274555	0.0230371	0.0254492	0.0125053	0.00646022	0.0139729	0.024834	0.0376697	0.033531	0.0240318	0.0207707	0.0177036	0.0176387	0.0138515	0.00884824	0.00548623	0.00867151	0.00823586	0.00764663	0.00610732	0.00763792	0.0061464	0.00737018	0.00611772	0.00662503	0.010573	0.00945586	0.0150743	0.0174074	0.0141563	0.016638	0.0135597	0.0180971	0.0194554	0.0191088	0.0202367	0.019843	0.0222173
famille	0.0545073	0.0456535	0.0555667	0.0570112	0.0424884	0.0391495	0.024465	0.0301515	0.0128762	0.0107685	0.00504327	0.00546764	0.00587004	0.00556201	0.00952539	0.0112732	0.00755006	0.0185863	0.0310333	0.0308389	0.0419841	0.0241862	0.0193877	0.019004	0.0224313	0.0365277	0.0272312	0.0168974	0.0119665	0.0128422	0.00856321	0.0100753	0.00807879	0.00642519	0.007458	0.00690714	0.0113992	0.0114355	0.012017	0.0172795	0.0146787	0.0185246	0.0221571	0.0200595	0.0257779	0.026271	0.0370462
toute	0.0448878	0.0373269	0.0455219	0.0412483	0.0324425	0.0238141	0.0150959	0.0224604	0.0129059	0.0101454	0.00683744	0.00634334	0.00876801	0.0081973	0.0137764	0.0133983	0.00916448	0.026031	0.043006	0.0404465	0.053937	0.0217743	0.0149158	0.0138239	0.0117335	0.0263056	0.0219768	0.0145044	0.0111145	0.0119091	0.00660045	0.00925652	0.0098067	0.00736985	0.00541582	0.00817346	0.0141507	0.0130306	0.0122978	0.0192479	0.0217668	0.0260462	0.0316883	0.026252	0.0359388	0.0366703	0.0524752
la	0.042768	0.0374853	0.0280667	0.0192558	0.0164153	0.0121882	0.0112247	0.00966381	0.00598074	0.00511355	0.00410171	0.00431935	0.00396498	0.00714413	0.00598503	0.0070048	0.00634123	0.0152681	0.0229462	0.0211979	0.019563	0.0111069	0.00949982	0.0113431	0.0125824	0.0147525	0.0136055	0.0112525	0.0110956	0.0103736	0.00800264	0.0118693	0.0159708	0.0112447	0.011539	0.0166549	0.0349748	0.0331776	0.0282069	0.0401851	0.0511642	0.0612402	0.0478225	0.0499114	0.0525132	0.0551684	0.0587437
journée	0.0294398	0.0244405	0.0295496	0.0220197	0.0227547	0.0235137	0.0148477	0.0137012	0.0130498	0.0116819	0.0103665	0.00939158	0.0105756	0.00760713	0.0102603	0.0117371	0.00932366	0.0131159	0.0167453	0.0162747	0.0150209	0.0154211	0.0144201	0.0165812	0.0134858	0.0183093	0.0211991	0.0307957	0.0297868	0.0318352	0.0242978	0.0308909	0.0326361	0.0313753	0.0270645	0.026231	0.0213455	0.0188114	0.0229147	0.026428	0.0306802	0.0251668	0.0256149	0.0223864	0.0286697	0.0286344	0.049601
</S>	0.0487021	0.0284733	0.0189559	0.0117637	0.0107469	0.00765016	0.00435332	0.00681307	0.00472103	0.00374538	0.00269119	0.0030414	0.00290505	0.00115	0.00237634	0.00372176	0.00340279	0.00595805	0.0110415	0.00796328	0.00785111	0.00922848	0.00833007	0.00581449	0.00576779	0.0105768	0.0113489	0.00843271	0.00682677	0.00929262	0.00655767	0.00923126	0.0137798	0.0112819	0.0232192	0.0237776	0.0330104	0.0378059	0.0352726	0.0448483	0.0636588	0.0555802	0.0721857	0.0739197	0.0816592	0.07445	0.0661158
