 	a23	a85	a87	a23	a41	a24	a31	a41	a18	a75	a73	a2	a57	a87	a23	a99	a20	a41	a26	a75	a41	a24	a41	a18	a21	a41	a2	a75	a41	a94	a54	a73	a84	a57	a87	a23	a87	</S>
quand	0.146891	0.170149	0.124661	0.0880708	0.0381235	0.0296673	0.0103162	0.00973829	0.00961012	0.00994622	0.00957532	0.00876891	0.00678621	0.00764515	0.00997789	0.00725754	0.00878041	0.00899088	0.00876499	0.00823521	0.0111838	0.00909812	0.00717484	0.00622811	0.00502853	0.00432186	0.00426025	0.00644332	0.00860005	0.0112644	0.0257531	0.0488987	0.030563	0.0198996	0.0203791	0.0222049	0.0150812	0.021661
je	0.00531644	0.00561554	0.00649171	0.00911934	0.012083	0.0642185	0.0580175	0.0409874	0.0209748	0.0296535	0.0354255	0.044614	0.0328357	0.0245578	0.0735423	0.0791569	0.0602583	0.0541897	0.0304069	0.011647	0.01084	0.00675159	0.00584547	0.00783005	0.0086565	0.00803562	0.0131244	0.0109986	0.0190946	0.0179883	0.0231048	0.0181774	0.0209744	0.022119	0.0226361	0.0244112	0.0292305	0.0310696
suis	0.0206932	0.00880715	0.00883946	0.00712572	0.00578965	0.00506653	0.00678602	0.00628856	0.00398565	0.00718814	0.00554557	0.00593872	0.00779007	0.00525898	0.0217499	0.0302865	0.0118658	0.0120989	0.0088987	0.00423488	0.00351826	0.00219255	0.00198873	0.00407947	0.00604144	0.00708692	0.011556	0.0164607	0.0278427	0.0396911	0.076005	0.068143	0.0663699	0.082344	0.113132	0.075691	0.0960895	0.10753
arrivé	0.0274649	0.0222661	0.0139862	0.016757	0.0206625	0.0206035	0.0288061	0.0307722	0.0488852	0.0295995	0.0295837	0.034185	0.0373119	0.042006	0.0326108	0.03388	0.0474826	0.0325494	0.0397902	0.0409616	0.0286016	0.0349984	0.0232583	0.0373297	0.0418192	0.0325725	0.0257568	0.020363	0.017126	0.0201257	0.0129024	0.0152989	0.00895174	0.0124792	0.00908996	0.00841644	0.0110331	0.00971235
il	0.044895	0.0282792	0.0304422	0.0296162	0.0245123	0.0149121	0.0134099	0.0168352	0.0203469	0.0131154	0.00979295	0.0152195	0.0180198	0.0255286	0.0220313	0.041315	0.0369272	0.0355412	0.0460863	0.0453307	0.0375366	0.0351325	0.0241046	0.0427599	0.0432384	0.0352748	0.0236303	0.0259701	0.0185559	0.0206194	0.0262121	0.0258425	0.0152987	0.0188721	0.0178766	0.0156106	0.0237115	0.0175966
y	0.0448289	0.0311768	0.0233315	0.0211418	0.0197589	0.0205907	0.0193995	0.0204397	0.0173385	0.0200068	0.0177532	0.0239923	0.0239955	0.030582	0.0284817	0.0496693	0.0398626	0.0461593	0.0390267	0.0362617	0.0369794	0.0364604	0.0272713	0.0273087	0.024275	0.0133327	0.0134295	0.0196788	0.014959	0.021428	0.0202152	0.0212298	0.0180948	0.0208253	0.0294257	0.0266937	0.0291506	0.0254452
avait	0.0615035	0.0528987	0.0474511	0.0289893	0.0176285	0.0124164	0.0115133	0.0103263	0.00971211	0.00989532	0.00819665	0.00919699	0.0100761	0.0136919	0.0167109	0.0254247	0.0231162	0.0212379	0.0246332	0.0200384	0.0312846	0.0325396	0.037141	0.0345276	0.0434123	0.0321811	0.0216991	0.0200992	0.0217073	0.0253002	0.0249118	0.0371213	0.0336253	0.0332089	0.0317371	0.0348458	0.0238544	0.0461462
déjà	0.0652382	0.0472675	0.0303172	0.0209381	0.0190744	0.0184419	0.0182485	0.01827	0.0163127	0.0177464	0.015643	0.0184716	0.0228695	0.020483	0.0187117	0.0204899	0.0142822	0.0147172	0.011865	0.0113796	0.0114922	0.0128057	0.0100288	0.0106981	0.0104577	0.00937329	0.0146773	0.0211501	0.0241385	0.033753	0.0369448	0.0494898	0.0473074	0.0456343	0.0512851	0.0495685	0.0400671	0.0803608
une	0.0823677	0.0720574	0.0571408	0.0319001	0.0229221	0.0216604	0.0214225	0.0185718	0.0174121	0.0174455	0.0133562	0.0147384	0.0151078	0.0144804	0.0121412	0.0101265	0.00855281	0.00809105	0.00969096	0.0087428	0.0103695	0.00905817	0.0110141	0.013785	0.0152401	0.0167257	0.0153847	0.0216075	0.024309	0.0314983	0.0319782	0.0542966	0.0504645	0.0450165	0.0380546	0.0430476	0.0293205	0.0609011
grande	0.0715539	0.0612314	0.0660578	0.0579875	0.0572479	0.0468963	0.0199967	0.019582	0.0180775	0.0184839	0.0174276	0.0166879	0.0201532	0.0188318	0.0153163	0.0129739	0.0107907	0.0093181	0.0115573	0.0084664	0.00948428	0.00577052	0.00503012	0.00805972	0.00674171	0.0080101	0.0107812	0.0243691	0.0250839	0.0328051	0.0319885	0.0381195	0.0379925	0.0374574	0.0361214	0.0353379	0.0398301	0.0283788
assemblée	0.0645783	0.0633886	0.0561703	0.0472527	0.0295389	0.0233578	0.0243896	0.0271718	0.0417943	0.0324012	0.0421254	0.0320726	0.0269167	0.0221067	0.0180836	0.0174246	0.0217514	0.0155865	0.0183051	0.0132488	0.0131602	0.0106725	0.0128188	0.0157375	0.0180887	0.0205491	0.0167793	0.0204347	0.0196783	0.0189175	0.0213206	0.0276402	0.0288988	0.0196106	0.024486	0.0221216	0.0319772	0.0194431
à	0.190456	0.0897487	0.0428064	0.0336548	0.0197851	0.016161	0.00593934	0.00458157	0.00412097	0.00407047	0.0033551	0.00490001	0.00578258	0.00490994	0.00624294	0.00425921	0.00256055	0.00195498	0.00176086	0.0014367	0.00162497	0.00109709	0.00110014	0.0014209	0.00180108	0.00305572	0.00397932	0.00814621	0.0120221	0.017156	0.030085	0.0421184	0.0459366	0.0354541	0.0510056	0.057649	0.08871	0.14915
la	0.0989281	0.0622329	0.04663	0.0367097	0.0221222	0.0169988	0.00658279	0.00510619	0.00528267	0.00462228	0.00368031	0.00492523	0.00658624	0.00556757	0.00570235	0.00592658	0.00550243	0.00413249	0.00475631	0.00353018	0.0039417	0.00209566	0.00164956	0.00483371	0.00376201	0.00628061	0.00858265	0.0256924	0.029805	0.0415488	0.056218	0.0553191	0.0587539	0.049655	0.05923	0.0475238	0.106256	0.0833264
place	0.0840961	0.0655353	0.068637	0.0597846	0.0313247	0.0194172	0.0156702	0.0176586	0.0227513	0.0183074	0.0197381	0.0191393	0.0299811	0.0216424	0.0256026	0.0301501	0.0250652	0.0250905	0.0144362	0.0121503	0.0100218	0.00771078	0.00591134	0.00815992	0.00726738	0.00913474	0.0136435	0.0131115	0.0170493	0.020014	0.0279909	0.0349446	0.0382006	0.0174272	0.0290746	0.027829	0.0377751	0.0485555
mortuaire	0.0847502	0.0542003	0.0248149	0.0289177	0.00937319	0.00921724	0.00808346	0.00610223	0.00614829	0.00580157	0.00518904	0.00504819	0.00463349	0.00462292	0.0039165	0.00276793	0.00255226	0.00237945	0.00223808	0.00214555	0.00220968	0.00171327	0.0015666	0.00241343	0.00362149	0.00495679	0.00938736	0.0223751	0.0270565	0.0387687	0.0626669	0.0950199	0.0925167	0.0576177	0.0779356	0.0739903	0.0592861	0.0939953
</S>	0.0868708	0.0622997	0.0486596	0.0597407	0.0277459	0.0284353	0.0119326	0.00875221	0.00868852	0.0085924	0.0066069	0.00533588	0.00487809	0.00438431	0.00510904	0.00460002	0.00540015	0.00461662	0.00504469	0.00383935	0.00338593	0.00229577	0.00183198	0.00425659	0.00395498	0.00614151	0.0144581	0.0309803	0.0376198	0.0523444	0.0664066	0.0679611	0.06402	0.0512088	0.0435889	0.0304686	0.0430129	0.0745311
