 	a66	a87	a23	a10	a87	a99	a50	a62	a12	a98	a70	a93	a70	a90	a94	a93	a70	a94	a79	a7	a26	a38	a25	a99	a87	a23	a83	a50	a62	a21	a76	a94	a53	a70	a93	a70	a99	a9	a99	a87	</S>
celui-ci	0.0257047	0.0252798	0.0574809	0.0419786	0.0466155	0.102111	0.0875252	0.151399	0.0897667	0.0624835	0.0519127	0.0293201	0.00923538	0.0119034	0.007931	0.0102617	0.0113174	0.0115067	0.0126902	0.0083877	0.00524885	0.0105395	0.00833059	0.00705468	0.00366157	0.0060537	0.00472528	0.00259327	0.00191646	0.0042302	0.0057553	0.00683929	0.00657875	0.0135605	0.00874032	0.00523198	0.00996551	0.00808285	0.00894278	0.00478963	0.0123478
est	0.0126281	0.00971542	0.0119505	0.0133443	0.0187845	0.023813	0.0135176	0.00999966	0.0110534	0.00694416	0.00954696	0.0245368	0.110616	0.0486523	0.0808249	0.0231463	0.0243122	0.0160656	0.0143962	0.0200437	0.0309754	0.0254447	0.0347765	0.0272406	0.025066	0.0195825	0.0139832	0.0168351	0.0213503	0.0260396	0.0279707	0.0197613	0.0278134	0.0235712	0.0335526	0.0260334	0.0176656	0.0155394	0.0197972	0.0194337	0.0236761
mon	0.0235594	0.0127982	0.0136698	0.0123924	0.00755373	0.00880184	0.0106422	0.00879668	0.0137327	0.00930482	0.00981122	0.0118128	0.0181755	0.015278	0.01383	0.00756831	0.00632761	0.00659865	0.0073512	0.0112104	0.0161992	0.011477	0.0174153	0.0158455	0.0182051	0.0105438	0.00845509	0.0213374	0.0346606	0.0329514	0.0335254	0.0292928	0.0228288	0.0357755	0.0556993	0.0389312	0.0528844	0.054799	0.0422111	0.0853604	0.132386
champ	0.0830985	0.0539188	0.0588718	0.0620965	0.0542038	0.0362704	0.0309693	0.0368657	0.0297707	0.016832	0.00948991	0.00916509	0.00810674	0.00961992	0.00754692	0.00915926	0.0215594	0.0271637	0.0127249	0.0338829	0.0221186	0.0107788	0.0319793	0.0338796	0.0301887	0.0240679	0.0291579	0.027713	0.0271641	0.0106638	0.0167054	0.0159637	0.0123233	0.0230927	0.0135613	0.0118016	0.00651012	0.00612679	0.00612238	0.0107635	0.0180012
celui-là	0.0614291	0.0493537	0.0399264	0.0295138	0.011214	0.00759004	0.00845069	0.0134499	0.0103567	0.00655648	0.00690699	0.00680567	0.00622155	0.00738037	0.00564245	0.00771098	0.0148913	0.0168539	0.0194995	0.0197469	0.020775	0.0132966	0.0365164	0.0309423	0.0542368	0.0181168	0.010307	0.0145893	0.0165614	0.0134041	0.0155104	0.015861	0.0193748	0.0211513	0.0211987	0.0241879	0.0244052	0.0208869	0.0428576	0.0851624	0.131158
est	0.0478914	0.0323186	0.0214634	0.0158863	0.0104275	0.0100633	0.00981971	0.015438	0.0120551	0.0128422	0.0114819	0.0104678	0.00788069	0.0119574	0.00907618	0.0135175	0.0247362	0.0222131	0.0369731	0.0341173	0.0546059	0.02567	0.0443409	0.0427081	0.0493328	0.024865	0.0184852	0.0290874	0.0307811	0.0324105	0.0209919	0.0151995	0.0108429	0.00871174	0.0117771	0.0105877	0.013777	0.0241694	0.0360475	0.064597	0.0603848
à	0.0296732	0.0259619	0.0237458	0.0226536	0.0136824	0.00621498	0.00701989	0.00979667	0.0117768	0.00760082	0.00727981	0.00861761	0.0104503	0.0102028	0.00848659	0.00713332	0.00638203	0.0104931	0.0150748	0.0160604	0.0342169	0.0257767	0.0379887	0.0342837	0.0360674	0.0264705	0.0248016	0.0244997	0.0306594	0.0249436	0.0202228	0.0290205	0.023532	0.0253408	0.0310856	0.0354859	0.0280608	0.0377394	0.0479687	0.066728	0.0968007
mon	0.021826	0.0256875	0.0167658	0.0178265	0.0125636	0.00733969	0.00749301	0.012519	0.0103939	0.00976738	0.0116442	0.0134142	0.012224	0.0201969	0.0125306	0.0115676	0.00594551	0.00963905	0.0144312	0.0107951	0.0223809	0.0191235	0.0247474	0.0299779	0.0210449	0.0128071	0.0091491	0.0128845	0.0125467	0.00960801	0.0119317	0.0225994	0.0204198	0.0225624	0.0522233	0.0526195	0.0450417	0.0625833	0.074783	0.0803932	0.116002
oncle	0.0213823	0.0137926	0.00918424	0.00934582	0.00800404	0.00484985	0.00458129	0.0118204	0.00714725	0.00996446	0.0114553	0.008506	0.00730203	0.0151061	0.00866503	0.00628905	0.0091829	0.0156156	0.0220609	0.0155751	0.0250552	0.0192541	0.033245	0.0447717	0.0442312	0.0257169	0.0152548	0.0227304	0.0251192	0.0186296	0.0173838	0.0240226	0.0210642	0.02228	0.0448929	0.0373222	0.0388997	0.0593365	0.075767	0.083987	0.0812059
</S>	0.0179621	0.0144471	0.00940213	0.00900705	0.00892447	0.00535122	0.00707221	0.00955828	0.00567337	0.00723538	0.0126947	0.0102991	0.00273995	0.00746179	0.0033274	0.00255289	0.00205825	0.00189256	0.00296561	0.00246184	0.00307662	0.00479313	0.00780005	0.00938401	0.00960024	0.00968891	0.00649334	0.00873389	0.0109499	0.010446	0.0213978	0.0298649	0.0404698	0.0494573	0.111212	0.0854967	0.107955	0.0880102	0.0734251	0.0746834	0.0939738
