 	a66	a87	a23	a30	a53	a15	a7	a75	a5	a12	a96	a75	a92	a47	a96	a34	a21	a12	a18	a25	a87	a23	a10	a50	a75	a37	a70	a88	a0	a24	a62	a96	a37	a26	a82	a97	a87	a23	a99	a97	</S>
la	0.0650574	0.0379409	0.033193	0.0538212	0.0639279	0.0754667	0.0822982	0.0605163	0.0479724	0.0547819	0.0508352	0.0393777	0.0187141	0.0188066	0.0120747	0.00834898	0.00934395	0.0111263	0.00662177	0.00849594	0.0113291	0.0102936	0.0080035	0.0075146	0.0070173	0.00653859	0.00627566	0.00408252	0.00456799	0.00544047	0.00558145	0.0107037	0.0100632	0.0183344	0.0186997	0.0196412	0.017813	0.0199645	0.0183401	0.0153438	0.0157305
mère	0.0212814	0.0247847	0.0336977	0.100497	0.103858	0.0341949	0.00926543	0.00437446	0.00420734	0.00185749	0.00261738	0.00373064	0.00464705	0.00173446	0.00582354	0.00378924	0.00850719	0.0185991	0.0314861	0.0876846	0.0733124	0.05812	0.0665197	0.0804697	0.071581	0.0586326	0.032964	0.00846887	0.00955229	0.00820622	0.0026389	0.00366269	0.00342763	0.00119653	0.00258869	0.00227669	0.000676269	0.00089699	0.00331532	0.00350156	0.00135425
a	0.0322301	0.0392767	0.0443804	0.0711817	0.0679895	0.0748219	0.0261561	0.0183839	0.0216265	0.0186767	0.0103505	0.00837712	0.00683301	0.00372885	0.0127318	0.0065741	0.0132998	0.0403331	0.0426604	0.0881457	0.0524888	0.0419428	0.0504279	0.0403485	0.0390082	0.0286397	0.0212717	0.0108772	0.00803365	0.0056799	0.00381041	0.00357539	0.00315514	0.00332634	0.00402875	0.00864868	0.00339351	0.00299452	0.0111607	0.00779374	0.00163672
donné	0.00909325	0.00737502	0.0140669	0.018174	0.0111699	0.014325	0.0227355	0.0192395	0.0227922	0.0194241	0.0265864	0.0172919	0.0329261	0.0176514	0.0389324	0.0390249	0.0331701	0.0489287	0.0465169	0.0622348	0.0498699	0.0396692	0.0424682	0.0422871	0.0464337	0.0507336	0.0148181	0.0238325	0.0146357	0.0135634	0.00960023	0.00632457	0.00562812	0.0119121	0.0142444	0.0130847	0.0153722	0.0190317	0.0157495	0.0134966	0.0155853
une	0.00809629	0.0112593	0.0110571	0.00818238	0.00543302	0.0226174	0.0311469	0.0345415	0.0414378	0.0288495	0.01996	0.0397943	0.0613268	0.0829141	0.0830025	0.0649989	0.0688346	0.0512598	0.0350148	0.0344095	0.0215221	0.0269829	0.026708	0.0290616	0.0296889	0.0231569	0.0131674	0.0134198	0.00906044	0.00763022	0.00553659	0.00417825	0.00327992	0.00141493	0.00364206	0.00344723	0.0057234	0.00404214	0.00599339	0.00571766	0.0124896
fessée	0.00578333	0.00442048	0.00376335	0.00496574	0.0041489	0.0119359	0.0239022	0.0261639	0.0386105	0.0400651	0.0365411	0.0762002	0.141365	0.078774	0.110761	0.101358	0.072813	0.044683	0.0237467	0.0292046	0.0134555	0.0119312	0.0119927	0.00878567	0.0101761	0.00696257	0.00463748	0.00561749	0.00558306	0.00461898	0.00246181	0.00175386	0.0016442	0.000958976	0.00226163	0.00350262	0.00297424	0.00326675	0.00609373	0.00429111	0.00782351
à	0.00589285	0.00378439	0.00274335	0.00316348	0.00483728	0.0175243	0.0259019	0.0474575	0.0587543	0.0873351	0.0678408	0.0800002	0.0532946	0.0867684	0.0470594	0.0416947	0.0430185	0.0279349	0.0197986	0.0178213	0.0142734	0.0127485	0.0120412	0.00862344	0.0131167	0.0067021	0.00670591	0.00679687	0.00809712	0.00755023	0.00683295	0.00671025	0.00587655	0.00716964	0.0111098	0.00925754	0.0237041	0.0213846	0.0178121	0.0149514	0.0359102
son	0.00506839	0.00375154	0.00435612	0.00480406	0.00668147	0.0132062	0.0127519	0.010526	0.0159873	0.0428065	0.0393688	0.0498422	0.0603253	0.0836138	0.062873	0.0603533	0.0661525	0.0469277	0.0306908	0.0316924	0.0211616	0.0195927	0.0199102	0.0106447	0.0141991	0.00920983	0.00890545	0.00782069	0.00699614	0.0071485	0.00500384	0.00521982	0.00524369	0.0114115	0.020889	0.0180994	0.0293318	0.034485	0.0327188	0.0230829	0.0371461
fils	0.0169284	0.0146462	0.0201133	0.0211207	0.020593	0.0384383	0.0429093	0.0458023	0.0504256	0.087395	0.0816017	0.051197	0.0452094	0.0387473	0.0227619	0.0241113	0.0331544	0.0148544	0.0102008	0.00892887	0.0074551	0.0097457	0.00862829	0.0072448	0.00899451	0.0073202	0.00846364	0.00783579	0.00612913	0.0040596	0.00292177	0.00525783	0.00858279	0.0183333	0.029271	0.0268655	0.0284066	0.0398871	0.0328331	0.0160803	0.0265446
car	0.0154738	0.0156324	0.0153902	0.0137841	0.0145644	0.02515	0.0237648	0.0193296	0.0216403	0.0335799	0.0351143	0.0367244	0.0386319	0.0421949	0.0270174	0.0358201	0.0329228	0.0224269	0.0163306	0.0129583	0.010935	0.0111176	0.011102	0.00772179	0.00899866	0.00667571	0.00768994	0.0127644	0.0119192	0.00795703	0.00820286	0.0103473	0.0049986	0.0162892	0.0284034	0.0289129	0.060156	0.0588274	0.0700614	0.0579777	0.0604913
celui-ci	0.0609326	0.0313871	0.0228215	0.016249	0.0221618	0.0324831	0.0378546	0.0250281	0.0286993	0.0681367	0.0769363	0.0530362	0.0426763	0.0431521	0.0256266	0.0346903	0.0270944	0.0216696	0.0182603	0.0130665	0.0122341	0.008924	0.0114435	0.00652025	0.00860438	0.0104907	0.0123213	0.0146917	0.0119229	0.00701712	0.00880891	0.0112337	0.00803698	0.0109801	0.0164225	0.0140349	0.0224403	0.0178316	0.0271454	0.024801	0.0321324
