 	a23	a87	a23	a87	a79	a20	a69	a15	a37	a75	a6	a37	a85	a5	a18	a61	a66	a90	a76	a90	a58	a53	a90	a56	a34	a47	a96	a83	a9	a99	a87	a23	a87	a10	a87	</S>
aujourd'	0.018447	0.0250843	0.0339108	0.024807	0.0284179	0.0405966	0.0352195	0.0421868	0.032697	0.0253503	0.0423738	0.0889681	0.0538768	0.0653225	0.0493258	0.0318193	0.0373426	0.0240829	0.0160049	0.00608223	0.00462867	0.00724386	0.00331006	0.00764004	0.00441383	0.00366151	0.0108387	0.0150301	0.0173293	0.0263647	0.033762	0.0303739	0.0314265	0.0302576	0.0227702	0.0290329
hui	0.00279164	0.00512295	0.00943117	0.0144099	0.0173469	0.022891	0.10293	0.0922165	0.103146	0.0891047	0.0907103	0.0658092	0.0374372	0.0173456	0.0363523	0.0339614	0.0404587	0.0395676	0.0338982	0.0262637	0.0318617	0.0118618	0.0126942	0.0128717	0.00724566	0.00983872	0.00311655	0.0034378	0.00326068	0.00185793	0.00364704	0.00350722	0.00291924	0.00271377	0.00425926	0.00371198
le	0.0306145	0.0257892	0.0315822	0.0249981	0.0222178	0.0209144	0.0435324	0.0343383	0.075143	0.0856147	0.0503483	0.0670006	0.0214	0.00634791	0.00716836	0.00706563	0.0239897	0.0201147	0.0278066	0.0218482	0.0213932	0.0213045	0.0259535	0.0147302	0.00828536	0.00352026	0.00238233	0.00423694	0.00755594	0.0152891	0.0211133	0.0452865	0.0346228	0.0326288	0.0467171	0.0471459
féticheur	0.0911617	0.0343443	0.024487	0.0268436	0.028156	0.0176336	0.0193128	0.0211404	0.0336238	0.0305302	0.013986	0.0160219	0.0195385	0.0099247	0.0142952	0.0212995	0.0227385	0.042276	0.0362443	0.0277829	0.021381	0.0218601	0.0240596	0.0147253	0.0109872	0.00828055	0.00783545	0.011244	0.0167142	0.0239535	0.0221542	0.0413999	0.0574494	0.0458089	0.0557896	0.0650165
va	0.0240049	0.0211198	0.0125553	0.00995908	0.012608	0.0268879	0.0484893	0.0337114	0.042268	0.0533352	0.036906	0.0948524	0.0332857	0.0261025	0.0145213	0.0247723	0.017575	0.0298987	0.0160634	0.0161532	0.0158199	0.0208129	0.0282124	0.00940805	0.0198831	0.0157616	0.0196738	0.0105771	0.00832027	0.0131657	0.0119579	0.0222917	0.0273132	0.0382564	0.0497921	0.0936846
prélever	0.0420525	0.023574	0.0162174	0.0128247	0.0110559	0.0183113	0.0108257	0.0131508	0.01178	0.0177686	0.0188914	0.0231314	0.0207828	0.0248056	0.0297202	0.0243571	0.0190516	0.0279309	0.0192439	0.0307145	0.0192193	0.026436	0.0162114	0.0116195	0.0138476	0.0230432	0.0284902	0.0305099	0.0279332	0.0307893	0.0358032	0.0517738	0.0474344	0.0522575	0.0605841	0.107857
du	0.033361	0.0204553	0.0214173	0.0189033	0.0168601	0.0269172	0.0244787	0.0245974	0.0252596	0.0242978	0.0181917	0.0263838	0.0230605	0.0130645	0.0187393	0.0140939	0.0127588	0.0154804	0.0160034	0.0203813	0.0113313	0.0173872	0.0136399	0.0094821	0.0134622	0.0152295	0.0161883	0.0178093	0.0233655	0.041577	0.0466899	0.0705233	0.0537734	0.0479996	0.0869479	0.0998884
sang	0.0200156	0.0191418	0.0159306	0.0150115	0.0191808	0.0241716	0.0253853	0.0263804	0.0269046	0.0255012	0.0205665	0.0363904	0.0411087	0.0266829	0.0331835	0.031191	0.0452522	0.0717703	0.0434564	0.0330105	0.0173472	0.0362858	0.0260843	0.0149689	0.0118156	0.00551032	0.00859162	0.00829944	0.00955829	0.0150365	0.0239031	0.0367659	0.0337914	0.0385547	0.0462283	0.0670228
sur	0.0430354	0.0529496	0.0373699	0.031614	0.0359016	0.0345112	0.0250182	0.0152456	0.0177387	0.0191835	0.00656205	0.00645604	0.00381766	0.00313934	0.0038265	0.00358504	0.00278811	0.0084972	0.00375746	0.00458687	0.00609905	0.00630628	0.0047164	0.00562665	0.00785799	0.00630364	0.0152343	0.0187563	0.0226213	0.0325207	0.0457947	0.0449662	0.0655121	0.0780575	0.131736	0.148307
ce	0.0704673	0.0706635	0.0590429	0.047201	0.0428365	0.0336807	0.0196135	0.0178528	0.0285141	0.0221871	0.0110173	0.00966104	0.00513968	0.00349703	0.00527447	0.00498514	0.00578731	0.018317	0.0113799	0.0174838	0.0195334	0.0215489	0.0113421	0.0113386	0.0102275	0.00678315	0.017392	0.0206625	0.0228786	0.0227686	0.0294421	0.0389493	0.0450181	0.0497859	0.0585378	0.109189
malade	0.0342103	0.0214508	0.0150403	0.00917472	0.013934	0.0160054	0.0147369	0.0109653	0.0141531	0.0171815	0.0173797	0.0199158	0.0144565	0.00594437	0.00624155	0.00635121	0.0131159	0.0192707	0.0265082	0.0242167	0.0157573	0.00910526	0.00784847	0.00963848	0.00941579	0.0118447	0.0115936	0.021384	0.0228821	0.0317889	0.0377006	0.0530447	0.071429	0.0869675	0.113821	0.165526
</S>	0.0263089	0.0281148	0.0352865	0.0297431	0.0373751	0.0307771	0.0503343	0.0399842	0.0501097	0.044491	0.0221363	0.016978	0.012504	0.00651386	0.0123258	0.0218409	0.0117414	0.0510695	0.0148963	0.02261	0.0139603	0.0118451	0.0154737	0.0124251	0.0143631	0.00806978	0.0177422	0.0179134	0.0177076	0.0217517	0.0315114	0.0388679	0.0380803	0.0429589	0.0511227	0.081066
