 	a57	a66	a87	a97	a3	a99	a40	a44	a90	a98	a85	a92	a75	a56	a98	a85	a6	a36	a21	a12	a75	a47	a56	a93	a56	a93	a90	a92	a37	a26	a90	a44	a57	a3	a99	a38	a26	</S>
les	0.0363341	0.0288631	0.0201239	0.0166895	0.0143803	0.0242181	0.0588684	0.0601137	0.0582219	0.109777	0.136274	0.0484836	0.0363775	0.0225871	0.0160097	0.00702906	0.00778949	0.00674679	0.00907008	0.00916542	0.0161282	0.00961333	0.0169205	0.0151656	0.0185881	0.0175233	0.0152318	0.014593	0.0159079	0.0128942	0.0134763	0.0120013	0.0157824	0.013407	0.013163	0.0146041	0.0150891	0.0227878
policiers	0.000878657	0.0011433	0.00125047	0.00140847	0.00245893	0.00534951	0.0156768	0.0421648	0.0341586	0.0665525	0.116563	0.121762	0.145855	0.0757011	0.0860933	0.0902705	0.0362038	0.0576684	0.0487443	0.0163298	0.00793177	0.00818197	0.00552988	0.00157632	0.000775901	0.00125113	0.000603157	0.0005601	0.000485476	0.000504649	0.000420548	0.00049929	0.000466718	0.000579794	0.000452559	0.000553901	0.00216599	0.00122775
étaient	0.0500058	0.0441613	0.0257467	0.0232958	0.0233092	0.0370136	0.0352496	0.0505967	0.0285565	0.0436457	0.0541338	0.0653017	0.0933849	0.061127	0.0500812	0.0307983	0.00575566	0.00754356	0.0064617	0.0111842	0.0163339	0.0115756	0.0136173	0.0154445	0.0160514	0.0143062	0.010744	0.00767866	0.00961948	0.011451	0.013363	0.00785915	0.00898267	0.0130646	0.015665	0.0131749	0.0393727	0.0143431
en	0.0569688	0.0253441	0.0119153	0.00906441	0.00881528	0.0110915	0.00800566	0.0144558	0.010003	0.0113124	0.0109359	0.0114183	0.0112695	0.015094	0.0141048	0.0252375	0.0118641	0.00929492	0.00612343	0.0106722	0.0145383	0.0175246	0.0177564	0.0239011	0.0308554	0.0307979	0.02525	0.0204986	0.0207316	0.0457719	0.0557867	0.0487631	0.062848	0.0637207	0.0656537	0.0609072	0.05398	0.0477238
train	0.045624	0.0242357	0.0205836	0.0247766	0.028138	0.0259431	0.0173451	0.0121443	0.0148966	0.0106671	0.00396062	0.0114259	0.0159	0.0186296	0.0306618	0.049812	0.0356623	0.045893	0.042721	0.0593527	0.0635934	0.0622198	0.058859	0.052884	0.0590823	0.0289855	0.0211783	0.0119878	0.0134244	0.00765057	0.00876192	0.0134491	0.0066588	0.0107282	0.0112901	0.00996606	0.00913951	0.0117682
d'	0.18166	0.0852564	0.0312196	0.0132809	0.0118972	0.0295617	0.037614	0.0350649	0.0264961	0.025742	0.0143861	0.00675197	0.00806792	0.0076963	0.00924298	0.00707223	0.00837173	0.00786682	0.0054426	0.00794481	0.00927157	0.00832624	0.0113831	0.0106361	0.0142603	0.0101306	0.00858879	0.00693395	0.0122821	0.0120685	0.0231884	0.0382988	0.020105	0.0410468	0.0347212	0.0671676	0.0528215	0.0581333
encercler	0.0268702	0.01797	0.0205281	0.0177201	0.0232037	0.0367277	0.0220176	0.0306977	0.0494227	0.0299794	0.0209393	0.0202657	0.0264271	0.0446703	0.0521863	0.0516353	0.0530178	0.0425863	0.044898	0.0561852	0.0593293	0.0655908	0.0433167	0.0283668	0.0306149	0.0142045	0.0138652	0.00806648	0.00620888	0.00502792	0.00457497	0.00522946	0.00334207	0.00277538	0.00366358	0.00445171	0.00576378	0.00765891
le	0.118264	0.0552138	0.0303639	0.0202757	0.0207651	0.0178031	0.00693898	0.00748158	0.0108968	0.00378351	0.00194475	0.00247183	0.00514002	0.0106046	0.0145454	0.0154378	0.0111566	0.00792139	0.00598216	0.0176317	0.0243621	0.0210189	0.0216525	0.032035	0.0328416	0.0333114	0.0318509	0.0275988	0.0324667	0.0378523	0.048896	0.0473867	0.0332022	0.0317482	0.0371377	0.0335836	0.0390044	0.0494285
voleur	0.0672195	0.0410938	0.0170397	0.0160978	0.0137983	0.0170575	0.0129294	0.018366	0.0183749	0.012349	0.00709095	0.00795441	0.0109921	0.012409	0.0146159	0.0104984	0.0032546	0.0044757	0.00517783	0.0126053	0.0193587	0.0158057	0.0247292	0.0325971	0.0340442	0.0312754	0.0337105	0.0384691	0.0588072	0.0522292	0.0574149	0.0559297	0.0446217	0.0390783	0.0374727	0.0327244	0.0425354	0.0257964
derrière	0.084932	0.053163	0.0289868	0.0294765	0.0254757	0.0242092	0.0192263	0.0174934	0.0216927	0.0190232	0.0121222	0.0122972	0.0256033	0.0146333	0.021383	0.00896328	0.00364816	0.00671881	0.0059125	0.0125828	0.0176674	0.0135944	0.0181281	0.0217069	0.017524	0.0192175	0.0180496	0.0170034	0.0238771	0.0248574	0.0330724	0.0373999	0.0328192	0.0370587	0.0468197	0.0355867	0.0666435	0.0714308
l'	0.0711435	0.0426162	0.0160817	0.0118397	0.0101496	0.0120618	0.020853	0.0161096	0.0195606	0.0259851	0.0192754	0.0191109	0.0268228	0.0134458	0.0112484	0.00285856	0.00161439	0.00224259	0.00250597	0.00348114	0.00537823	0.00428292	0.00909988	0.0100719	0.00921492	0.0073337	0.00415567	0.00529019	0.0133877	0.0110851	0.0272514	0.0676103	0.0671145	0.0770779	0.0678594	0.0854142	0.0802342	0.099131
école	0.0301516	0.0163935	0.0107216	0.0093533	0.0072915	0.00680737	0.00724365	0.0069656	0.00924547	0.00998762	0.0120588	0.0154004	0.0225595	0.011398	0.0135778	0.00881317	0.00349379	0.00671723	0.00676017	0.0129282	0.0199926	0.0200212	0.0236075	0.0287603	0.0227789	0.0191404	0.0126386	0.0146119	0.0237081	0.0183388	0.0316509	0.0797964	0.0525205	0.0693755	0.0713677	0.0813921	0.0870242	0.095406
</S>	0.085645	0.040318	0.0133246	0.00599949	0.00458922	0.00634201	0.00943669	0.00698056	0.00838882	0.0134676	0.0162924	0.0137183	0.0179074	0.0104521	0.00801193	0.0034994	0.00183301	0.00159272	0.0021478	0.00265757	0.00389193	0.00374325	0.00871577	0.0114595	0.00874528	0.00922919	0.00566449	0.00853535	0.0193258	0.0222672	0.0300516	0.0546676	0.0539723	0.0600945	0.0828835	0.0849497	0.0997221	0.159476
