 	a87	a79	a20	a94	a54	a44	a66	a61	a0	a47	a88	a0	a21	a96	a0	a75	a92	a90	a92	a85	a47	a5	a62	a21	a85	a36	a2	a57	a87	a23	a87	</S>
aujourd'	0.0719911	0.0604921	0.06743	0.186579	0.167048	0.133183	0.0541807	0.0468029	0.0139379	0.00757792	0.00498832	0.00460105	0.00346257	0.00402991	0.00230552	0.00222418	0.0017937	0.00125084	0.000802078	0.000805062	0.00124802	0.00272224	0.00664794	0.0166259	0.0203776	0.0118043	0.0167679	0.0164725	0.0215949	0.0202026	0.0187615	0.0112887
hui	0.0166448	0.079972	0.0953645	0.0669115	0.0522845	0.0423652	0.0137483	0.0143152	0.0155862	0.0321017	0.00573109	0.0117836	0.00773091	0.0129528	0.0287766	0.0192011	0.0419232	0.0401648	0.0444809	0.0388007	0.0455439	0.0332168	0.0250213	0.0321254	0.0297126	0.0435389	0.0248741	0.0190992	0.0159567	0.0115751	0.0249522	0.0135445
nous	0.0374565	0.0401978	0.0234145	0.0309054	0.0499799	0.0717667	0.0445763	0.0699728	0.14341	0.114079	0.0656063	0.0516449	0.0339492	0.0185963	0.0159705	0.0163136	0.0196221	0.0179252	0.0133136	0.00935808	0.00532818	0.00481476	0.00456273	0.00550576	0.00861132	0.00653637	0.00877784	0.00815257	0.0137854	0.0132909	0.0175719	0.0150035
avons	0.0294552	0.012852	0.013807	0.0193916	0.0240384	0.0386518	0.028597	0.0493163	0.0404148	0.0385985	0.0368681	0.0369798	0.035939	0.0260604	0.0230324	0.0173916	0.0402749	0.0363663	0.0305923	0.044149	0.0242135	0.0288785	0.0260541	0.0253309	0.0251385	0.0189607	0.0240982	0.0341969	0.0412839	0.036764	0.0438396	0.0484649
mangé	0.0154896	0.02391	0.032582	0.050664	0.0576902	0.0695622	0.057975	0.0481553	0.0497287	0.0505575	0.0676132	0.0275386	0.0338989	0.0207995	0.0289021	0.018578	0.02974	0.0308639	0.0243738	0.0230096	0.0167397	0.0179055	0.0166798	0.0233128	0.0273623	0.0266775	0.0226792	0.0205211	0.0207119	0.0127044	0.0176578	0.0154158
la	0.0221564	0.00826171	0.00851661	0.0411338	0.0461386	0.08064	0.0972335	0.0928314	0.0459972	0.0310794	0.0224601	0.0136597	0.0090543	0.00930295	0.00417297	0.00491747	0.00524028	0.00597513	0.00757464	0.01354	0.0172036	0.0247109	0.0257086	0.0367691	0.0452906	0.0512433	0.0412165	0.043175	0.0411452	0.0354459	0.0300014	0.0382037
patate	0.00976998	0.0064541	0.00738096	0.0101653	0.0174932	0.0425463	0.0575907	0.0660188	0.0678925	0.0578594	0.0759094	0.0518877	0.0363215	0.0315923	0.0172975	0.0121322	0.0191878	0.0290229	0.0458107	0.0415501	0.0399237	0.0361569	0.0240886	0.0172493	0.0163394	0.0172995	0.0169879	0.0192557	0.0292001	0.0261851	0.0230245	0.0304057
douce	0.0428859	0.0235404	0.0227064	0.0230429	0.0310661	0.050508	0.0875035	0.0919514	0.100814	0.0827933	0.0668738	0.0298019	0.0159371	0.00881001	0.00671246	0.00498199	0.0100292	0.00906701	0.0117298	0.0141112	0.0193644	0.0239576	0.020643	0.0191825	0.0177353	0.0170814	0.0209923	0.0169647	0.0305029	0.0265386	0.0233642	0.0288072
avec	0.0268675	0.0131428	0.00761165	0.012636	0.0128034	0.0129878	0.0227156	0.042418	0.0323657	0.0326663	0.0283293	0.0368781	0.020174	0.0311148	0.00814121	0.0094768	0.00942431	0.00719965	0.00736557	0.0117934	0.0112431	0.0176227	0.0282143	0.0462841	0.0498905	0.0490631	0.0598203	0.0692168	0.0803417	0.0640694	0.0629898	0.0751319
le	0.0385795	0.0206246	0.0165868	0.0236671	0.0220973	0.0237791	0.0255964	0.0284254	0.0203659	0.0197855	0.0141816	0.0179726	0.0174958	0.0239941	0.0159605	0.0120902	0.00830306	0.00578792	0.00564755	0.0109747	0.0210636	0.0270834	0.0453123	0.0622276	0.0621826	0.056184	0.0487639	0.0591615	0.0604888	0.044091	0.0543832	0.0871424
saka-saka	0.0377024	0.0592409	0.0548573	0.055146	0.0528727	0.0330044	0.038814	0.0513948	0.0523344	0.0496592	0.0421471	0.0298322	0.0284801	0.0324257	0.0196612	0.0124954	0.0137741	0.0148579	0.0185459	0.0130495	0.0162026	0.0140144	0.0160246	0.0246656	0.0263787	0.0184186	0.0160794	0.020461	0.0242948	0.0245582	0.0301652	0.0584419
</S>	0.0185316	0.0422836	0.0644981	0.0487581	0.0354391	0.0431515	0.0555607	0.0528464	0.0400772	0.0286032	0.0433966	0.0309262	0.0232807	0.0203084	0.0122803	0.00996945	0.0159458	0.0167794	0.0151166	0.0138195	0.0171494	0.0233046	0.0219492	0.0302931	0.0268776	0.0265606	0.0397767	0.0416313	0.0461497	0.0331481	0.0366109	0.0249763
