 	a66	a87	a97	a99	a83	a54	a92	a37	a85	a47	a7	a90	a92	a75	a56	a90	a98	a92	a56	a37	a93	a94	a56	a70	a13	a11	a93	a4	a13	a9	a3	a97	a3	a97	</S>
le	0.040532	0.0239387	0.0206789	0.0194916	0.0387062	0.028085	0.0191378	0.0279108	0.0343427	0.0330069	0.0300815	0.024814	0.018969	0.0190106	0.0254133	0.025619	0.0273709	0.0609578	0.0818592	0.0398846	0.0499913	0.033298	0.0237403	0.014281	0.0104949	0.0196049	0.043617	0.0323954	0.0204228	0.0258569	0.0146761	0.0186449	0.0174802	0.0131766	0.0225093
guérisseur	0.0005813	0.00186792	0.00327809	0.00871425	0.0228811	0.028847	0.0468234	0.0948365	0.109481	0.091205	0.114058	0.159858	0.119658	0.0607186	0.0639594	0.0132763	0.00649722	0.0076452	0.00517331	0.00378337	0.00977466	0.00460385	0.00546791	0.00180979	0.0017674	0.00195576	0.00176771	0.000888496	0.00140168	0.000398314	0.000956677	0.0011543	0.00110943	0.00265314	0.00114758
lui	0.0189256	0.030576	0.0373698	0.0446077	0.0469045	0.0336154	0.0324775	0.0584666	0.0882224	0.0460799	0.089578	0.0634209	0.112548	0.076613	0.025812	0.039196	0.0216249	0.00948165	0.00832626	0.0143679	0.00727155	0.00777218	0.00680052	0.0043683	0.00442063	0.00490488	0.00409624	0.00322758	0.00377767	0.00356974	0.00680575	0.00736628	0.0103749	0.016764	0.0102659
a	0.0340457	0.0176042	0.00921144	0.0107783	0.00993662	0.00798514	0.0102114	0.0215719	0.0266694	0.0226276	0.0282399	0.0258859	0.0395648	0.0409126	0.0557058	0.0902516	0.052085	0.0389239	0.0294162	0.0534425	0.0383327	0.084197	0.0383203	0.0269694	0.027141	0.0125993	0.0108183	0.0155016	0.00951074	0.018889	0.0118488	0.0168916	0.0182436	0.0159112	0.0297556
fait	0.0366131	0.0300445	0.0179525	0.0166776	0.00852268	0.0104	0.00706393	0.00627899	0.00556191	0.00390471	0.00307543	0.00336069	0.00680873	0.00998045	0.0283744	0.0625545	0.0660643	0.0435224	0.0652778	0.118146	0.159945	0.0932484	0.099046	0.0252674	0.0136073	0.010865	0.00425378	0.00546788	0.00272363	0.00688545	0.00386591	0.00562064	0.0062367	0.00478845	0.00799454
une	0.0394511	0.0358794	0.0339755	0.0350164	0.032108	0.0328245	0.0239819	0.0250266	0.0305952	0.02531	0.0235673	0.0174808	0.0206072	0.0207879	0.0278057	0.0409982	0.0323838	0.0204015	0.0246252	0.0448718	0.0676415	0.0636533	0.0406984	0.0242677	0.0136056	0.0180956	0.0106052	0.0169898	0.0115312	0.0163766	0.0209743	0.0232289	0.0216381	0.0216365	0.0413593
incision	0.0371956	0.0378899	0.0351547	0.0375017	0.0389041	0.0329037	0.0571439	0.0503267	0.0390489	0.0330427	0.0376773	0.0337319	0.0354494	0.0253967	0.0231343	0.0201413	0.0159269	0.0149756	0.0139987	0.0150296	0.0188446	0.0166818	0.0186465	0.0139149	0.0104037	0.0123647	0.0123165	0.0213957	0.0174723	0.0230913	0.0271926	0.0323137	0.0330145	0.0416732	0.0661008
à	0.0310727	0.0178559	0.0170989	0.0157838	0.0152328	0.0191159	0.0153464	0.0167566	0.0216406	0.0191327	0.0206853	0.0179593	0.0212261	0.0173255	0.0125656	0.0174318	0.0166856	0.0125728	0.0150994	0.0209109	0.0132751	0.0157161	0.015457	0.0168232	0.0132494	0.0175957	0.0212029	0.0744139	0.0732449	0.0512734	0.0694702	0.0521889	0.044741	0.0449753	0.114875
la	0.0442865	0.0347912	0.0331762	0.0294546	0.0304132	0.0263296	0.0227183	0.0261141	0.0288946	0.0260945	0.0407028	0.0355822	0.053477	0.0377513	0.0177126	0.0191267	0.0142737	0.0112589	0.0127144	0.0165475	0.0126623	0.0116924	0.019051	0.0193205	0.0115851	0.0202003	0.0158909	0.0320764	0.027723	0.0377473	0.0453096	0.046688	0.0331273	0.0480101	0.0574957
poitrine	0.0436586	0.02648	0.0205485	0.0159186	0.0184825	0.0226593	0.0207622	0.0193626	0.0241979	0.0207453	0.0311878	0.0221705	0.0263228	0.0198976	0.0206825	0.0243777	0.0224975	0.0204125	0.0195726	0.025515	0.0222288	0.0116128	0.021387	0.016008	0.00735335	0.0178084	0.0131318	0.029952	0.0431293	0.0473048	0.0617614	0.0627734	0.0527869	0.0456544	0.0816553
</S>	0.0665691	0.0328957	0.0301946	0.0159663	0.022458	0.014683	0.00702042	0.00622074	0.0109547	0.0113964	0.0180747	0.0137902	0.0236224	0.0162902	0.0162909	0.0121099	0.015927	0.0231768	0.017474	0.0264635	0.0148767	0.0116491	0.0112814	0.01914	0.0119553	0.0270579	0.0247221	0.03468	0.0283082	0.0453891	0.0607018	0.0716949	0.0619297	0.0740875	0.100948
