 	a10	a87	a23	a87	a83	a62	a47	a96	a90	a25	a21	a85	a21	a61	a34	a66	a98	a85	a37	a61	a21	a85	a43	a11	a62	a83	a9	a10	a87	a10	a87	a97	a10	</S>
pendant	0.0980287	0.0798567	0.0694617	0.057966	0.0564657	0.0441522	0.0362596	0.0225175	0.0210037	0.0115541	0.0149993	0.0143783	0.0121352	0.0116813	0.0115583	0.0179894	0.0184181	0.0196558	0.0193554	0.0261877	0.0199274	0.0276901	0.0191878	0.0269159	0.0131395	0.0159853	0.0138953	0.0171844	0.0130201	0.0186216	0.022225	0.0453881	0.0302757	0.0529191
la	0.0240405	0.0184775	0.0125806	0.00871449	0.0154209	0.0198416	0.0375245	0.0291506	0.0308828	0.0339946	0.0372739	0.0496042	0.0671503	0.0951893	0.0931346	0.089747	0.0952756	0.0665769	0.0449105	0.019324	0.0135014	0.00650906	0.00594339	0.00385376	0.00390462	0.00508099	0.0051281	0.00528048	0.00591199	0.00609193	0.00893889	0.0158022	0.0171773	0.00806158
grande	0.0867038	0.0323257	0.0132674	0.0120922	0.019044	0.0160575	0.0176275	0.0141249	0.00788572	0.00931572	0.0122042	0.0252007	0.0281948	0.0267283	0.0224235	0.0218142	0.0174307	0.0218382	0.0263137	0.023695	0.0462785	0.0292208	0.0203973	0.0296951	0.0186818	0.0236627	0.0375698	0.0513345	0.0551555	0.0553925	0.0705835	0.0411731	0.0447112	0.0218559
saison	0.0748908	0.0478793	0.0295367	0.029861	0.0293146	0.0338929	0.0313165	0.0631014	0.0446395	0.0573947	0.0480247	0.0501734	0.0423347	0.0185436	0.0176972	0.0145259	0.0115861	0.0137177	0.0219049	0.0257803	0.0357784	0.0333483	0.0373485	0.0341259	0.0200345	0.0159221	0.0149588	0.0199088	0.0120051	0.0135536	0.0130871	0.0160041	0.0189049	0.00890381
sèche	0.0286475	0.0290618	0.0275733	0.0493621	0.037174	0.0212206	0.0147643	0.015212	0.0110037	0.011437	0.0183626	0.0170692	0.0372273	0.0482863	0.0497617	0.044142	0.0369206	0.0414446	0.0473037	0.0390537	0.050292	0.0386517	0.0571361	0.0567261	0.0287034	0.0284017	0.0231781	0.020854	0.0145674	0.0111337	0.0107093	0.0092928	0.0149949	0.010331
les	0.047413	0.0363517	0.0310291	0.0501637	0.0552041	0.0487585	0.0339761	0.0490197	0.021681	0.0168017	0.0209181	0.017153	0.0220961	0.0229059	0.0255533	0.02662	0.0241787	0.0260315	0.0218133	0.0227919	0.0256291	0.0328972	0.0309392	0.0324262	0.035396	0.0318062	0.0352862	0.0385077	0.026376	0.0226643	0.0213995	0.0168591	0.016205	0.0131478
femmes	0.0418447	0.0385757	0.0383669	0.0525925	0.0552091	0.0415423	0.0389343	0.0384477	0.0257308	0.0185454	0.0195859	0.0212493	0.0273891	0.0235236	0.0239257	0.0270551	0.024704	0.0269434	0.0277711	0.0278538	0.0304041	0.0317909	0.0348477	0.0311702	0.0361309	0.0271696	0.0253045	0.0304205	0.0204892	0.0199104	0.020423	0.0163426	0.0230868	0.012719
sèchent	0.089945	0.0769667	0.0764363	0.0312301	0.0352383	0.0436393	0.0430398	0.0391711	0.0195103	0.0108969	0.00956346	0.00823519	0.00522331	0.00565969	0.0105801	0.0196648	0.015885	0.013942	0.0115999	0.0115374	0.0135763	0.0217617	0.0137991	0.0205652	0.020226	0.0204104	0.0214448	0.0282398	0.0303467	0.0319541	0.035944	0.0318257	0.0627069	0.0692347
du	0.0908133	0.0593573	0.0516489	0.0223861	0.0232261	0.0305939	0.0392523	0.0519956	0.0393415	0.0281419	0.0169571	0.0160267	0.0115289	0.012428	0.01426	0.0144008	0.0090709	0.00620482	0.00598419	0.00853892	0.0146456	0.0202445	0.0233578	0.0269546	0.0275529	0.026766	0.0234513	0.0249942	0.0400689	0.0370696	0.0306765	0.0361252	0.0612303	0.054705
poisson	0.0651623	0.0560373	0.0568326	0.0247548	0.0212007	0.0304	0.0325245	0.0360311	0.0273118	0.024921	0.0202966	0.0144603	0.00849662	0.00878304	0.01178	0.0175733	0.0134379	0.0132716	0.0119581	0.0127826	0.0165821	0.0262591	0.0180772	0.0241737	0.0261792	0.0316235	0.0248159	0.0331687	0.0391529	0.040469	0.0452798	0.0450841	0.0623148	0.0588037
</S>	0.0526257	0.0395703	0.0280516	0.00791876	0.00605223	0.0106792	0.0142964	0.0126336	0.00409065	0.00292177	0.00170582	0.00152463	0.000867614	0.000816049	0.00133112	0.00241807	0.00273069	0.0042017	0.00464311	0.00737009	0.0131102	0.028944	0.0202625	0.0339411	0.051343	0.050556	0.0426722	0.0666906	0.0725924	0.0796994	0.0798011	0.0510972	0.111126	0.0917155
