 	a66	a10	a87	a23	a99	a97	a30	a93	a34	a93	a90	a25	a79	a56	a44	a93	a75	a21	a47	a34	a56	a24	a41	a47	a34	a21	a92	a85	a6	a98	a85	a47	a36	a2	a57	a87	a97	a3	a97	a99	a97	</S>
cette	0.0198796	0.0282658	0.0237355	0.0393808	0.0312343	0.0797995	0.0477171	0.0395776	0.0446416	0.078555	0.086996	0.0359314	0.0227299	0.0190346	0.0152109	0.0111177	0.0121135	0.0115442	0.0105435	0.0102871	0.00974211	0.00839043	0.0139434	0.0206989	0.0151904	0.020226	0.00758743	0.00948596	0.0148044	0.017447	0.0232844	0.0193221	0.0171043	0.0112022	0.0209521	0.0178441	0.0152132	0.00747785	0.00855336	0.0132069	0.0089905	0.0310373
femme	0.00737391	0.00879118	0.0165562	0.0232978	0.034528	0.0475859	0.0297274	0.0335248	0.0458908	0.0325131	0.0394664	0.0626088	0.0445958	0.0618575	0.0428639	0.0400272	0.0160063	0.0333876	0.0548037	0.035268	0.0480239	0.0257094	0.0479229	0.0439147	0.0121457	0.0281371	0.00634817	0.00296436	0.00770618	0.00854496	0.00470183	0.00194163	0.00360955	0.00208135	0.00399514	0.00384882	0.00461032	0.00310327	0.00253016	0.00923399	0.00819872	0.0100537
a	0.0459353	0.0414237	0.0383756	0.0410834	0.0428422	0.0403699	0.0307306	0.0549017	0.036683	0.0504203	0.0173249	0.0142495	0.0333841	0.0202555	0.0367943	0.0237727	0.0266593	0.0373498	0.0436053	0.039493	0.0166449	0.0246354	0.00432269	0.00380486	0.00777667	0.0103245	0.0253971	0.017944	0.00772148	0.0118131	0.00901392	0.00838541	0.004084	0.00915796	0.0112412	0.00816865	0.0106125	0.00786272	0.0136496	0.0170977	0.0474154	0.00727204
pris	0.010016	0.00802237	0.00469969	0.00420937	0.00518564	0.00439409	0.0054004	0.00669404	0.00400302	0.0070998	0.0112148	0.0086467	0.038582	0.0393999	0.0740577	0.100546	0.0515368	0.0863026	0.0838639	0.0673732	0.0656271	0.0577934	0.0211952	0.0153127	0.0272183	0.0176523	0.0113185	0.0102666	0.00941858	0.00723407	0.0138743	0.0158808	0.012136	0.00748206	0.0108296	0.0126563	0.0105742	0.0108073	0.0091879	0.0103803	0.0083023	0.0136045
l'	0.0282637	0.0187863	0.0148375	0.0138813	0.0160657	0.0195759	0.0213262	0.0302613	0.0186637	0.0296803	0.0362569	0.0123639	0.0293574	0.0304371	0.0410497	0.0475876	0.0680499	0.0392712	0.034036	0.0459388	0.0450189	0.0559279	0.0196796	0.0137856	0.0244085	0.0203925	0.0216484	0.0225917	0.0270632	0.0115772	0.0323012	0.0158692	0.0148632	0.00590092	0.00950109	0.0177662	0.0124157	0.00629593	0.00541248	0.00630652	0.00677339	0.00881026
habitude	0.0293936	0.0224414	0.0146006	0.0155697	0.0197545	0.0254559	0.03062	0.0276616	0.0228963	0.023098	0.0225913	0.012447	0.0305784	0.0301448	0.0325608	0.0272552	0.0294002	0.0276663	0.0299677	0.0271436	0.0158501	0.0202407	0.0157989	0.0157973	0.0174682	0.0273478	0.0287194	0.0217561	0.0343935	0.0210643	0.0431481	0.028621	0.0354273	0.0206391	0.021967	0.0418852	0.0224199	0.0167428	0.0141628	0.0087959	0.0150212	0.0114866
de	0.0100111	0.00589432	0.00385091	0.00403537	0.0051243	0.00726379	0.00753587	0.0111455	0.0187813	0.0203194	0.039496	0.0382564	0.0589611	0.0433176	0.0440301	0.041991	0.0456327	0.0300238	0.0174295	0.0158863	0.0189728	0.0250812	0.0263802	0.0309897	0.0378517	0.0235984	0.0216812	0.0161093	0.0227092	0.0110818	0.0193056	0.0307116	0.0217345	0.0149146	0.0189348	0.0268343	0.0141522	0.0250169	0.0253015	0.0263842	0.0395707	0.0336971
taper	0.0108265	0.00944441	0.0109205	0.0110523	0.0111893	0.0182449	0.0201864	0.0197531	0.0304484	0.0273145	0.0349	0.0238091	0.0397234	0.031732	0.0539083	0.0448016	0.0481402	0.04526	0.0237783	0.0326891	0.0284699	0.0558979	0.0462777	0.0715631	0.0563511	0.0530924	0.0199651	0.0106548	0.0112343	0.00958838	0.00987334	0.00841625	0.00850353	0.0053103	0.00492482	0.00540212	0.0033779	0.00627416	0.00740458	0.00770957	0.0144515	0.00713512
ses	0.0323078	0.0227678	0.0198391	0.0105591	0.00914636	0.00933032	0.0107023	0.0137811	0.0147691	0.0192861	0.0228554	0.0208803	0.0258966	0.0295102	0.0254482	0.0141781	0.013769	0.00974084	0.00983231	0.017883	0.021703	0.032541	0.0284415	0.0303794	0.027636	0.0327263	0.0334817	0.0143377	0.00912577	0.00692973	0.0118534	0.00997011	0.0181024	0.0196802	0.0287161	0.0283764	0.0252433	0.0420715	0.0355347	0.0455109	0.0499361	0.0952198
enfants	0.0317973	0.0254812	0.0267884	0.0122408	0.00834535	0.0101236	0.00843563	0.0115669	0.0126001	0.0192402	0.0276556	0.0249126	0.0253842	0.0253328	0.0173937	0.00880081	0.0109365	0.00673948	0.00529584	0.00634272	0.00745725	0.00935271	0.0097288	0.0134336	0.0119328	0.0124039	0.0144209	0.00919338	0.0113867	0.010317	0.0149521	0.0109574	0.0188775	0.0166959	0.0414102	0.0479578	0.0361988	0.0604666	0.0537977	0.0637506	0.0671186	0.132776
