 	a66	a10	a87	a23	a13	a40	a7	a20	a44	a15	a7	a4	a13	a18	a88	a54	a7	a36	a11	a54	a36	a2	a11	a38	a71	a9	a82	a57	a87	a23	a87	</S>
le	0.0437064	0.0468716	0.0484437	0.0386085	0.0501025	0.106371	0.0546283	0.0347459	0.0259111	0.0239365	0.0188425	0.0256267	0.0201412	0.0311077	0.0411633	0.0321155	0.0282276	0.0244548	0.01477	0.0235693	0.0129904	0.0193684	0.018829	0.0131556	0.0166146	0.0156096	0.0189824	0.0207058	0.0228382	0.0289437	0.0190506	0.059567
pain	0.0010634	0.00296225	0.00510374	0.00696729	0.0291254	0.0648023	0.136206	0.221899	0.138754	0.121014	0.103546	0.0586372	0.0273606	0.0204104	0.00821995	0.00596912	0.00905624	0.00948271	0.00602436	0.00521592	0.00339972	0.00199908	0.00172258	0.00158496	0.00135786	0.000778943	0.000799503	0.00120185	0.00142141	0.00158052	0.00166922	0.000665637
que	0.0939851	0.0708341	0.109108	0.092787	0.0738738	0.137183	0.0861344	0.0431551	0.0386833	0.0313794	0.0215787	0.0109015	0.00783008	0.0135222	0.00960675	0.0112405	0.0135336	0.0181011	0.0135184	0.0155622	0.00994102	0.0135546	0.0096692	0.00866546	0.00730937	0.00713703	0.00725628	0.00581533	0.00381465	0.00553345	0.00718001	0.00160469
tu	0.138406	0.0611246	0.0646522	0.0387942	0.0248807	0.0270237	0.0127263	0.00751587	0.00759153	0.00962092	0.00881881	0.0112757	0.0156224	0.0374521	0.0262743	0.023381	0.0233622	0.0215559	0.0139511	0.0180044	0.0116131	0.0149247	0.0220538	0.0205551	0.0202381	0.0342893	0.0332262	0.0457754	0.0393588	0.0461305	0.0374568	0.0823443
as	0.0901603	0.0598773	0.0523659	0.0513891	0.0282531	0.0259236	0.00757245	0.00598804	0.0111983	0.0169166	0.0281764	0.0253921	0.0354008	0.0434255	0.0166273	0.0216945	0.0205602	0.0429028	0.0290541	0.0394676	0.0216577	0.0153587	0.017661	0.0151071	0.0169811	0.0202565	0.0197125	0.0310464	0.0381537	0.0461566	0.0492402	0.0563226
gardé	0.0396562	0.0381114	0.0424951	0.0291511	0.0221608	0.0236696	0.0132466	0.00885848	0.0242365	0.0317922	0.0583086	0.0643889	0.0440713	0.0582261	0.0215896	0.0442011	0.03742	0.0631637	0.0399995	0.0334746	0.0285343	0.0133179	0.0220758	0.0172185	0.0188729	0.0244258	0.021695	0.0226381	0.0207262	0.0304535	0.0184364	0.0233846
est	0.0397501	0.0232043	0.0259177	0.0184245	0.0136695	0.0178215	0.0118644	0.00624352	0.00537814	0.00559854	0.00987249	0.0170159	0.0318386	0.0456846	0.0295379	0.0822187	0.0749067	0.11896	0.0904069	0.047989	0.0619593	0.0169962	0.0246762	0.025235	0.0213827	0.0193091	0.0224295	0.0147486	0.0146293	0.0268915	0.0181511	0.0172889
encore	0.0176398	0.0156757	0.0195156	0.0197913	0.0147754	0.0203923	0.0213068	0.0109258	0.0159383	0.0194222	0.0204367	0.0300461	0.0320955	0.0471815	0.0268903	0.0633682	0.0618767	0.0803504	0.0611105	0.0359896	0.0451059	0.0204679	0.0374259	0.0325262	0.0377222	0.0382856	0.0346873	0.0204002	0.0175753	0.0303277	0.0231874	0.0275597
entier	0.0188532	0.0227195	0.0239086	0.015498	0.0146622	0.01341	0.0196786	0.018517	0.0541009	0.0361794	0.0322618	0.0230136	0.0221742	0.0226887	0.0135023	0.0403976	0.0433249	0.0577216	0.0464605	0.027286	0.0319234	0.0179629	0.0324702	0.0322797	0.0422046	0.0380992	0.039097	0.0366981	0.035094	0.0411274	0.0423634	0.0443215
</S>	0.0267025	0.0349848	0.0303634	0.0221957	0.0205603	0.0167489	0.0120583	0.01792	0.0209565	0.0173072	0.00977904	0.00629858	0.00579704	0.00752014	0.00525545	0.00896683	0.00986154	0.0118076	0.0115115	0.0226252	0.0252389	0.016573	0.0395534	0.03688	0.0696907	0.0545446	0.066432	0.0500501	0.0652645	0.0569463	0.0709241	0.128682
