 	a66	a87	a97	a87	a97	a99	a50	a83	a0	a62	a88	a62	a21	a12	a62	a21	a92	a37	a93	a34	a62	a88	a62	a70	a93	a62	a88	a50	a62	a18	a25	a3	a97	a23	a97	a87	</S>
cette	0.0608759	0.0459794	0.0241801	0.0229706	0.0284731	0.00906953	0.0153853	0.0139373	0.0117521	0.0122503	0.0176439	0.0231095	0.0249584	0.0228463	0.0282792	0.0310452	0.0286456	0.0193824	0.0144688	0.0212536	0.0123121	0.00434761	0.0128255	0.00514514	0.015085	0.0218218	0.0242166	0.0298916	0.0471154	0.0524157	0.0725384	0.0409629	0.0323609	0.0302698	0.0427287	0.0245876	0.0548691
manière	0.0281494	0.0318804	0.0408671	0.0267989	0.0582441	0.0269646	0.0334231	0.0353684	0.0299976	0.0365737	0.019087	0.0319553	0.0426386	0.0184955	0.0483	0.0467703	0.0169921	0.0395348	0.0535318	0.0235208	0.00661024	0.00853263	0.0499023	0.0131386	0.0205332	0.0168847	0.00989183	0.0114882	0.0162252	0.0243279	0.0348942	0.0165339	0.0104965	0.0153359	0.0175758	0.0199135	0.018622
de	0.0756261	0.0541314	0.0368478	0.0154966	0.0147101	0.0104531	0.00944449	0.00415431	0.0119482	0.00886741	0.0310734	0.0238235	0.0178026	0.0256282	0.0109016	0.00740877	0.00682806	0.00457773	0.0083024	0.0122502	0.0126162	0.0107721	0.00855828	0.00699643	0.00419812	0.00452376	0.0064181	0.00251089	0.00510401	0.0017735	0.00787122	0.0264528	0.061202	0.114738	0.0625546	0.200561	0.0728721
s'	0.0738439	0.0326294	0.0117306	0.0105165	0.00611009	0.0113489	0.0207442	0.0148019	0.0271331	0.0314874	0.0535348	0.0450858	0.0246479	0.0493829	0.0465507	0.0364158	0.0807239	0.028384	0.0219054	0.0481421	0.0359376	0.0446112	0.0387664	0.0342065	0.0247088	0.0127159	0.0148455	0.00818837	0.0134487	0.00830996	0.00968895	0.0136304	0.0108203	0.0196941	0.0112074	0.0181895	0.0059115
étonner	0.020815	0.0202634	0.017716	0.0306154	0.0231021	0.0390782	0.0722163	0.0535378	0.116645	0.0852958	0.0686145	0.0769308	0.050068	0.043337	0.042757	0.036392	0.0499746	0.0269316	0.0239789	0.0183523	0.0127261	0.0150527	0.00651705	0.00384998	0.00144766	0.000951832	0.00107738	0.00112625	0.00178236	0.00117686	0.00287411	0.0054141	0.00326124	0.00686127	0.00590488	0.00437994	0.00897423
est	0.0233584	0.0140874	0.0189138	0.0128671	0.0130722	0.0134842	0.0140319	0.0159751	0.0199139	0.020838	0.0284114	0.0414964	0.0543009	0.0322522	0.03385	0.0257952	0.0337665	0.0277512	0.0405607	0.0406674	0.0368621	0.0241736	0.0219294	0.0157382	0.0110143	0.011259	0.00616368	0.00622681	0.0132482	0.0101848	0.0230174	0.0263464	0.026854	0.0504672	0.0452682	0.0558201	0.0900327
celle	0.0336437	0.0266991	0.0264538	0.0293831	0.0239252	0.0223005	0.0252463	0.0269728	0.0280157	0.0336156	0.0209629	0.0199176	0.0171932	0.0190516	0.0151134	0.0121742	0.0158381	0.0165283	0.0119921	0.0222398	0.0279873	0.0323636	0.0184348	0.0196042	0.0135687	0.0111964	0.0218488	0.0096656	0.0203654	0.0132963	0.0209106	0.043021	0.0368626	0.0485774	0.0606194	0.0535418	0.100869
d'	0.0500291	0.0334887	0.020526	0.0217464	0.0164349	0.012849	0.0158146	0.00801139	0.00967024	0.0126232	0.0144855	0.0107997	0.00876647	0.00942351	0.00796776	0.00488237	0.00563817	0.00602398	0.00407241	0.00745402	0.00681777	0.00554124	0.00772095	0.00532382	0.004648	0.00659549	0.0100419	0.006838	0.0149174	0.0100271	0.0231129	0.057476	0.0773812	0.0843304	0.110787	0.121794	0.165939
un	0.0277911	0.0215731	0.0155661	0.0167347	0.0141635	0.00868999	0.00899367	0.00353411	0.00382975	0.0046433	0.00443	0.00405842	0.00372038	0.00395978	0.00548149	0.00369213	0.00451786	0.00394121	0.00380852	0.00540741	0.00532573	0.00598964	0.0104947	0.00952692	0.0106441	0.0124465	0.0352255	0.0242653	0.0444155	0.0437988	0.0560278	0.0910258	0.0865795	0.0919374	0.0965065	0.0862279	0.121026
innocent	0.0239619	0.0141979	0.00909586	0.00936554	0.0080862	0.00720102	0.00968961	0.00538961	0.0065422	0.00988537	0.0150795	0.0142988	0.00989021	0.0119294	0.0058039	0.00628121	0.00642032	0.00434035	0.00763517	0.011455	0.00717849	0.0106996	0.0154056	0.00819841	0.00993027	0.0108913	0.0184129	0.0158714	0.0446131	0.0456882	0.0843082	0.100923	0.0875598	0.0820618	0.0979801	0.0824691	0.0812599
</S>	0.0151019	0.010993	0.007313	0.00635238	0.00550955	0.00288752	0.00380873	0.00327533	0.00312793	0.00388303	0.00634136	0.00533875	0.00591015	0.00647039	0.00789566	0.00813053	0.00832838	0.00569716	0.00623972	0.0145445	0.00816926	0.0210734	0.023719	0.0149763	0.0223936	0.0215352	0.0200347	0.0346663	0.0832749	0.0850936	0.0976079	0.0982894	0.0760043	0.0535236	0.0754911	0.0343537	0.0926448
