 	a87	a23	a54	a37	a6	a44	a54	a47	a6	a37	a66	a61	a62	a83	a0	a75	a6	a66	a61	a83	a98	a47	a5	a61	a62	a21	a61	a21	a66	a9	a54	a37	a83	a61	a75	a6	a37	a83	a24	a34	a56	a44	a70	a90	a92	a66	a75	a5	a66	a83	a9	a99	a10	a87	a23	a10	a87	</S>
de	0.0238757	0.0343508	0.0251138	0.0313185	0.0374631	0.0360002	0.0414623	0.0260176	0.0169354	0.0151968	0.022611	0.0107855	0.0102761	0.0133009	0.0184994	0.0229576	0.0258808	0.0204814	0.029555	0.0185169	0.0222672	0.0258178	0.0195374	0.0266369	0.0181608	0.0263049	0.0236444	0.0295652	0.0254272	0.0229566	0.0209915	0.0155105	0.0276929	0.015374	0.0151579	0.0129634	0.0208871	0.0198642	0.0108211	0.0122279	0.0112155	0.00808542	0.0087671	0.00792092	0.0048188	0.00444328	0.00355214	0.00375145	0.00446702	0.00412535	0.00483514	0.00497104	0.00431638	0.00548384	0.00541929	0.00549241	0.00386373	0.0120636
petits	0.0072475	0.00910285	0.0135412	0.0153966	0.0218886	0.0336657	0.0458537	0.0870501	0.0395423	0.0212687	0.012874	0.0455976	0.0220073	0.0101076	0.0158867	0.0116967	0.0135323	0.0113559	0.0341402	0.0215583	0.0185224	0.0171402	0.0202731	0.0208315	0.0233483	0.0206494	0.0250758	0.0245052	0.019427	0.0105586	0.0163405	0.0121588	0.0108332	0.00656382	0.00939887	0.00520899	0.00669704	0.00681231	0.0108713	0.0109908	0.0120348	0.00828627	0.00716804	0.00629405	0.00754763	0.00873945	0.012554	0.0139748	0.0165868	0.0122899	0.0146979	0.0201959	0.0120331	0.0162448	0.0133329	0.0114268	0.0103279	0.00674423
enfants	0.0345696	0.0181953	0.0212394	0.0401509	0.0347975	0.0312023	0.0347806	0.0433692	0.0319951	0.0382084	0.0205252	0.0500543	0.0325472	0.0156114	0.01668	0.0157659	0.0177722	0.0382524	0.0285323	0.0241544	0.0246675	0.0190051	0.0123317	0.0221662	0.0155495	0.0160277	0.0127401	0.0129847	0.00663717	0.00812348	0.0170076	0.0126664	0.0212032	0.0274962	0.0481592	0.0138161	0.0160693	0.0194216	0.0143986	0.0132964	0.0123249	0.00810878	0.00348977	0.00279087	0.00274249	0.00207871	0.0014557	0.00219057	0.00243046	0.00227513	0.00207794	0.00353112	0.00161268	0.00215722	0.00258145	0.00197212	0.00231127	0.00169758
acclamaient	0.0371896	0.0139477	0.0140192	0.015141	0.0110613	0.0105063	0.0112966	0.0103644	0.00954436	0.00614711	0.00979165	0.00986819	0.0152065	0.0130333	0.0144946	0.0225301	0.017331	0.0287796	0.0139758	0.0264859	0.0190023	0.0175887	0.0212847	0.0337987	0.0357798	0.0266012	0.0211013	0.0171766	0.0139214	0.0152424	0.0267703	0.0348513	0.037921	0.0366512	0.0419369	0.0253444	0.0369686	0.0226899	0.011819	0.011039	0.00961498	0.00890884	0.00692313	0.00372673	0.00704772	0.00512659	0.00435636	0.00864441	0.0103825	0.00957263	0.0100239	0.0180175	0.00891607	0.0149821	0.0145474	0.0147108	0.0151352	0.0111601
le	0.013346	0.00668617	0.00459344	0.00580512	0.00408144	0.00618412	0.00609872	0.00796133	0.00586332	0.00671471	0.013802	0.0116414	0.0135161	0.0232041	0.0163607	0.0148354	0.0225504	0.0143955	0.037462	0.0355743	0.0214936	0.0235059	0.0381988	0.0435101	0.0331034	0.0326185	0.0407717	0.0254922	0.0153484	0.0146396	0.0254732	0.0408939	0.0291299	0.0488452	0.0250076	0.0206695	0.0190817	0.0257258	0.0179985	0.0309522	0.027216	0.0282473	0.0140018	0.00762164	0.0127829	0.0047669	0.0035089	0.00329342	0.00254181	0.0020522	0.00291657	0.00172561	0.00440614	0.0065592	0.00883297	0.0101535	0.0095092	0.0067281
grand	0.0377805	0.0352467	0.0276296	0.0289751	0.0119605	0.01092	0.00570123	0.0144871	0.0244736	0.0199573	0.0450216	0.0555176	0.0822043	0.0695109	0.0448453	0.0449152	0.0274612	0.0148907	0.0219359	0.0250427	0.0159893	0.0174508	0.0215344	0.018664	0.0115149	0.0118528	0.0121028	0.00963174	0.00875654	0.00838695	0.0125559	0.0180812	0.0215819	0.0212402	0.0118884	0.0144807	0.0118528	0.0157073	0.00768855	0.0131101	0.00741531	0.00679985	0.00288711	0.00318417	0.00356915	0.0016145	0.00275625	0.00152171	0.00118487	0.00127724	0.000989515	0.00107165	0.00384897	0.00317099	0.00511409	0.00680831	0.00477568	0.00946198
vol	0.0227183	0.0138307	0.0288093	0.0266897	0.0216745	0.0148122	0.0111012	0.0158419	0.014557	0.0174632	0.0161153	0.0364261	0.0332391	0.0225149	0.0207153	0.0158702	0.0158941	0.0123866	0.0290192	0.0407886	0.0223833	0.0206352	0.0259916	0.0526915	0.0252139	0.034015	0.02731	0.0221622	0.0144377	0.0114879	0.0199182	0.0247526	0.0322778	0.0155909	0.0105026	0.00623775	0.00840287	0.00711827	0.00459818	0.00661043	0.00367542	0.00448348	0.00432899	0.00587979	0.00828163	0.00423212	0.00433569	0.00579954	0.0052687	0.00582845	0.00526946	0.00744956	0.0145415	0.018222	0.0267109	0.0193168	0.0170108	0.0165597
de	0.00774352	0.00261178	0.00390247	0.00266542	0.00275157	0.0019013	0.00215231	0.00299721	0.00241298	0.00279141	0.00596598	0.0108723	0.0119425	0.00927902	0.0131709	0.012627	0.025964	0.0179063	0.0441499	0.0375342	0.0292863	0.0362868	0.0379302	0.0722161	0.0354092	0.0646531	0.0484085	0.0406785	0.0243427	0.0190968	0.0242104	0.0230788	0.0302415	0.0180972	0.011004	0.0101139	0.0149134	0.0148199	0.0124963	0.0151897	0.00869719	0.00884886	0.00935455	0.00910726	0.0094188	0.00421294	0.00492	0.0034221	0.00315907	0.00441314	0.00469412	0.00667093	0.0145308	0.018266	0.0272494	0.0217317	0.0201023	0.0173855
termites	0.00878524	0.00335452	0.00411609	0.00242453	0.00224197	0.0016669	0.000940448	0.00111348	0.00113006	0.00105015	0.00231228	0.0043717	0.00471165	0.00556952	0.0117633	0.0111869	0.0210655	0.0103242	0.0264907	0.0213326	0.0137194	0.0177633	0.0256973	0.0372476	0.0192943	0.0384464	0.0315509	0.0227374	0.014812	0.013898	0.0179013	0.0255075	0.0227949	0.0233206	0.0103715	0.00810231	0.00870559	0.0130393	0.00921388	0.0131826	0.00900013	0.0100815	0.0102822	0.0122097	0.0227207	0.00910417	0.0230013	0.0123118	0.0124085	0.0146203	0.015577	0.0209513	0.0506965	0.0560458	0.070345	0.0619592	0.0300714	0.0253558
dans	0.0127957	0.00870154	0.00797304	0.00591961	0.00583297	0.00651657	0.00662945	0.00613667	0.00418788	0.00577915	0.00812114	0.00986395	0.010787	0.0141077	0.015591	0.00884364	0.0158356	0.00880141	0.0203269	0.0172666	0.017384	0.0198952	0.0265041	0.0373739	0.0271807	0.0362804	0.0323504	0.0314771	0.0219018	0.0207162	0.0269449	0.0359317	0.0319309	0.0355375	0.0184817	0.0204301	0.0194238	0.0240736	0.0181688	0.0354834	0.0215795	0.0230626	0.012782	0.013019	0.0156125	0.00704767	0.0122331	0.00867828	0.00670111	0.00914336	0.00795227	0.0112723	0.0143421	0.0182209	0.0206417	0.0177611	0.0132339	0.029229
