 	a10	a3	a97	a40	a15	a7	a90	a56	a11	a98	a85	a6	a75	a85	a5	a0	a75	a92	a79	a44	a75	a5	a37	a61	a0	a9	a97	a38	a27	a97	a38	</S>
les	0.0652572	0.0706269	0.0592412	0.0456358	0.0572727	0.0465354	0.0557428	0.0360627	0.0270328	0.0373092	0.0417534	0.0229224	0.0162499	0.0148905	0.0168283	0.00889703	0.007089	0.0142847	0.018318	0.0187124	0.0173798	0.0231504	0.0213623	0.0194106	0.0243171	0.0180607	0.01817	0.0203587	0.0222964	0.0243335	0.0230074	0.087491
cabris	0.0017644	0.00296728	0.00291855	0.0132491	0.00795491	0.019255	0.0273635	0.0318804	0.0289045	0.103612	0.140573	0.248436	0.178796	0.0875511	0.0475668	0.0176399	0.0093121	0.012721	0.00328712	0.00282237	0.0018783	0.00105023	0.000718827	0.000501725	0.000607199	0.000681532	0.000500983	0.00058969	0.00122291	0.00120403	0.00113637	0.00133321
broutent	0.0550835	0.0418341	0.0445649	0.0387063	0.0394531	0.0291118	0.0362397	0.03687	0.0185162	0.0413583	0.0318508	0.0828212	0.0880339	0.112235	0.0687239	0.0420342	0.030346	0.0238962	0.0159409	0.0141266	0.00700003	0.0108912	0.00631834	0.0076989	0.0106734	0.0143858	0.0114931	0.00513491	0.00636526	0.00782005	0.0101714	0.0103012
les	0.0209326	0.0120563	0.0100469	0.00922826	0.0101197	0.00585189	0.0125298	0.0103827	0.0124173	0.0161702	0.0218635	0.0572597	0.0736277	0.0389849	0.0267551	0.0213376	0.0219184	0.0205178	0.0122356	0.0140891	0.0115467	0.0183749	0.0296257	0.0534505	0.0771156	0.0866077	0.0590374	0.0635006	0.053669	0.0415954	0.0506656	0.0264857
feuilles	0.0361427	0.0344283	0.0215531	0.0201109	0.0186086	0.0145304	0.0128237	0.00836411	0.00934085	0.00664283	0.00453552	0.00430445	0.0120981	0.0247542	0.0315929	0.0558391	0.0680961	0.0668008	0.0425783	0.0578167	0.0530902	0.067647	0.045851	0.0363453	0.0639741	0.0391476	0.031002	0.0262951	0.020274	0.0185852	0.0222462	0.0245804
de	0.0482947	0.0256645	0.0223049	0.0105982	0.010032	0.00855933	0.00688689	0.00565786	0.00548271	0.00961571	0.00966883	0.00838875	0.00911859	0.015124	0.0156772	0.0156114	0.0231626	0.0348898	0.0453214	0.0383089	0.018857	0.0210657	0.0189227	0.0189415	0.0317179	0.0399432	0.0747785	0.0494916	0.0769559	0.0827465	0.0767122	0.121499
manioc	0.0646517	0.0299786	0.0284031	0.0244791	0.0114266	0.00955534	0.00915301	0.00691734	0.00836176	0.00737928	0.00675453	0.00604957	0.0138844	0.02438	0.0279195	0.0263888	0.0387279	0.0348802	0.0377793	0.0383865	0.0546461	0.0629994	0.0537657	0.0467875	0.0555671	0.0380306	0.0520553	0.0436775	0.0329239	0.0355828	0.031918	0.0365894
dans	0.0815758	0.0701049	0.0555484	0.0262642	0.015204	0.0165294	0.0106287	0.00763328	0.00522928	0.00781094	0.00358274	0.00296034	0.0130762	0.018549	0.021799	0.0199428	0.0214803	0.0216058	0.0360255	0.0444684	0.0277601	0.0298539	0.0193058	0.023623	0.0196115	0.0581092	0.046428	0.042501	0.0632819	0.0629465	0.0636355	0.0429246
notre	0.0341987	0.0279266	0.0276715	0.0150401	0.00983176	0.00956359	0.00969936	0.00705437	0.00516256	0.00781743	0.00496114	0.0039246	0.0123407	0.0232409	0.0330974	0.032588	0.0271137	0.0208283	0.0299586	0.0256804	0.0243461	0.0308339	0.0302985	0.0457769	0.0426218	0.0799524	0.0601943	0.0546997	0.0713806	0.0696889	0.07283	0.0496771
champ	0.0391796	0.0271018	0.0308529	0.0308736	0.0153762	0.0167535	0.0102833	0.00928127	0.00950771	0.00984235	0.00810585	0.00881759	0.0124652	0.0152022	0.0209021	0.0231593	0.0238918	0.0252914	0.0213227	0.0254895	0.0255227	0.0323385	0.0305224	0.0337831	0.0427324	0.0468752	0.045178	0.0473889	0.0644103	0.066546	0.0559713	0.125031
</S>	0.0672836	0.042616	0.0264067	0.0109013	0.0126417	0.00855193	0.00787443	0.00499577	0.00387781	0.0053478	0.00482637	0.00441144	0.00489538	0.00598465	0.00648554	0.00806963	0.00875752	0.0133027	0.0134785	0.0145763	0.0182901	0.0220687	0.0241074	0.0402889	0.0379414	0.0557359	0.0605624	0.0479815	0.0987625	0.074634	0.0816667	0.162675
