 	a23	a87	a23	a50	a83	a9	a57	a13	a70	a75	a5	a6	a92	a61	a0	a75	a85	a47	a36	a2	a57	a47	a62	a83	a50	a62	a21	a85	a47	a37	a98	a85	a37	a26	a62	a83	a9	a10	a87	a23	a87	</S>
une	0.132798	0.102673	0.121891	0.0653101	0.0276279	0.0119517	0.0110227	0.0136596	0.00852506	0.0227272	0.019793	0.0189512	0.0230311	0.00948176	0.0131418	0.0140441	0.0125489	0.0170776	0.0178523	0.014037	0.0133869	0.0114705	0.00767343	0.0122307	0.00635327	0.010456	0.00761613	0.0215573	0.0198991	0.0234255	0.0106616	0.00756169	0.012368	0.0117933	0.0136847	0.0132553	0.0149675	0.0186431	0.0183138	0.0208008	0.0176209	0.0281151
bande	0.00343284	0.00611966	0.00861727	0.00647685	0.00327197	0.0140447	0.0488324	0.0542806	0.0494404	0.152236	0.127193	0.0754732	0.108935	0.0655472	0.03583	0.0527604	0.0344222	0.0237956	0.0264256	0.0309636	0.0142746	0.0106097	0.00668765	0.00472842	0.00477375	0.00344016	0.00522438	0.00348713	0.00313814	0.0045438	0.00170047	0.000563696	0.000533956	0.000395272	0.000569376	0.000469786	0.000763986	0.000953554	0.000805832	0.00101089	0.00217609	0.00105122
de	0.0125195	0.00834035	0.00673634	0.00710888	0.013141	0.0121132	0.0295999	0.0266386	0.0441376	0.0760077	0.069359	0.0522521	0.0492041	0.0529381	0.0577805	0.0547721	0.0493151	0.0450482	0.0331736	0.0391178	0.0246118	0.059437	0.0384182	0.0390265	0.0240078	0.0190815	0.0160378	0.00514164	0.00267391	0.00136257	0.00116976	0.00175192	0.00123153	0.00171538	0.00165097	0.00150478	0.00365186	0.00378319	0.00331381	0.00252342	0.00679247	0.00180837
buffles	0.020943	0.0138583	0.00796382	0.0125628	0.015724	0.0251014	0.0138795	0.00947544	0.0154275	0.0252375	0.0202705	0.0214659	0.0159814	0.0280893	0.0217025	0.0255616	0.0232277	0.0331315	0.0274255	0.0233604	0.0202793	0.045171	0.0532107	0.0811677	0.097475	0.0585423	0.0350315	0.0199978	0.0129154	0.00883274	0.00367833	0.00591285	0.00500219	0.00680186	0.00833382	0.0134649	0.0273658	0.019455	0.0190253	0.0114563	0.0239052	0.0225855
se	0.0181844	0.0118993	0.00705437	0.005941	0.0186984	0.0376362	0.0249426	0.0223264	0.014535	0.0322669	0.0185172	0.0259473	0.0343148	0.020447	0.0176681	0.0444937	0.0406308	0.0641898	0.057938	0.0701636	0.0644267	0.0696175	0.0445648	0.0803549	0.0235612	0.0379969	0.0141713	0.0144304	0.0103642	0.0113244	0.00530093	0.00425864	0.00370016	0.0023394	0.00244342	0.00192806	0.00271145	0.00298472	0.00208897	0.00341402	0.00447642	0.00574654
dirigea	0.00617207	0.0050862	0.00349871	0.00329552	0.0112455	0.0392098	0.0354929	0.0408709	0.0271899	0.0365819	0.0292769	0.0319981	0.0382646	0.0302382	0.0226991	0.0364841	0.0206799	0.046303	0.0245984	0.0208141	0.0290009	0.0363484	0.0351359	0.0641993	0.0154425	0.0251111	0.00991719	0.0118488	0.0243743	0.0238128	0.0330037	0.0324066	0.0306102	0.0213718	0.0156119	0.007917	0.0108003	0.0121678	0.00865231	0.0158151	0.0140685	0.012384
vers	0.0277317	0.0154083	0.0119115	0.00986142	0.0179208	0.0128771	0.00995704	0.00828732	0.00693641	0.00876175	0.00789554	0.0126615	0.0143196	0.0132014	0.0152785	0.015848	0.0119758	0.0100055	0.00535425	0.00581099	0.00712389	0.0154949	0.0183917	0.031394	0.0159414	0.0290952	0.0216407	0.0305333	0.042492	0.0284136	0.0334075	0.0657502	0.0708366	0.0596506	0.0532921	0.0434444	0.038783	0.0245113	0.0202599	0.0275185	0.0269114	0.0531091
les	0.0159002	0.0113931	0.00883733	0.00592303	0.00840442	0.0110984	0.00921128	0.009469	0.00846996	0.0115042	0.01132	0.0183566	0.0154186	0.0165581	0.0196971	0.0187723	0.0121563	0.0171071	0.0132878	0.0132862	0.0174289	0.0385698	0.0709667	0.111813	0.0347824	0.0498242	0.0331165	0.0325542	0.0271721	0.0219395	0.0130354	0.0149563	0.0350651	0.0298206	0.0416128	0.0423497	0.0282081	0.0214829	0.0218675	0.0191666	0.0209852	0.0171122
chasseurs	0.0246726	0.0244469	0.0234593	0.0158183	0.0108644	0.00914174	0.00663437	0.00812862	0.00650956	0.00714499	0.00705919	0.0133088	0.0107302	0.0116039	0.0174364	0.0136218	0.0107679	0.0132066	0.0130558	0.0104595	0.0128278	0.0238186	0.0293034	0.0430988	0.0199398	0.0282824	0.0173043	0.0141224	0.012164	0.0143815	0.0209041	0.0195916	0.0314073	0.0263468	0.0543152	0.0421313	0.0485777	0.0731001	0.0490308	0.0511308	0.0564249	0.0537255
</S>	0.0509626	0.0487522	0.0427961	0.0273787	0.0266482	0.0191859	0.011039	0.0163235	0.00913534	0.00859162	0.00869543	0.0197011	0.0142466	0.013999	0.0237381	0.0157226	0.0191366	0.0226997	0.0268539	0.0192879	0.0228375	0.0309565	0.0395808	0.0574134	0.0394502	0.0434848	0.0241688	0.0255712	0.016231	0.0140289	0.00774167	0.00866698	0.0119913	0.0135977	0.0170201	0.0114264	0.0171555	0.0280557	0.0238275	0.0400489	0.0342888	0.0275624
