 	a15	a66	a87	a23	a97	a87	a23	a50	a83	a71	a53	a90	a56	a61	a12	a62	a47	a12	a21	a5	a18	a38	a12	a62	a88	a71	a75	a21	a92	a85	a21	a85	a6	a36	a75	a47	a37	a26	a27	a10	a87	a23	a99	a97	a99	a87	a97	</S>
la	0.0439183	0.0508385	0.0353531	0.0198064	0.0140897	0.0193995	0.0111909	0.0185288	0.0185968	0.021856	0.0104535	0.0179995	0.00577197	0.00901524	0.0125643	0.0202826	0.0209305	0.00828306	0.0127027	0.00870429	0.0108643	0.00982329	0.0112449	0.0165064	0.019176	0.0200198	0.0204495	0.0205181	0.0124608	0.0234915	0.0269246	0.0195818	0.0222594	0.0181135	0.0174801	0.0117136	0.0195633	0.0147585	0.0228691	0.0239019	0.0332134	0.0253208	0.0351831	0.0207163	0.0266181	0.0319344	0.0301666	0.0548411
manière	0.00125315	0.0034106	0.00371721	0.00501856	0.0062152	0.0127064	0.013051	0.0184407	0.042068	0.0876566	0.06365	0.0520319	0.0445285	0.0364722	0.0571829	0.0468303	0.0498351	0.0819936	0.103743	0.083805	0.0741552	0.0558765	0.0238234	0.00646165	0.0171487	0.00282484	0.000664018	0.000314866	0.000530538	0.000196135	0.00036072	0.000371592	0.000277318	0.000156724	0.000213488	0.000266163	0.000285676	0.000138779	0.000208691	0.000169275	0.000123125	0.000161204	7.7551e-05	0.000234228	0.000174682	0.000246155	0.00044698	0.000482295
de	0.0830988	0.0525034	0.0393009	0.0414551	0.0409854	0.0486701	0.0353163	0.0410867	0.0271911	0.0206354	0.0251063	0.0257785	0.0149376	0.0153304	0.015411	0.0131662	0.0247325	0.030709	0.0335461	0.0173858	0.0232236	0.0185681	0.0219134	0.0143167	0.0104085	0.0205024	0.0332141	0.016862	0.0218803	0.0334841	0.0086468	0.00955739	0.0163315	0.00432078	0.00686242	0.00407957	0.0109496	0.00858432	0.00367704	0.00615899	0.00546406	0.00907916	0.0146514	0.00515051	0.00821026	0.00569023	0.0090215	0.00284463
gratifier	0.0320956	0.0193716	0.0133573	0.00859861	0.0120804	0.0115106	0.0105213	0.0108358	0.0136961	0.0348408	0.0225342	0.0323503	0.0273717	0.0533053	0.0306406	0.0375116	0.0317405	0.0369409	0.0426816	0.0305713	0.0441608	0.0391613	0.018938	0.0227581	0.0248936	0.0147255	0.0110559	0.00459082	0.0144116	0.00993521	0.00451216	0.0111262	0.00772622	0.00968928	0.0160308	0.0129398	0.0388607	0.0194194	0.0170447	0.0172303	0.0207353	0.0160079	0.0136413	0.00800746	0.0238852	0.0101312	0.0334911	0.00233428
des	0.0507048	0.029319	0.0168944	0.00701244	0.00742644	0.00671492	0.00340173	0.00762385	0.010764	0.0131049	0.0138362	0.0131624	0.0117548	0.0220183	0.018194	0.0227706	0.0310765	0.0273641	0.0279462	0.0310979	0.0655369	0.0542789	0.0667213	0.0736938	0.0553374	0.0324668	0.0346917	0.0118265	0.00820699	0.0137743	0.00626205	0.00680094	0.0134693	0.00949035	0.00797833	0.00539246	0.0185305	0.0112317	0.0105405	0.0150541	0.012701	0.012029	0.0107707	0.00936607	0.0252724	0.0129757	0.0171318	0.00628089
riches	0.0382565	0.022152	0.0183055	0.0121216	0.0118186	0.00947779	0.00528015	0.00876337	0.0120253	0.00917741	0.00706465	0.00878292	0.00812464	0.0144272	0.0114322	0.0121832	0.0196296	0.0145623	0.0217241	0.0143562	0.0249628	0.0223315	0.0283278	0.0334291	0.0270014	0.0200448	0.0289106	0.0227875	0.0114143	0.0129474	0.017866	0.0316878	0.0408546	0.0365706	0.0319428	0.0218493	0.0292474	0.0220903	0.0200873	0.0280563	0.0239099	0.0277061	0.0214397	0.0221036	0.0328831	0.0204945	0.0293923	0.029996
est	0.0253217	0.0203534	0.0202368	0.0157946	0.0139527	0.0117493	0.0106357	0.00728979	0.0119606	0.0155092	0.00957845	0.0151455	0.0113428	0.00948467	0.00916575	0.0065777	0.00974858	0.01351	0.0217746	0.0192893	0.0166094	0.0248784	0.021164	0.0246177	0.0164817	0.0155367	0.0179241	0.0122475	0.0113308	0.0104531	0.00815086	0.0159008	0.0284558	0.0239877	0.0407977	0.0300077	0.0250362	0.0310231	0.0307246	0.0235804	0.0239065	0.0402848	0.0280142	0.0400739	0.0562369	0.0225355	0.0293521	0.0522666
différente	0.0260876	0.0157287	0.0149647	0.00967358	0.00871443	0.00841159	0.00666904	0.00243121	0.00791501	0.00275442	0.00260897	0.00466946	0.00489415	0.00225938	0.0020027	0.00182325	0.00244112	0.00370081	0.00278865	0.00342972	0.00406695	0.00602012	0.00716057	0.00789721	0.00817302	0.00878558	0.010541	0.0122397	0.0101876	0.00839137	0.00557338	0.0102546	0.0143454	0.0231027	0.0296984	0.0233583	0.019143	0.0319311	0.0417266	0.0327081	0.0439659	0.0461019	0.054727	0.0681265	0.119066	0.0734678	0.0573766	0.0878949
de	0.0241342	0.0214779	0.0194908	0.0143574	0.0127462	0.015806	0.00884529	0.00409219	0.00689373	0.00325674	0.00517321	0.00689029	0.010048	0.00480908	0.00430104	0.00447214	0.00604742	0.00807533	0.00409904	0.00525206	0.00826583	0.00666119	0.01655	0.0203453	0.0206429	0.0228319	0.0228758	0.0198023	0.0169914	0.0171213	0.0133297	0.0188633	0.0275161	0.0182238	0.0302339	0.0205875	0.0185421	0.0344378	0.0335713	0.0323974	0.0429857	0.0360368	0.0380305	0.0505857	0.0597236	0.0590594	0.0543742	0.0491451
celle	0.0135789	0.00843902	0.00713725	0.00581159	0.00491208	0.00418822	0.00460364	0.00420517	0.0065978	0.00460115	0.0043534	0.00457571	0.00548435	0.0036014	0.00257717	0.00301817	0.0049613	0.00559947	0.00431619	0.00384658	0.00539035	0.0046622	0.00842665	0.00980578	0.0109055	0.0140277	0.0217605	0.0242397	0.0219992	0.026132	0.0173104	0.0187035	0.0283424	0.0183283	0.024761	0.01848	0.0198339	0.0272236	0.0338428	0.029928	0.0493936	0.043472	0.0349843	0.0681554	0.0916818	0.0934645	0.0644092	0.063927
