 	a15	a66	a87	a23	a87	a23	a99	a30	a53	a15	a79	a36	a56	a75	a47	a36	a6	a92	a79	a37	a79	a56	a75	a92	a56	a43	a25	a56	a44	a58	a57	a54	a47	a79	a44	a93	a69	a58	a82	a87	a23	a87	</S>
la	0.0304067	0.0242365	0.0228236	0.0259591	0.0221517	0.0299365	0.0327003	0.0354848	0.0326668	0.0339998	0.0212886	0.0365463	0.0320542	0.0228072	0.0217768	0.0233765	0.0102809	0.0155321	0.00794203	0.00670091	0.00412648	0.00421292	0.00444008	0.00322408	0.00421023	0.00393589	0.00504556	0.00477229	0.00722371	0.0112133	0.00854755	0.00689513	0.0139232	0.0366179	0.0296584	0.0474112	0.0554677	0.0549008	0.0333101	0.0411178	0.0441603	0.0388112	0.0481027
mère	0.0144678	0.0229382	0.0245289	0.0402349	0.0301923	0.0428539	0.0420347	0.0375999	0.0172351	0.00854408	0.00245332	0.00749184	0.00522651	0.00482093	0.0048897	0.00645157	0.00609307	0.0144855	0.0121068	0.0102218	0.0188832	0.0212244	0.0883659	0.045541	0.0598956	0.111774	0.0591211	0.0669797	0.0633277	0.0319441	0.0213783	0.0141761	0.0200285	0.0101607	0.00201125	0.00108507	0.00104796	0.00089216	0.000483313	0.000675006	0.00181962	0.00291095	0.00140377
enfonçait	0.0119859	0.0191488	0.0230781	0.0305014	0.0626957	0.043175	0.0462959	0.0668123	0.0739287	0.0423327	0.0106702	0.00836936	0.0206242	0.0164367	0.0287254	0.00890728	0.00550777	0.0176791	0.0162268	0.0273092	0.0241993	0.0379055	0.0325926	0.0252853	0.0491181	0.0216324	0.0152824	0.0169977	0.0130083	0.00957265	0.00831084	0.0102122	0.0107973	0.0069211	0.00697158	0.00651909	0.00972009	0.0124943	0.0133768	0.0182273	0.0255585	0.0239634	0.020923
son	0.0117917	0.0144294	0.0111963	0.0119443	0.0257731	0.025619	0.03583	0.0468234	0.0842147	0.0960994	0.0559149	0.0728349	0.0483686	0.0503576	0.063884	0.0130034	0.0161141	0.0213037	0.0147356	0.0120495	0.00953727	0.00695978	0.00599609	0.00426803	0.00606833	0.00671796	0.00673266	0.00778949	0.00524538	0.00554194	0.00665922	0.00778766	0.00657539	0.0076098	0.0105983	0.0177135	0.0151895	0.0223415	0.0177423	0.0211685	0.0111344	0.0174556	0.0408798
doigt	0.0227421	0.0205207	0.0147082	0.00796939	0.0144374	0.0249111	0.0313883	0.0300247	0.0225083	0.0217305	0.0129499	0.0180314	0.0240244	0.030162	0.0224842	0.0559759	0.0593023	0.056031	0.0407971	0.0420174	0.0392394	0.0358652	0.0311297	0.0285855	0.037363	0.0343775	0.0305116	0.0177422	0.0144045	0.00935379	0.00528486	0.00617608	0.00594173	0.00343977	0.00580032	0.00603476	0.00941779	0.0159421	0.0108525	0.0130825	0.0122716	0.0147607	0.0397065
dans	0.0263131	0.0250987	0.0145745	0.0119928	0.0101662	0.0186967	0.0156216	0.0211262	0.0449478	0.071042	0.0181374	0.0404489	0.0287954	0.0382164	0.043793	0.0613497	0.0442307	0.060325	0.0310932	0.0581633	0.0393112	0.0310339	0.0311216	0.0240569	0.0201605	0.012927	0.0117455	0.00907212	0.0067891	0.00394714	0.00356434	0.00286197	0.00334917	0.00486058	0.00758357	0.00790273	0.00900965	0.0122331	0.0118237	0.0162342	0.00946033	0.0107667	0.0260523
la	0.0215535	0.0221614	0.0231726	0.0239616	0.022299	0.036215	0.0262257	0.0294957	0.0317605	0.0329126	0.0214293	0.0258259	0.0222005	0.0246165	0.0137606	0.0246397	0.0184916	0.0308498	0.017892	0.0233723	0.0164245	0.0167907	0.0131533	0.0128866	0.0160908	0.0195185	0.0244977	0.0224258	0.0206206	0.015888	0.0214043	0.0289697	0.0233468	0.0147585	0.0286808	0.0153617	0.0248196	0.0256261	0.0154642	0.0223069	0.0310357	0.0241448	0.0529488
bouche	0.0209325	0.0203114	0.0187252	0.0170597	0.024802	0.0377371	0.0345386	0.0403472	0.0326029	0.0227734	0.0155174	0.0219515	0.0281942	0.0349149	0.0139254	0.0260367	0.0161738	0.0260866	0.0151644	0.0224274	0.0147999	0.0150374	0.00861353	0.0086238	0.0115136	0.0170786	0.0266009	0.0256143	0.0313174	0.0317838	0.0220196	0.0145186	0.0163848	0.00960045	0.0205446	0.0134526	0.0280113	0.0297076	0.0194502	0.0292698	0.0365113	0.0256834	0.0536405
de	0.0174355	0.00894478	0.00781098	0.00569805	0.0060249	0.0124869	0.0099245	0.0147814	0.0166831	0.0187829	0.0141697	0.0058967	0.0185245	0.0265604	0.0289254	0.0704463	0.03664	0.0598322	0.0440149	0.0444164	0.026816	0.0204039	0.0124168	0.0125857	0.0124534	0.0140955	0.0159711	0.0133546	0.0173268	0.0131571	0.0137584	0.0095135	0.00985188	0.0129414	0.0177788	0.017894	0.0440835	0.0369737	0.0220738	0.0286236	0.0425272	0.0308988	0.0865009
l'	0.0152372	0.00795428	0.00512471	0.00434261	0.0039601	0.00444129	0.00442995	0.00635606	0.00565401	0.00932971	0.00950275	0.0124251	0.0165907	0.0125192	0.0205433	0.0388475	0.0355874	0.0416524	0.0256663	0.0202196	0.0147894	0.00944159	0.00896776	0.00929948	0.00616694	0.00769154	0.00933241	0.00806686	0.00661636	0.00703625	0.00729163	0.0081332	0.0154642	0.0160467	0.0228745	0.0273158	0.0731224	0.0636587	0.0534982	0.058712	0.072332	0.0728708	0.120887
