 	a87	a23	a87	a23	a87	a23	a87	a99	a75	a47	a6	a37	a75	a85	a47	a37	a54	a37	a85	a27	a75	a5	a61	a62	a83	a9	a75	a98	a69	a54	a37	a83	a9	a87	a82	a87	a97	a87	a23	a99	a87	a97	</S>
le	0.0318587	0.0321328	0.0240205	0.011366	0.0116597	0.0163068	0.00667758	0.013702	0.017854	0.0427586	0.0408914	0.115923	0.0822197	0.103454	0.0653016	0.0372636	0.0285079	0.0149234	0.0109081	0.00842341	0.00872267	0.0100847	0.0244285	0.0264806	0.0242387	0.016469	0.0249848	0.0141614	0.0106655	0.00641105	0.00841676	0.008499	0.00528301	0.00749706	0.00840663	0.00761735	0.00695059	0.00866242	0.00817084	0.00679606	0.00953135	0.00783706	0.0235321
deuil	0.000347704	0.000582297	0.00108659	0.00132197	0.00283188	0.00374974	0.00701754	0.0142343	0.0164222	0.0399785	0.0564779	0.0656922	0.152	0.142698	0.142572	0.104757	0.0596284	0.0694117	0.036881	0.0358314	0.0211036	0.0107341	0.00206947	0.0025208	0.00119705	0.000427612	0.000528965	0.000588673	0.00131645	0.000804113	0.000733763	0.000574437	0.000392903	0.00058668	0.000615817	0.000313016	0.000226167	0.000329583	0.000325605	0.000307887	0.000211589	0.000420319	0.000149007
du	0.0384219	0.0421534	0.0337439	0.043737	0.0360276	0.0398729	0.0269677	0.0320389	0.0478101	0.0543393	0.0546486	0.0673488	0.0633019	0.0652746	0.0404943	0.0207253	0.0230347	0.0192513	0.0312541	0.0195102	0.0356124	0.0159457	0.0169651	0.0146767	0.00640945	0.00555979	0.00271833	0.00346399	0.00617617	0.00564428	0.00419218	0.0064941	0.00288005	0.00532485	0.00461358	0.00679078	0.00557026	0.00760804	0.00595374	0.00950948	0.00630907	0.0147082	0.00691748
chef	0.0359559	0.0325214	0.0257045	0.0224183	0.0232517	0.0178291	0.0232995	0.0329169	0.036567	0.0281575	0.017807	0.0103651	0.00839304	0.00673545	0.0143063	0.00762193	0.0130724	0.0228027	0.03537	0.0405949	0.0720686	0.055351	0.0837868	0.0651964	0.0321908	0.0270107	0.0129679	0.00595884	0.0145682	0.0116186	0.00564473	0.0080001	0.00325374	0.00607785	0.00470829	0.0091283	0.00777966	0.0138018	0.0116731	0.0248413	0.0201654	0.0216109	0.0269061
coutumier	0.0944809	0.0793142	0.0356795	0.0265524	0.0206728	0.0229963	0.0287396	0.0263785	0.0402175	0.0288501	0.024871	0.0126499	0.00721223	0.00918497	0.0122296	0.0159452	0.0176757	0.0220802	0.0196279	0.0334746	0.0381246	0.0255704	0.0301212	0.0270161	0.0223816	0.0336334	0.0348592	0.0340898	0.0205521	0.00908322	0.00644889	0.00877553	0.00390719	0.00586656	0.00530629	0.0108335	0.00885102	0.0141111	0.00944464	0.0153711	0.0118572	0.0142067	0.0307554
a	0.0405761	0.0435302	0.0306446	0.0295372	0.025117	0.0275943	0.022518	0.0133378	0.0123856	0.0110474	0.0117881	0.00742768	0.00630102	0.00432197	0.00552247	0.00963403	0.00665085	0.0100929	0.016405	0.0202709	0.0237574	0.0160469	0.0158609	0.0314152	0.017965	0.0216914	0.020854	0.0314231	0.0283751	0.0213686	0.0147868	0.0208861	0.0257887	0.0295701	0.0246701	0.025794	0.0310018	0.0393475	0.0361838	0.0379202	0.0318418	0.0462497	0.0524987
été	0.0418179	0.048363	0.0263278	0.0221736	0.0179498	0.020622	0.014428	0.014307	0.0128571	0.0122811	0.00888494	0.00948224	0.00791973	0.00640303	0.00671897	0.00798758	0.00621072	0.0102862	0.0111723	0.0138637	0.0142677	0.0117482	0.0177862	0.0253211	0.0179167	0.0254601	0.0243625	0.0372916	0.031365	0.0329828	0.027235	0.0318075	0.0366728	0.0277945	0.0230457	0.0280666	0.0309562	0.0330808	0.0354675	0.0381193	0.0363093	0.0321851	0.060701
rétiré	0.0271174	0.0267395	0.0174885	0.0196224	0.0152981	0.0168859	0.0143822	0.014962	0.0163066	0.0187537	0.0196118	0.0213735	0.021935	0.0155773	0.0188409	0.0231665	0.0274305	0.0382891	0.043741	0.0504331	0.068799	0.0404509	0.0401599	0.0447472	0.0233963	0.0220798	0.018515	0.020065	0.0116152	0.0121318	0.0113007	0.0148128	0.0144895	0.0138471	0.0105779	0.0127313	0.0156623	0.0179918	0.0175148	0.0209742	0.0204471	0.0245771	0.0351585
aujourd'	0.0459696	0.0338406	0.0162703	0.0125332	0.00965634	0.0135936	0.0102314	0.0107459	0.0111842	0.0122205	0.0105798	0.00924102	0.00659726	0.00426421	0.0043537	0.00738893	0.00934045	0.0135907	0.0128562	0.0136061	0.0169538	0.0148015	0.0290907	0.0368766	0.0269865	0.0334899	0.0275858	0.0207398	0.0135555	0.0180554	0.0123786	0.0191422	0.0268989	0.017672	0.0193419	0.0315202	0.0353209	0.0471391	0.0522264	0.0589724	0.0537554	0.0544486	0.0649839
hui	0.0228306	0.0213964	0.0154288	0.0144777	0.0101047	0.0181182	0.0122963	0.0129303	0.0102555	0.0103355	0.0101088	0.0116156	0.0142003	0.0107144	0.0137735	0.0226526	0.0132544	0.0156363	0.0235169	0.0207605	0.0257916	0.01812	0.0252754	0.03427	0.0277665	0.0210757	0.014378	0.0109627	0.00687522	0.00978791	0.00998593	0.0151611	0.023012	0.027371	0.0322647	0.03224	0.0371513	0.055301	0.0591855	0.0600098	0.0488769	0.0545979	0.0461327
