 	a66	a87	a23	a30	a70	a61	a96	a93	a90	a20	a15	a44	a93	a96	a12	a43	a75	a92	a98	a47	a92	a37	a44	a56	a11	a43	a2	a57	a87	a23	a87	a97	</S>
les	0.0491434	0.0494839	0.0565273	0.0547503	0.0547262	0.0293577	0.0351976	0.0270523	0.0233703	0.0188232	0.0199999	0.0192675	0.0228515	0.0188324	0.0206155	0.0257102	0.0237287	0.0165148	0.0181814	0.0132981	0.0154386	0.0233039	0.0249525	0.0371609	0.0265785	0.0334318	0.0259828	0.0356207	0.0410369	0.0345044	0.0438722	0.0258354	0.0348491
jointures	0.00962692	0.0112596	0.0164283	0.0108407	0.0357127	0.0144121	0.0252566	0.0424692	0.047459	0.0703353	0.054026	0.0766925	0.0601194	0.101711	0.0881954	0.0607875	0.0763924	0.0554471	0.0442279	0.0152757	0.0128909	0.0189228	0.0127765	0.0105594	0.00409071	0.00434194	0.003658	0.00190881	0.0025719	0.0019303	0.00335694	0.00580689	0.000509534
de	0.0570988	0.0889912	0.0582356	0.0442467	0.0455308	0.0458145	0.037044	0.0181215	0.0184894	0.0153464	0.0122958	0.0274679	0.032947	0.0557117	0.0652451	0.0940231	0.0824024	0.0879539	0.0431222	0.0123315	0.00835932	0.005522	0.00569597	0.00397426	0.00383589	0.00453626	0.00388635	0.00264278	0.00282635	0.00321149	0.00319344	0.00855929	0.00133726
doigts	0.0276261	0.0347074	0.0210379	0.0125716	0.0158577	0.0160923	0.00899473	0.0070961	0.00827521	0.00937703	0.0117685	0.0336898	0.0419622	0.0520328	0.0344875	0.0165184	0.0181953	0.0236501	0.0273782	0.0319062	0.0283202	0.0426586	0.0287024	0.0223271	0.0321441	0.0339309	0.0305573	0.04027	0.0648733	0.064373	0.036773	0.061044	0.0608011
de	0.0407885	0.052614	0.0447441	0.0388259	0.0219974	0.0458007	0.0372448	0.0484492	0.0434894	0.0524369	0.0573896	0.0655636	0.0520113	0.0267287	0.0237657	0.0201309	0.015022	0.00787848	0.0113747	0.00571097	0.00726538	0.0156363	0.0204261	0.00982995	0.0103153	0.0122641	0.00880506	0.0181043	0.0199286	0.027716	0.0266819	0.0480378	0.0630225
cette	0.0183932	0.00787903	0.0062275	0.0079068	0.00752644	0.0143696	0.0250235	0.0386739	0.0291944	0.108156	0.0522586	0.0916553	0.103527	0.0843331	0.102784	0.0638172	0.041774	0.0432112	0.0389256	0.0134137	0.0148018	0.0108699	0.0103535	0.00749704	0.00501257	0.00451968	0.00567366	0.00640937	0.00629748	0.00796102	0.00680147	0.00529423	0.00945764
femme	0.0198052	0.0136251	0.0134831	0.0121001	0.0106553	0.0174755	0.0186638	0.0253604	0.0203382	0.0715293	0.0454167	0.10189	0.105847	0.0560891	0.0624125	0.0442526	0.0337526	0.0699552	0.0281334	0.0333545	0.0273353	0.0289765	0.0205509	0.0165816	0.00626369	0.010824	0.00973039	0.0107155	0.0146951	0.0132829	0.0120787	0.0129406	0.0118854
se	0.0347682	0.0374699	0.0436877	0.0408796	0.0313972	0.0298941	0.0160803	0.0238236	0.0344165	0.041411	0.0370856	0.0370734	0.0364863	0.0183641	0.0269936	0.0260212	0.0223588	0.0221748	0.0314092	0.0296262	0.019369	0.0310417	0.0275319	0.0407654	0.019188	0.0389918	0.0231111	0.0248435	0.0284605	0.0357464	0.0249055	0.0239896	0.0406343
sont	0.0127364	0.0142485	0.0199832	0.0186129	0.012539	0.0163056	0.00866566	0.0146782	0.0171592	0.0240393	0.0269111	0.0333377	0.0284273	0.048746	0.0550998	0.0307633	0.03197	0.0206087	0.0393533	0.031701	0.019234	0.033988	0.0503319	0.0397357	0.0211415	0.0404785	0.0371462	0.038212	0.0472335	0.0539055	0.0316173	0.0393009	0.041789
enflées	0.0076631	0.00780111	0.00945812	0.0132587	0.0126405	0.011554	0.00576629	0.00792308	0.00691655	0.0142571	0.0155204	0.016616	0.0226602	0.0280466	0.045011	0.0223034	0.0347869	0.0244704	0.0377669	0.0465241	0.0312276	0.04582	0.0514743	0.0465961	0.0374439	0.0419505	0.0485974	0.0443973	0.0559338	0.0702246	0.0425865	0.0493883	0.0434153
</S>	0.0182224	0.0196176	0.0174192	0.0118103	0.0146317	0.0107061	0.00647823	0.00711805	0.00641761	0.00701031	0.0066864	0.00820891	0.00618917	0.00496089	0.00709986	0.0055964	0.00514111	0.00526109	0.00814928	0.0153964	0.0238196	0.0426049	0.0447402	0.046537	0.0258767	0.0323507	0.0512197	0.0583273	0.0599512	0.0762514	0.0786446	0.0591323	0.208423
